sample_id,date,time,axis,axis_angle,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_164449_1,2026-07-22,16:45:58,Y,-90.000000,90.000000,270.000000,1.000000,0.541902,0.542029,0.002115,1000,1000
20260722_164449_2,2026-07-22,16:46:01,Y,-88.000000,88.000000,270.000000,1.000000,0.383058,0.383109,0.002308,1000,1000
20260722_164449_3,2026-07-22,16:46:05,Y,-86.000000,86.000000,270.000000,1.000000,0.279045,0.279136,0.001945,1000,1000
20260722_164449_4,2026-07-22,16:46:08,Y,-84.000000,84.000000,270.000000,1.000000,0.261524,0.261368,0.002155,1000,1000
20260722_164449_5,2026-07-22,16:46:12,Y,-82.000000,82.000000,270.000000,1.000000,0.245987,0.245904,0.002124,1000,1000
20260722_164449_6,2026-07-22,16:46:15,Y,-80.000000,80.000000,270.000000,1.000000,0.231166,0.231098,0.002299,1000,1000
20260722_164449_7,2026-07-22,16:46:19,Y,-78.000000,78.000000,270.000000,1.000000,0.216794,0.216950,0.002241,1000,1000
20260722_164449_8,2026-07-22,16:46:22,Y,-76.000000,76.000000,270.000000,1.000000,0.203465,0.203460,0.001978,1000,1000
20260722_164449_9,2026-07-22,16:46:26,Y,-74.000000,74.000000,270.000000,1.000000,0.190567,0.190628,0.002296,1000,1000
20260722_164449_10,2026-07-22,16:46:29,Y,-72.000000,72.000000,270.000000,1.000000,0.178836,0.178783,0.002105,1000,1000
20260722_164449_11,2026-07-22,16:46:33,Y,-70.000000,70.000000,270.000000,1.000000,0.168474,0.168583,0.001929,1000,1000
20260722_164449_12,2026-07-22,16:46:36,Y,-68.000000,68.000000,270.000000,1.000000,0.674574,0.674627,0.002049,1000,1000
20260722_164449_13,2026-07-22,16:46:40,Y,-66.000000,66.000000,270.000000,1.000000,0.701081,0.701278,0.002266,1000,1000
20260722_164449_14,2026-07-22,16:46:43,Y,-64.000000,64.000000,270.000000,1.000000,0.759034,0.759187,0.002113,1000,1000
20260722_164449_15,2026-07-22,16:46:47,Y,-62.000000,62.000000,270.000000,1.000000,0.837356,0.837496,0.001806,1000,1000
20260722_164449_16,2026-07-22,16:46:50,Y,-60.000000,60.000000,270.000000,1.000000,0.952339,0.952327,0.002048,1000,1000
20260722_164449_17,2026-07-22,16:46:54,Y,-58.000000,58.000000,270.000000,1.000000,1.107141,1.107299,0.002321,1000,1000
20260722_164449_18,2026-07-22,16:46:57,Y,-56.000000,56.000000,270.000000,1.000000,1.263925,1.263917,0.002128,1000,1000
20260722_164449_19,2026-07-22,16:47:01,Y,-54.000000,54.000000,270.000000,1.000000,1.473749,1.473837,0.001871,1000,1000
20260722_164449_20,2026-07-22,16:47:04,Y,-52.000000,52.000000,270.000000,1.000000,1.755650,1.755486,0.001967,1000,1000
20260722_164449_21,2026-07-22,16:47:08,Y,-50.000000,50.000000,270.000000,1.000000,2.057391,2.057535,0.002288,1000,1000
20260722_164449_22,2026-07-22,16:47:11,Y,-48.000000,48.000000,270.000000,1.000000,2.393916,2.393804,0.001888,1000,1000
20260722_164449_23,2026-07-22,16:47:15,Y,-46.000000,46.000000,270.000000,1.000000,2.729113,2.728758,0.002290,1000,1000
20260722_164449_24,2026-07-22,16:47:18,Y,-44.000000,44.000000,270.000000,1.000000,3.085412,3.085428,0.001990,1000,1000
20260722_164449_25,2026-07-22,16:47:22,Y,-42.000000,42.000000,270.000000,1.000000,3.411430,3.411170,0.002629,1000,1000
20260722_164449_26,2026-07-22,16:47:25,Y,-40.000000,40.000000,270.000000,1.000000,3.776176,3.776397,0.002464,1000,1000
20260722_164449_27,2026-07-22,16:47:29,Y,-38.000000,38.000000,270.000000,1.000000,4.157037,4.156431,0.003151,1000,1000
20260722_164449_28,2026-07-22,16:47:32,Y,-36.000000,36.000000,270.000000,1.000000,4.508354,4.508499,0.002539,1000,1000
20260722_164449_29,2026-07-22,16:47:36,Y,-34.000000,34.000000,270.000000,1.000000,4.838995,4.838851,0.002550,1000,1000
20260722_164449_30,2026-07-22,16:47:39,Y,-32.000000,32.000000,270.000000,1.000000,5.160645,5.160978,0.002664,1000,1000
20260722_164449_31,2026-07-22,16:47:43,Y,-30.000000,30.000000,270.000000,1.000000,5.460236,5.460402,0.002991,1000,1000
20260722_164449_32,2026-07-22,16:47:46,Y,-28.000000,28.000000,270.000000,1.000000,5.736346,5.735807,0.004139,1000,1000
20260722_164449_33,2026-07-22,16:47:50,Y,-26.000000,26.000000,270.000000,1.000000,6.031985,6.031284,0.004249,1000,1000
20260722_164449_34,2026-07-22,16:47:53,Y,-24.000000,24.000000,270.000000,1.000000,6.321748,6.319524,0.005328,1000,1000
20260722_164449_35,2026-07-22,16:47:57,Y,-22.000000,22.000000,270.000000,1.000000,6.617976,6.618622,0.005262,1000,1000
20260722_164449_36,2026-07-22,16:48:00,Y,-20.000000,20.000000,270.000000,1.000000,6.895510,6.896334,0.004440,1000,1000
20260722_164449_37,2026-07-22,16:48:04,Y,-18.000000,18.000000,270.000000,1.000000,7.178538,7.178652,0.002006,1000,1000
20260722_164449_38,2026-07-22,16:48:07,Y,-16.000000,16.000000,270.000000,1.000000,7.461036,7.462288,0.008459,1000,1000
