sample_id,date,time,axis,axis_angle,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_142038_72,2026-07-22,14:26:43,X,15.500000,15.500000,0.000000,1.000000,7.723645,7.724208,0.003938,1000,1000
20260722_142038_73,2026-07-22,14:26:47,X,16.000000,16.000000,0.000000,1.000000,7.677564,7.677484,0.002670,1000,1000
20260722_142038_74,2026-07-22,14:26:51,X,16.500000,16.500000,0.000000,1.000000,7.619818,7.621217,0.004998,1000,1000
20260722_142038_75,2026-07-22,14:26:55,X,17.000000,17.000000,0.000000,1.000000,7.559736,7.559686,0.002833,1000,1000
20260722_142038_76,2026-07-22,14:26:59,X,17.500000,17.500000,0.000000,1.000000,7.475456,7.480057,0.009696,1000,1000
20260722_142038_77,2026-07-22,14:27:03,X,18.000000,18.000000,0.000000,1.000000,7.447915,7.447481,0.003415,1000,1000
20260722_142038_78,2026-07-22,14:27:07,X,18.500000,18.500000,0.000000,1.000000,7.392015,7.392860,0.003778,1000,1000
20260722_142038_79,2026-07-22,14:27:11,X,19.000000,19.000000,0.000000,1.000000,7.313599,7.313560,0.002267,1000,1000
20260722_142038_80,2026-07-22,14:27:15,X,19.500000,19.500000,0.000000,1.000000,7.250498,7.250384,0.002051,1000,1000
20260722_142038_81,2026-07-22,14:27:19,X,20.000000,20.000000,0.000000,1.000000,7.179348,7.178652,0.004016,1000,1000
20260722_142038_82,2026-07-22,14:27:25,Y,-20.000000,20.000000,270.000000,1.000000,6.767471,6.767349,0.001704,1000,1000
20260722_142038_83,2026-07-22,14:27:28,Y,-19.500000,19.500000,270.000000,1.000000,6.833903,6.832828,0.004506,1000,1000
20260722_142038_84,2026-07-22,14:27:31,Y,-19.000000,19.000000,270.000000,1.000000,6.897947,6.897979,0.002134,1000,1000
20260722_142038_85,2026-07-22,14:27:34,Y,-18.500000,18.500000,270.000000,1.000000,6.971517,6.971684,0.002030,1000,1000
20260722_142038_86,2026-07-22,14:27:37,Y,-18.000000,18.000000,270.000000,1.000000,7.040879,7.040783,0.002002,1000,1000
20260722_142038_87,2026-07-22,14:27:40,Y,-17.500000,17.500000,270.000000,1.000000,7.117239,7.117450,0.001984,1000,1000
20260722_142038_88,2026-07-22,14:27:43,Y,-17.000000,17.000000,270.000000,1.000000,7.188993,7.189182,0.001807,1000,1000
20260722_142038_89,2026-07-22,14:27:46,Y,-16.500000,16.500000,270.000000,1.000000,7.262143,7.262230,0.002114,1000,1000
20260722_142038_90,2026-07-22,14:27:49,Y,-16.000000,16.000000,270.000000,1.000000,7.334622,7.334619,0.001990,1000,1000
20260722_142038_91,2026-07-22,14:27:52,Y,-15.500000,15.500000,270.000000,1.000000,7.397149,7.397138,0.002113,1000,1000
20260722_142038_92,2026-07-22,14:27:55,Y,-15.000000,15.000000,270.000000,1.000000,7.464564,7.464592,0.002126,1000,1000
20260722_142038_93,2026-07-22,14:27:58,Y,-14.500000,14.500000,270.000000,1.000000,7.528109,7.528097,0.002175,1000,1000
20260722_142038_94,2026-07-22,14:28:02,Y,-14.000000,14.000000,270.000000,1.000000,7.593774,7.593577,0.002094,1000,1000
20260722_142038_95,2026-07-22,14:28:05,Y,-13.500000,13.500000,270.000000,1.000000,7.658047,7.658070,0.002221,1000,1000
20260722_142038_96,2026-07-22,14:28:08,Y,-13.000000,13.000000,270.000000,1.000000,7.712696,7.712692,0.002973,1000,1000
20260722_142038_97,2026-07-22,14:28:11,Y,-12.500000,12.500000,270.000000,1.000000,7.776425,7.776856,0.002448,1000,1000
20260722_142038_98,2026-07-22,14:28:14,Y,-12.000000,12.000000,270.000000,1.000000,7.831548,7.832135,0.004410,1000,1000
20260722_142038_99,2026-07-22,14:28:17,Y,-11.500000,11.500000,270.000000,1.000000,7.897066,7.897616,0.002809,1000,1000
20260722_142038_100,2026-07-22,14:28:20,Y,-11.000000,11.000000,270.000000,1.000000,7.952015,7.951908,0.001906,1000,1000
20260722_142038_101,2026-07-22,14:28:23,Y,-10.500000,10.500000,270.000000,1.000000,8.010697,8.010807,0.001937,1000,1000
20260722_142038_102,2026-07-22,14:28:26,Y,-10.000000,10.000000,270.000000,1.000000,8.063788,8.064113,0.002237,1000,1000
20260722_142038_103,2026-07-22,14:28:29,Y,-9.500000,9.500000,270.000000,1.000000,8.117450,8.117419,0.001938,1000,1000
20260722_142038_104,2026-07-22,14:28:32,Y,-9.000000,9.000000,270.000000,1.000000,8.170743,8.171053,0.002233,1000,1000
20260722_142038_105,2026-07-22,14:28:35,Y,-8.500000,8.500000,270.000000,1.000000,8.224086,8.223701,0.003063,1000,1000
20260722_142038_106,2026-07-22,14:28:38,Y,-8.000000,8.000000,270.000000,1.000000,8.281898,8.281942,0.002168,1000,1000
20260722_142038_107,2026-07-22,14:28:41,Y,-7.500000,7.500000,270.000000,1.000000,8.329293,8.329325,0.002072,1000,1000
20260722_142038_108,2026-07-22,14:28:45,Y,-7.000000,7.000000,270.000000,1.000000,8.385667,8.385592,0.002715,1000,1000
20260722_142038_109,2026-07-22,14:28:48,Y,-6.500000,6.500000,270.000000,1.000000,8.367927,8.365191,0.008169,1000,1000
20260722_142038_110,2026-07-22,14:28:51,Y,-6.000000,6.000000,270.000000,1.000000,8.449506,8.450086,0.004062,1000,1000
20260722_142038_111,2026-07-22,14:28:54,Y,-5.500000,5.500000,270.000000,1.000000,8.487943,8.488914,0.004248,1000,1000
20260722_142038_112,2026-07-22,14:28:57,Y,-5.000000,5.000000,270.000000,1.000000,8.524373,8.524451,0.001897,1000,1000
20260722_142038_113,2026-07-22,14:29:00,Y,-4.500000,4.500000,270.000000,1.000000,8.572331,8.572821,0.002600,1000,1000
20260722_142038_114,2026-07-22,14:29:03,Y,-4.000000,4.000000,270.000000,1.000000,8.591858,8.592235,0.003265,1000,1000
20260722_142038_115,2026-07-22,14:29:06,Y,-3.500000,3.500000,270.000000,1.000000,8.603883,8.603752,0.002049,1000,1000
20260722_142038_116,2026-07-22,14:29:09,Y,-3.000000,3.000000,270.000000,1.000000,8.633330,8.633695,0.002500,1000,1000
20260722_142038_117,2026-07-22,14:29:13,Y,-2.500000,2.500000,270.000000,1.000000,8.678998,8.678446,0.002918,1000,1000
20260722_142038_118,2026-07-22,14:29:16,Y,-2.000000,2.000000,270.000000,1.000000,8.705170,8.705757,0.004623,1000,1000
20260722_142038_119,2026-07-22,14:29:19,Y,-1.500000,1.500000,270.000000,1.000000,8.723307,8.723855,0.002991,1000,1000
20260722_142038_120,2026-07-22,14:29:22,Y,-1.000000,1.000000,270.000000,1.000000,8.733614,8.733726,0.002235,1000,1000
20260722_142038_121,2026-07-22,14:29:25,Y,-0.500000,0.500000,270.000000,1.000000,8.743728,8.743597,0.002516,1000,1000
20260722_142038_122,2026-07-22,14:29:28,Y,0.000000,0.000000,90.000000,1.000000,8.740387,8.740636,0.002430,1000,1000
20260722_142038_123,2026-07-22,14:29:31,Y,0.500000,0.500000,90.000000,1.000000,8.738923,8.738991,0.002760,1000,1000
20260722_142038_124,2026-07-22,14:29:34,Y,1.000000,1.000000,90.000000,1.000000,8.728024,8.728132,0.001745,1000,1000
20260722_142038_125,2026-07-22,14:29:37,Y,1.500000,1.500000,90.000000,1.000000,8.718569,8.718919,0.003022,1000,1000
20260722_142038_126,2026-07-22,14:29:40,Y,2.000000,2.000000,90.000000,1.000000,8.712280,8.712338,0.002519,1000,1000
20260722_142038_127,2026-07-22,14:29:43,Y,2.500000,2.500000,90.000000,1.000000,8.696064,8.696872,0.004908,1000,1000
20260722_142038_128,2026-07-22,14:29:46,Y,3.000000,3.000000,90.000000,1.000000,8.680556,8.681078,0.002357,1000,1000
20260722_142038_129,2026-07-22,14:29:50,Y,3.500000,3.500000,90.000000,1.000000,8.665509,8.665284,0.002253,1000,1000
20260722_142038_130,2026-07-22,14:29:53,Y,4.000000,4.000000,90.000000,1.000000,8.649918,8.650477,0.003012,1000,1000
20260722_142038_131,2026-07-22,14:29:56,Y,4.500000,4.500000,90.000000,1.000000,8.630408,8.629746,0.003427,1000,1000
20260722_142038_132,2026-07-22,14:29:59,Y,5.000000,5.000000,90.000000,1.000000,8.610591,8.610333,0.002300,1000,1000
20260722_142038_133,2026-07-22,14:30:02,Y,5.500000,5.500000,90.000000,1.000000,8.605225,8.604739,0.004515,1000,1000
20260722_142038_134,2026-07-22,14:30:05,Y,6.000000,6.000000,90.000000,1.000000,8.582549,8.582363,0.003434,1000,1000
20260722_142038_135,2026-07-22,14:30:08,Y,6.500000,6.500000,90.000000,1.000000,8.555244,8.553407,0.004268,1000,1000
20260722_142038_136,2026-07-22,14:30:12,Y,7.000000,7.000000,90.000000,1.000000,8.531418,8.529716,0.013239,1000,1000
20260722_142038_137,2026-07-22,14:30:15,Y,7.500000,7.500000,90.000000,1.000000,8.492653,8.489243,0.008441,1000,1000
20260722_142038_138,2026-07-22,14:30:18,Y,8.000000,8.000000,90.000000,1.000000,8.477594,8.477726,0.003795,1000,1000
20260722_142038_139,2026-07-22,14:30:21,Y,8.500000,8.500000,90.000000,1.000000,8.441760,8.443176,0.005378,1000,1000
20260722_142038_140,2026-07-22,14:30:24,Y,9.000000,9.000000,90.000000,1.000000,8.403305,8.403032,0.002074,1000,1000
20260722_142038_141,2026-07-22,14:30:27,Y,9.500000,9.500000,90.000000,1.000000,8.361922,8.362230,0.004886,1000,1000
20260722_142038_142,2026-07-22,14:30:30,Y,10.000000,10.000000,90.000000,1.000000,8.316487,8.316163,0.003114,1000,1000
20260722_142038_143,2026-07-22,14:30:33,Y,10.500000,10.500000,90.000000,1.000000,8.280085,8.283588,0.008513,1000,1000
20260722_142038_144,2026-07-22,14:30:36,Y,11.000000,11.000000,90.000000,1.000000,8.239719,8.239495,0.002648,1000,1000
20260722_142038_145,2026-07-22,14:30:40,Y,11.500000,11.500000,90.000000,1.000000,8.182718,8.183557,0.003864,1000,1000
20260722_142038_146,2026-07-22,14:30:43,Y,12.000000,12.000000,90.000000,1.000000,8.132541,8.132555,0.002616,1000,1000
20260722_142038_147,2026-07-22,14:30:46,Y,12.500000,12.500000,90.000000,1.000000,8.078536,8.078262,0.002490,1000,1000
20260722_142038_148,2026-07-22,14:30:49,Y,13.000000,13.000000,90.000000,1.000000,8.025302,8.025944,0.002767,1000,1000
20260722_142038_149,2026-07-22,14:30:52,Y,13.500000,13.500000,90.000000,1.000000,7.976784,7.977245,0.004148,1000,1000
20260722_142038_150,2026-07-22,14:30:55,Y,14.000000,14.000000,90.000000,1.000000,7.924433,7.924926,0.002533,1000,1000
20260722_142038_151,2026-07-22,14:30:58,Y,14.500000,14.500000,90.000000,1.000000,7.862985,7.862408,0.003612,1000,1000
20260722_142038_152,2026-07-22,14:31:01,Y,15.000000,15.000000,90.000000,1.000000,7.809249,7.808115,0.003523,1000,1000
20260722_142038_153,2026-07-22,14:31:04,Y,15.500000,15.500000,90.000000,1.000000,7.749356,7.749545,0.002580,1000,1000
20260722_142038_154,2026-07-22,14:31:07,Y,16.000000,16.000000,90.000000,1.000000,7.695036,7.694594,0.002550,1000,1000
20260722_142038_155,2026-07-22,14:31:10,Y,16.500000,16.500000,90.000000,1.000000,7.646541,7.645896,0.003354,1000,1000
20260722_142038_156,2026-07-22,14:31:14,Y,17.000000,17.000000,90.000000,1.000000,7.586705,7.586667,0.002753,1000,1000
20260722_142038_157,2026-07-22,14:31:17,Y,17.500000,17.500000,90.000000,1.000000,7.531248,7.531717,0.003202,1000,1000
20260722_142038_158,2026-07-22,14:31:20,Y,18.000000,18.000000,90.000000,1.000000,7.500173,7.499800,0.002858,1000,1000
20260722_142038_159,2026-07-22,14:31:23,Y,18.500000,18.500000,90.000000,1.000000,7.434198,7.435965,0.004577,1000,1000
20260722_142038_160,2026-07-22,14:31:26,Y,19.000000,19.000000,90.000000,1.000000,7.378903,7.379369,0.004226,1000,1000
20260722_142038_161,2026-07-22,14:31:29,Y,19.500000,19.500000,90.000000,1.000000,7.321931,7.321787,0.002616,1000,1000
20260722_142038_162,2026-07-22,14:31:32,Y,20.000000,20.000000,90.000000,1.000000,7.260889,7.260913,0.002283,1000,1000
