case_name,tiles,K,dimensions,half_width_floor_m,region,gain,pilot_integration_seconds,grid_count,grid_peb_median_m,grid_peb_p95_m,grid_peb_max_m,grid_fraction_peb_10cm,grid_fraction_full_rank,grid_minimum_visible_5sigma,count,median_m,p95_m,max_m,rmse_m,rmse_x_m,rmse_y_m,rmse_z_m,fraction_error_1cm,fraction_error_10cm,failure_10cm_wilson95_low,failure_10cm_wilson95_high,boundary_p95_m,boundary_max_m,optimizer_success_fraction,alternative_gap_below9_fraction,noiseless_audit_max_error_m,sampled_far_fingerprint_min_sigma
tile_baseline_core_2d,1,1,2,0.45,frustum,known,0.125,169,0.000763450615236185,0.00159543025790351,0.00276960098140768,1,1,2,12,0.000242719390223541,0.00102928559220936,0.00110576847465825,0.000532800319354993,0.000431630878940826,0.000312363513633639,0,1,1,0,0.242494006655231,0.00146720714918729,0.00183229322914873,1,0,5.20417042793042e-17,135.331229691402
tile_baseline_core_3d,1,1,3,0.45,frustum,known,0.125,845,0.00495371226334362,0.0117339719934374,0.0163819740476283,1,1,2,12,0.00481928550955941,0.00982530745573888,0.0117427168205366,0.00583805592390628,0.000510368385384527,0.000879485542628255,0.00574881955380103,0.916666666666667,1,0,0.242494006655231,0.012050503261143,0.0208400297876334,1,0,1.51922165774243e-15,25.6450464445474
tile_convex_core_3d,1,2,3,0.6,frustum,known,0.125,845,0.00534328186942774,0.0329802151422483,0.102615128698445,0.995266272189349,1,2,12,0.00481982896252688,0.00832817944997224,0.00833041819506512,0.00535827240015202,0.000636089537316876,0.000763349316628313,0.00526533674474387,1,1,0,0.242494006655231,0.200667251908477,0.356209406198835,0.974358974358974,0.0769230769230769,1.35092975957351e-15,35.2228569251143
tile_diverging_ninth_3d,1,2,3,0.833333333333333,frustum,known,0.125,845,0.00489673132801066,0.00973374340666987,0.0135637641037801,1,1,3,12,0.00463471978349989,0.0219346708878927,0.0375282078828311,0.0117920266395652,0.0030690076377915,0.00114344910587341,0.0113280893591845,0.916666666666667,1,0,0.242494006655231,0.0113532173255935,0.0154905562311743,1,0,1.57987506085952e-15,22.7633409938682
grid_convex_core_3d,9,2,3,1.8,frustum,known,1.125,845,0.00500781801144171,0.00967690397710619,0.0140378118081454,1,1,3,12,0.00269340454735402,0.00922484563478322,0.0108075951822509,0.00455201004589237,0.00139645366349428,0.00165003098109911,0.00400600928419188,0.916666666666667,1,0,0.242494006655231,0.0121098362111914,0.0149615975951656,1,0,2.0472559422857e-15,57.0253808907665
