variant,region,pitch_mm,radii_mm,K,peb_median_m,peb_p95_m,peb_max_m,fraction_peb_1cm,fraction_peb_10cm,fraction_full_rank,minimum_visible_5sigma
large_array,tile_prism,4,"22",1,14771.477910353,Inf,Inf,0.008,0.136,0.616,0
large_array,tile_core,4,"25",1,0.0448922303053183,0.238736275748015,0.300645895102864,0.104,0.808,1,1
large_array,tile_ninth,4,"25",1,193.544009759028,Inf,Inf,0.296,0.36,0.84,1
large_array,tile_prism,4,"25",1,552968.134199115,Inf,Inf,0.168,0.328,0.552,0
large_array,tile_core,4,"30",1,0.400700892659912,8.81886788308951,10.8136946601551,0.36,0.392,1,1
large_array,tile_ninth,4,"30",1,3068.63652888766,Inf,Inf,0.36,0.36,0.52,0
large_array,tile_prism,4,"30",1,Inf,Inf,Inf,0.2,0.264,0.488,0
large_array,tile_core,4,"20,22",2,0.0501779262155589,0.598658242800241,0.816160136671901,0,0.712,1,2
large_array,tile_ninth,4,"20,22",2,0.993923976060198,19.73884596557,24.7605746739459,0,0.296,1,1
large_array,tile_prism,4,"20,22",2,1.91711573327784,Inf,Inf,0,0.2,0.904,0
large_array,tile_core,4,"20,25",2,0.00689476509709702,0.112790297484679,0.145673113061733,0.84,0.936,1,1
large_array,tile_ninth,4,"20,25",2,0.0100228405749261,19.7405601830721,24.7629185729293,0.424,0.68,1,1
large_array,tile_prism,4,"20,25",2,1.94466573020716,Inf,Inf,0.168,0.424,0.904,0
large_array,tile_core,4,"20,30",2,0.00635522227674053,0.520870958719085,0.691678715137295,0.584,0.84,1,1
large_array,tile_ninth,4,"20,30",2,1.7510461553269,298.575364967322,365.287996230745,0.36,0.36,1,0
large_array,tile_prism,4,"20,30",2,673.665038894606,Inf,Inf,0.296,0.296,0.712,0
large_array,tile_core,4,"22,25",2,0.00734728115592941,0.0520638603237187,0.0683419698701975,0.712,1,1,2
large_array,tile_ninth,4,"22,25",2,0.0811878587824821,1805.32417502271,2223.82426079181,0.232,0.552,1,2
large_array,tile_prism,4,"22,25",2,9.11047875248002,Inf,Inf,0.168,0.36,0.872,0
large_array,tile_core,4,"22,30",2,0.00417996249625709,0.33705745341888,0.457883281523148,0.84,0.84,1,3
large_array,tile_ninth,4,"22,30",2,13.1312255398207,1805.4519918689,2224.00791425889,0.36,0.36,1,1
large_array,tile_prism,4,"22,30",2,58.4596327712087,Inf,Inf,0.296,0.36,0.808,0
large_array,tile_core,4,"25,30",2,0.00618958434438008,0.0096456964795628,0.0111643264584617,0.968,1,1,2
large_array,tile_ninth,4,"25,30",2,2.62433397883086,Inf,Inf,0.36,0.36,0.84,1
large_array,tile_prism,4,"25,30",2,143.696412339255,Inf,Inf,0.328,0.36,0.744,0
