variant,region,pitch_mm,radii_mm,K,peb_median_m,peb_p95_m,peb_max_m,fraction_peb_1cm,fraction_peb_10cm,fraction_full_rank,minimum_visible_5sigma
pitch2.25,tile_prism,2.25,"10,17",2,3256711.89457622,Inf,Inf,0.232,0.264,0.552,0
pitch2.25,tile_core,2.25,"10,20",2,1.07216387019073,400.927649747482,500.347832458388,0.36,0.36,1,1
pitch2.25,tile_ninth,2.25,"10,20",2,6088.54092599546,316284716.255136,388798868.907939,0.36,0.36,1,0
pitch2.25,tile_prism,2.25,"10,20",2,Inf,Inf,Inf,0.104,0.264,0.488,0
pitch2.25,tile_core,2.25,"10,25",2,2.83025819576109,73434.5111535238,91589.1462047498,0.36,0.36,1,0
pitch2.25,tile_ninth,2.25,"10,25",2,Inf,Inf,Inf,0.136,0.36,0.36,0
pitch2.25,tile_prism,2.25,"10,25",2,Inf,Inf,Inf,0.04,0.2,0.36,0
pitch2.25,tile_core,2.25,"11,12",2,8.12661035579766,1972.98809559333,2712.54541899408,0,0,1,0
pitch2.25,tile_ninth,2.25,"11,12",2,376.719824836041,143800.795231638,143800.795872318,0,0,1,1
pitch2.25,tile_prism,2.25,"11,12",2,10518.4230515436,Inf,Inf,0,0,0.808,0
pitch2.25,tile_core,2.25,"11,13",2,0.73254517394712,2.96602488192749,2.96602488192767,0,0.08,1,1
pitch2.25,tile_ninth,2.25,"11,13",2,1.41580684011502,8676.38684956515,11355.223993092,0,0.176,1,1
pitch2.25,tile_prism,2.25,"11,13",2,31.430260203204,Inf,Inf,0,0.08,0.744,0
pitch2.25,tile_core,2.25,"11,15",2,0.0263630840539925,0.649840255228232,0.649840255228259,0.392,0.52,1,1
pitch2.25,tile_ninth,2.25,"11,15",2,0.448621733318982,12708.3897223385,17463.3948258884,0.136,0.36,1,0
pitch2.25,tile_prism,2.25,"11,15",2,408.624305314835,Inf,Inf,0.136,0.328,0.616,0
pitch2.25,tile_core,2.25,"11,17",2,0.0391200450128578,82.7753883787342,108.957659409439,0.36,0.52,1,1
pitch2.25,tile_ninth,2.25,"11,17",2,65.4762961665899,19191.0102580744,25352.0359941655,0.36,0.36,1,0
pitch2.25,tile_prism,2.25,"11,17",2,45356.1868299471,Inf,Inf,0.264,0.296,0.584,0
pitch2.25,tile_core,2.25,"11,20",2,0.0511846911426213,117.154734076757,158.158320464138,0.36,0.52,1,1
pitch2.25,tile_ninth,2.25,"11,20",2,4240.68926348078,530839.579225058,682894.264228486,0.36,0.36,1,0
pitch2.25,tile_prism,2.25,"11,20",2,Inf,Inf,Inf,0.136,0.264,0.488,0
pitch2.25,tile_core,2.25,"11,25",2,0.305189882502503,128.291933834157,173.144557146538,0.36,0.392,1,0
pitch2.25,tile_ninth,2.25,"11,25",2,273816.611732186,Inf,Inf,0.04,0.2,0.744,0
pitch2.25,tile_prism,2.25,"11,25",2,Inf,Inf,Inf,0.04,0.136,0.424,0
pitch2.25,tile_core,2.25,"12,13",2,0.165961551598053,1.56980741017076,2.10859700818193,0,0.336,1,1
pitch2.25,tile_ninth,2.25,"12,13",2,1.415933382649,Inf,Inf,0,0.176,0.84,2
pitch2.25,tile_prism,2.25,"12,13",2,31.3214801792059,Inf,Inf,0,0.08,0.808,0
pitch2.25,tile_core,2.25,"12,15",2,0.00950614955564807,0.110450328710563,0.160357803972299,0.52,0.936,1,1
pitch2.25,tile_ninth,2.25,"12,15",2,2.34891499847377,Inf,Inf,0.136,0.36,0.84,1
pitch2.25,tile_prism,2.25,"12,15",2,2204.54455356475,Inf,Inf,0.168,0.328,0.744,0
pitch2.25,tile_core,2.25,"12,17",2,0.00446146653702883,3.922799628386,5.18034973331226,0.84,0.84,1,1
pitch2.25,tile_ninth,2.25,"12,17",2,206.485067800824,Inf,Inf,0.36,0.36,0.84,1
pitch2.25,tile_prism,2.25,"12,17",2,704179.198557097,Inf,Inf,0.296,0.296,0.616,0
pitch2.25,tile_core,2.25,"12,20",2,0.00858176111303018,2.68996266521858,3.54433836361007,0.52,0.84,1,1
pitch2.25,tile_ninth,2.25,"12,20",2,9950.73743589768,Inf,Inf,0.36,0.36,0.84,1
pitch2.25,tile_prism,2.25,"12,20",2,Inf,Inf,Inf,0.168,0.264,0.456,0
pitch2.25,tile_core,2.25,"12,25",2,0.212726377675029,28.6407739231448,35.5630922805924,0.36,0.424,1,0
pitch2.25,tile_ninth,2.25,"12,25",2,121107.640161775,Inf,Inf,0.04,0.36,0.52,1
pitch2.25,tile_prism,2.25,"12,25",2,Inf,Inf,Inf,0.04,0.232,0.392,0
pitch2.25,tile_core,2.25,"13,15",2,0.00935789980710414,0.03444812661135,0.034448126611351,0.552,1,1,2
pitch2.25,tile_ninth,2.25,"13,15",2,7.40364950806805,Inf,Inf,0.136,0.36,0.84,1
pitch2.25,tile_prism,2.25,"13,15",2,170.60890269042,Inf,Inf,0.136,0.36,0.744,0
pitch2.25,tile_core,2.25,"13,17",2,0.00462910026335503,0.0257872900492489,0.033981914123638,0.872,1,1,2
pitch2.25,tile_ninth,2.25,"13,17",2,99.9591847712435,Inf,Inf,0.36,0.36,0.84,1
pitch2.25,tile_prism,2.25,"13,17",2,1429.23359730997,Inf,Inf,0.296,0.328,0.648,0
pitch2.25,tile_core,2.25,"13,20",2,0.00737997290465504,0.0798749551897804,0.101961369938432,0.68,0.968,1,2
pitch2.25,tile_ninth,2.25,"13,20",2,789.605674118167,Inf,Inf,0.36,0.36,0.84,1
pitch2.25,tile_prism,2.25,"13,20",2,514105.777796915,Inf,Inf,0.232,0.296,0.584,0
pitch2.25,tile_core,2.25,"13,25",2,0.110662003719392,0.732470537226712,0.952395681974898,0.36,0.488,1,1
pitch2.25,tile_ninth,2.25,"13,25",2,14446.3767876985,Inf,Inf,0.104,0.36,0.52,1
pitch2.25,tile_prism,2.25,"13,25",2,Inf,Inf,Inf,0.104,0.296,0.456,0
pitch2.25,tile_core,2.25,"15,17",2,0.0120893682404696,0.190625140374284,0.241800170252153,0.424,0.872,1,2
pitch2.25,tile_ninth,2.25,"15,17",2,39.2862422535081,Inf,Inf,0.36,0.36,0.84,0
pitch2.25,tile_prism,2.25,"15,17",2,6518.44536160586,Inf,Inf,0.296,0.328,0.648,0
pitch2.25,tile_core,2.25,"15,20",2,0.01187747082316,0.190787278462947,0.242013970295377,0.456,0.872,1,2
pitch2.25,tile_ninth,2.25,"15,20",2,2298.4512549718,Inf,Inf,0.36,0.36,0.84,0
pitch2.25,tile_prism,2.25,"15,20",2,1313887.54967915,Inf,Inf,0.296,0.328,0.648,0
pitch2.25,tile_core,2.25,"15,25",2,0.102269937244474,0.292689901538221,0.368144198414759,0.36,0.488,1,1
pitch2.25,tile_ninth,2.25,"15,25",2,20109.1293465898,Inf,Inf,0.296,0.36,0.84,0
pitch2.25,tile_prism,2.25,"15,25",2,2241717603.14651,Inf,Inf,0.2,0.296,0.52,0
pitch2.25,tile_core,2.25,"17,20",2,0.0291408143288569,4.95561261993069,6.24240745559353,0.36,0.84,1,2
pitch2.25,tile_ninth,2.25,"17,20",2,5998.21186047398,Inf,Inf,0.36,0.36,0.84,0
pitch2.25,tile_prism,2.25,"17,20",2,3886373.79191878,Inf,Inf,0.2,0.328,0.648,0
pitch2.25,tile_core,2.25,"17,25",2,0.17958295136887,68.6551539990781,84.9786828656152,0.36,0.424,1,1
pitch2.25,tile_ninth,2.25,"17,25",2,144261.47132765,Inf,Inf,0.36,0.36,0.84,0
pitch2.25,tile_prism,2.25,"17,25",2,5019061659.11387,Inf,Inf,0.232,0.264,0.584,0
pitch2.25,tile_core,2.25,"20,25",2,0.569091658763,479.10894559812,597.25917125401,0.36,0.36,1,1
pitch2.25,tile_ninth,2.25,"20,25",2,3399027.95256064,Inf,Inf,0.36,0.36,0.84,0
pitch2.25,tile_prism,2.25,"20,25",2,11541227055.3266,Inf,Inf,0.104,0.264,0.552,0
pitch2.25,tile_core,2.25,"10,11,12,13,15,17,20,25",8,0.00325366469705512,0.0243609014485799,0.0311603345438562,0.84,1,1,3
pitch2.25,tile_ninth,2.25,"10,11,12,13,15,17,20,25",8,0.0297664934038123,12043.8799212598,15466.8704108665,0.36,0.68,1,2
pitch2.25,tile_prism,2.25,"10,11,12,13,15,17,20,25",8,2.60423945689262,Inf,Inf,0.328,0.424,0.776,0
pitch2.5,tile_core,2.5,"11",1,Inf,Inf,Inf,0,0,0.36,0
pitch2.5,tile_ninth,2.5,"11",1,Inf,Inf,Inf,0,0,0.04,0
pitch2.5,tile_prism,2.5,"11",1,Inf,Inf,Inf,0,0,0.072,0
pitch2.5,tile_core,2.5,"12",1,917.960794016283,617408.466405629,816503.969047398,0,0,1,0
pitch2.5,tile_ninth,2.5,"12",1,2062557.9977412,Inf,Inf,0,0,0.52,0
pitch2.5,tile_prism,2.5,"12",1,Inf,Inf,Inf,0,0,0.36,0
pitch2.5,tile_core,2.5,"13",1,11.6924512885766,1654.72083514281,2279.21532806615,0,0,1,0
pitch2.5,tile_ninth,2.5,"13",1,20083.3139495828,Inf,Inf,0,0,0.68,1
pitch2.5,tile_prism,2.5,"13",1,Inf,Inf,Inf,0,0,0.488,0
pitch2.5,tile_core,2.5,"15",1,0.277102910689209,0.874673643937892,0.874673643938001,0.016,0.104,1,1
pitch2.5,tile_ninth,2.5,"15",1,1642.40710668925,Inf,Inf,0.016,0.328,0.52,1
pitch2.5,tile_prism,2.5,"15",1,Inf,Inf,Inf,0.016,0.2,0.488,0
pitch2.5,tile_core,2.5,"17",1,0.404217731715843,4.10665276250201,4.10665276250312,0.296,0.36,1,1
pitch2.5,tile_ninth,2.5,"17",1,5151.92032294908,Inf,Inf,0.328,0.36,0.52,0
pitch2.5,tile_prism,2.5,"17",1,Inf,Inf,Inf,0.168,0.264,0.456,0
pitch2.5,tile_core,2.5,"20",1,1.23750701125548,309.275473177845,383.272419388009,0.36,0.36,1,1
pitch2.5,tile_ninth,2.5,"20",1,98199.7535226143,Inf,Inf,0.36,0.36,0.52,0
pitch2.5,tile_prism,2.5,"20",1,Inf,Inf,Inf,0.168,0.232,0.456,0
pitch2.5,tile_core,2.5,"25",1,8.62389496664636,192933.910875042,233775.05252512,0.36,0.36,1,0
pitch2.5,tile_ninth,2.5,"25",1,9162480.63104215,Inf,Inf,0.072,0.36,0.52,0
pitch2.5,tile_prism,2.5,"25",1,Inf,Inf,Inf,0.04,0.136,0.424,0
pitch2.5,tile_core,2.5,"11,12",2,30.3450345106224,873146.29223025,1154709.53364751,0,0,1,0
pitch2.5,tile_ninth,2.5,"11,12",2,14084.3477507803,Inf,Inf,0,0,0.904,0
pitch2.5,tile_prism,2.5,"11,12",2,Inf,Inf,Inf,0,0,0.488,0
pitch2.5,tile_core,2.5,"11,13",2,1.40248033673974,2340.12836581441,3223.29689400736,0,0,1,0
pitch2.5,tile_ninth,2.5,"11,13",2,118.194549171031,19524.2802885947,26095.7148854909,0,0,1,1
pitch2.5,tile_prism,2.5,"11,13",2,1591.68075199818,Inf,Inf,0,0,0.712,0
pitch2.5,tile_core,2.5,"11,15",2,0.095972106659225,0.479109592193046,0.479109592193122,0.04,0.52,1,1
pitch2.5,tile_ninth,2.5,"11,15",2,0.0956340283132387,61523.584896646,82880.4524406269,0.168,0.552,1,1
pitch2.5,tile_prism,2.5,"11,15",2,4.88225511617814,Inf,Inf,0.04,0.232,0.68,0
pitch2.5,tile_core,2.5,"11,17",2,0.0527402907751681,0.37244165521526,0.453329446543123,0.36,0.648,1,1
pitch2.5,tile_ninth,2.5,"11,17",2,2.08348194505309,39479.2625391213,52806.2519254282,0.296,0.36,1,0
pitch2.5,tile_prism,2.5,"11,17",2,456.934232094286,Inf,Inf,0.264,0.296,0.648,0
pitch2.5,tile_core,2.5,"11,20",2,0.145242566852406,11.2332983420934,14.0571869914949,0.36,0.392,1,1
pitch2.5,tile_ninth,2.5,"11,20",2,220.113272135445,86351.2631297113,107620.901718434,0.36,0.36,1,0
pitch2.5,tile_prism,2.5,"11,20",2,107620.901718408,Inf,Inf,0.232,0.264,0.552,0
pitch2.5,tile_core,2.5,"11,25",2,0.370865846404649,2943.68976012602,3671.58156452302,0.36,0.36,1,0
pitch2.5,tile_ninth,2.5,"11,25",2,35869.5257843826,Inf,Inf,0.232,0.36,0.68,0
pitch2.5,tile_prism,2.5,"11,25",2,Inf,Inf,Inf,0.072,0.232,0.424,0
pitch2.5,tile_core,2.5,"12,13",2,2.90318400541949,2340.11996596657,3223.28434209485,0,0,1,0
pitch2.5,tile_ninth,2.5,"12,13",2,118.194482840017,6667.77375849378,8606.08846811381,0,0,1,1
pitch2.5,tile_prism,2.5,"12,13",2,1591.68075709667,Inf,Inf,0,0,0.904,0
pitch2.5,tile_core,2.5,"12,15",2,0.0957949101599551,0.372248396482031,0.437812266036265,0.04,0.584,1,1
pitch2.5,tile_ninth,2.5,"12,15",2,0.0676497868680412,26202.8260118631,32631.0134854432,0.04,0.616,1,1
pitch2.5,tile_prism,2.5,"12,15",2,4.88222073727422,Inf,Inf,0.008,0.296,0.776,0
pitch2.5,tile_core,2.5,"12,17",2,0.0408832145994834,0.704780518967694,0.862198937588222,0.36,0.648,1,1
pitch2.5,tile_ninth,2.5,"12,17",2,0.801613390127078,88069.7328062934,119297.681722095,0.296,0.36,1,0
pitch2.5,tile_prism,2.5,"12,17",2,112.741042886767,Inf,Inf,0.264,0.328,0.616,0
pitch2.5,tile_core,2.5,"12,20",2,0.0671102828302429,48.260500039955,64.3469246347161,0.36,0.52,1,1
pitch2.5,tile_ninth,2.5,"12,20",2,187.786869147182,465187.042835004,585293.617496273,0.36,0.36,1,0
pitch2.5,tile_prism,2.5,"12,20",2,164532.881512283,Inf,Inf,0.264,0.296,0.616,0
pitch2.5,tile_core,2.5,"12,25",2,0.103129384135885,60.7344269644122,81.9895542284207,0.36,0.488,1,0
pitch2.5,tile_ninth,2.5,"12,25",2,14672.1112307291,2012050.14818187,2916897.49318501,0.04,0.36,1,0
pitch2.5,tile_prism,2.5,"12,25",2,6562965.21935903,Inf,Inf,0.04,0.264,0.52,0
pitch2.5,tile_core,2.5,"13,15",2,0.0273061455019126,0.318368995916112,0.413233455343934,0.04,0.84,1,1
pitch2.5,tile_ninth,2.5,"13,15",2,0.0676473630765803,4695.18049294464,5894.14878823656,0.008,0.616,1,2
pitch2.5,tile_prism,2.5,"13,15",2,4.87826416155837,Inf,Inf,0.008,0.296,0.84,0
pitch2.5,tile_core,2.5,"13,17",2,0.00579456022517789,0.687932695700156,0.840156541355485,0.776,0.84,1,1
pitch2.5,tile_ninth,2.5,"13,17",2,1.25573323950935,4695.18122632931,5894.149709723,0.296,0.36,1,1
pitch2.5,tile_prism,2.5,"13,17",2,1016.93853414462,Inf,Inf,0.232,0.328,0.776,0
pitch2.5,tile_core,2.5,"13,20",2,0.00505202895999776,1.28602179003677,1.69694153910578,0.776,0.84,1,1
pitch2.5,tile_ninth,2.5,"13,20",2,192.941363650011,78687.0817422078,97781.6432731392,0.36,0.36,1,1
pitch2.5,tile_prism,2.5,"13,20",2,97781.6432731381,Inf,Inf,0.264,0.296,0.552,0
pitch2.5,tile_core,2.5,"13,25",2,0.047125358848054,1.24866646897376,1.64000333832993,0.36,0.712,1,0
pitch2.5,tile_ninth,2.5,"13,25",2,16218.9723794475,138243.384966905,175436.964656826,0.104,0.36,1,1
pitch2.5,tile_prism,2.5,"13,25",2,175436.964656823,Inf,Inf,0.072,0.264,0.552,0
pitch2.5,tile_core,2.5,"15,17",2,0.00634122496351244,0.0123511453764149,0.0152499256551601,0.936,1,1,2
pitch2.5,tile_ninth,2.5,"15,17",2,4.29131675721743,Inf,Inf,0.296,0.36,0.84,1
pitch2.5,tile_prism,2.5,"15,17",2,46.9358805285534,Inf,Inf,0.264,0.36,0.744,0
pitch2.5,tile_core,2.5,"15,20",2,0.00494337315475794,0.0121464861446904,0.0152000240505961,0.936,1,1,2
pitch2.5,tile_ninth,2.5,"15,20",2,25.0709748690953,Inf,Inf,0.36,0.36,0.84,1
pitch2.5,tile_prism,2.5,"15,20",2,4697.87970542056,Inf,Inf,0.296,0.36,0.68,0
pitch2.5,tile_core,2.5,"15,25",2,0.0141764415768281,0.327224184994482,0.422611348955145,0.424,0.84,1,1
pitch2.5,tile_ninth,2.5,"15,25",2,2322.45921512363,Inf,Inf,0.264,0.36,0.84,1
pitch2.5,tile_prism,2.5,"15,25",2,13715144.8924331,Inf,Inf,0.168,0.328,0.616,0
pitch2.5,tile_core,2.5,"17,20",2,0.0119084922475255,0.142979237985406,0.181072982373728,0.36,0.904,1,2
pitch2.5,tile_ninth,2.5,"17,20",2,73.1188215076685,Inf,Inf,0.36,0.36,0.84,0
pitch2.5,tile_prism,2.5,"17,20",2,12858.326504727,Inf,Inf,0.296,0.328,0.648,0
pitch2.5,tile_core,2.5,"17,25",2,0.0354095589981024,0.305530576434076,0.372574764497107,0.36,0.84,1,1
pitch2.5,tile_ninth,2.5,"17,25",2,7284.15425735012,Inf,Inf,0.36,0.36,0.84,0
pitch2.5,tile_prism,2.5,"17,25",2,27450164.1020085,Inf,Inf,0.264,0.328,0.584,0
pitch2.5,tile_core,2.5,"20,25",2,0.0744308685594229,11.2260763564861,14.0640512787178,0.36,0.648,1,1
pitch2.5,tile_ninth,2.5,"20,25",2,64838.6728414159,Inf,Inf,0.36,0.36,0.84,0
pitch2.5,tile_prism,2.5,"20,25",2,67078410.4423576,Inf,Inf,0.168,0.264,0.648,0
pitch2.5,tile_core,2.5,"11,12,13,15,17,20,25",7,0.00381115360142475,0.015630589548626,0.0199911357702758,0.904,1,1,3
pitch2.5,tile_ninth,2.5,"11,12,13,15,17,20,25",7,0.0184371528467799,228.494830589316,294.6852232814,0.36,0.68,1,2
pitch2.5,tile_prism,2.5,"11,12,13,15,17,20,25",7,0.658911098780865,Inf,Inf,0.328,0.424,0.84,0
short_gap,tile_core,2,"13",1,0.0680085170624613,0.304306749881685,0.355624783383184,0.232,0.52,1,1
short_gap,tile_ninth,2,"13",1,266.775650255053,Inf,Inf,0.36,0.36,0.84,1
short_gap,tile_prism,2,"13",1,939233.418978411,Inf,Inf,0.264,0.328,0.552,0
short_gap,tile_core,2,"15",1,0.462522137239474,4.22160883180754,5.3333682131442,0.36,0.36,1,1
short_gap,tile_ninth,2,"15",1,2574.52539530607,Inf,Inf,0.36,0.36,0.584,0
short_gap,tile_prism,2,"15",1,Inf,Inf,Inf,0.2,0.296,0.488,0
short_gap,tile_core,2,"20",1,4.62077767422053,12382.4220223499,15384.7914042686,0.36,0.36,1,0
short_gap,tile_ninth,2,"20",1,768385.694093787,Inf,Inf,0.136,0.36,0.84,0
short_gap,tile_prism,2,"20",1,142782946034.321,Inf,Inf,0.04,0.136,0.52,0
short_gap,tile_core,2,"25",1,55.8012138394753,2400257.92362804,2924561.64305339,0.36,0.36,1,0
short_gap,tile_ninth,2,"25",1,56602406.5375334,Inf,Inf,0.04,0.2,0.84,0
short_gap,tile_prism,2,"25",1,Inf,Inf,Inf,0.04,0.072,0.488,0
short_gap,tile_core,2,"13,15",2,0.00814298726822761,0.0129377867964582,0.0154302937607233,0.776,1,1,2
short_gap,tile_ninth,2,"13,15",2,2.48327550988323,Inf,Inf,0.36,0.36,0.84,1
short_gap,tile_prism,2,"13,15",2,112.752961230036,Inf,Inf,0.296,0.36,0.744,0
short_gap,tile_core,2,"13,20",2,0.011426004059646,0.0632806057435583,0.0819782826201753,0.488,1,1,1
short_gap,tile_ninth,2,"13,20",2,377.159711461404,Inf,Inf,0.36,0.36,0.84,1
short_gap,tile_prism,2,"13,20",2,709702.708961667,Inf,Inf,0.264,0.36,0.616,0
short_gap,tile_core,2,"13,25",2,0.0343857763925323,0.112743827309187,0.142677350911677,0.36,0.936,1,1
short_gap,tile_ninth,2,"13,25",2,377.277710160009,Inf,Inf,0.36,0.36,0.84,1
short_gap,tile_prism,2,"13,25",2,1328276.63935278,Inf,Inf,0.264,0.328,0.552,0
short_gap,tile_core,2,"15,20",2,0.0238445427001968,0.732160319631345,0.922569216198314,0.36,0.84,1,1
short_gap,tile_ninth,2,"15,20",2,2460.25133712943,Inf,Inf,0.36,0.36,0.84,0
short_gap,tile_prism,2,"15,20",2,1490865.81686517,Inf,Inf,0.232,0.328,0.68,0
short_gap,tile_core,2,"15,25",2,0.16878220418267,5.9653277307632,7.53615891724872,0.36,0.36,1,1
short_gap,tile_ninth,2,"15,25",2,3640.92240196783,Inf,Inf,0.36,0.36,0.84,0
short_gap,tile_prism,2,"15,25",2,69042057.7385671,Inf,Inf,0.232,0.264,0.552,0
short_gap,tile_core,2,"20,25",2,0.9718679029933,1190.71744170336,1491.5267844052,0.36,0.36,1,0
short_gap,tile_ninth,2,"20,25",2,1074557.34889487,Inf,Inf,0.168,0.36,0.84,0
short_gap,tile_prism,2,"20,25",2,4194448938.17857,Inf,Inf,0.04,0.2,0.584,0
waist3um,tile_core,2,"13",1,0.00615326722424865,0.0145529059709747,0.0183694396427832,0.776,1,1,3
waist3um,tile_ninth,2,"13",1,2.93320500996458,1209.68372515187,1525.51298839069,0.36,0.36,1,1
waist3um,tile_prism,2,"13",1,251.525558248965,Inf,Inf,0.328,0.36,0.776,0
waist3um,tile_core,2,"15",1,0.0295529759396828,0.0712137672412144,0.0735244685815086,0.36,1,1,3
waist3um,tile_ninth,2,"15",1,9.14672660745229,26931.6564584799,33804.1130150983,0.36,0.36,1,0
waist3um,tile_prism,2,"15",1,1256.74301168568,Inf,Inf,0.296,0.36,0.872,0
waist3um,tile_core,2,"20",1,0.156791757180907,2.71082338148087,3.43850480398121,0.36,0.36,1,1
waist3um,tile_ninth,2,"20",1,137.019610932024,2429484.5212874,3016519.13168553,0.264,0.36,1,0
waist3um,tile_prism,2,"20",1,28996.2239925232,Inf,Inf,0.104,0.264,0.84,0
waist3um,tile_core,2,"25",1,0.463796613463651,25.3385252256704,31.9509981748483,0.36,0.36,1,0
waist3um,tile_ninth,2,"25",1,662.230064336476,31655343.0234628,38846826.1573935,0.136,0.36,1,0
waist3um,tile_prism,2,"25",1,159929.018167196,Inf,Inf,0.04,0.2,0.84,0
waist3um,tile_core,2,"13,15",2,0.00608108007254565,0.0108643951330439,0.0122975473448329,0.872,1,1,6
waist3um,tile_ninth,2,"13,15",2,0.161231397419454,64.0408535924354,81.4218040377204,0.36,0.424,1,1
waist3um,tile_prism,2,"13,15",2,1.6643545489474,Inf,Inf,0.36,0.36,0.936,0
waist3um,tile_core,2,"13,20",2,0.00563852111529601,0.00939053641221252,0.00992674060143445,1,1,1,4
waist3um,tile_ninth,2,"13,20",2,1.39379255805859,705.380799088664,888.999255011164,0.36,0.36,1,1
waist3um,tile_prism,2,"13,20",2,44.6306106126769,Inf,Inf,0.36,0.36,0.936,0
waist3um,tile_core,2,"13,25",2,0.00565564726735376,0.00970349283034183,0.0106445910380412,0.968,1,1,3
waist3um,tile_ninth,2,"13,25",2,4.10193292612116,1707.21824542292,2152.92576499438,0.36,0.36,1,1
waist3um,tile_prism,2,"13,25",2,355.683786575792,Inf,Inf,0.36,0.36,0.84,0
waist3um,tile_core,2,"15,20",2,0.011852112432821,0.02827793261759,0.0348963164295676,0.36,1,1,4
waist3um,tile_ninth,2,"15,20",2,3.26833751738002,2421.23685647157,3053.65670403544,0.36,0.36,1,0
waist3um,tile_prism,2,"15,20",2,99.2819422788849,Inf,Inf,0.296,0.36,0.936,0
waist3um,tile_core,2,"15,25",2,0.0130471567002949,0.0659701696152707,0.0836835510047417,0.36,1,1,3
waist3um,tile_ninth,2,"15,25",2,12.5883709055844,33035.3999500829,41486.1108190045,0.36,0.36,1,0
waist3um,tile_prism,2,"15,25",2,1021.27760885611,Inf,Inf,0.296,0.36,0.936,0
waist3um,tile_core,2,"20,25",2,0.066363435284931,1.5215712097473,1.93577096153865,0.36,0.648,1,1
waist3um,tile_ninth,2,"20,25",2,79.9699290110136,308251.344344821,387392.085168013,0.264,0.36,1,0
waist3um,tile_prism,2,"20,25",2,4008.67577556365,Inf,Inf,0.104,0.296,0.936,0
waist2um,tile_core,2,"13",1,0.00398153878540864,0.00640193709328949,0.00701969298911585,1,1,1,4
waist2um,tile_ninth,2,"13",1,0.145072988747909,0.548943592348907,0.702315467936997,0.36,0.392,1,1
waist2um,tile_prism,2,"13",1,0.702315467936997,18668.1530544582,13014415.4456073,0.36,0.36,1,0
waist2um,tile_core,2,"15",1,0.00587555282026377,0.0128166572148899,0.014447953045495,0.84,1,1,4
waist2um,tile_ninth,2,"15",1,0.280153199906367,3.42691332621629,4.37895320713345,0.36,0.36,1,1
waist2um,tile_prism,2,"15",1,2.83491355080435,96133.3806513306,59681725.1353855,0.328,0.36,1,0
waist2um,tile_core,2,"20",1,0.0153486871911366,0.0770683442097116,0.0972844510299082,0.36,1,1,3
waist2um,tile_ninth,2,"20",1,0.862568782649482,42.863261672871,54.5666708328711,0.328,0.36,1,0
waist2um,tile_prism,2,"20",1,8.46268424190142,1074051.24540608,566418526.133822,0.168,0.36,1,0
waist2um,tile_core,2,"25",1,0.0294970209857222,0.274143834340882,0.350008380993068,0.36,0.84,1,3
waist2um,tile_ninth,2,"25",1,1.51470498638414,175.891370436177,223.063672141195,0.232,0.36,1,0
waist2um,tile_prism,2,"25",1,18.8676759400083,4353057.45296268,2195174534.58846,0.104,0.328,1,0
waist2um,tile_core,2,"13,15",2,0.00345429418281185,0.00586904133572954,0.00636676694877434,1,1,1,8
waist2um,tile_ninth,2,"13,15",2,0.0458356981064539,0.125681796028492,0.150861851082999,0.36,0.872,1,2
waist2um,tile_prism,2,"13,15",2,0.165342984455222,990.270575455768,543771.666738413,0.36,0.424,1,0
waist2um,tile_core,2,"13,20",2,0.00402908632565668,0.00655099099460205,0.0071413082200442,1,1,1,7
waist2um,tile_ninth,2,"13,20",2,0.0575647484994134,0.60365267381388,0.772151805116707,0.36,0.712,1,1
waist2um,tile_prism,2,"13,20",2,0.461537356094515,7171.99069060804,1747013.74351881,0.36,0.36,1,0
waist2um,tile_core,2,"13,25",2,0.00414007520425534,0.00666871721459536,0.00718041189552332,1,1,1,7
waist2um,tile_ninth,2,"13,25",2,0.118359366527163,0.763920622710412,0.97736839594391,0.36,0.488,1,1
waist2um,tile_prism,2,"13,25",2,0.97736839594391,23225.6006334187,12058321.2442742,0.36,0.36,1,0
waist2um,tile_core,2,"15,20",2,0.00609663145887853,0.0133118842321295,0.0151318811856966,0.776,1,1,7
waist2um,tile_ninth,2,"15,20",2,0.133110501727233,2.4046190717209,3.07542063856385,0.36,0.424,1,1
waist2um,tile_prism,2,"15,20",2,1.04099445128891,17556.3058604861,4261893.9972179,0.328,0.36,1,0
waist2um,tile_core,2,"15,25",2,0.00625477043766102,0.0135022252576899,0.0154987967534731,0.776,1,1,7
waist2um,tile_ninth,2,"15,25",2,0.226612903010095,4.40725041386381,5.63214502602631,0.36,0.36,1,1
waist2um,tile_prism,2,"15,25",2,2.13831633527465,86630.1291886579,28315531.2532319,0.328,0.36,1,0
waist2um,tile_core,2,"20,25",2,0.0162343180921099,0.0853007827123457,0.107756311767597,0.36,0.968,1,6
waist2um,tile_ninth,2,"20,25",2,0.80445905218455,37.5181530686985,47.8746743337583,0.36,0.36,1,0
waist2um,tile_prism,2,"20,25",2,7.43643727207195,416865.943476395,108911000.755171,0.2,0.36,1,0
large_array,tile_core,4,"20",1,2.15680130456414,510.373932753365,674.612118912232,0,0,1,0
large_array,tile_ninth,4,"20",1,547.600773171927,85294.076356958,85294.0763569678,0,0,1,0
large_array,tile_prism,4,"20",1,85294.076356958,Inf,Inf,0,0,0.616,0
large_array,tile_core,4,"22",1,0.126982176276488,0.467543618240535,0.630580676474448,0.008,0.392,1,1
large_array,tile_ninth,4,"22",1,189.068085574273,14771.4779094162,14771.4779128738,0.008,0.2,1,1
