case_name,tiles,K,dimensions,half_width_floor_m,region,gain,pilot_integration_seconds,grid_count,grid_peb_median_m,grid_peb_p95_m,grid_peb_max_m,grid_fraction_peb_10cm,grid_fraction_full_rank,grid_minimum_visible_5sigma,count,median_m,p95_m,max_m,rmse_m,rmse_x_m,rmse_y_m,rmse_z_m,fraction_error_1cm,fraction_error_10cm,failure_10cm_wilson95_low,failure_10cm_wilson95_high,boundary_p95_m,boundary_max_m,optimizer_success_fraction,alternative_gap_below9_fraction,noiseless_audit_max_error_m,sampled_far_fingerprint_min_sigma
tile_baseline_core_3d,1,1,3,0.45,frustum,known,0.125,125,0.00627665420458995,0.00944118611347141,0.00944118611347166,1,1,3,2,0.000705531832553637,0.000904277897906608,0.000926360794056938,0.00073928384060868,0.000167757046576636,0.000177021215197895,0.000697898029570843,1,1,0,0.657619772493334,0.0114565604633428,0.0189966389326249,1,0,1.23262570682551e-15,35.6211526263144
