Case,K,Budget,RMS_full_cm,RMS_conditional_cm,Coverage_percent
1,1,per_orientation,Inf,NaN,0
1,2,per_orientation,Inf,NaN,0
1,3,per_orientation,Inf,1.91920100511697,85.5371900826446
1,4,per_orientation,Inf,1.75595711424621,91.7355371900827
1,5,per_orientation,Inf,2.26347552788953,96.797520661157
1,6,per_orientation,Inf,2.86144265078983,98.3471074380165
1,7,per_orientation,Inf,3.40792079582714,99.3801652892562
1,8,per_orientation,5.04679012385664,5.04679012385664,100
1,9,per_orientation,Inf,4.55617795686329,99.7933884297521
1,10,per_orientation,6.05352734028805,6.05352734028805,100
1,11,per_orientation,6.38985022353372,6.38985022353372,100
1,12,per_orientation,4.16963664187072,4.16963664187072,100
1,13,per_orientation,6.64302148658175,6.64302148658175,100
1,14,per_orientation,4.45023420784046,4.45023420784046,100
1,15,per_orientation,4.97174317931685,4.97174317931685,100
1,16,per_orientation,3.47379446192954,3.47379446192954,100
1,17,per_orientation,4.98903829315149,4.98903829315149,100
1,18,per_orientation,3.99325619302211,3.99325619302211,100
1,19,per_orientation,4.26861384158107,4.26861384158107,100
1,20,per_orientation,3.3357479222511,3.3357479222511,100
1,21,per_orientation,4.26666193962599,4.26666193962599,100
1,22,per_orientation,3.64090651748155,3.64090651748155,100
1,23,per_orientation,3.41402259094586,3.41402259094586,100
1,24,per_orientation,3.1743943803792,3.1743943803792,100
1,25,per_orientation,3.19704366058939,3.19704366058939,100
1,26,per_orientation,3.36679442251471,3.36679442251471,100
1,27,per_orientation,3.1724688962773,3.1724688962773,100
1,28,per_orientation,2.83567292155112,2.83567292155112,100
1,29,per_orientation,3.03190643070282,3.03190643070282,100
1,30,per_orientation,3.14498894076545,3.14498894076545,100
2,1,per_orientation,Inf,NaN,0
2,2,per_orientation,Inf,NaN,0
2,3,per_orientation,Inf,2.23904176581341,85.5371900826446
2,4,per_orientation,Inf,1.92751656016185,91.7355371900827
2,5,per_orientation,Inf,1.88045165832636,96.797520661157
2,6,per_orientation,Inf,1.89293559946264,98.3471074380165
2,7,per_orientation,Inf,1.87451809583809,99.3801652892562
2,8,per_orientation,2.10076637848413,2.10076637848413,100
2,9,per_orientation,Inf,1.90830026960171,99.7933884297521
2,10,per_orientation,2.16143055100899,2.16143055100899,100
2,11,per_orientation,2.15887943139108,2.15887943139108,100
2,12,per_orientation,1.6874315709055,1.6874315709055,100
2,13,per_orientation,2.14097555532007,2.14097555532007,100
2,14,per_orientation,1.63777381739264,1.63777381739264,100
2,15,per_orientation,1.72785649414226,1.72785649414226,100
2,16,per_orientation,1.40588584446824,1.40588584446824,100
2,17,per_orientation,1.68414865831287,1.68414865831287,100
2,18,per_orientation,1.4590285152092,1.4590285152092,100
2,19,per_orientation,1.50003863501967,1.50003863501967,100
2,20,per_orientation,1.30379262591147,1.30379262591147,100
2,21,per_orientation,1.46747388507349,1.46747388507349,100
2,22,per_orientation,1.32824957355575,1.32824957355575,100
2,23,per_orientation,1.26632733546043,1.26632733546043,100
2,24,per_orientation,1.21735698132852,1.21735698132852,100
2,25,per_orientation,1.19994135130922,1.19994135130922,100
2,26,per_orientation,1.22179717596578,1.22179717596578,100
2,27,per_orientation,1.17165789535883,1.17165789535883,100
2,28,per_orientation,1.09092503320891,1.09092503320891,100
2,29,per_orientation,1.12675952623528,1.12675952623528,100
2,30,per_orientation,1.13766617894169,1.13766617894169,100
3,1,per_orientation,Inf,NaN,0
3,2,per_orientation,Inf,NaN,0
3,3,per_orientation,Inf,2.91462937339597,85.5371900826446
3,4,per_orientation,Inf,2.48199245352087,91.7355371900827
3,5,per_orientation,Inf,2.29806005729764,96.797520661157
3,6,per_orientation,Inf,2.19291223736932,98.3471074380165
3,7,per_orientation,Inf,2.07894418990948,99.3801652892562
3,8,per_orientation,2.11254874811821,2.11254874811821,100
3,9,per_orientation,Inf,1.94586996437101,99.7933884297521
3,10,per_orientation,2.02146877401346,2.02146877401346,100
3,11,per_orientation,1.97010092286505,1.97010092286505,100
3,12,per_orientation,1.70042778520269,1.70042778520269,100
3,13,per_orientation,1.88739811912891,1.88739811912891,100
3,14,per_orientation,1.59859951263275,1.59859951263275,100
3,15,per_orientation,1.61922847070085,1.61922847070085,100
3,16,per_orientation,1.43739066601547,1.43739066601547,100
3,17,per_orientation,1.54981004536213,1.54981004536213,100
3,18,per_orientation,1.41684631488167,1.41684631488167,100
3,19,per_orientation,1.42002528744038,1.42002528744038,100
3,20,per_orientation,1.30736801759708,1.30736801759708,100
3,21,per_orientation,1.36997430717875,1.36997430717875,100
3,22,per_orientation,1.28706735647708,1.28706735647708,100
3,23,per_orientation,1.24157125528983,1.24157125528983,100
3,24,per_orientation,1.20743063722291,1.20743063722291,100
3,25,per_orientation,1.18399042938497,1.18399042938497,100
3,26,per_orientation,1.18251358467367,1.18251358467367,100
3,27,per_orientation,1.14690312219689,1.14690312219689,100
3,28,per_orientation,1.09585058534639,1.09585058534639,100
3,29,per_orientation,1.10539550532252,1.10539550532252,100
3,30,per_orientation,1.10041020264451,1.10041020264451,100
