
============================================================
PEB_B ORIENTATION OPTIMIZATION LOG (Coverage / REAL params)
============================================================
Date: 27-Jul-2026 07:39:14
Metric: rms
K = 5 orientations
Testbed: 11789 positions (FOV-filtered=1)
Room: 3x3x2.0 m^3
LED: Pt=0.670 W, Phi_half=36.7 deg, m=3.14
PD: A=7.02e-06 m^2, FOV=60 deg
Noise: sigma2=3.00e-14 W^2, N=1000 samples
Constraint: min pairwise beam separation = 10.0 deg
GA: pop=400, gen=400, parallel=24 workers
============================================================

Starting GA optimization for PEB_B (K=5)...

Single objective optimization:
10 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              800         0.09317           2.891        0
    2             1180          0.0349           2.476        0
    3             1560          0.0349           2.204        1
    4             1940          0.0349           1.931        2
    5             2320          0.0349           1.906        3
    6             2700         0.03481           1.778        0
    7             3080         0.03413           1.473        0
    8             3460         0.02913           1.349        0
    9             3840         0.02625           1.047        0
   10             4220         0.02336          0.6839        0
   11             4600          0.0209          0.3452        0
   12             4980         0.01649          0.2288        0
   13             5360         0.01649          0.2116        0
   14             5740         0.01547           0.205        0
   15             6120          0.0131         0.03724        0
   16             6500         0.01293         0.02916        0
   17             6880         0.01208         0.04977        0
   18             7260         0.01191         0.08623        0
   19             7640         0.01123         0.01698        0
   20             8020         0.01123         0.03963        0
   21             8400         0.01064          0.0387        0
   22             8780         0.01055         0.01343        0
   23             9160         0.01038         0.01203        0
   24             9540        0.009789         0.01166        0
   25             9920        0.009789         0.01129        0
   26            10300        0.009449         0.01098        0
   27            10680         0.00894         0.01076        0
   28            11060        0.008856         0.01046        0
   29            11440        0.008686          0.0101        0
   30            11820        0.008601        0.009752        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31            12200        0.008347        0.009496        0
   32            12580        0.008347        0.009264        1
   33            12960        0.008092        0.009025        0
   34            13340        0.008092        0.008886        0
   35            13720        0.008007        0.008739        0
   36            14100        0.007922        0.008597        0
   37            14480        0.007583        0.008487        0
   38            14860        0.007499        0.008373        0
   39            15240        0.007414        0.008279        0
   40            15620        0.007329        0.008115        0
   41            16000        0.007159        0.007966        0
   42            16380        0.007159        0.007861        1
   43            16760        0.007075        0.007704        0
   44            17140        0.007075        0.007628        1
   45            17520         0.00699        0.007537        0
   46            17900         0.00699        0.007506        0
   47            18280        0.006905        0.007497        0
   48            18660        0.006905        0.007467        1
   49            19040         0.00682        0.007381        0
   50            19420        0.006735        0.007336        0
   51            19800        0.006651        0.007273        0
   52            20180        0.006481        0.007218        0
   53            20560        0.006396        0.007116        0
   54            20940        0.006396        0.007006        0
   55            21320        0.006396        0.006907        0
   56            21700        0.006396        0.006826        0
   57            22080        0.006396        0.006797        1
   58            22460        0.006396        0.006702        0
   59            22840        0.006396        0.006691        0
   60            23220        0.006396        0.006675        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61            23600        0.006396        0.006682        0
   62            23980        0.006311        0.006667        0
   63            24360        0.006311        0.006668        0
   64            24740        0.006311         0.00666        0
   65            25120        0.006311        0.006626        0
   66            25500        0.006311        0.006627        1
   67            25880        0.006141        0.006559        0
   68            26260        0.006141         0.00656        0
   69            26640        0.006141        0.006535        0
