
============================================================
PEB_B ORIENTATION OPTIMIZATION LOG (Coverage / REAL params)
============================================================
Date: 24-Jul-2026 14:08:59
Metric: rms
K = 5 orientations
Testbed: 1648 positions (FOV-filtered=1)
Room: 3x3x2.0 m^3
LED: Pt=0.670 W, Phi_half=36.7 deg, m=3.14
PD: A=7.02e-06 m^2, FOV=60 deg
Noise: sigma2=3.00e-14 W^2, N=1000 samples
GA: pop=400, gen=400, parallel=24 workers
============================================================

Starting GA optimization for PEB_B (K=5)...

Single objective optimization:
10 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              800          0.3231            1.17        0
    2             1180          0.3183           1.009        0
    3             1560          0.2825          0.8216        0
    4             1940          0.2691           1.114        0
    5             2320          0.2631          0.9698        0
    6             2700          0.2552          0.6604        0
    7             3080           0.254          0.9336        0
    8             3460          0.2509          0.9195        0
    9             3840           0.243          0.6568        0
   10             4220          0.2388          0.5867        0
   11             4600          0.2388          0.5592        1
   12             4980           0.237          0.5369        0
   13             5360          0.2364           0.389        0
   14             5740          0.2352          0.3214        0
   15             6120          0.2333          0.2823        0
   16             6500          0.2327          0.2443        0
   17             6880          0.2327          0.2416        0
   18             7260          0.2327          0.2394        0
   19             7640          0.2315          0.2363        0
   20             8020          0.2315          0.2354        1
   21             8400          0.2309          0.2344        0
   22             8780          0.2291          0.2337        0
   23             9160          0.2291          0.2333        1
   24             9540          0.2285          0.2326        0
   25             9920          0.2273          0.2322        0
   26            10300          0.2273          0.2316        0
   27            10680          0.2267          0.2311        0
   28            11060          0.2267          0.2306        1
   29            11440          0.2267          0.2299        0
   30            11820          0.2261          0.2295        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31            12200          0.2261          0.2294        1
   32            12580          0.2248          0.2288        0
   33            12960          0.2242          0.2286        0
   34            13340          0.2242          0.2282        0
   35            13720          0.2236          0.2277        0
   36            14100          0.2236          0.2272        0
   37            14480          0.2236          0.2269        1
   38            14860          0.2236          0.2264        2
   39            15240          0.2236           0.226        3
   40            15620           0.223          0.2255        0
   41            16000           0.223          0.2255        0
   42            16380           0.223          0.2253        0
   43            16760           0.223          0.2254        0
   44            17140           0.223          0.2254        1
   45            17520           0.223           0.225        0
   46            17900           0.223           0.225        1
   47            18280           0.223          0.2247        2
   48            18660           0.223          0.2242        3
   49            19040           0.223          0.2239        0
   50            19420           0.223          0.2237        0
   51            19800           0.223          0.2238        1
   52            20180          0.2224          0.2237        0
   53            20560          0.2224          0.2237        1
   54            20940          0.2224          0.2236        0
   55            21320          0.2224          0.2237        0
   56            21700          0.2224           0.224        0
   57            22080          0.2224           0.224        1
   58            22460          0.2224          0.2238        2
   59            22840          0.2224          0.2234        3
   60            23220          0.2224          0.2232        4

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61            23600          0.2224          0.2229        0
   62            23980          0.2224          0.2229        1
   63            24360          0.2224          0.2228        2
   64            24740          0.2224          0.2227        0
   65            25120          0.2224          0.2227        0
   66            25500          0.2224          0.2227        0
   67            25880          0.2224          0.2229        0
   68            26260          0.2224          0.2231        0
   69            26640          0.2224          0.2236        0
   70            27020          0.2224           0.224        0
   71            27400          0.2224          0.2241        0
   72            27780          0.2224          0.2241        1
   73            28160          0.2224          0.2238        0
   74            28540          0.2224          0.2241        1
   75            28920          0.2224          0.2239        2
   76            29300          0.2224          0.2236        0
   77            29680          0.2224          0.2235        1
   78            30060          0.2224          0.2234        0
   79            30440          0.2224          0.2233        1
   80            30820          0.2224          0.2232        0
   81            31200          0.2224          0.2233        1
   82            31580          0.2224          0.2232        2
   83            31960          0.2224           0.223        3
   84            32340          0.2224          0.2229        0
   85            32720          0.2224          0.2229        1
   86            33100          0.2224          0.2228        0
   87            33480          0.2224          0.2228        0
   88            33860          0.2224           0.223        1
   89            34240          0.2224          0.2229        2
   90            34620          0.2224          0.2228        3

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91            35000          0.2224          0.2228        4
   92            35380          0.2224          0.2228        0
   93            35760          0.2224          0.2227        1
   94            36140          0.2224          0.2227        2
   95            36520          0.2224          0.2227        3
   96            36900          0.2224          0.2227        0
   97            37280          0.2224          0.2227        0
   98            37660          0.2224          0.2227        0
   99            38040          0.2224          0.2227        1
  100            38420          0.2224          0.2227        0
  101            38800          0.2224          0.2227        1
  102            39180          0.2224          0.2228        2
ga stopped because the average change in the fitness value is less than options.FunctionTolerance.

=== PEB_B Optimization Complete ===
Final best PEB_B: 0.222415 m
Total generations: 102

Optimal LED orientations (PEB_B-optimized):
LED 1: θ = 55.92°, ρ = 144.35°
LED 2: θ = 2.19°, ρ = 134.05°
LED 3: θ = 53.00°, ρ = 58.76°
LED 4: θ = 53.07°, ρ = 232.99°
LED 5: θ = 51.80°, ρ = 327.22°

--------------------------------------------------
PEB_B OPTIMIZATION RESULTS FOR K = 5
--------------------------------------------------
Execution time: 239.96 seconds (4.0 min)
Best objective (lexicographic cov+acc): 0.222415
Exit flag: 1
Coverage (PEB_B<=5.0 cm): 77.8% | among covered: median=2.18 cm, mean=2.35 cm, P90=4.36 cm

Optimal LED orientations (PEB_B-optimized):
  LED 1: theta =  55.92 deg, rho = 144.35 deg -> n_t = [-0.673,  0.483, -0.560]
  LED 2: theta =   2.19 deg, rho = 134.05 deg -> n_t = [-0.027,  0.027, -0.999]
  LED 3: theta =  53.00 deg, rho =  58.76 deg -> n_t = [ 0.414,  0.683, -0.602]
  LED 4: theta =  53.07 deg, rho = 232.99 deg -> n_t = [-0.481, -0.638, -0.601]
  LED 5: theta =  51.80 deg, rho = 327.22 deg -> n_t = [ 0.661, -0.425, -0.618]

Orientation vector (copy-paste ready):
orientations_DEBreal_K5 = [55.92,144.35,2.19,134.05,53.00,58.76,53.07,232.99,51.80,327.22];

Optimization completed at: 24-Jul-2026 14:13:01
