Case,Area_mm2,RMS_full_cm,RMS_conditional_cm,Coverage_percent
3,9.1028210151304,7.46183450809627,7.46183450809627,100
3,9.81073970587425,6.92340700172222,6.92340700172222,100
3,10.5737126344056,6.42383109133379,6.42383109133379,100
3,11.3960213222298,5.96030334194159,5.96030334194159,100
3,12.2822802611579,5.53022260748514,5.53022260748514,100
3,13.2374628081261,5.13117543416458,5.13117543416458,100
3,14.2669290938328,4.76092251703176,4.76092251703176,100
3,15.3764561018069,4.41738613384018,4.41738613384018,100
3,16.5722700866999,4.09863848563729,4.09863848563729,100
3,17.8610815137213,3.80289087867067,3.80289087867067,100
3,19.2501227152835,3.52848368690119,3.52848368690119,100
3,20.7471884761735,3.27387703879631,3.27387703879631,100
3,22.3606797749979,3.03764217614133,3.03764217614133,100
3,24.0996509273635,2.81845343637742,2.81845343637742,100
3,25.9738603953433,2.61508081347437,2.61508081347437,100
3,26.4,2.57286908983803,2.57286908983803,100
3,27.9938255483516,2.42638305559219,2.42638305559219,100
3,30.1708816827258,2.25130126079853,2.25130126079853,100
3,32.5172456312118,2.08885293490316,2.08885293490316,100
3,35.0460843193044,1.93812647806447,1.93812647806447,100
3,37.7715886531567,1.79827606922875,1.79827606922875,100
3,40.7090531536905,1.66851691969569,1.66851691969569,100
3,43.8749617837822,1.54812086917489,1.54812086917489,100
3,47.2870804501588,1.4364122996199,1.4364122996199,100
3,50.9645566990858,1.33276434391006,1.33276434391006,100
3,54.9280271653059,1.23659536810429,1.23659536810429,100
3,59.1997333771905,1.1473657075269,1.1473657075269,100
3,63.8036465679591,1.06457463836924,1.06457463836924,100
3,68.7656021933632,0.987757567813162,0.987757567813162,100
3,74.1134449106948,0.916483426908177,0.916483426908177,100
3,79.8771848326912,0.850352251572152,0.850352251572152,100
3,86.0891659331735,0.788992938141014,0.788992938141014,100
3,92.7842475494485,0.732061160872427,0.732061160872427,100
3,100,0.679237439717239,0.679237439717239,100
4,5,12.3652402121085,12.3652402121085,100
4,5.38884577076006,11.4729950884867,11.4729950884867,100
4,5.80793174820771,10.6451321642376,10.6451321642376,100
4,6.25960968763844,9.87700577923216,9.87700577923216,100
4,6.74641423836782,9.1643054926761,9.1643054926761,100
4,7.27107716724477,8.50303189451231,8.50303189451231,100
4,7.8365426883154,7.88947416221287,7.88947416221287,100
4,8.44598398466182,7.32018923701736,7.32018923701736,100
4,9.1028210151304,6.79198250276228,6.79198250276228,100
4,9.81073970587425,6.30188985887819,6.30188985887819,100
4,10.5737126344056,5.84716108695513,5.84716108695513,100
4,11.3960213222298,5.42524441753547,5.42524441753547,100
4,12.2822802611579,5.03377221052875,5.03377221052875,100
4,13.2374628081261,4.67054766889235,4.67054766889235,100
4,14.2669290938328,4.33353251102007,4.33353251102007,100
4,15.3764561018069,4.0208355326607,4.0208355326607,100
4,16.5722700866999,3.73070199418009,3.73070199418009,100
4,17.8610815137213,3.46150377361227,3.46150377361227,100
4,19.2501227152835,3.21173023024191,3.21173023024191,100
4,20.7471884761735,2.97997972744813,2.97997972744813,100
4,22.3606797749979,2.76495176723885,2.76495176723885,100
4,24.0996509273635,2.56543969233775,2.56543969233775,100
4,25.9738603953433,2.38032391487047,2.38032391487047,100
4,26.4,2.34190155532358,2.34190155532358,100
4,27.9938255483516,2.20856563365214,2.20856563365214,100
4,30.1708816827258,2.04920100481985,2.04920100481985,100
4,32.5172456312118,1.90133573309784,1.90133573309784,100
4,35.0460843193044,1.76414005334362,1.76414005334362,100
4,37.7715886531567,1.63684407421332,1.63684407421332,100
4,40.7090531536905,1.51873345781656,1.51873345781656,100
4,43.8749617837822,1.40914541111682,1.40914541111682,100
4,47.2870804501588,1.30746496658232,1.30746496658232,100
4,50.9645566990858,1.21312153121606,1.21312153121606,100
4,54.9280271653059,1.12558568459917,1.12558568459917,100
4,59.1997333771905,1.04436620797965,1.04436620797965,100
4,63.8036465679591,0.969007327734624,0.969007327734624,100
4,68.7656021933632,0.89908615773759,0.89908615773759,100
4,74.1134449106948,0.834210326278071,0.834210326278071,100
4,79.8771848326912,0.774015774216907,0.774015774216907,100
4,86.0891659331735,0.718164712021196,0.718164712021196,100
4,92.7842475494485,0.666343724214531,0.666343724214531,100
4,100,0.618262010605425,0.618262010605425,100
