
==================================
Iniciando optimización para 8 orientaciones
==================================


Single objective optimization:
16 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              300           0.696           1.122        0
    2              450          0.6729            1.04        0
    3              600          0.6173           0.963        0
    4              750           0.617           0.888        0
    5              900          0.6058          0.8378        0
    6             1050          0.6047          0.7725        0
    7             1200           0.602          0.7299        0
    8             1350          0.5927          0.7026        0
    9             1500          0.6002          0.6829        1
   10             1650          0.5915          0.6549        0
   11             1800          0.5939           0.642        1
   12             1950           0.592          0.6295        0
   13             2100          0.5852           0.621        0
   14             2250          0.5895          0.6171        1
   15             2400          0.5837          0.6145        0
   16             2550          0.5833          0.6125        0
   17             2700          0.5797          0.6104        0
   18             2850          0.5765          0.6083        0
   19             3000          0.5743          0.6043        0
   20             3150          0.5815          0.6018        1
   21             3300          0.5795          0.5998        0
   22             3450          0.5806          0.5977        1
   23             3600          0.5789          0.5961        0
   24             3750          0.5733          0.5948        0
   25             3900          0.5786          0.5945        1
   26             4050          0.5751          0.5921        0
   27             4200          0.5735          0.5923        0
   28             4350          0.5749          0.5912        1
   29             4500          0.5711          0.5901        0
   30             4650          0.5759          0.5889        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             4800          0.5736          0.5873        0
   32             4950          0.5727          0.5877        0
   33             5100          0.5726          0.5872        0
   34             5250          0.5684           0.587        0
   35             5400          0.5689          0.5866        1
   36             5550          0.5721          0.5859        2
   37             5700           0.567          0.5841        0
   38             5850          0.5708          0.5839        1
   39             6000          0.5714          0.5836        2
   40             6150          0.5721          0.5832        3
   41             6300          0.5714          0.5826        0
   42             6450          0.5688          0.5822        0
   43             6600          0.5685          0.5821        0
   44             6750          0.5703          0.5821        1
   45             6900          0.5706          0.5815        2
   46             7050          0.5706          0.5812        3
   47             7200          0.5699           0.581        0
   48             7350          0.5693          0.5816        0
   49             7500          0.5703          0.5814        1
   50             7650           0.572           0.581        2
