
==================================
Iniciando optimización para 4 orientaciones
==================================


Single objective optimization:
8 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              300          0.2812          0.8496        0
    2              450          0.2642          0.7011        0
    3              600          0.2632          0.7389        0
    4              750          0.2633          0.6944        1
    5              900          0.2581          0.6004        0
    6             1050          0.2559          0.6325        0
    7             1200          0.2594          0.5514        1
    8             1350          0.2527          0.5479        0
    9             1500          0.2481           0.501        0
   10             1650          0.2358          0.4326        0
   11             1800          0.2382          0.4246        1
   12             1950          0.2331          0.3631        0
   13             2100          0.2326          0.3251        0
   14             2250          0.2341           0.297        1
   15             2400          0.2333          0.2783        0
   16             2550          0.2334          0.2621        1
   17             2700          0.2323          0.2535        0
   18             2850          0.2324          0.2486        1
   19             3000          0.2288          0.2468        0
   20             3150          0.2331          0.2445        1
   21             3300          0.2304          0.2409        0
   22             3450          0.2289          0.2405        0
   23             3600          0.2321          0.2413        1
   24             3750          0.2338          0.2411        2
   25             3900          0.2314          0.2405        0
   26             4050          0.2284            0.24        0
   27             4200          0.2329          0.2406        1
   28             4350          0.2304          0.2399        0
   29             4500          0.2305          0.2403        1
   30             4650          0.2315          0.2402        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             4800          0.2294          0.2401        0
   32             4950          0.2304            0.24        1
   33             5100          0.2306          0.2398        2
   34             5250          0.2298          0.2402        0
   35             5400          0.2311          0.2402        1
   36             5550          0.2317            0.24        2
   37             5700          0.2293            0.24        0
   38             5850          0.2325          0.2397        1
   39             6000          0.2315            0.24        0
   40             6150          0.2307          0.2397        0
   41             6300          0.2283          0.2393        0
   42             6450          0.2302          0.2396        1
   43             6600          0.2312          0.2397        2
   44             6750          0.2283          0.2393        0
   45             6900          0.2293          0.2396        1
   46             7050          0.2308            0.24        2
   47             7200          0.2273          0.2392        0
   48             7350          0.2291           0.239        1
   49             7500          0.2296          0.2397        2
   50             7650          0.2298          0.2393        3
   51             7800          0.2239          0.2397        0
   52             7950            0.23          0.2398        1
   53             8100          0.2278          0.2394        0
   54             8250          0.2298          0.2391        1
   55             8400          0.2271          0.2394        0
   56             8550          0.2302          0.2392        1
   57             8700          0.2281          0.2396        0
   58             8850          0.2299          0.2399        1
   59             9000          0.2276          0.2394        0
   60             9150          0.2258          0.2394        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             9300          0.2308          0.2386        1
   62             9450          0.2306          0.2393        0
   63             9600          0.2287          0.2391        0
   64             9750          0.2312          0.2389        1
   65             9900          0.2271          0.2388        0
   66            10050           0.229           0.239        1
   67            10200          0.2302          0.2388        2
   68            10350          0.2312          0.2391        3
   69            10500          0.2299          0.2391        0
   70            10650          0.2288           0.239        0
   71            10800          0.2271          0.2393        0
   72            10950          0.2269           0.239        0
   73            11100           0.227          0.2391        1
   74            11250          0.2253          0.2388        0
   75            11400          0.2304          0.2397        1
   76            11550          0.2299          0.2395        0
   77            11700          0.2297          0.2394        0
   78            11850           0.231          0.2397        1
   79            12000          0.2304          0.2392        0
   80            12150          0.2246          0.2384        0
   81            12300          0.2267          0.2391        1
   82            12450          0.2285          0.2391        2
   83            12600          0.2307          0.2395        3
   84            12750           0.228          0.2391        0
   85            12900          0.2303          0.2392        1
   86            13050          0.2243           0.239        0
   87            13200           0.229          0.2392        1
   88            13350          0.2277          0.2392        0
   89            13500          0.2281          0.2388        1
   90            13650          0.2297          0.2387        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91            13800          0.2292          0.2391        0
   92            13950          0.2247           0.239        0
   93            14100          0.2275          0.2389        1
   94            14250          0.2275          0.2388        2
   95            14400           0.227          0.2387        0
   96            14550          0.2287          0.2391        1
   97            14700          0.2297          0.2389        2
   98            14850          0.2299           0.239        3
   99            15000          0.2293          0.2388        0
  100            15150          0.2306          0.2395        1
  101            15300          0.2302          0.2391        0
  102            15450          0.2298          0.2388        0
  103            15600          0.2311          0.2393        1
  104            15750          0.2311          0.2391        2
  105            15900          0.2286          0.2388        0
  106            16050          0.2282          0.2392        0
  107            16200           0.228          0.2389        0
  108            16350          0.2289          0.2385        1
  109            16500          0.2283          0.2393        0
  110            16650          0.2304           0.239        1
  111            16800          0.2289          0.2393        0
  112            16950            0.23          0.2392        1
  113            17100          0.2285          0.2386        0
  114            17250          0.2263          0.2386        0
  115            17400          0.2275          0.2393        1
  116            17550          0.2297          0.2394        2
  117            17700          0.2294          0.2392        0
  118            17850          0.2291          0.2391        0
  119            18000          0.2295          0.2388        1
  120            18150          0.2276          0.2391        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            18300          0.2322          0.2396        1
  122            18450          0.2287          0.2386        0
  123            18600          0.2305          0.2392        1
  124            18750          0.2278          0.2392        0
  125            18900          0.2315          0.2391        1
  126            19050          0.2303          0.2391        0
  127            19200          0.2293          0.2389        0
  128            19350          0.2292          0.2393        0
  129            19500          0.2301          0.2393        1
  130            19650          0.2283          0.2398        0
  131            19800          0.2297          0.2396        1
  132            19950           0.229          0.2391        0
  133            20100          0.2283          0.2396        0
  134            20250          0.2288          0.2399        1
  135            20400          0.2316          0.2399        2
  136            20550          0.2284          0.2391        0
  137            20700          0.2315          0.2395        1
  138            20850          0.2293          0.2395        0
  139            21000          0.2302          0.2398        1
