label,x,y,z,d_true,ang_GLS_deg,pos_GLS_m,d_GLS_m,ang_WLS_deg,pos_WLS_m,d_WLS_m,ang_NLS_deg,pos_NLS_m,d_NLS_m
P41.t1,-0.4,0.2,0.8,1.28062484748657,0.592272943538224,0.0148446892311889,1.27383873700777,0.217121963357107,0.0067919808224366,1.27586377989979,1.02535103135549,0.0296767469930966,1.26156395616801
P41.t2,-0.4,0.2,0.8,1.28062484748657,0.547048537406858,0.0135095902363574,1.28631194751245,0.406412389535655,0.010967540531638,1.28673863887646,0.873109380796132,0.0199798552073408,1.27618781074288
P41.t3,-0.4,0.2,0.8,1.28062484748657,0.428329439091188,0.0149721799440954,1.26907762279827,0.375716993478803,0.0136509229621329,1.26983499899905,0.921918198705337,0.0310564834077965,1.2572224943437
P42.t1,-0.4,0,0.8,1.26491106406735,0.818294485501393,0.0208581250755024,1.25435489590956,1.01310129640685,0.024227262831644,1.25539828725611,0.519316852552322,0.0193516614836072,1.24926914942952
P42.t2,-0.4,0,0.8,1.26491106406735,0.851821961816964,0.019450434679864,1.2598017167414,0.846663906987844,0.0188072610182727,1.26268502415394,0.722221579698976,0.0197049145490724,1.25323155694811
P42.t3,-0.4,0,0.8,1.26491106406735,0.82354813910157,0.0182556288361154,1.26312845510234,0.916833463863887,0.0202438839757901,1.26514856432767,0.620381035992614,0.0155113483259117,1.25755495199693
P43.t1,-0.2,0,0.8,1.21655250605964,1.07502098857261,0.0231402262809714,1.2125283796415,1.17767405562358,0.0251997406535501,1.21315764791001,0.889705158303215,0.0195870921938501,1.2112276139651
P43.t2,-0.2,0,0.8,1.21655250605964,1.27159809033996,0.0276395232611742,1.22217591223619,1.39356373501181,0.0302453435085995,1.22247163840633,1.09156045644529,0.0237260054560406,1.2214128750907
P43.t3,-0.2,0,0.8,1.21655250605964,1.14549957575508,0.0245491274762315,1.21965127153494,1.27112922156481,0.0272804835711992,1.22024071249762,0.986741377547189,0.0210385372387788,1.21829701040493
P44.t1,0,0,0.8,1.2,0.397205713020205,0.00911718679276549,1.20370177979841,0.437209743220718,0.00988303658872607,1.20368356180666,0.388094985406092,0.00895776389515121,1.20373733822696
P44.t2,0,0,0.8,1.2,0.405240974580409,0.0132080731261436,1.21009022936981,0.465829679550653,0.0140397606874083,1.21005644346163,0.405450259300451,0.0132170009207897,1.21009817410593
P44.t3,0,0,0.8,1.2,0.424927464082727,0.0126317704158965,1.20893132379714,0.519956685824196,0.0140136368424347,1.20877069625468,0.413779025074446,0.0124683555910473,1.20893301083471
P45.t1,0.2,-0.2,0.8,1.2328828005938,1.79413932028629,0.0418665164059212,1.24849152867999,1.99178038847454,0.0460686144793545,1.24905463515654,1.19079865736693,0.0290516323791127,1.24631073551071
P45.t2,0.2,-0.2,0.8,1.2328828005938,1.66347387540278,0.0386504874273395,1.2469570845696,1.85673102735115,0.0428823432330176,1.24783104167472,1.08864322711503,0.0260523259935789,1.24406403872416
P45.t3,0.2,-0.2,0.8,1.2328828005938,1.70916473289683,0.0393002777883389,1.24620235051543,1.90744198000567,0.0436477028300317,1.24707003252879,1.12368178880339,0.0264944373783193,1.24348059996364
P46.t1,0,-0.2,0.8,1.21655250605964,1.72176404044883,0.0392953298674395,1.23042689415276,1.91145092693811,0.0433958753167532,1.23125825012531,1.24139690827118,0.0289552165066224,1.22825648826706
P46.t2,0,-0.2,0.8,1.21655250605964,1.74239785391724,0.0397626433041957,1.23057701916449,1.93437014828279,0.0439024252791621,1.23138791408652,1.25851266883374,0.0293744573009283,1.22846226483168
P46.t3,0,-0.2,0.8,1.21655250605964,1.76209567183212,0.0404662954875235,1.2314087493262,1.95177587101162,0.0445290159306361,1.23215862178904,1.27460768957513,0.0300635027463649,1.22934726296982
P47.t1,0,-0.4,0.8,1.26491106406735,1.78257924576904,0.0432920425019817,1.28235391002504,2.01750218084573,0.0486256986021624,1.28365787285657,0.445956350935651,0.0117459367701693,1.27127889606838
P47.t2,0,-0.4,0.8,1.26491106406735,1.59357508500711,0.0450651640274774,1.29259054607291,1.76081027816795,0.0495779460547732,1.29509243719305,0.480438651356596,0.019005923148778,1.28063771576676
P47.t3,0,-0.4,0.8,1.26491106406735,1.70811389951366,0.0479997759221842,1.29405372960836,1.89374967208345,0.0526880639696227,1.29629441917898,0.510382952863535,0.0212883456387142,1.28292291053216
P48.t1,0.2,-0.4,0.8,1.28062484748657,1.65395177129634,0.0453786687324293,1.30641609568704,1.8743650381623,0.0510555990938425,1.30913176695286,0.489386827376572,0.0180673172030995,1.29495810191738
P48.t2,0.2,-0.4,0.8,1.28062484748657,1.64205579108378,0.0450616826126035,1.30625049708499,1.86350498121825,0.0507445923307864,1.30894384461539,0.478901914443442,0.0177571089885048,1.29474846192446
P48.t3,0.2,-0.4,0.8,1.28062484748657,2.03692045751739,0.057464182214723,1.31489066947985,2.27234041097254,0.0630865262126643,1.31705716278306,0.7673191204266,0.0309523263351416,1.30627677774187
