HalfAngle_deg,FOV_deg,Tilt_deg,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
15,45,0,Inf,NaN,0,0
15,45,1,Inf,9980.41358401868,61.9419642857143,0
15,45,2,Inf,11113.5076889671,63.3928571428571,0
15,45,3,Inf,9812.37644174859,64.5089285714286,0
15,45,4,Inf,10804.105501775,66.5178571428571,0
15,45,5,Inf,10928.8633898115,68.1919642857143,0
15,45,6,Inf,11399.71591288,70.4241071428571,0
15,45,7,Inf,13255.1388827731,71.7633928571429,0
15,45,8,Inf,14080.2039218859,73.1026785714286,0
15,45,9,Inf,17042.8474807703,73.9955357142857,0
15,45,10,Inf,17758.5130890187,75.2232142857143,0
15,45,11,Inf,21141.3065392695,76.5625,0
15,45,12,Inf,26651.6834552313,77.7901785714286,0
15,45,13,Inf,31617.7369448343,78.6830357142857,0
15,45,14,Inf,47194.7685687749,80.1339285714286,0
15,45,15,Inf,51509.997567423,80.9151785714286,0
15,45,16,Inf,53544.631333567,81.9196428571429,0
15,45,17,Inf,57095.3765870015,82.4776785714286,0
15,45,18,Inf,72103.5323931654,83.8169642857143,0
15,45,19,Inf,128307.24671132,84.9330357142857,0
15,45,20,Inf,217729.552807895,86.0491071428571,0
15,45,21,Inf,266988.584322727,86.71875,0
15,45,22,Inf,268684.100746303,87.2767857142857,0
15,45,23,Inf,416137.984434422,88.0580357142857,0
15,45,24,Inf,410592.864168837,88.28125,0
15,45,25,Inf,500199.995491425,88.5044642857143,0
15,45,26,Inf,880279.735861197,89.1741071428571,0
15,45,27,Inf,2515303.34419,89.9553571428571,0
15,45,28,Inf,2676132.01222237,90.5133928571429,0
15,45,29,Inf,2739392.65560985,91.40625,0
15,45,30,Inf,5037243.4078727,92.1875,0
15,45,31,Inf,8503354.34624395,92.6339285714286,0
15,45,32,Inf,8410329.27399828,93.1919642857143,0
15,45,33,Inf,8923279.57536767,93.9732142857143,0
15,45,34,Inf,11371640.6747156,94.0848214285714,0
15,45,35,Inf,84748376.9469093,94.3080357142857,0
15,45,36,Inf,87331124.1301677,94.53125,0
15,45,37,Inf,88661105.6494956,95.0892857142857,0
15,45,38,Inf,88576474.7010782,95.0892857142857,0
15,45,39,Inf,88575020.9471737,95.0892857142857,0
15,45,40,Inf,91318008.2822228,95.2008928571429,0
15,45,41,Inf,91444367.6177078,95.3125,0
15,45,42,Inf,91885378.7440184,95.5357142857143,0
15,45,43,Inf,344868118.691038,95.5357142857143,0
15,45,44,Inf,346621838.404581,95.5357142857143,0
15,45,45,Inf,348667192.711321,95.5357142857143,0
15,45,46,Inf,351236921.316392,95.4241071428571,0
15,45,47,Inf,353930476.162079,95.4241071428571,0
15,45,48,Inf,357799903.883088,94.9776785714286,0
15,45,49,Inf,362684318.651302,94.1964285714286,0
15,45,50,Inf,367984369.205462,93.4151785714286,0
15,45,51,Inf,385357830.767661,92.1875,0
15,45,52,Inf,393260249.065876,90.7366071428571,0
15,45,53,Inf,402457548.311884,88.9508928571429,0
15,45,54,Inf,414762601.449723,86.1607142857143,0
15,45,55,Inf,429260811.497398,82.9241071428571,0
15,45,56,Inf,450151680.622098,77.9017857142857,0
15,45,57,Inf,470973646.075085,73.6607142857143,0
15,45,58,Inf,497434521.95966,68.5267857142857,0
15,45,59,Inf,532201349.004837,62.2767857142857,0
15,45,60,Inf,582361012.284402,54.2410714285714,0
15,45,61,Inf,613436077.114583,51.1160714285714,0
15,45,62,Inf,649792820.948531,47.7678571428571,0
15,45,63,Inf,691877082.896466,44.3080357142857,0
15,45,64,Inf,744143188.678359,40.4017857142857,0
15,45,65,Inf,805504070.910639,36.4955357142857,0
15,45,66,Inf,866207757.259398,31.6964285714286,0
15,45,67,Inf,933034494.827374,29.1294642857143,0
15,45,68,Inf,1035221019.91682,25.3348214285714,0
15,45,69,Inf,1158111615.76185,21.7633928571429,0
15,45,70,Inf,1293189662.07111,18.8616071428571,0
15,45,71,Inf,1450175536.45457,16.2946428571429,0
15,45,72,Inf,1644915407.5687,13.8392857142857,0
15,45,73,Inf,1874636513.72418,11.71875,0
15,45,74,Inf,2143060277.57898,9.93303571428571,0
15,45,75,Inf,2517870095.43993,8.03571428571429,0
15,45,76,Inf,2978105264.63371,6.47321428571429,0
15,45,77,Inf,3493479988.16906,5.35714285714286,0
15,45,78,Inf,4263611575.35838,4.12946428571429,0
15,45,79,Inf,5036349145.21381,3.45982142857143,0
15,45,80,Inf,6239660872.84681,2.67857142857143,0
15,45,81,Inf,8682928341.82055,1.67410714285714,0
15,45,82,Inf,2583304138.47834,1.45089285714286,0
15,45,83,Inf,3078450639.62509,1.22767857142857,0
15,45,84,Inf,4173711529.73946,0.892857142857143,0
15,45,85,Inf,7019602503.41674,0.446428571428571,0
15,60,0,Inf,NaN,0,0
15,60,1,Inf,10880087.5917258,93.4151785714286,0
15,60,2,Inf,4256331.10442729,93.5267857142857,0
15,60,3,Inf,8126575.17593099,94.6428571428571,0
15,60,4,Inf,8286260.01724418,95.5357142857143,0
15,60,5,Inf,11640421.1234,96.3169642857143,0
15,60,6,Inf,13591117.7792693,96.875,0
15,60,7,Inf,25671591.0282928,97.5446428571429,0
15,60,8,Inf,30463867.0766343,98.1026785714286,0
15,60,9,Inf,36455363.7872019,98.4375,0
15,60,10,Inf,62890141.1877938,98.6607142857143,0
15,60,11,Inf,159049225.318451,98.9955357142857,0
15,60,12,Inf,149901047.522648,99.1071428571429,0
15,60,13,Inf,194143281.768429,99.4419642857143,0
15,60,14,Inf,519184744.201827,99.7767857142857,0
15,60,15,Inf,497779343.380238,99.7767857142857,0
15,60,16,Inf,479247871.474394,99.7767857142857,0
15,60,17,Inf,463093679.498514,99.7767857142857,0
15,60,18,607794973.229872,607794973.229872,100,0
15,60,19,584036987.297577,584036987.297577,100,0
15,60,20,569388835.777586,569388835.777586,100,0
15,60,21,555970660.433121,555970660.433121,100,0
15,60,22,544505314.778587,544505314.778587,100,0
15,60,23,534322423.228644,534322423.228644,100,0
15,60,24,525237376.328941,525237376.328941,100,0
15,60,25,517212332.165051,517212332.165051,100,0
15,60,26,510104989.053331,510104989.053331,100,0
15,60,27,503830439.087059,503830439.087059,100,0
15,60,28,498316845.001461,498316845.001461,100,0
15,60,29,391800404.191962,391800404.191962,100,0
15,60,30,388367956.725047,388367956.725047,100,0
15,60,31,385420363.813329,385420363.813329,100,0
15,60,32,382927337.291272,382927337.291272,100,0
15,60,33,380863018.406613,380863018.406613,100,0
15,60,34,379205747.785705,379205747.785705,100,0
15,60,35,377938298.803259,377938298.803259,100,0
15,60,36,377043928.268906,377043928.268906,100,0
15,60,37,376511296.009216,376511296.009216,100,0
15,60,38,376330999.007756,376330999.007756,100,0
15,60,39,376496804.038679,376496804.038679,100,0
15,60,40,377001891.801892,377001891.801892,100,0
15,60,41,377843671.103555,377843671.103555,100,0
15,60,42,379021712.208603,379021712.208603,100,0
15,60,43,380537114.498261,380537114.498261,100,0
15,60,44,382392900.263833,382392900.263833,100,0
15,60,45,Inf,385455609.41917,99.5535714285714,0.446428571428571
15,60,46,387147689.883437,387147689.883437,100,0
15,60,47,390062410.58399,390062410.58399,100,0
15,60,48,393395169.332165,393395169.332165,100,0
15,60,49,397068792.331781,397068792.331781,100,0
15,60,50,401143770.550184,401143770.550184,100,0
15,60,51,405638915.656788,405638915.656788,100,0
15,60,52,410575551.514342,410575551.514342,100,0
15,60,53,415979123.373073,415979123.373073,100,0
15,60,54,421892400.913584,421892400.913584,100,0
15,60,55,428319996.582479,428319996.582479,100,0
15,60,56,435322733.493144,435322733.493144,100,0
15,60,57,442962898.411051,442962898.411051,100,0
15,60,58,451205776.641553,451205776.641553,100,0
15,60,59,460154693.742579,460154693.742579,100,0
15,60,60,469871482.421072,469871482.421072,100,0
15,60,61,480431830.083915,480431830.083915,100,0
15,60,62,491908375.016392,491908375.016392,100,0
15,60,63,Inf,505530946.62526,99.5535714285714,0
15,60,64,Inf,520345268.455313,99.1071428571429,0
15,60,65,Inf,536792763.707834,98.5491071428571,0
15,60,66,Inf,555798557.273399,97.8794642857143,0
15,60,67,Inf,576160680.324739,97.0982142857143,0
15,60,68,Inf,760798802.229687,96.2053571428571,0
15,60,69,Inf,793656133.003381,95.0892857142857,0
15,60,70,Inf,830488713.426387,93.8616071428571,0
15,60,71,Inf,873953359.969409,92.1875,0
15,60,72,Inf,923286897.130715,90.2901785714286,0
15,60,73,Inf,978065257.661019,88.5044642857143,0
15,60,74,Inf,1044908925.07809,86.0491071428571,0
15,60,75,Inf,1121892584.75222,83.3705357142857,0
15,60,76,Inf,1220007465.1044,79.4642857142857,0
15,60,77,Inf,1329391891.12824,76.2276785714286,0
15,60,78,Inf,1465414626.23352,72.3214285714286,0
15,60,79,Inf,1630525396.71228,68.3035714285714,0
15,60,80,Inf,1840718118.88648,63.7276785714286,0
15,60,81,Inf,2102647166.11941,59.2633928571429,0
15,60,82,Inf,2477495527.43052,54.3526785714286,0
15,60,83,Inf,2911062368.49646,50.5580357142857,0
15,60,84,Inf,3561754209.69345,45.2008928571429,0
15,60,85,Inf,4393244012.35711,42.0758928571429,0
15,75,0,Inf,NaN,0,0
15,75,1,585957238.341248,585957238.341248,100,0
15,75,2,293431815.44322,293431815.44322,100,0
15,75,3,196124855.713399,196124855.713399,100,0
15,75,4,147622621.712096,147622621.712096,100,0
15,75,5,118642407.765483,118642407.765483,100,0
15,75,6,115194761.700505,115194761.700505,100,0
15,75,7,124571827.441132,124571827.441132,100,0
15,75,8,135050672.255631,135050672.255631,100,0
15,75,9,123264621.872337,123264621.872337,100,0
15,75,10,128536657.499122,128536657.499122,100,0
15,75,11,120972294.548803,120972294.548803,100,0
15,75,12,113255229.460825,113255229.460825,100,0
15,75,13,138174236.409268,138174236.409268,100,0
