
==================================
Iniciando optimización para 4 orientaciones
==================================


Single objective optimization:
8 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              300          0.5742           1.554        0
    2              450           0.555           1.211        0
    3              600          0.5461          0.9834        0
    4              750          0.5204          0.8339        0
    5              900           0.526          0.7452        1
    6             1050          0.5113          0.6396        0
    7             1200          0.5123          0.5935        1
    8             1350           0.512          0.5741        0
    9             1500          0.5044          0.5573        0
   10             1650          0.5103          0.5588        1
   11             1800          0.5053          0.5521        0
   12             1950          0.5046           0.546        0
   13             2100          0.4991          0.5378        0
   14             2250          0.5055          0.5365        1
   15             2400          0.4932          0.5319        0
   16             2550          0.4992          0.5313        1
   17             2700          0.4922          0.5277        0
   18             2850          0.4979          0.5305        1
   19             3000          0.5024          0.5274        2
   20             3150          0.5011          0.5292        0
   21             3300          0.4921          0.5275        0
   22             3450          0.5033          0.5279        1
   23             3600          0.5003          0.5256        0
   24             3750           0.493           0.526        0
   25             3900          0.4947          0.5264        1
   26             4050          0.4981          0.5268        2
   27             4200          0.5009          0.5251        3
   28             4350          0.5024          0.5258        4
   29             4500             0.5          0.5241        0
   30             4650          0.4975          0.5253        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             4800           0.501           0.524        1
   32             4950          0.4995          0.5241        0
   33             5100          0.4946          0.5249        0
   34             5250          0.4977          0.5246        1
   35             5400          0.5017          0.5254        2
   36             5550          0.4933          0.5253        0
   37             5700          0.4951          0.5247        1
   38             5850          0.4916          0.5248        0
   39             6000          0.4975          0.5239        1
   40             6150             0.5          0.5246        2
   41             6300          0.4943          0.5242        0
   42             6450          0.4978          0.5248        1
   43             6600          0.4964          0.5254        0
   44             6750          0.4973          0.5232        1
   45             6900          0.4968          0.5242        0
   46             7050          0.4993          0.5252        1
   47             7200           0.491          0.5251        0
   48             7350          0.4988           0.524        1
   49             7500          0.4903          0.5241        0
   50             7650          0.4961          0.5262        1
   51             7800          0.4999          0.5245        2
   52             7950          0.4895          0.5239        0
   53             8100          0.4962          0.5245        1
   54             8250          0.4985          0.5248        2
   55             8400          0.4936          0.5233        0
   56             8550            0.49          0.5246        0
   57             8700          0.4913          0.5248        1
   58             8850          0.4921          0.5251        2
   59             9000          0.4903          0.5248        0
   60             9150          0.4898          0.5255        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             9300             0.5           0.525        1
   62             9450          0.4959          0.5231        0
   63             9600          0.4837          0.5222        0
   64             9750          0.4965          0.5242        1
   65             9900          0.4994          0.5241        2
   66            10050          0.4906          0.5217        0
   67            10200          0.4962          0.5254        1
   68            10350          0.4905          0.5261        0
   69            10500          0.4845           0.525        0
   70            10650          0.4801          0.5242        0
   71            10800          0.4977          0.5231        1
   72            10950          0.4949          0.5255        0
   73            11100          0.4991          0.5253        1
   74            11250          0.4895          0.5248        0
   75            11400          0.4949          0.5239        1
   76            11550          0.4947          0.5232        0
   77            11700          0.4991          0.5239        1
   78            11850          0.4969           0.524        0
   79            12000           0.502          0.5245        1
   80            12150           0.493          0.5237        0
   81            12300          0.4912          0.5268        0
   82            12450          0.4958          0.5223        1
   83            12600          0.4953          0.5237        0
   84            12750          0.4934           0.526        0
   85            12900          0.4975          0.5245        1
   86            13050          0.4876          0.5252        0
   87            13200          0.4954          0.5248        1
   88            13350          0.4935          0.5262        0
   89            13500          0.4908          0.5243        0
   90            13650          0.4959           0.524        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91            13800          0.4911          0.5236        0
   92            13950          0.5002          0.5244        1
   93            14100          0.4966          0.5234        0
   94            14250           0.498           0.522        1
   95            14400          0.4986          0.5229        2
   96            14550          0.4917          0.5231        0
   97            14700          0.4956          0.5239        1
   98            14850          0.5037          0.5237        2
   99            15000          0.4957          0.5211        0
  100            15150          0.4961          0.5219        1
  101            15300           0.497          0.5211        2
  102            15450          0.4989          0.5198        3
  103            15600          0.5044          0.5219        4
  104            15750          0.4974          0.5197        0
  105            15900          0.4958          0.5195        0
  106            16050          0.4951            0.52        0
  107            16200          0.4881          0.5171        0
  108            16350           0.496          0.5187        1
  109            16500           0.489          0.5163        0
  110            16650          0.4876          0.5177        0
  111            16800          0.4939          0.5159        1
  112            16950           0.494          0.5162        2
  113            17100          0.4969          0.5184        3
  114            17250          0.4908          0.5166        0
  115            17400          0.4991          0.5168        1
  116            17550          0.4949          0.5157        0
  117            17700          0.4957          0.5174        1
  118            17850           0.486          0.5165        0
  119            18000          0.4912          0.5174        1
  120            18150          0.4931          0.5161        2

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            18300          0.4955          0.5174        3
  122            18450          0.4912          0.5162        0
  123            18600          0.4919          0.5164        1
  124            18750          0.4947          0.5149        2
  125            18900          0.4967          0.5164        3
  126            19050          0.4905          0.5139        0
  127            19200          0.4965          0.5152        1
  128            19350          0.4961          0.5153        0
  129            19500          0.4971          0.5155        1
  130            19650          0.4946          0.5167        0
  131            19800          0.4943          0.5166        0
  132            19950          0.4924          0.5161        0
  133            20100          0.4942           0.516        1
  134            20250          0.4862          0.5142        0
  135            20400          0.4922          0.5157        1
  136            20550          0.4947          0.5174        2
  137            20700          0.4911          0.5149        0
  138            20850          0.4952          0.5159        1
  139            21000          0.4879          0.5152        0
  140            21150          0.4914          0.5154        1
  141            21300          0.4921          0.5164        2
  142            21450           0.496          0.5158        3
  143            21600          0.4908          0.5167        0
  144            21750          0.4882          0.5155        0
  145            21900          0.4925          0.5152        1
  146            22050          0.4948          0.5156        2
  147            22200          0.4914          0.5155        0
  148            22350          0.4935          0.5153        1
  149            22500          0.4879          0.5175        0
  150            22650          0.4905          0.5163        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  151            22800          0.4904           0.517        0
  152            22950           0.493          0.5155        1
  153            23100           0.489          0.5166        0
  154            23250          0.4883          0.5155        0
  155            23400          0.4838          0.5148        0
  156            23550          0.4914          0.5161        1
  157            23700          0.4875          0.5154        0
  158            23850          0.4946          0.5166        1
  159            24000           0.498          0.5161        2
  160            24150          0.4826          0.5155        0
  161            24300          0.4859          0.5159        1
  162            24450          0.4878          0.5144        2
  163            24600          0.4899          0.5152        3
  164            24750          0.4939          0.5168        4
  165            24900          0.4932           0.515        0
  166            25050          0.4901          0.5155        0
  167            25200          0.4931          0.5147        1
  168            25350          0.4909          0.5161        0
  169            25500          0.4807          0.5159        0
  170            25650           0.487          0.5152        1
  171            25800          0.4951          0.5168        2
  172            25950          0.4887          0.5163        0
  173            26100           0.489          0.5167        1
  174            26250           0.491          0.5157        2
  175            26400          0.4946          0.5148        3
  176            26550          0.4866          0.5165        0
  177            26700          0.4848          0.5154        0
  178            26850          0.4898          0.5147        1
  179            27000          0.4909          0.5167        2
  180            27150          0.4878          0.5163        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            27300          0.4927          0.5174        1
  182            27450          0.4935          0.5173        2
  183            27600          0.4924          0.5161        0
  184            27750          0.4945          0.5154        1
  185            27900          0.4945          0.5166        2
  186            28050           0.487          0.5156        0
  187            28200          0.4949          0.5169        1
  188            28350           0.488          0.5168        0
  189            28500          0.4876          0.5174        0
  190            28650          0.4921          0.5158        1
  191            28800           0.499          0.5174        2
  192            28950          0.4926          0.5158        0
  193            29100          0.4857          0.5165        0
  194            29250          0.4909           0.516        1
  195            29400          0.4845          0.5164        0
  196            29550          0.4907          0.5158        1
  197            29700          0.4939          0.5164        2
  198            29850          0.4972          0.5164        3
  199            30000          0.4909           0.517        0
  200            30150          0.4884          0.5143        0
ga stopped because it exceeded options.MaxGenerations.

Optimización completada para 4 orientaciones
Tiempo de ejecución: 6412.27 segundos
Mejor RMSE encontrado: 0.4884 metros

Orientaciones óptimas:
Orientación 1: theta = 4.69°, rho = 329.76°
Orientación 2: theta = 8.54°, rho = 317.02°
Orientación 3: theta = 3.66°, rho = 247.53°
Orientación 4: theta = 4.81°, rho = 113.91°
Figura "Evolución de Ángulos" guardada
Figura "Orientación 3D" guardada
Figura "Genetic Algorithm" guardada
