point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,1,16,90,1,2026-07-28,11:09:14,0.40687852,0.40679856,0.0019219284,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,2,16,210,1,2026-07-28,11:09:21,2.070619,2.0706967,0.0020670254,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,3,16,330,1,2026-07-28,11:09:27,1.1671738,1.1671823,0.0024531702,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,4,60,0,1,2026-07-28,11:09:35,0.23850433,0.23833652,0.0022826537,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,5,64,60,1,2026-07-28,11:09:42,0.076782836,0.076784153,0.0021787419,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,6,64,120,1,2026-07-28,11:09:50,0.16104176,0.16101511,0.0022188225,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,7,60,180,1,2026-07-28,11:09:58,0.68055816,0.68054961,0.0020714901,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,8,64,240,1,2026-07-28,11:10:06,3.0555772,3.0558154,0.0020312743,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,9,64,300,1,2026-07-28,11:10:14,1.207235,1.2073238,0.0020945876,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,10,0,0,1,2026-07-28,11:10:21,1.1983114,1.19844,0.002191451,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,11,60,90,1,2026-07-28,11:10:29,0.079931626,0.079745397,0.0019393739,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,vertical,0,0,-0.812,-0.11,0.417,0,0,-0.38268428,0.92387918,0,0,12,60,270,1,2026-07-28,11:10:39,2.7227762,2.7228354,0.0019212635,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,tilt,9.7749029,192.14672,-0.81067818,-0.11614114,0.41753715,0.0090143756,-0.084720461,-0.99077138,0.10541946,9.7749,192.147,1,16,90,1,2026-07-28,11:10:57,0.37339438,0.37356679,0.0024407642,1000,1000
20260728_110846_1,-0.4,-0.8,1.1,tilt,9.7749029,192.14672,-0.81067818,-0.11614114,0.41753715,0.0090143756,-0.084720461,-0.99077138,0.10541946,9.7749,192.147,2,16,210,1,2026-07-28,11:11:04,1.8797314,1.8798594,0.0019218206,1000,1000
