
============================================================
PEB_B ORIENTATION OPTIMIZATION LOG
============================================================
Date: 27-May-2026 17:13:50
Metric: rms
K = 4 orientations
Testbed: 1792 positions
Room: 3x3x2 m³
LED: Pt=0.405 W, Φ½=45°, m=2.00
PD: A=2.64e-05 m², FOV=85°
Noise: σ²=3.00e-14 W², N=1000 samples
GA: pop=400, gen=400, parallel=24 workers
============================================================

Starting GA optimization for PEB_B (K=4)...

Single objective optimization:
8 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              800         0.05418            19.2        0
    2             1180         0.05386           13.62        0
    3             1560         0.05362           11.88        0
    4             1940         0.05362           11.62        0
    5             2320         0.05292           11.53        0
    6             2700         0.05269           8.689        0
    7             3080         0.05233           6.379        0
    8             3460          0.0518           4.083        0
    9             3840         0.05156           2.786        0
   10             4220         0.05137           1.842        0
   11             4600         0.05101           1.168        0
   12             4980         0.05101          0.8144        1
   13             5360         0.05085          0.4778        0
   14             5740         0.05076          0.3433        0
   15             6120         0.05068          0.1122        0
   16             6500         0.05046         0.05698        0
   17             6880         0.05033         0.05139        0
   18             7260         0.05033         0.05216        0
   19             7640         0.05022         0.05191        0
   20             8020         0.05004         0.05059        0
   21             8400         0.05004         0.05049        1
   22             8780         0.04996         0.05036        0
   23             9160         0.04988         0.05028        0
   24             9540         0.04968         0.05019        0
   25             9920         0.04962         0.05011        0
   26            10300         0.04962         0.05003        1
   27            10680         0.04961         0.04994        0
   28            11060         0.04955         0.04987        0
   29            11440         0.04947          0.0498        0
   30            11820         0.04947         0.04976        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31            12200         0.04943         0.04969        0
   32            12580          0.0494         0.04965        0
   33            12960         0.04935         0.04964        0
   34            13340         0.04931         0.04958        0
   35            13720         0.04929         0.04952        0
   36            14100         0.04927         0.04948        0
   37            14480         0.04925         0.04945        0
   38            14860         0.04913         0.04941        0
   39            15240         0.04904         0.04937        0
   40            15620         0.04904         0.04934        0
   41            16000         0.04896         0.04928        0
   42            16380         0.04891         0.04924        0
   43            16760         0.04879         0.04921        0
   44            17140         0.04876         0.04916        0
   45            17520         0.04867          0.0491        0
   46            17900         0.04859         0.04898        0
   47            18280         0.04858         0.04889        0
   48            18660          0.0485         0.04884        0
   49            19040         0.04849         0.04877        0
   50            19420         0.04843         0.04871        0
   51            19800         0.04838         0.04865        0
   52            20180         0.04837         0.04861        0
   53            20560         0.04836         0.04856        0
   54            20940         0.04833         0.04851        0
   55            21320         0.04833         0.04848        0
   56            21700         0.04833         0.04845        1
   57            22080         0.04832         0.04841        0
   58            22460         0.04831         0.04842        0
   59            22840         0.04828         0.04841        0
   60            23220         0.04827          0.0484        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61            23600         0.04824         0.04839        0
   62            23980         0.04824         0.04837        1
   63            24360         0.04823         0.04833        0
   64            24740         0.04822         0.04833        0
   65            25120         0.04822         0.04832        1
   66            25500         0.04822         0.04829        0
   67            25880         0.04821         0.04828        0
   68            26260         0.04821         0.04828        0
   69            26640          0.0482         0.04828        0
   70            27020          0.0482         0.04828        0
   71            27400          0.0482         0.04828        0
   72            27780         0.04818         0.04828        0
   73            28160         0.04818         0.04828        1
   74            28540         0.04818         0.04824        0
   75            28920         0.04818         0.04824        1
   76            29300         0.04818         0.04822        2
   77            29680         0.04818         0.04821        0
   78            30060         0.04817          0.0482        0
   79            30440         0.04817         0.04821        1
   80            30820         0.04817          0.0482        0
   81            31200         0.04817         0.04821        0
   82            31580         0.04817         0.04822        1
   83            31960         0.04817          0.0482        0
   84            32340         0.04817         0.04821        0
   85            32720         0.04817         0.04822        0
   86            33100         0.04816         0.04822        0
   87            33480         0.04816         0.04821        0
   88            33860         0.04816         0.04822        0
   89            34240         0.04816         0.04821        0
   90            34620         0.04816         0.04821        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   91            35000         0.04816         0.04821        1
   92            35380         0.04816          0.0482        2
   93            35760         0.04816         0.04819        0
   94            36140         0.04816         0.04817        0
   95            36520         0.04816         0.04819        0
   96            36900         0.04815         0.04819        0
   97            37280         0.04815         0.04819        0
   98            37660         0.04815          0.0482        0
   99            38040         0.04815         0.04821        1
  100            38420         0.04815         0.04818        0
  101            38800         0.04815         0.04819        0
  102            39180         0.04815         0.04819        0
  103            39560         0.04815         0.04821        0
  104            39940         0.04815          0.0482        1
  105            40320         0.04815         0.04818        2
  106            40700         0.04815         0.04816        0
  107            41080         0.04815         0.04816        1
  108            41460         0.04814         0.04816        0
  109            41840         0.04814         0.04816        1
  110            42220         0.04814         0.04815        0
  111            42600         0.04814         0.04816        0
  112            42980         0.04814         0.04818        0
  113            43360         0.04814         0.04818        0
  114            43740         0.04814         0.04818        0
  115            44120         0.04814         0.04818        0
  116            44500         0.04814         0.04819        1
  117            44880         0.04814         0.04817        2
  118            45260         0.04814         0.04816        3
  119            45640         0.04814         0.04815        0
  120            46020         0.04814         0.04815        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  121            46400         0.04814         0.04815        0
  122            46780         0.04814         0.04817        1
ga stopped because the average change in the fitness value is less than options.FunctionTolerance.

=== PEB_B Optimization Complete ===
Final best PEB_B: 0.048143 m
Total generations: 122

Optimal LED orientations (PEB_B-optimized):
LED 1: θ = 7.95°, ρ = 90.80°
LED 2: θ = 36.52°, ρ = 323.09°
LED 3: θ = 36.83°, ρ = 217.14°
LED 4: θ = 62.68°, ρ = 89.99°

--------------------------------------------------
PEB_B OPTIMIZATION RESULTS FOR K = 4
--------------------------------------------------
Execution time: 222.64 seconds (3.7 min)
Best RMS-PEB_B achieved: 0.048143 m
Exit flag: 1

Optimal LED orientations (PEB_B-optimized):
  LED 1: θ =   7.95°, ρ =  90.80° → n_t = [-0.002,  0.138, -0.990]
  LED 2: θ =  36.52°, ρ = 323.09° → n_t = [ 0.476, -0.357, -0.804]
  LED 3: θ =  36.83°, ρ = 217.14° → n_t = [-0.478, -0.362, -0.800]
  LED 4: θ =  62.68°, ρ =  89.99° → n_t = [ 0.000,  0.888, -0.459]

Orientation vector (copy-paste ready):
orientations_PEB_Konly_K4 = [7.95,90.80,36.52,323.09,36.83,217.14,62.68,89.99];

Optimization completed at: 27-May-2026 17:17:32
