Case,K,Budget,RMS_full_cm,RMS_conditional_cm,Coverage_percent
1,1,per_orientation,Inf,NaN,0
1,4,per_orientation,Inf,2.88304124496956,99.6618765849535
1,9,per_orientation,2.60935984862714,2.60935984862714,100
1,16,per_orientation,1.96879617476555,1.96879617476555,100
1,25,per_orientation,1.49956800429507,1.49956800429507,100
2,1,per_orientation,Inf,NaN,0
2,4,per_orientation,Inf,0.704471447490273,99.6618765849535
2,9,per_orientation,0.495605857992737,0.495605857992737,100
2,16,per_orientation,0.370238865527632,0.370238865527632,100
2,25,per_orientation,0.293591606340849,0.293591606340849,100
3,1,per_orientation,Inf,NaN,0
3,4,per_orientation,Inf,0.664963632731208,99.6618765849535
3,9,per_orientation,0.448023368647214,0.448023368647214,100
3,16,per_orientation,0.335346057574513,0.335346057574513,100
3,25,per_orientation,0.267854316039923,0.267854316039923,100
