BaseIndex,HalfAngle_deg,FOV_deg,K,Pattern,Budget,RequiredArea_mm2,TotalSamples,Area_mm2,RMS_full_cm,RMS_conditional_cm,Worst_cm,RegularCoverage_percent,TargetCoverage_percent,Feasible
169,60,70,49,uniform_cone,per_orientation,114.942252696843,49000,150,0.879824792396161,0.879824792396161,2.28059759437135,100,99.323753169907,1
