BaseIndex,HalfAngle_deg,FOV_deg,K,Pattern,Budget,RequiredArea_mm2,TotalSamples,Area_mm2,RMS_full_cm,RMS_conditional_cm,Worst_cm,RegularCoverage_percent,TargetCoverage_percent,Feasible
406,15,70,81,golden_prefix,per_orientation,36780666.4207403,81000,75.4,975614.49391884,975614.49391884,16034485.8641835,100,22.2316145393068,0
406,15,70,81,golden_prefix,per_orientation,36780666.4207403,81000,100,735613.328414806,735613.328414806,12090002.3415943,100,25.2747252747253,0
406,15,70,81,golden_prefix,per_orientation,36780666.4207403,81000,150,490408.88560987,490408.88560987,8060001.56106289,100,30.0084530853762,0
407,30,70,81,golden_prefix,per_orientation,294.74694311062,81000,25,14.0014061049326,14.0014061049326,125.268529896316,100,28.8250211327134,0
407,30,70,81,golden_prefix,per_orientation,294.74694311062,81000,50,7.00070305246632,7.00070305246632,62.634264948158,100,49.6196111580727,0
407,30,70,81,golden_prefix,per_orientation,294.74694311062,81000,75.4,4.64237602948695,4.64237602948695,41.5346584536857,100,64.3279797125951,0
407,30,70,81,golden_prefix,per_orientation,294.74694311062,81000,100,3.50035152623316,3.50035152623316,31.317132474079,100,74.6407438715131,0
407,30,70,81,golden_prefix,per_orientation,294.74694311062,81000,150,2.33356768415544,2.33356768415544,20.8780883160527,100,84.1081994928149,0
408,45,70,81,golden_prefix,per_orientation,98.7838295382282,81000,25,4.16302027934629,4.16302027934629,13.4032881931789,100,28.5714285714286,0
408,45,70,81,golden_prefix,per_orientation,98.7838295382282,81000,50,2.08151013967314,2.08151013967314,6.70164409658943,100,65.2578191039729,0
408,45,70,81,golden_prefix,per_orientation,98.7838295382282,81000,75.4,1.38031176370898,1.38031176370898,4.4440610720089,100,87.1513102282333,0
408,45,70,81,golden_prefix,per_orientation,98.7838295382282,81000,100,1.04075506983657,1.04075506983657,3.35082204829471,100,95.6043956043956,1
408,45,70,81,golden_prefix,per_orientation,98.7838295382282,81000,150,0.693836713224382,0.693836713224382,2.23388136552981,100,99.6618765849535,1
409,60,70,81,golden_prefix,per_orientation,89.4002181103365,81000,25,4.10595731195877,4.10595731195877,10.6433155175635,100,26.1200338123415,0
409,60,70,81,golden_prefix,per_orientation,89.4002181103365,81000,50,2.05297865597939,2.05297865597939,5.32165775878176,100,62.4683009298394,0
409,60,70,81,golden_prefix,per_orientation,89.4002181103365,81000,75.4,1.36139168168394,1.36139168168394,3.52895076842292,100,87.4894336432798,0
409,60,70,81,golden_prefix,per_orientation,89.4002181103365,81000,100,1.02648932798969,1.02648932798969,2.66082887939088,100,96.6187658495351,1
409,60,70,81,golden_prefix,per_orientation,89.4002181103365,81000,150,0.684326218659795,0.684326218659795,1.77388591959392,100,100,1
410,75,70,81,golden_prefix,per_orientation,104.033643084662,81000,25,4.62084754236508,4.62084754236508,11.7662182846709,100,22.654268808115,0
410,75,70,81,golden_prefix,per_orientation,104.033643084662,81000,50,2.31042377118254,2.31042377118254,5.88310914233544,100,54.9450549450549,0
410,75,70,81,golden_prefix,per_orientation,104.033643084662,81000,75.4,1.53211125409983,1.53211125409983,3.90126600950626,100,80.3888419273035,0
410,75,70,81,golden_prefix,per_orientation,104.033643084662,81000,100,1.15521188559127,1.15521188559127,2.94155457116772,100,93.9137785291632,0
410,75,70,81,golden_prefix,per_orientation,104.033643084662,81000,150,0.770141257060847,0.770141257060847,1.96103638077848,100,100,1
411,15,75,81,golden_prefix,per_orientation,36780666.4207403,81000,25,2942453.31365922,2942453.31365922,48360009.3663774,100,13.7785291631445,0
411,15,75,81,golden_prefix,per_orientation,36780666.4207403,81000,50,1471226.65682961,1471226.65682961,24180004.6831887,100,19.5266272189349,0
411,15,75,81,golden_prefix,per_orientation,36780666.4207403,81000,75.4,975614.49391884,975614.49391884,16034485.8641835,100,22.2316145393068,0
411,15,75,81,golden_prefix,per_orientation,36780666.4207403,81000,100,735613.328414806,735613.328414806,12090002.3415943,100,25.2747252747253,0
411,15,75,81,golden_prefix,per_orientation,36780666.4207403,81000,150,490408.88560987,490408.88560987,8060001.56106289,100,30.0084530853762,0
412,30,75,81,golden_prefix,per_orientation,294.74694311062,81000,25,14.0014061049326,14.0014061049326,125.268529896316,100,28.8250211327134,0
412,30,75,81,golden_prefix,per_orientation,294.74694311062,81000,50,7.00070305246632,7.00070305246632,62.634264948158,100,49.6196111580727,0
412,30,75,81,golden_prefix,per_orientation,294.74694311062,81000,75.4,4.64237602948695,4.64237602948695,41.5346584536857,100,64.3279797125951,0
412,30,75,81,golden_prefix,per_orientation,294.74694311062,81000,100,3.50035152623316,3.50035152623316,31.317132474079,100,74.6407438715131,0
412,30,75,81,golden_prefix,per_orientation,294.74694311062,81000,150,2.33356768415544,2.33356768415544,20.8780883160527,100,84.1081994928149,0
413,45,75,81,golden_prefix,per_orientation,98.7838295382282,81000,25,4.16302027934629,4.16302027934629,13.4032881931789,100,28.5714285714286,0
413,45,75,81,golden_prefix,per_orientation,98.7838295382282,81000,50,2.08151013967314,2.08151013967314,6.70164409658943,100,65.2578191039729,0
413,45,75,81,golden_prefix,per_orientation,98.7838295382282,81000,75.4,1.38031176370898,1.38031176370898,4.4440610720089,100,87.1513102282333,0
413,45,75,81,golden_prefix,per_orientation,98.7838295382282,81000,100,1.04075506983657,1.04075506983657,3.35082204829471,100,95.6043956043956,1
413,45,75,81,golden_prefix,per_orientation,98.7838295382282,81000,150,0.693836713224382,0.693836713224382,2.23388136552981,100,99.6618765849535,1
414,60,75,81,golden_prefix,per_orientation,89.4002181103365,81000,25,4.10595731195877,4.10595731195877,10.6433155175635,100,26.1200338123415,0
414,60,75,81,golden_prefix,per_orientation,89.4002181103365,81000,50,2.05297865597939,2.05297865597939,5.32165775878176,100,62.4683009298394,0
414,60,75,81,golden_prefix,per_orientation,89.4002181103365,81000,75.4,1.36139168168394,1.36139168168394,3.52895076842292,100,87.4894336432798,0
414,60,75,81,golden_prefix,per_orientation,89.4002181103365,81000,100,1.02648932798969,1.02648932798969,2.66082887939088,100,96.6187658495351,1
414,60,75,81,golden_prefix,per_orientation,89.4002181103365,81000,150,0.684326218659795,0.684326218659795,1.77388591959392,100,100,1
415,75,75,81,golden_prefix,per_orientation,104.033643084662,81000,25,4.62084754236508,4.62084754236508,11.7662182846709,100,22.654268808115,0
415,75,75,81,golden_prefix,per_orientation,104.033643084662,81000,50,2.31042377118254,2.31042377118254,5.88310914233544,100,54.9450549450549,0
415,75,75,81,golden_prefix,per_orientation,104.033643084662,81000,75.4,1.53211125409983,1.53211125409983,3.90126600950626,100,80.3888419273035,0
415,75,75,81,golden_prefix,per_orientation,104.033643084662,81000,100,1.15521188559127,1.15521188559127,2.94155457116772,100,93.9137785291632,0
415,75,75,81,golden_prefix,per_orientation,104.033643084662,81000,150,0.770141257060847,0.770141257060847,1.96103638077848,100,100,1
416,15,85,81,golden_prefix,per_orientation,36780666.4207403,81000,25,2942453.31365922,2942453.31365922,48360009.3663774,100,13.7785291631445,0
416,15,85,81,golden_prefix,per_orientation,36780666.4207403,81000,50,1471226.65682961,1471226.65682961,24180004.6831887,100,19.5266272189349,0
416,15,85,81,golden_prefix,per_orientation,36780666.4207403,81000,75.4,975614.49391884,975614.49391884,16034485.8641835,100,22.2316145393068,0
416,15,85,81,golden_prefix,per_orientation,36780666.4207403,81000,100,735613.328414806,735613.328414806,12090002.3415943,100,25.2747252747253,0
416,15,85,81,golden_prefix,per_orientation,36780666.4207403,81000,150,490408.88560987,490408.88560987,8060001.56106289,100,30.0084530853762,0
417,30,85,81,golden_prefix,per_orientation,294.74694311062,81000,25,14.0014061049326,14.0014061049326,125.268529896316,100,28.8250211327134,0
417,30,85,81,golden_prefix,per_orientation,294.74694311062,81000,50,7.00070305246632,7.00070305246632,62.634264948158,100,49.6196111580727,0
417,30,85,81,golden_prefix,per_orientation,294.74694311062,81000,75.4,4.64237602948695,4.64237602948695,41.5346584536857,100,64.3279797125951,0
417,30,85,81,golden_prefix,per_orientation,294.74694311062,81000,100,3.50035152623316,3.50035152623316,31.317132474079,100,74.6407438715131,0
417,30,85,81,golden_prefix,per_orientation,294.74694311062,81000,150,2.33356768415544,2.33356768415544,20.8780883160527,100,84.1081994928149,0
418,45,85,81,golden_prefix,per_orientation,98.7838295382282,81000,25,4.16302027934629,4.16302027934629,13.4032881931789,100,28.5714285714286,0
418,45,85,81,golden_prefix,per_orientation,98.7838295382282,81000,50,2.08151013967314,2.08151013967314,6.70164409658943,100,65.2578191039729,0
418,45,85,81,golden_prefix,per_orientation,98.7838295382282,81000,75.4,1.38031176370898,1.38031176370898,4.4440610720089,100,87.1513102282333,0
418,45,85,81,golden_prefix,per_orientation,98.7838295382282,81000,100,1.04075506983657,1.04075506983657,3.35082204829471,100,95.6043956043956,1
418,45,85,81,golden_prefix,per_orientation,98.7838295382282,81000,150,0.693836713224382,0.693836713224382,2.23388136552981,100,99.6618765849535,1
419,60,85,81,golden_prefix,per_orientation,89.4002181103365,81000,25,4.10595731195877,4.10595731195877,10.6433155175635,100,26.1200338123415,0
419,60,85,81,golden_prefix,per_orientation,89.4002181103365,81000,50,2.05297865597939,2.05297865597939,5.32165775878176,100,62.4683009298394,0
419,60,85,81,golden_prefix,per_orientation,89.4002181103365,81000,75.4,1.36139168168394,1.36139168168394,3.52895076842292,100,87.4894336432798,0
419,60,85,81,golden_prefix,per_orientation,89.4002181103365,81000,100,1.02648932798969,1.02648932798969,2.66082887939088,100,96.6187658495351,1
419,60,85,81,golden_prefix,per_orientation,89.4002181103365,81000,150,0.684326218659795,0.684326218659795,1.77388591959392,100,100,1
420,75,85,81,golden_prefix,per_orientation,104.033643084662,81000,25,4.62084754236508,4.62084754236508,11.7662182846709,100,22.654268808115,0
420,75,85,81,golden_prefix,per_orientation,104.033643084662,81000,50,2.31042377118254,2.31042377118254,5.88310914233544,100,54.9450549450549,0
420,75,85,81,golden_prefix,per_orientation,104.033643084662,81000,75.4,1.53211125409983,1.53211125409983,3.90126600950626,100,80.3888419273035,0
420,75,85,81,golden_prefix,per_orientation,104.033643084662,81000,100,1.15521188559127,1.15521188559127,2.94155457116772,100,93.9137785291632,0
420,75,85,81,golden_prefix,per_orientation,104.033643084662,81000,150,0.770141257060847,0.770141257060847,1.96103638077848,100,100,1
421,15,45,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
421,15,45,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
421,15,45,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
421,15,45,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
421,15,45,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
422,30,45,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
422,30,45,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
422,30,45,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
422,30,45,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
422,30,45,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
423,45,45,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
423,45,45,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
423,45,45,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
423,45,45,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
423,45,45,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
424,60,45,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
424,60,45,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
424,60,45,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
424,60,45,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
424,60,45,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
425,75,45,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
425,75,45,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
425,75,45,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
425,75,45,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
425,75,45,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
426,15,60,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
426,15,60,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
426,15,60,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
426,15,60,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
426,15,60,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
427,30,60,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
427,30,60,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
427,30,60,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
427,30,60,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
427,30,60,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
428,45,60,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
428,45,60,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
428,45,60,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
428,45,60,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
428,45,60,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
429,60,60,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
429,60,60,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
429,60,60,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
429,60,60,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
429,60,60,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
430,75,60,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
430,75,60,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
430,75,60,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
430,75,60,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
430,75,60,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
431,15,65,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
431,15,65,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
431,15,65,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
431,15,65,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
431,15,65,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
432,30,65,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
432,30,65,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
432,30,65,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
432,30,65,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
432,30,65,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
433,45,65,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
433,45,65,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
433,45,65,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
433,45,65,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
433,45,65,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
434,60,65,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
434,60,65,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
434,60,65,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
434,60,65,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
434,60,65,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
435,75,65,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
435,75,65,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
435,75,65,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
435,75,65,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
435,75,65,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
436,15,70,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
436,15,70,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
436,15,70,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
436,15,70,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
436,15,70,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
437,30,70,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
437,30,70,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
437,30,70,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
437,30,70,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
437,30,70,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
438,45,70,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
438,45,70,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
438,45,70,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
438,45,70,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
438,45,70,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
439,60,70,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
439,60,70,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
439,60,70,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
439,60,70,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
439,60,70,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
440,75,70,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
440,75,70,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
440,75,70,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
440,75,70,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
440,75,70,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
441,15,75,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
441,15,75,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
441,15,75,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
441,15,75,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
441,15,75,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
442,30,75,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
442,30,75,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
442,30,75,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
442,30,75,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
442,30,75,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
443,45,75,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
443,45,75,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
443,45,75,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
443,45,75,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
443,45,75,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
444,60,75,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
444,60,75,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
444,60,75,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
444,60,75,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
444,60,75,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
445,75,75,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
445,75,75,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
445,75,75,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
445,75,75,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
445,75,75,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
446,15,85,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
446,15,85,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
446,15,85,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
446,15,85,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
446,15,85,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
447,30,85,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
447,30,85,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
447,30,85,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
447,30,85,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
447,30,85,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
448,45,85,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
448,45,85,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
448,45,85,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
448,45,85,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
448,45,85,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
449,60,85,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
449,60,85,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
449,60,85,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
449,60,85,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
449,60,85,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
450,75,85,3,center_ring,per_orientation,Inf,3000,25,Inf,NaN,Inf,0,0,0
450,75,85,3,center_ring,per_orientation,Inf,3000,50,Inf,NaN,Inf,0,0,0
450,75,85,3,center_ring,per_orientation,Inf,3000,75.4,Inf,NaN,Inf,0,0,0
450,75,85,3,center_ring,per_orientation,Inf,3000,100,Inf,NaN,Inf,0,0,0
450,75,85,3,center_ring,per_orientation,Inf,3000,150,Inf,NaN,Inf,0,0,0
451,15,45,5,center_ring,per_orientation,Inf,5000,25,Inf,3128.79988212013,Inf,73.6263736263736,4.31107354184277,0
451,15,45,5,center_ring,per_orientation,Inf,5000,50,Inf,1564.39994106006,Inf,73.6263736263736,7.69230769230769,0
451,15,45,5,center_ring,per_orientation,Inf,5000,75.4,Inf,1037.40049141914,Inf,73.6263736263736,11.7497886728656,0
451,15,45,5,center_ring,per_orientation,Inf,5000,100,Inf,782.199970530032,Inf,73.6263736263736,11.7497886728656,0
451,15,45,5,center_ring,per_orientation,Inf,5000,150,Inf,521.466647020022,Inf,73.6263736263736,16.821639898563,0
452,30,45,5,center_ring,per_orientation,Inf,5000,25,Inf,30.2916333564278,Inf,73.6263736263736,4.3956043956044,0
452,30,45,5,center_ring,per_orientation,Inf,5000,50,Inf,15.1458166782139,Inf,73.6263736263736,11.5807269653424,0
452,30,45,5,center_ring,per_orientation,Inf,5000,75.4,Inf,10.0436450120782,Inf,73.6263736263736,19.1885038038884,0
452,30,45,5,center_ring,per_orientation,Inf,5000,100,Inf,7.57290833910695,Inf,73.6263736263736,24.9366018596788,0
452,30,45,5,center_ring,per_orientation,Inf,5000,150,Inf,5.04860555940464,Inf,73.6263736263736,36.094674556213,0
453,45,45,5,center_ring,per_orientation,Inf,5000,25,Inf,19.3742626961642,Inf,73.6263736263736,2.53592561284869,0
453,45,45,5,center_ring,per_orientation,Inf,5000,50,Inf,9.68713134808209,Inf,73.6263736263736,9.12933220625528,0
453,45,45,5,center_ring,per_orientation,Inf,5000,75.4,Inf,6.42382715390059,Inf,73.6263736263736,15.9763313609467,0
453,45,45,5,center_ring,per_orientation,Inf,5000,100,Inf,4.84356567404104,Inf,73.6263736263736,21.8089602704987,0
453,45,45,5,center_ring,per_orientation,Inf,5000,150,Inf,3.22904378269403,Inf,73.6263736263736,35.7565511411665,0
454,60,45,5,center_ring,per_orientation,Inf,5000,25,Inf,20.7658209692201,Inf,73.6263736263736,1.77514792899408,0
454,60,45,5,center_ring,per_orientation,Inf,5000,50,Inf,10.38291048461,Inf,73.6263736263736,7.69230769230769,0
454,60,45,5,center_ring,per_orientation,Inf,5000,75.4,Inf,6.88521915425069,Inf,73.6263736263736,12.8486897717667,0
454,60,45,5,center_ring,per_orientation,Inf,5000,100,Inf,5.19145524230502,Inf,73.6263736263736,17.2442941673711,0
454,60,45,5,center_ring,per_orientation,Inf,5000,150,Inf,3.46097016153668,Inf,73.6263736263736,27.5570583262891,0
455,75,45,5,center_ring,per_orientation,Inf,5000,25,Inf,23.811225120156,Inf,73.6263736263736,1.0989010989011,0
455,75,45,5,center_ring,per_orientation,Inf,5000,50,Inf,11.905612560078,Inf,73.6263736263736,5.57903634826712,0
455,75,45,5,center_ring,per_orientation,Inf,5000,75.4,Inf,7.89496854116579,Inf,73.6263736263736,9.38292476754015,0
455,75,45,5,center_ring,per_orientation,Inf,5000,100,Inf,5.95280628003901,Inf,73.6263736263736,14.2011834319527,0
455,75,45,5,center_ring,per_orientation,Inf,5000,150,Inf,3.96853752002601,Inf,73.6263736263736,22.0625528317836,0
456,15,60,5,center_ring,per_orientation,Inf,5000,25,Inf,1284022.77071011,Inf,97.9712595097211,4.31107354184277,0
456,15,60,5,center_ring,per_orientation,Inf,5000,50,Inf,642011.385355053,Inf,97.9712595097211,7.69230769230769,0
456,15,60,5,center_ring,per_orientation,Inf,5000,75.4,Inf,425736.992941017,Inf,97.9712595097211,11.7497886728656,0
456,15,60,5,center_ring,per_orientation,Inf,5000,100,Inf,321005.692677526,Inf,97.9712595097211,11.7497886728656,0
456,15,60,5,center_ring,per_orientation,Inf,5000,150,Inf,214003.795118351,Inf,97.9712595097211,16.821639898563,0
