BaseIndex,HalfAngle_deg,FOV_deg,K,Pattern,Budget,RequiredArea_mm2,TotalSamples,Area_mm2,RMS_full_cm,RMS_conditional_cm,Worst_cm,RegularCoverage_percent,TargetCoverage_percent,Feasible
833,45,75,81,two_rings,per_orientation,124.53319048792,81000,150,0.874254285659651,0.874254285659651,2.8126943435951,100,97.6331360946746,1
834,60,75,81,two_rings,per_orientation,112.653313700748,81000,25,5.17375924227837,5.17375924227837,13.4109608455015,100,18.9349112426036,0
834,60,75,81,two_rings,per_orientation,112.653313700748,81000,50,2.58687962113919,2.58687962113919,6.70548042275074,100,48.8588334742181,0
834,60,75,81,two_rings,per_orientation,112.653313700748,81000,75.4,1.71543741454853,1.71543741454853,4.4466050548745,100,73.6263736263736,0
834,60,75,81,two_rings,per_orientation,112.653313700748,81000,100,1.29343981056959,1.29343981056959,3.35274021137537,100,89.8562975486052,0
834,60,75,81,two_rings,per_orientation,112.653313700748,81000,150,0.862293207046396,0.862293207046396,2.23516014091691,100,99.6618765849535,1
835,75,75,81,two_rings,per_orientation,131.075045088499,81000,25,5.82252934162114,5.82252934162114,14.824045905409,100,15.8072696534235,0
835,75,75,81,two_rings,per_orientation,131.075045088499,81000,50,2.91126467081057,2.91126467081057,7.41202295270451,100,42.0118343195266,0
835,75,75,81,two_rings,per_orientation,131.075045088499,81000,75.4,1.93054686393274,1.93054686393274,4.91513458402156,100,65.5114116652578,0
835,75,75,81,two_rings,per_orientation,131.075045088499,81000,100,1.45563233540529,1.45563233540529,3.70601147635225,100,83.0938292476754,0
835,75,75,81,two_rings,per_orientation,131.075045088499,81000,150,0.970421556936857,0.970421556936857,2.47067431756817,100,97.9712595097211,1
836,15,85,81,two_rings,per_orientation,46302891.7438484,81000,25,3704231.33950787,3704231.33950787,60795174.7294964,100,11.7497886728656,0
836,15,85,81,two_rings,per_orientation,46302891.7438484,81000,50,1852115.66975394,1852115.66975394,30397587.3647482,100,17.497886728656,0
836,15,85,81,two_rings,per_orientation,46302891.7438484,81000,75.4,1228193.41495619,1228193.41495619,20157551.3028834,100,21.5553677092139,0
836,15,85,81,two_rings,per_orientation,46302891.7438484,81000,100,926057.834876968,926057.834876968,15198793.6823741,100,23.9222316145393,0
836,15,85,81,two_rings,per_orientation,46302891.7438484,81000,150,617371.889917979,617371.889917979,10132529.1215827,100,27.6415891800507,0
837,30,85,81,two_rings,per_orientation,371.386605232428,81000,25,17.6363412512039,17.6363412512039,157.587764207414,100,21.5553677092139,0
837,30,85,81,two_rings,per_orientation,371.386605232428,81000,50,8.81817062560195,8.81817062560195,78.793882103707,100,39.4759087066779,0
837,30,85,81,two_rings,per_orientation,371.386605232428,81000,75.4,5.84759325305169,5.84759325305169,52.2505849494079,100,55.3677092138631,0
837,30,85,81,two_rings,per_orientation,371.386605232428,81000,100,4.40908531280097,4.40908531280097,39.3969410518535,100,65.8495350803043,0
837,30,85,81,two_rings,per_orientation,371.386605232428,81000,150,2.93939020853398,2.93939020853398,26.2646273679023,100,79.0363482671175,0
838,45,85,81,two_rings,per_orientation,124.53319048792,81000,25,5.24552571395791,5.24552571395791,16.8761660615706,100,22.4006762468301,0
838,45,85,81,two_rings,per_orientation,124.53319048792,81000,50,2.62276285697895,2.62276285697895,8.4380830307853,100,51.6483516483517,0
838,45,85,81,two_rings,per_orientation,124.53319048792,81000,75.4,1.73923266377915,1.73923266377915,5.59554577638283,100,76.669484361792,0
838,45,85,81,two_rings,per_orientation,124.53319048792,81000,100,1.31138142848948,1.31138142848948,4.21904151539265,100,89.1800507185123,0
838,45,85,81,two_rings,per_orientation,124.53319048792,81000,150,0.874254285659651,0.874254285659651,2.8126943435951,100,97.6331360946746,1
839,60,85,81,two_rings,per_orientation,112.653313700748,81000,25,5.17375924227837,5.17375924227837,13.4109608455015,100,18.9349112426036,0
839,60,85,81,two_rings,per_orientation,112.653313700748,81000,50,2.58687962113919,2.58687962113919,6.70548042275074,100,48.8588334742181,0
839,60,85,81,two_rings,per_orientation,112.653313700748,81000,75.4,1.71543741454853,1.71543741454853,4.4466050548745,100,73.6263736263736,0
839,60,85,81,two_rings,per_orientation,112.653313700748,81000,100,1.29343981056959,1.29343981056959,3.35274021137537,100,89.8562975486052,0
839,60,85,81,two_rings,per_orientation,112.653313700748,81000,150,0.862293207046396,0.862293207046396,2.23516014091691,100,99.6618765849535,1
840,75,85,81,two_rings,per_orientation,131.075045088499,81000,25,5.82252934162114,5.82252934162114,14.824045905409,100,15.8072696534235,0
840,75,85,81,two_rings,per_orientation,131.075045088499,81000,50,2.91126467081057,2.91126467081057,7.41202295270451,100,42.0118343195266,0
840,75,85,81,two_rings,per_orientation,131.075045088499,81000,75.4,1.93054686393274,1.93054686393274,4.91513458402156,100,65.5114116652578,0
840,75,85,81,two_rings,per_orientation,131.075045088499,81000,100,1.45563233540529,1.45563233540529,3.70601147635225,100,83.0938292476754,0
840,75,85,81,two_rings,per_orientation,131.075045088499,81000,150,0.970421556936857,0.970421556936857,2.47067431756817,100,97.9712595097211,1
841,15,45,3,uniform_cone,fixed_total,Inf,9000,25,Inf,549.849640054472,Inf,70.0760777683855,6.00169061707523,0
841,15,45,3,uniform_cone,fixed_total,Inf,9000,50,Inf,274.924820027236,Inf,70.0760777683855,11.7497886728656,0
841,15,45,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,182.310888612225,Inf,70.0760777683855,13.7785291631445,0
841,15,45,3,uniform_cone,fixed_total,Inf,9000,100,Inf,137.462410013618,Inf,70.0760777683855,16.821639898563,0
841,15,45,3,uniform_cone,fixed_total,Inf,9000,150,Inf,91.6416066757453,Inf,70.0760777683855,19.5266272189349,0
842,30,45,3,uniform_cone,fixed_total,Inf,9000,25,Inf,13.6511111658179,Inf,70.0760777683855,7.18512256973795,0
842,30,45,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.82555558290897,Inf,70.0760777683855,19.0194420963652,0
842,30,45,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.52623049264521,Inf,70.0760777683855,28.8250211327134,0
842,30,45,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.41277779145449,Inf,70.0760777683855,35.9256128486898,0
842,30,45,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.27518519430299,Inf,70.0760777683855,46.407438715131,0
843,45,45,3,uniform_cone,fixed_total,Inf,9000,25,Inf,10.8713560399416,Inf,70.0760777683855,6.00169061707523,0
843,45,45,3,uniform_cone,fixed_total,Inf,9000,50,Inf,5.4356780199708,Inf,70.0760777683855,15.469146238377,0
843,45,45,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,3.60456102120079,Inf,70.0760777683855,24.6830092983939,0
843,45,45,3,uniform_cone,fixed_total,Inf,9000,100,Inf,2.7178390099854,Inf,70.0760777683855,35.5874894336433,0
843,45,45,3,uniform_cone,fixed_total,Inf,9000,150,Inf,1.8118926733236,Inf,70.0760777683855,50.4649196956889,0
844,60,45,3,uniform_cone,fixed_total,Inf,9000,25,Inf,12.4452101718141,Inf,70.0760777683855,4.90278951817413,0
844,60,45,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.22260508590706,Inf,70.0760777683855,12.341504649197,0
844,60,45,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.12639594556171,Inf,70.0760777683855,19.8647506339814,0
844,60,45,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.11130254295353,Inf,70.0760777683855,27.3879966187658,0
844,60,45,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.07420169530235,Inf,70.0760777683855,43.0262045646661,0
845,75,45,3,uniform_cone,fixed_total,Inf,9000,25,Inf,14.6438308145097,Inf,70.0760777683855,2.87404902789518,0
845,75,45,3,uniform_cone,fixed_total,Inf,9000,50,Inf,7.32191540725486,Inf,70.0760777683855,9.21386306001691,0
845,75,45,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.85538156979765,Inf,70.0760777683855,16.0608622147084,0
845,75,45,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.66095770362743,Inf,70.0760777683855,21.8934911242604,0
845,75,45,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.44063846908495,Inf,70.0760777683855,34.4885883347422,0
846,15,60,3,uniform_cone,fixed_total,Inf,9000,25,Inf,110337.687758998,Inf,95.7734573119188,6.00169061707523,0
846,15,60,3,uniform_cone,fixed_total,Inf,9000,50,Inf,55168.8438794989,Inf,95.7734573119188,11.7497886728656,0
846,15,60,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,36584.1139784475,Inf,95.7734573119188,13.7785291631445,0
846,15,60,3,uniform_cone,fixed_total,Inf,9000,100,Inf,27584.4219397494,Inf,95.7734573119188,16.821639898563,0
846,15,60,3,uniform_cone,fixed_total,Inf,9000,150,Inf,18389.6146264996,Inf,95.7734573119188,19.5266272189349,0
847,30,60,3,uniform_cone,fixed_total,Inf,9000,25,Inf,24.0965721031142,Inf,95.7734573119188,7.18512256973795,0
847,30,60,3,uniform_cone,fixed_total,Inf,9000,50,Inf,12.0482860515571,Inf,95.7734573119188,19.1885038038884,0
847,30,60,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,7.98957960978588,Inf,95.7734573119188,28.9940828402367,0
847,30,60,3,uniform_cone,fixed_total,Inf,9000,100,Inf,6.02414302577855,Inf,95.7734573119188,37.447168216399,0
847,30,60,3,uniform_cone,fixed_total,Inf,9000,150,Inf,4.01609535051904,Inf,95.7734573119188,49.6196111580727,0
848,45,60,3,uniform_cone,fixed_total,Inf,9000,25,Inf,11.7491647081538,Inf,95.7734573119188,6.00169061707523,0
848,45,60,3,uniform_cone,fixed_total,Inf,9000,50,Inf,5.87458235407689,Inf,95.7734573119188,16.9907016060862,0
848,45,60,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,3.89561164063455,Inf,95.7734573119188,28.9095519864751,0
848,45,60,3,uniform_cone,fixed_total,Inf,9000,100,Inf,2.93729117703845,Inf,95.7734573119188,42.5190194420964,0
848,45,60,3,uniform_cone,fixed_total,Inf,9000,150,Inf,1.95819411802563,Inf,95.7734573119188,64.8351648351648,0
849,60,60,3,uniform_cone,fixed_total,Inf,9000,25,Inf,12.2372944322303,Inf,95.7734573119188,4.90278951817413,0
849,60,60,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.11864721611516,Inf,95.7734573119188,14.5393068469992,0
849,60,60,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.05745836612411,Inf,95.7734573119188,26.1200338123415,0
849,60,60,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.05932360805758,Inf,95.7734573119188,37.3626373626374,0
849,60,60,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.03954907203839,Inf,95.7734573119188,60.6086221470837,0
850,75,60,3,uniform_cone,fixed_total,Inf,9000,25,Inf,13.942291504877,Inf,95.7734573119188,2.87404902789518,0
850,75,60,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.97114575243848,Inf,95.7734573119188,11.4116652578191,0
850,75,60,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.6227756979035,Inf,95.7734573119188,22.654268808115,0
850,75,60,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.48557287621924,Inf,95.7734573119188,32.7134404057481,0
850,75,60,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.32371525081283,Inf,95.7734573119188,52.4091293322062,0
851,15,65,3,uniform_cone,fixed_total,Inf,9000,25,Inf,1478241.80783673,Inf,99.1546914623838,6.00169061707523,0
851,15,65,3,uniform_cone,fixed_total,Inf,9000,50,Inf,739120.903918364,Inf,99.1546914623838,11.7497886728656,0
851,15,65,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,490133.225410056,Inf,99.1546914623838,13.7785291631445,0
851,15,65,3,uniform_cone,fixed_total,Inf,9000,100,Inf,369560.451959182,Inf,99.1546914623838,16.821639898563,0
851,15,65,3,uniform_cone,fixed_total,Inf,9000,150,Inf,246373.634639455,Inf,99.1546914623838,19.5266272189349,0
852,30,65,3,uniform_cone,fixed_total,Inf,9000,25,Inf,32.4223050774409,Inf,99.1546914623838,7.18512256973795,0
852,30,65,3,uniform_cone,fixed_total,Inf,9000,50,Inf,16.2111525387204,Inf,99.1546914623838,19.1885038038884,0
852,30,65,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,10.7501011529976,Inf,99.1546914623838,28.9940828402367,0
852,30,65,3,uniform_cone,fixed_total,Inf,9000,100,Inf,8.10557626936022,Inf,99.1546914623838,37.447168216399,0
852,30,65,3,uniform_cone,fixed_total,Inf,9000,150,Inf,5.40371751290682,Inf,99.1546914623838,49.6196111580727,0
853,45,65,3,uniform_cone,fixed_total,Inf,9000,25,Inf,12.1490614058141,Inf,99.1546914623838,6.00169061707523,0
853,45,65,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.07453070290703,Inf,99.1546914623838,16.9907016060862,0
853,45,65,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.02820338389061,Inf,99.1546914623838,28.9095519864751,0
853,45,65,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.03726535145352,Inf,99.1546914623838,42.5190194420964,0
853,45,65,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.02484356763568,Inf,99.1546914623838,64.8351648351648,0
854,60,65,3,uniform_cone,fixed_total,Inf,9000,25,Inf,12.2562658509372,Inf,99.1546914623838,4.90278951817413,0
854,60,65,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.12813292546858,Inf,99.1546914623838,14.5393068469992,0
854,60,65,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.06374862431603,Inf,99.1546914623838,26.1200338123415,0
854,60,65,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.06406646273429,Inf,99.1546914623838,37.3626373626374,0
854,60,65,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.04271097515619,Inf,99.1546914623838,62.4683009298394,0
855,75,65,3,uniform_cone,fixed_total,Inf,9000,25,Inf,13.8556157629595,Inf,99.1546914623838,2.87404902789518,0
855,75,65,3,uniform_cone,fixed_total,Inf,9000,50,Inf,6.92780788147975,Inf,99.1546914623838,11.4116652578191,0
855,75,65,3,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.59403705668419,Inf,99.1546914623838,22.654268808115,0
855,75,65,3,uniform_cone,fixed_total,Inf,9000,100,Inf,3.46390394073988,Inf,99.1546914623838,33.5587489433643,0
855,75,65,3,uniform_cone,fixed_total,Inf,9000,150,Inf,2.30926929382658,Inf,99.1546914623838,54.9450549450549,0
856,15,70,3,uniform_cone,fixed_total,110339100.41354,9000,25,8827128.03308323,8827128.03308323,144876177.995793,100,6.00169061707523,0
856,15,70,3,uniform_cone,fixed_total,110339100.41354,9000,50,4413564.01654161,4413564.01654161,72438088.9978964,100,11.7497886728656,0
856,15,70,3,uniform_cone,fixed_total,110339100.41354,9000,75.4,2926766.58921858,2926766.58921858,48035868.0357403,100,13.7785291631445,0
856,15,70,3,uniform_cone,fixed_total,110339100.41354,9000,100,2206782.00827081,2206782.00827081,36219044.4989482,100,16.821639898563,0
856,15,70,3,uniform_cone,fixed_total,110339100.41354,9000,150,1471188.00551387,1471188.00551387,24146029.6659655,100,19.5266272189349,0
857,30,70,3,uniform_cone,fixed_total,884.369094977969,9000,25,42.0031122122571,42.0031122122571,375.397389169329,100,7.18512256973795,0
857,30,70,3,uniform_cone,fixed_total,884.369094977969,9000,50,21.0015561061285,21.0015561061285,187.698694584664,100,19.1885038038884,0
857,30,70,3,uniform_cone,fixed_total,884.369094977969,9000,75.4,13.9267613435866,13.9267613435866,124.468630361183,100,28.9940828402367,0
857,30,70,3,uniform_cone,fixed_total,884.369094977969,9000,100,10.5007780530643,10.5007780530643,93.8493472923322,100,37.447168216399,0
857,30,70,3,uniform_cone,fixed_total,884.369094977969,9000,150,7.00051870204284,7.00051870204284,62.5662315282215,100,49.6196111580727,0
858,45,70,3,uniform_cone,fixed_total,296.515360756061,9000,25,12.4887315162284,12.4887315162284,40.1886134924845,100,6.00169061707523,0
858,45,70,3,uniform_cone,fixed_total,296.515360756061,9000,50,6.24436575811422,6.24436575811422,20.0943067462423,100,16.9907016060862,0
858,45,70,3,uniform_cone,fixed_total,296.515360756061,9000,75.4,4.14082609954524,4.14082609954524,13.3251370996302,100,28.9095519864751,0
858,45,70,3,uniform_cone,fixed_total,296.515360756061,9000,100,3.12218287905711,3.12218287905711,10.0471533731211,100,42.5190194420964,0
858,45,70,3,uniform_cone,fixed_total,296.515360756061,9000,150,2.08145525270474,2.08145525270474,6.69810224874742,100,64.8351648351648,0
859,60,70,3,uniform_cone,fixed_total,268.198589625966,9000,25,12.3175470935463,12.3175470935463,31.9283663211989,100,4.90278951817413,0
859,60,70,3,uniform_cone,fixed_total,268.198589625966,9000,50,6.15877354677313,6.15877354677313,15.9641831605994,100,14.5393068469992,0
859,60,70,3,uniform_cone,fixed_total,268.198589625966,9000,75.4,4.08406733870897,4.08406733870897,10.5863283558352,100,26.1200338123415,0
859,60,70,3,uniform_cone,fixed_total,268.198589625966,9000,100,3.07938677338656,3.07938677338656,7.98209158029972,100,37.3626373626374,0
859,60,70,3,uniform_cone,fixed_total,268.198589625966,9000,150,2.05292451559104,2.05292451559104,5.32139438686648,100,62.4683009298394,0
860,75,70,3,uniform_cone,fixed_total,312.058857284957,9000,25,13.8621770552785,13.8621770552785,35.2930109736249,100,2.87404902789518,0
860,75,70,3,uniform_cone,fixed_total,312.058857284957,9000,50,6.93108852763926,6.93108852763926,17.6465054868125,100,11.4116652578191,0
860,75,70,3,uniform_cone,fixed_total,312.058857284957,9000,75.4,4.59621255148492,4.59621255148492,11.7019267153929,100,22.654268808115,0
860,75,70,3,uniform_cone,fixed_total,312.058857284957,9000,100,3.46554426381963,3.46554426381963,8.82325274340623,100,33.5587489433643,0
860,75,70,3,uniform_cone,fixed_total,312.058857284957,9000,150,2.31036284254642,2.31036284254642,5.88216849560415,100,54.9450549450549,0
861,15,75,3,uniform_cone,fixed_total,110339100.41354,9000,25,8827128.03308323,8827128.03308323,144876177.995793,100,6.00169061707523,0
861,15,75,3,uniform_cone,fixed_total,110339100.41354,9000,50,4413564.01654161,4413564.01654161,72438088.9978964,100,11.7497886728656,0
861,15,75,3,uniform_cone,fixed_total,110339100.41354,9000,75.4,2926766.58921858,2926766.58921858,48035868.0357403,100,13.7785291631445,0
861,15,75,3,uniform_cone,fixed_total,110339100.41354,9000,100,2206782.00827081,2206782.00827081,36219044.4989482,100,16.821639898563,0
861,15,75,3,uniform_cone,fixed_total,110339100.41354,9000,150,1471188.00551387,1471188.00551387,24146029.6659655,100,19.5266272189349,0
862,30,75,3,uniform_cone,fixed_total,884.369094977969,9000,25,42.0031122122571,42.0031122122571,375.397389169329,100,7.18512256973795,0
862,30,75,3,uniform_cone,fixed_total,884.369094977969,9000,50,21.0015561061285,21.0015561061285,187.698694584664,100,19.1885038038884,0
862,30,75,3,uniform_cone,fixed_total,884.369094977969,9000,75.4,13.9267613435866,13.9267613435866,124.468630361183,100,28.9940828402367,0
862,30,75,3,uniform_cone,fixed_total,884.369094977969,9000,100,10.5007780530643,10.5007780530643,93.8493472923322,100,37.447168216399,0
862,30,75,3,uniform_cone,fixed_total,884.369094977969,9000,150,7.00051870204284,7.00051870204284,62.5662315282215,100,49.6196111580727,0
863,45,75,3,uniform_cone,fixed_total,296.515360756061,9000,25,12.4887315162284,12.4887315162284,40.1886134924845,100,6.00169061707523,0
863,45,75,3,uniform_cone,fixed_total,296.515360756061,9000,50,6.24436575811422,6.24436575811422,20.0943067462423,100,16.9907016060862,0
863,45,75,3,uniform_cone,fixed_total,296.515360756061,9000,75.4,4.14082609954524,4.14082609954524,13.3251370996302,100,28.9095519864751,0
863,45,75,3,uniform_cone,fixed_total,296.515360756061,9000,100,3.12218287905711,3.12218287905711,10.0471533731211,100,42.5190194420964,0
863,45,75,3,uniform_cone,fixed_total,296.515360756061,9000,150,2.08145525270474,2.08145525270474,6.69810224874742,100,64.8351648351648,0
864,60,75,3,uniform_cone,fixed_total,268.198589625966,9000,25,12.3175470935463,12.3175470935463,31.9283663211989,100,4.90278951817413,0
864,60,75,3,uniform_cone,fixed_total,268.198589625966,9000,50,6.15877354677313,6.15877354677313,15.9641831605994,100,14.5393068469992,0
864,60,75,3,uniform_cone,fixed_total,268.198589625966,9000,75.4,4.08406733870897,4.08406733870897,10.5863283558352,100,26.1200338123415,0
864,60,75,3,uniform_cone,fixed_total,268.198589625966,9000,100,3.07938677338656,3.07938677338656,7.98209158029972,100,37.3626373626374,0
864,60,75,3,uniform_cone,fixed_total,268.198589625966,9000,150,2.05292451559104,2.05292451559104,5.32139438686648,100,62.4683009298394,0
865,75,75,3,uniform_cone,fixed_total,312.058857284957,9000,25,13.8621770552785,13.8621770552785,35.2930109736249,100,2.87404902789518,0
865,75,75,3,uniform_cone,fixed_total,312.058857284957,9000,50,6.93108852763926,6.93108852763926,17.6465054868125,100,11.4116652578191,0
865,75,75,3,uniform_cone,fixed_total,312.058857284957,9000,75.4,4.59621255148492,4.59621255148492,11.7019267153929,100,22.654268808115,0
865,75,75,3,uniform_cone,fixed_total,312.058857284957,9000,100,3.46554426381963,3.46554426381963,8.82325274340623,100,33.5587489433643,0
865,75,75,3,uniform_cone,fixed_total,312.058857284957,9000,150,2.31036284254642,2.31036284254642,5.88216849560415,100,54.9450549450549,0
866,15,85,3,uniform_cone,fixed_total,110339100.41354,9000,25,8827128.03308323,8827128.03308323,144876177.995793,100,6.00169061707523,0
866,15,85,3,uniform_cone,fixed_total,110339100.41354,9000,50,4413564.01654161,4413564.01654161,72438088.9978964,100,11.7497886728656,0
866,15,85,3,uniform_cone,fixed_total,110339100.41354,9000,75.4,2926766.58921858,2926766.58921858,48035868.0357403,100,13.7785291631445,0
866,15,85,3,uniform_cone,fixed_total,110339100.41354,9000,100,2206782.00827081,2206782.00827081,36219044.4989482,100,16.821639898563,0
866,15,85,3,uniform_cone,fixed_total,110339100.41354,9000,150,1471188.00551387,1471188.00551387,24146029.6659655,100,19.5266272189349,0
867,30,85,3,uniform_cone,fixed_total,884.369094977969,9000,25,42.0031122122571,42.0031122122571,375.397389169329,100,7.18512256973795,0
867,30,85,3,uniform_cone,fixed_total,884.369094977969,9000,50,21.0015561061285,21.0015561061285,187.698694584664,100,19.1885038038884,0
867,30,85,3,uniform_cone,fixed_total,884.369094977969,9000,75.4,13.9267613435866,13.9267613435866,124.468630361183,100,28.9940828402367,0
867,30,85,3,uniform_cone,fixed_total,884.369094977969,9000,100,10.5007780530643,10.5007780530643,93.8493472923322,100,37.447168216399,0
867,30,85,3,uniform_cone,fixed_total,884.369094977969,9000,150,7.00051870204284,7.00051870204284,62.5662315282215,100,49.6196111580727,0
868,45,85,3,uniform_cone,fixed_total,296.515360756061,9000,25,12.4887315162284,12.4887315162284,40.1886134924845,100,6.00169061707523,0
868,45,85,3,uniform_cone,fixed_total,296.515360756061,9000,50,6.24436575811422,6.24436575811422,20.0943067462423,100,16.9907016060862,0
868,45,85,3,uniform_cone,fixed_total,296.515360756061,9000,75.4,4.14082609954524,4.14082609954524,13.3251370996302,100,28.9095519864751,0
868,45,85,3,uniform_cone,fixed_total,296.515360756061,9000,100,3.12218287905711,3.12218287905711,10.0471533731211,100,42.5190194420964,0
868,45,85,3,uniform_cone,fixed_total,296.515360756061,9000,150,2.08145525270474,2.08145525270474,6.69810224874742,100,64.8351648351648,0
869,60,85,3,uniform_cone,fixed_total,268.198589625966,9000,25,12.3175470935463,12.3175470935463,31.9283663211989,100,4.90278951817413,0
869,60,85,3,uniform_cone,fixed_total,268.198589625966,9000,50,6.15877354677313,6.15877354677313,15.9641831605994,100,14.5393068469992,0
869,60,85,3,uniform_cone,fixed_total,268.198589625966,9000,75.4,4.08406733870897,4.08406733870897,10.5863283558352,100,26.1200338123415,0
869,60,85,3,uniform_cone,fixed_total,268.198589625966,9000,100,3.07938677338656,3.07938677338656,7.98209158029972,100,37.3626373626374,0
869,60,85,3,uniform_cone,fixed_total,268.198589625966,9000,150,2.05292451559104,2.05292451559104,5.32139438686648,100,62.4683009298394,0
870,75,85,3,uniform_cone,fixed_total,312.058857284957,9000,25,13.8621770552785,13.8621770552785,35.2930109736249,100,2.87404902789518,0
870,75,85,3,uniform_cone,fixed_total,312.058857284957,9000,50,6.93108852763926,6.93108852763926,17.6465054868125,100,11.4116652578191,0
870,75,85,3,uniform_cone,fixed_total,312.058857284957,9000,75.4,4.59621255148492,4.59621255148492,11.7019267153929,100,22.654268808115,0
870,75,85,3,uniform_cone,fixed_total,312.058857284957,9000,100,3.46554426381963,3.46554426381963,8.82325274340623,100,33.5587489433643,0
870,75,85,3,uniform_cone,fixed_total,312.058857284957,9000,150,2.31036284254642,2.31036284254642,5.88216849560415,100,54.9450549450549,0
871,15,45,5,uniform_cone,fixed_total,Inf,9000,25,Inf,2340.10176762085,Inf,74.218089602705,6.00169061707523,0
871,15,45,5,uniform_cone,fixed_total,Inf,9000,50,Inf,1170.05088381043,Inf,74.218089602705,11.7497886728656,0
871,15,45,5,uniform_cone,fixed_total,Inf,9000,75.4,Inf,775.895811545376,Inf,74.218089602705,13.7785291631445,0
871,15,45,5,uniform_cone,fixed_total,Inf,9000,100,Inf,585.025441905214,Inf,74.218089602705,16.821639898563,0
871,15,45,5,uniform_cone,fixed_total,Inf,9000,150,Inf,390.016961270142,Inf,74.218089602705,19.5266272189349,0
872,30,45,5,uniform_cone,fixed_total,Inf,9000,25,Inf,20.7599015194601,Inf,74.218089602705,7.18512256973795,0
872,30,45,5,uniform_cone,fixed_total,Inf,9000,50,Inf,10.3799507597301,Inf,74.218089602705,19.0194420963652,0
872,30,45,5,uniform_cone,fixed_total,Inf,9000,75.4,Inf,6.88325647196954,Inf,74.218089602705,28.9940828402367,0
872,30,45,5,uniform_cone,fixed_total,Inf,9000,100,Inf,5.18997537986503,Inf,74.218089602705,36.094674556213,0
872,30,45,5,uniform_cone,fixed_total,Inf,9000,150,Inf,3.45998358657669,Inf,74.218089602705,46.5765004226543,0
873,45,45,5,uniform_cone,fixed_total,Inf,9000,25,Inf,12.9919909511146,Inf,74.218089602705,6.00169061707523,0
873,45,45,5,uniform_cone,fixed_total,Inf,9000,50,Inf,6.49599547555732,Inf,74.218089602705,15.6382079459003,0
873,45,45,5,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.30768930739876,Inf,74.218089602705,24.8520710059172,0
873,45,45,5,uniform_cone,fixed_total,Inf,9000,100,Inf,3.24799773777866,Inf,74.218089602705,35.8410819949281,0
873,45,45,5,uniform_cone,fixed_total,Inf,9000,150,Inf,2.16533182518577,Inf,74.218089602705,50.887573964497,0
874,60,45,5,uniform_cone,fixed_total,Inf,9000,25,Inf,13.8356842113088,Inf,74.218089602705,4.90278951817413,0
874,60,45,5,uniform_cone,fixed_total,Inf,9000,50,Inf,6.91784210565439,Inf,74.218089602705,12.5105663567202,0
874,60,45,5,uniform_cone,fixed_total,Inf,9000,75.4,Inf,4.58742845202546,Inf,74.218089602705,20.1183431952663,0
874,60,45,5,uniform_cone,fixed_total,Inf,9000,100,Inf,3.4589210528272,Inf,74.218089602705,27.6415891800507,0
874,60,45,5,uniform_cone,fixed_total,Inf,9000,150,Inf,2.30594736855146,Inf,74.218089602705,43.7024513947591,0
875,75,45,5,uniform_cone,fixed_total,Inf,9000,25,Inf,15.829628308542,Inf,74.218089602705,2.87404902789518,0
875,75,45,5,uniform_cone,fixed_total,Inf,9000,50,Inf,7.914814154271,Inf,74.218089602705,9.38292476754015,0
875,75,45,5,uniform_cone,fixed_total,Inf,9000,75.4,Inf,5.24855050017971,Inf,74.218089602705,16.2299239222316,0
