
==================================
Iniciando optimización para 5 orientaciones
==================================


Single objective optimization:
10 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              300          0.1356          0.6966        0
    2              450          0.1304           0.561        0
    3              600          0.1282          0.4444        0
    4              750          0.1236          0.3484        0
    5              900          0.1235          0.2664        0
    6             1050          0.1222          0.2077        0
    7             1200          0.1218          0.1781        0
    8             1350          0.1187          0.1493        0
    9             1500          0.1211          0.1377        1
   10             1650          0.1196          0.1298        0
   11             1800          0.1192          0.1294        0
   12             1950           0.118          0.1283        0
   13             2100          0.1164          0.1276        0
   14             2250          0.1177           0.126        1
   15             2400          0.1174          0.1261        0
   16             2550          0.1153          0.1253        0
   17             2700          0.1158          0.1249        1
   18             2850          0.1157          0.1246        0
   19             3000          0.1173          0.1245        1
   20             3150           0.116          0.1243        0
   21             3300          0.1159           0.124        0
   22             3450          0.1157          0.1238        0
   23             3600          0.1144           0.124        0
   24             3750          0.1148          0.1237        1
   25             3900           0.115          0.1235        2
   26             4050          0.1166          0.1235        3
   27             4200          0.1155          0.1235        0
   28             4350          0.1159           0.123        1
   29             4500          0.1151          0.1233        0
   30             4650          0.1131          0.1235        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             4800          0.1149          0.1228        1
   32             4950          0.1112          0.1226        0
   33             5100          0.1158           0.123        1
   34             5250          0.1133          0.1225        0
   35             5400          0.1139          0.1227        1
   36             5550          0.1151          0.1228        2
   37             5700          0.1157          0.1231        3
   38             5850          0.1161          0.1232        4
   39             6000          0.1133          0.1226        0
   40             6150          0.1139          0.1227        1
   41             6300          0.1132          0.1224        0
   42             6450          0.1115          0.1217        0
   43             6600           0.115          0.1225        1
   44             6750          0.1114          0.1223        0
   45             6900          0.1122           0.122        1
   46             7050          0.1143          0.1226        2
   47             7200          0.1147          0.1222        3
   48             7350          0.1138           0.122        0
   49             7500          0.1121          0.1221        0
   50             7650          0.1128           0.122        1
   51             7800          0.1139          0.1217        2
   52             7950          0.1143          0.1225        3
   53             8100          0.1134          0.1215        0
   54             8250          0.1152          0.1225        1
   55             8400          0.1136          0.1221        0
   56             8550          0.1142           0.122        1
   57             8700          0.1134          0.1218        0
   58             8850          0.1156          0.1216        1
   59             9000          0.1135          0.1214        0
   60             9150          0.1133          0.1213        0

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   61             9300          0.1121          0.1214        0
   62             9450          0.1125          0.1218        1
   63             9600          0.1129          0.1216        2
   64             9750          0.1136          0.1219        3
   65             9900           0.114          0.1221        4
   66            10050          0.1135          0.1219        0
   67            10200          0.1144          0.1212        1
   68            10350          0.1118          0.1223        0
   69            10500          0.1145           0.121        1
   70            10650          0.1126          0.1217        0
   71            10800           0.112          0.1212        0
   72            10950          0.1123          0.1217        1
   73            11100          0.1139          0.1213        2
   74            11250          0.1123          0.1212        0
   75            11400          0.1109          0.1213        0
   76            11550           0.113          0.1215        1
   77            11700          0.1144          0.1215        2
   78            11850          0.1113          0.1213        0
   79            12000          0.1127          0.1209        1
   80            12150          0.1122          0.1214        0
   81            12300          0.1134          0.1215        1
   82            12450          0.1135          0.1209        2
   83            12600          0.1107          0.1214        0
   84            12750          0.1131          0.1215        1
   85            12900          0.1108          0.1211        0
   86            13050          0.1117          0.1208        1
   87            13200          0.1143          0.1216        2
   88            13350          0.1099          0.1215        0
   89            13500           0.113          0.1214        1
   90            13650          0.1128          0.1217        0

