Case,Height_m,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
1,0,2.70250563732766,2.70250563732766,100,0
1,0.6,Inf,1.85827305510636,99.9462510077936,0.0537489922063961
1,1.2,Inf,2.06781787217935,99.9462510077936,0.0537489922063961
