Session folder: output/sub1_radiometric/20260722_182801
Console log:    output/sub1_radiometric/20260722_182801/run.log
=========================================================
 SUB-DATASET 1: Radiometric calibration R(phi)
=========================================================
  Inclination:        0 to 70 deg (step 2)
  Azimuth:            0 to 360 deg (step 2)
  Fixed LED-PD dist:  1 m
  Acquisition:        1 s (1000 samples @ 1000 Hz)
  Total orientations: 6301
  Estimated time:     157.5 min
=========================================================

--- Robot base position (global frame, meters) ---
Robot base X [m]: Robot base Y [m]: Sending robot base to (-0.5, -0.5, 0.6) [calibration offset included]...
Sending PD to (0.0, 0.0, 1.0)...
[Info] Sending command for receiver to face upward (vertical)...
PD in position, pointing to the zenith.

--- Session metadata (press Enter to accept the [default]) ---
Operator [Kevin]: LED serial [SFH4725S]: PD serial [BPX61]: I_LED [mA] (manual) [500]: T_ambient [C] (manual) [26]: T_LED [C] (manual) [31]: Comment / reason [NA]: Moving gimbal to (0,0)...

=== STARTING R(phi) SWEEP ===

[18:38:21] 162/6301  inc=2.000000  az=320.000000  ->  V = 8.729288 V
[18:38:25] 163/6301  inc=2.000000  az=322.000000  ->  V = 8.724619 V
[18:38:28] 164/6301  inc=2.000000  az=324.000000  ->  V = 8.718687 V
[18:38:32] 165/6301  inc=2.000000  az=326.000000  ->  V = 8.729559 V
[18:38:35] 166/6301  inc=2.000000  az=328.000000  ->  V = 8.714511 V
[18:38:37] 167/6301  inc=2.000000  az=330.000000  ->  V = 8.725329 V
[18:38:41] 168/6301  inc=2.000000  az=332.000000  ->  V = 8.720719 V
[18:38:44] 169/6301  inc=2.000000  az=334.000000  ->  V = 8.718955 V
[18:38:47] 170/6301  inc=2.000000  az=336.000000  ->  V = 8.715909 V
[18:38:51] 171/6301  inc=2.000000  az=338.000000  ->  V = 8.719498 V
[18:38:54] 172/6301  inc=2.000000  az=340.000000  ->  V = 8.725956 V
[18:38:56] 173/6301  inc=2.000000  az=342.000000  ->  V = 8.713818 V
[18:38:59] 174/6301  inc=2.000000  az=344.000000  ->  V = 8.717563 V
[18:39:02] 175/6301  inc=2.000000  az=346.000000  ->  V = 8.722331 V
[18:39:06] 176/6301  inc=2.000000  az=348.000000  ->  V = 8.724392 V
[18:39:09] 177/6301  inc=2.000000  az=350.000000  ->  V = 8.715582 V
[18:39:12] 178/6301  inc=2.000000  az=352.000000  ->  V = 8.711343 V
[18:39:14] 179/6301  inc=2.000000  az=354.000000  ->  V = 8.725936 V
[18:39:17] 180/6301  inc=2.000000  az=356.000000  ->  V = 8.702002 V
[18:39:20] 181/6301  inc=2.000000  az=358.000000  ->  V = 8.719064 V
[18:39:24] 182/6301  inc=4.000000  az=0.000000  ->  V = 8.650731 V
[18:39:27] 183/6301  inc=4.000000  az=2.000000  ->  V = 8.629494 V
[18:39:30] 184/6301  inc=4.000000  az=4.000000  ->  V = 8.635049 V
[18:39:33] 185/6301  inc=4.000000  az=6.000000  ->  V = 8.626477 V
[18:39:36] 186/6301  inc=4.000000  az=8.000000  ->  V = 8.633297 V
[18:39:39] 187/6301  inc=4.000000  az=10.000000  ->  V = 8.642353 V
[18:39:42] 188/6301  inc=4.000000  az=12.000000  ->  V = 8.643982 V
[18:39:45] 189/6301  inc=4.000000  az=14.000000  ->  V = 8.642435 V
[18:39:48] 190/6301  inc=4.000000  az=16.000000  ->  V = 8.636710 V
[18:39:51] 191/6301  inc=4.000000  az=18.000000  ->  V = 8.620243 V
[18:39:54] 192/6301  inc=4.000000  az=20.000000  ->  V = 8.614792 V
[18:39:57] 193/6301  inc=4.000000  az=22.000000  ->  V = 8.639563 V
[18:39:59] 194/6301  inc=4.000000  az=24.000000  ->  V = 8.629030 V
[18:40:02] 195/6301  inc=4.000000  az=26.000000  ->  V = 8.626258 V
[18:40:05] 196/6301  inc=4.000000  az=28.000000  ->  V = 8.623610 V
[18:40:08] 197/6301  inc=4.000000  az=30.000000  ->  V = 8.612431 V
[18:40:11] 198/6301  inc=4.000000  az=32.000000  ->  V = 8.617458 V
[18:40:14] 199/6301  inc=4.000000  az=34.000000  ->  V = 8.609723 V
[18:40:17] 200/6301  inc=4.000000  az=36.000000  ->  V = 8.604135 V
[18:40:20] 201/6301  inc=4.000000  az=38.000000  ->  V = 8.588085 V
[18:40:23] 202/6301  inc=4.000000  az=40.000000  ->  V = 8.615501 V
[18:40:26] 203/6301  inc=4.000000  az=42.000000  ->  V = 8.597411 V
[18:40:29] 204/6301  inc=4.000000  az=44.000000  ->  V = 8.573200 V
[18:40:32] 205/6301  inc=4.000000  az=46.000000  ->  V = 8.590326 V
[18:40:35] 206/6301  inc=4.000000  az=48.000000  ->  V = 8.587796 V
[18:40:37] 207/6301  inc=4.000000  az=50.000000  ->  V = 8.595216 V
[18:40:40] 208/6301  inc=4.000000  az=52.000000  ->  V = 8.599538 V
[18:40:43] 209/6301  inc=4.000000  az=54.000000  ->  V = 8.574635 V
[18:40:46] 210/6301  inc=4.000000  az=56.000000  ->  V = 8.580093 V
[18:40:49] 211/6301  inc=4.000000  az=58.000000  ->  V = 8.559020 V
[18:40:52] 212/6301  inc=4.000000  az=60.000000  ->  V = 8.567618 V
[18:40:55] 213/6301  inc=4.000000  az=62.000000  ->  V = 8.559195 V
[18:40:58] 214/6301  inc=4.000000  az=64.000000  ->  V = 8.561988 V
[18:41:01] 215/6301  inc=4.000000  az=66.000000  ->  V = 8.574561 V
[18:41:04] 216/6301  inc=4.000000  az=68.000000  ->  V = 8.582155 V
[18:41:07] 217/6301  inc=4.000000  az=70.000000  ->  V = 8.558543 V
[18:41:10] 218/6301  inc=4.000000  az=72.000000  ->  V = 8.593107 V
[18:41:13] 219/6301  inc=4.000000  az=74.000000  ->  V = 8.578012 V
[18:41:16] 220/6301  inc=4.000000  az=76.000000  ->  V = 8.553627 V
[18:41:19] 221/6301  inc=4.000000  az=78.000000  ->  V = 8.605566 V
[18:41:21] 222/6301  inc=4.000000  az=80.000000  ->  V = 8.605730 V
[18:41:24] 223/6301  inc=4.000000  az=82.000000  ->  V = 8.581259 V
[18:41:27] 224/6301  inc=4.000000  az=84.000000  ->  V = 8.626985 V
[18:41:30] 225/6301  inc=4.000000  az=86.000000  ->  V = 8.616364 V
[18:41:33] 226/6301  inc=4.000000  az=88.000000  ->  V = 8.601066 V
[18:41:36] 227/6301  inc=4.000000  az=90.000000  ->  V = 8.617673 V
[18:41:39] 228/6301  inc=4.000000  az=92.000000  ->  V = 8.604206 V
[18:41:42] 229/6301  inc=4.000000  az=94.000000  ->  V = 8.628304 V
[18:41:45] 230/6301  inc=4.000000  az=96.000000  ->  V = 8.615752 V
[18:41:48] 231/6301  inc=4.000000  az=98.000000  ->  V = 8.585968 V
[18:41:52] 232/6301  inc=4.000000  az=100.000000  ->  V = 8.576727 V
[18:41:54] 233/6301  inc=4.000000  az=102.000000  ->  V = 8.581007 V
[18:41:58] 234/6301  inc=4.000000  az=104.000000  ->  V = 8.584999 V
[18:42:01] 235/6301  inc=4.000000  az=106.000000  ->  V = 8.632206 V
[18:42:04] 236/6301  inc=4.000000  az=108.000000  ->  V = 8.630745 V
[18:42:07] 237/6301  inc=4.000000  az=110.000000  ->  V = 8.615054 V
[18:42:11] 238/6301  inc=4.000000  az=112.000000  ->  V = 8.617652 V
[18:42:14] 239/6301  inc=4.000000  az=114.000000  ->  V = 8.618345 V
[18:42:18] 240/6301  inc=4.000000  az=116.000000  ->  V = 8.616027 V
[18:42:22] 241/6301  inc=4.000000  az=118.000000  ->  V = 8.614002 V
[18:42:25] 242/6301  inc=4.000000  az=120.000000  ->  V = 8.610835 V
[18:42:29] 243/6301  inc=4.000000  az=122.000000  ->  V = 8.612613 V
[18:42:33] 244/6301  inc=4.000000  az=124.000000  ->  V = 8.626033 V
[18:42:36] 245/6301  inc=4.000000  az=126.000000  ->  V = 8.629233 V
[18:42:39] 246/6301  inc=4.000000  az=128.000000  ->  V = 8.621988 V
[18:42:43] 247/6301  inc=4.000000  az=130.000000  ->  V = 8.586580 V
[18:42:47] 248/6301  inc=4.000000  az=132.000000  ->  V = 8.612177 V
[18:42:51] 249/6301  inc=4.000000  az=134.000000  ->  V = 8.605051 V
[18:42:55] 250/6301  inc=4.000000  az=136.000000  ->  V = 8.622528 V
[18:42:59] 251/6301  inc=4.000000  az=138.000000  ->  V = 8.630403 V
[18:43:03] 252/6301  inc=4.000000  az=140.000000  ->  V = 8.625658 V
[18:43:07] 253/6301  inc=4.000000  az=142.000000  ->  V = 8.635680 V
