sample_id,date,time,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_182801_1,2026-07-22,18:29:37,0.000000,0.000000,1.000000,8.689663,8.689633,0.005314,1000,1000
20260722_182801_2,2026-07-22,18:29:42,2.000000,0.000000,1.000000,8.711423,8.713983,0.009793,1000,1000
20260722_182801_3,2026-07-22,18:29:45,2.000000,2.000000,1.000000,8.712697,8.712338,0.003338,1000,1000
20260722_182801_4,2026-07-22,18:29:47,2.000000,4.000000,1.000000,8.714803,8.715299,0.003601,1000,1000
20260722_182801_5,2026-07-22,18:29:50,2.000000,6.000000,1.000000,8.708724,8.709047,0.003946,1000,1000
20260722_182801_6,2026-07-22,18:29:53,2.000000,8.000000,1.000000,8.709604,8.709376,0.003090,1000,1000
20260722_182801_7,2026-07-22,18:29:56,2.000000,10.000000,1.000000,8.710701,8.711022,0.002382,1000,1000
20260722_182801_8,2026-07-22,18:29:59,2.000000,12.000000,1.000000,8.705471,8.705757,0.005521,1000,1000
20260722_182801_9,2026-07-22,18:30:02,2.000000,14.000000,1.000000,8.698524,8.698518,0.002127,1000,1000
20260722_182801_10,2026-07-22,18:30:04,2.000000,16.000000,1.000000,8.692589,8.692595,0.002857,1000,1000
20260722_182801_11,2026-07-22,18:30:07,2.000000,18.000000,1.000000,8.698396,8.698518,0.002328,1000,1000
20260722_182801_12,2026-07-22,18:30:10,2.000000,20.000000,1.000000,8.671412,8.670219,0.005771,1000,1000
20260722_182801_13,2026-07-22,18:30:13,2.000000,22.000000,1.000000,8.702140,8.704112,0.006168,1000,1000
20260722_182801_14,2026-07-22,18:30:16,2.000000,24.000000,1.000000,8.707376,8.704276,0.009852,1000,1000
20260722_182801_15,2026-07-22,18:30:18,2.000000,26.000000,1.000000,8.690102,8.690621,0.014002,1000,1000
20260722_182801_16,2026-07-22,18:30:21,2.000000,28.000000,1.000000,8.699358,8.696872,0.007988,1000,1000
20260722_182801_17,2026-07-22,18:30:24,2.000000,30.000000,1.000000,8.680651,8.680420,0.003292,1000,1000
20260722_182801_18,2026-07-22,18:30:27,2.000000,32.000000,1.000000,8.684247,8.684698,0.005718,1000,1000
20260722_182801_19,2026-07-22,18:30:30,2.000000,34.000000,1.000000,8.686146,8.685685,0.003913,1000,1000
20260722_182801_20,2026-07-22,18:30:32,2.000000,36.000000,1.000000,8.678544,8.681078,0.007995,1000,1000
20260722_182801_21,2026-07-22,18:30:35,2.000000,38.000000,1.000000,8.673529,8.673839,0.004827,1000,1000
20260722_182801_22,2026-07-22,18:30:38,2.000000,40.000000,1.000000,8.673847,8.675155,0.004838,1000,1000
20260722_182801_23,2026-07-22,18:30:41,2.000000,42.000000,1.000000,8.671813,8.671865,0.007382,1000,1000
20260722_182801_24,2026-07-22,18:30:44,2.000000,44.000000,1.000000,8.671066,8.660677,0.017594,1000,1000
20260722_182801_25,2026-07-22,18:30:46,2.000000,46.000000,1.000000,8.678621,8.675813,0.007092,1000,1000
20260722_182801_26,2026-07-22,18:30:49,2.000000,48.000000,1.000000,8.691138,8.692924,0.006330,1000,1000
20260722_182801_27,2026-07-22,18:30:52,2.000000,50.000000,1.000000,8.671283,8.671865,0.003003,1000,1000
20260722_182801_28,2026-07-22,18:30:55,2.000000,52.000000,1.000000,8.665150,8.664297,0.003273,1000,1000
20260722_182801_29,2026-07-22,18:30:58,2.000000,54.000000,1.000000,8.662080,8.662322,0.002356,1000,1000
20260722_182801_30,2026-07-22,18:31:01,2.000000,56.000000,1.000000,8.665486,8.665942,0.002697,1000,1000
20260722_182801_31,2026-07-22,18:31:05,2.000000,58.000000,1.000000,8.674540,8.673839,0.003048,1000,1000
20260722_182801_32,2026-07-22,18:31:07,2.000000,60.000000,1.000000,8.677112,8.677129,0.005422,1000,1000
20260722_182801_33,2026-07-22,18:31:10,2.000000,62.000000,1.000000,8.674311,8.672852,0.006682,1000,1000
20260722_182801_34,2026-07-22,18:31:13,2.000000,64.000000,1.000000,8.681369,8.681078,0.004611,1000,1000
20260722_182801_35,2026-07-22,18:31:16,2.000000,66.000000,1.000000,8.675146,8.675813,0.005308,1000,1000
20260722_182801_36,2026-07-22,18:31:19,2.000000,68.000000,1.000000,8.658062,8.657716,0.004708,1000,1000
20260722_182801_37,2026-07-22,18:31:22,2.000000,70.000000,1.000000,8.651811,8.654919,0.018067,1000,1000
20260722_182801_38,2026-07-22,18:31:25,2.000000,72.000000,1.000000,8.637683,8.637973,0.006113,1000,1000
20260722_182801_39,2026-07-22,18:31:27,2.000000,74.000000,1.000000,8.628493,8.629746,0.009607,1000,1000
20260722_182801_40,2026-07-22,18:31:30,2.000000,76.000000,1.000000,8.640469,8.638960,0.008578,1000,1000
20260722_182801_41,2026-07-22,18:31:33,2.000000,78.000000,1.000000,8.672077,8.672523,0.003746,1000,1000
20260722_182801_42,2026-07-22,18:31:36,2.000000,80.000000,1.000000,8.675529,8.676142,0.010769,1000,1000
20260722_182801_43,2026-07-22,18:31:39,2.000000,82.000000,1.000000,8.665687,8.666929,0.008041,1000,1000
20260722_182801_44,2026-07-22,18:31:41,2.000000,84.000000,1.000000,8.672881,8.675813,0.007360,1000,1000
20260722_182801_45,2026-07-22,18:31:44,2.000000,86.000000,1.000000,8.655775,8.655741,0.004430,1000,1000
20260722_182801_46,2026-07-22,18:31:47,2.000000,88.000000,1.000000,8.657751,8.657057,0.003449,1000,1000
20260722_182801_47,2026-07-22,18:31:50,2.000000,90.000000,1.000000,8.668518,8.668574,0.003809,1000,1000
20260722_182801_48,2026-07-22,18:31:53,2.000000,92.000000,1.000000,8.680207,8.680749,0.003136,1000,1000
20260722_182801_49,2026-07-22,18:31:56,2.000000,94.000000,1.000000,8.666039,8.664955,0.005277,1000,1000
20260722_182801_50,2026-07-22,18:31:58,2.000000,96.000000,1.000000,8.665122,8.663638,0.005750,1000,1000
20260722_182801_51,2026-07-22,18:32:01,2.000000,98.000000,1.000000,8.695896,8.694898,0.003549,1000,1000
20260722_182801_52,2026-07-22,18:32:04,2.000000,100.000000,1.000000,8.660694,8.661664,0.004964,1000,1000
20260722_182801_53,2026-07-22,18:32:07,2.000000,102.000000,1.000000,8.665549,8.668903,0.007871,1000,1000
20260722_182801_54,2026-07-22,18:32:11,2.000000,104.000000,1.000000,8.684865,8.685027,0.005664,1000,1000
20260722_182801_55,2026-07-22,18:32:14,2.000000,106.000000,1.000000,8.678035,8.678775,0.006782,1000,1000
20260722_182801_56,2026-07-22,18:32:16,2.000000,108.000000,1.000000,8.674050,8.677129,0.006971,1000,1000
20260722_182801_57,2026-07-22,18:32:19,2.000000,110.000000,1.000000,8.680989,8.681078,0.004523,1000,1000
20260722_182801_58,2026-07-22,18:32:22,2.000000,112.000000,1.000000,8.671142,8.671865,0.008006,1000,1000
20260722_182801_59,2026-07-22,18:32:26,2.000000,114.000000,1.000000,8.684225,8.684698,0.005756,1000,1000
20260722_182801_60,2026-07-22,18:32:29,2.000000,116.000000,1.000000,8.684070,8.683710,0.009175,1000,1000
20260722_182801_61,2026-07-22,18:32:32,2.000000,118.000000,1.000000,8.695893,8.695556,0.004786,1000,1000
20260722_182801_62,2026-07-22,18:32:35,2.000000,120.000000,1.000000,8.696894,8.696872,0.003395,1000,1000
20260722_182801_63,2026-07-22,18:32:38,2.000000,122.000000,1.000000,8.692185,8.691937,0.003506,1000,1000
20260722_182801_64,2026-07-22,18:32:41,2.000000,124.000000,1.000000,8.693807,8.694569,0.003682,1000,1000
20260722_182801_65,2026-07-22,18:32:45,2.000000,126.000000,1.000000,8.686654,8.685356,0.005291,1000,1000
20260722_182801_66,2026-07-22,18:32:48,2.000000,128.000000,1.000000,8.686972,8.687330,0.004616,1000,1000
20260722_182801_67,2026-07-22,18:32:52,2.000000,130.000000,1.000000,8.707785,8.708389,0.002756,1000,1000
20260722_182801_68,2026-07-22,18:32:54,2.000000,132.000000,1.000000,8.693383,8.693911,0.003566,1000,1000
20260722_182801_69,2026-07-22,18:32:58,2.000000,134.000000,1.000000,8.691274,8.691279,0.004709,1000,1000
20260722_182801_70,2026-07-22,18:33:01,2.000000,136.000000,1.000000,8.691909,8.691937,0.002519,1000,1000
20260722_182801_71,2026-07-22,18:33:05,2.000000,138.000000,1.000000,8.687141,8.684698,0.007226,1000,1000
20260722_182801_72,2026-07-22,18:33:08,2.000000,140.000000,1.000000,8.690434,8.689633,0.006718,1000,1000
20260722_182801_73,2026-07-22,18:33:12,2.000000,142.000000,1.000000,8.693164,8.692924,0.003357,1000,1000
20260722_182801_74,2026-07-22,18:33:14,2.000000,144.000000,1.000000,8.689282,8.688646,0.003373,1000,1000
20260722_182801_75,2026-07-22,18:33:18,2.000000,146.000000,1.000000,8.689891,8.689962,0.003520,1000,1000
20260722_182801_76,2026-07-22,18:33:21,2.000000,148.000000,1.000000,8.681661,8.682394,0.003504,1000,1000
20260722_182801_77,2026-07-22,18:33:25,2.000000,150.000000,1.000000,8.684293,8.684040,0.003017,1000,1000
20260722_182801_78,2026-07-22,18:33:29,2.000000,152.000000,1.000000,8.668577,8.670878,0.007549,1000,1000
20260722_182801_79,2026-07-22,18:33:32,2.000000,154.000000,1.000000,8.681210,8.680091,0.006244,1000,1000
20260722_182801_80,2026-07-22,18:33:36,2.000000,156.000000,1.000000,8.676162,8.676800,0.003128,1000,1000
20260722_182801_81,2026-07-22,18:33:40,2.000000,158.000000,1.000000,8.678199,8.677788,0.004345,1000,1000
20260722_182801_82,2026-07-22,18:33:42,2.000000,160.000000,1.000000,8.682801,8.682723,0.002931,1000,1000
20260722_182801_83,2026-07-22,18:33:46,2.000000,162.000000,1.000000,8.689688,8.689633,0.008125,1000,1000
20260722_182801_84,2026-07-22,18:33:49,2.000000,164.000000,1.000000,8.690779,8.690950,0.002052,1000,1000
20260722_182801_85,2026-07-22,18:33:53,2.000000,166.000000,1.000000,8.685174,8.685356,0.007652,1000,1000
20260722_182801_86,2026-07-22,18:33:57,2.000000,168.000000,1.000000,8.697535,8.697531,0.002475,1000,1000
20260722_182801_87,2026-07-22,18:34:01,2.000000,170.000000,1.000000,8.700545,8.700821,0.002276,1000,1000
20260722_182801_88,2026-07-22,18:34:04,2.000000,172.000000,1.000000,8.697495,8.699176,0.004486,1000,1000
20260722_182801_89,2026-07-22,18:34:07,2.000000,174.000000,1.000000,8.700630,8.700163,0.003485,1000,1000
20260722_182801_90,2026-07-22,18:34:11,2.000000,176.000000,1.000000,8.703763,8.704112,0.003084,1000,1000
20260722_182801_91,2026-07-22,18:34:14,2.000000,178.000000,1.000000,8.700300,8.701808,0.006399,1000,1000
20260722_182801_92,2026-07-22,18:34:18,2.000000,180.000000,1.000000,8.706897,8.706744,0.002350,1000,1000
20260722_182801_93,2026-07-22,18:34:22,2.000000,182.000000,1.000000,8.710724,8.710034,0.005735,1000,1000
20260722_182801_94,2026-07-22,18:34:25,2.000000,184.000000,1.000000,8.708978,8.709705,0.003407,1000,1000
20260722_182801_95,2026-07-22,18:34:28,2.000000,186.000000,1.000000,8.710525,8.711022,0.003417,1000,1000
20260722_182801_96,2026-07-22,18:34:32,2.000000,188.000000,1.000000,8.714683,8.715299,0.002764,1000,1000
20260722_182801_97,2026-07-22,18:34:35,2.000000,190.000000,1.000000,8.715609,8.715628,0.004890,1000,1000
20260722_182801_98,2026-07-22,18:34:39,2.000000,192.000000,1.000000,8.718620,8.718261,0.002633,1000,1000
20260722_182801_99,2026-07-22,18:34:43,2.000000,194.000000,1.000000,8.720016,8.720564,0.003952,1000,1000
20260722_182801_100,2026-07-22,18:34:47,2.000000,196.000000,1.000000,8.721101,8.720893,0.003738,1000,1000
20260722_182801_101,2026-07-22,18:34:50,2.000000,198.000000,1.000000,8.720265,8.720893,0.003756,1000,1000
20260722_182801_102,2026-07-22,18:34:53,2.000000,200.000000,1.000000,8.722358,8.723196,0.003640,1000,1000
20260722_182801_103,2026-07-22,18:34:56,2.000000,202.000000,1.000000,8.719761,8.719248,0.003881,1000,1000
20260722_182801_104,2026-07-22,18:35:00,2.000000,204.000000,1.000000,8.722362,8.722703,0.002947,1000,1000
20260722_182801_105,2026-07-22,18:35:04,2.000000,206.000000,1.000000,8.733767,8.733726,0.002855,1000,1000
20260722_182801_106,2026-07-22,18:35:07,2.000000,208.000000,1.000000,8.731900,8.732081,0.002928,1000,1000
20260722_182801_107,2026-07-22,18:35:11,2.000000,210.000000,1.000000,8.735778,8.735700,0.003581,1000,1000
20260722_182801_108,2026-07-22,18:35:15,2.000000,212.000000,1.000000,8.732872,8.732739,0.003734,1000,1000
20260722_182801_109,2026-07-22,18:35:17,2.000000,214.000000,1.000000,8.735799,8.735700,0.006925,1000,1000
20260722_182801_110,2026-07-22,18:35:21,2.000000,216.000000,1.000000,8.728111,8.728790,0.002786,1000,1000
20260722_182801_111,2026-07-22,18:35:24,2.000000,218.000000,1.000000,8.717444,8.717603,0.005690,1000,1000
20260722_182801_112,2026-07-22,18:35:28,2.000000,220.000000,1.000000,8.738333,8.738333,0.004904,1000,1000
20260722_182801_113,2026-07-22,18:35:31,2.000000,222.000000,1.000000,8.742679,8.745572,0.009398,1000,1000
20260722_182801_114,2026-07-22,18:35:35,2.000000,224.000000,1.000000,8.709190,8.708389,0.013219,1000,1000
20260722_182801_115,2026-07-22,18:35:38,2.000000,226.000000,1.000000,8.743525,8.743104,0.009555,1000,1000
20260722_182801_116,2026-07-22,18:35:41,2.000000,228.000000,1.000000,8.740002,8.739978,0.002381,1000,1000
20260722_182801_117,2026-07-22,18:35:44,2.000000,230.000000,1.000000,8.739757,8.738991,0.010384,1000,1000
20260722_182801_118,2026-07-22,18:35:48,2.000000,232.000000,1.000000,8.700006,8.699834,0.003978,1000,1000
20260722_182801_119,2026-07-22,18:35:51,2.000000,234.000000,1.000000,8.713718,8.715299,0.004850,1000,1000
20260722_182801_120,2026-07-22,18:35:55,2.000000,236.000000,1.000000,8.699259,8.700163,0.007898,1000,1000
20260722_182801_121,2026-07-22,18:35:58,2.000000,238.000000,1.000000,8.694257,8.695885,0.007450,1000,1000
20260722_182801_122,2026-07-22,18:36:02,2.000000,240.000000,1.000000,8.720832,8.720235,0.002800,1000,1000
20260722_182801_123,2026-07-22,18:36:06,2.000000,242.000000,1.000000,8.727590,8.727803,0.002094,1000,1000
20260722_182801_124,2026-07-22,18:36:08,2.000000,244.000000,1.000000,8.724825,8.725171,0.002182,1000,1000
20260722_182801_125,2026-07-22,18:36:12,2.000000,246.000000,1.000000,8.705185,8.705428,0.005630,1000,1000
20260722_182801_126,2026-07-22,18:36:16,2.000000,248.000000,1.000000,8.732874,8.732739,0.002596,1000,1000
20260722_182801_127,2026-07-22,18:36:19,2.000000,250.000000,1.000000,8.715667,8.711022,0.009352,1000,1000
20260722_182801_128,2026-07-22,18:36:23,2.000000,252.000000,1.000000,8.728051,8.726158,0.005476,1000,1000
20260722_182801_129,2026-07-22,18:36:26,2.000000,254.000000,1.000000,8.731145,8.730435,0.004115,1000,1000
20260722_182801_130,2026-07-22,18:36:30,2.000000,256.000000,1.000000,8.739219,8.738662,0.003689,1000,1000
20260722_182801_131,2026-07-22,18:36:34,2.000000,258.000000,1.000000,8.747435,8.747217,0.004577,1000,1000
20260722_182801_132,2026-07-22,18:36:38,2.000000,260.000000,1.000000,8.733889,8.734055,0.003189,1000,1000
20260722_182801_133,2026-07-22,18:36:40,2.000000,262.000000,1.000000,8.733242,8.733397,0.003267,1000,1000
20260722_182801_134,2026-07-22,18:36:44,2.000000,264.000000,1.000000,8.735827,8.735700,0.002931,1000,1000
20260722_182801_135,2026-07-22,18:36:48,2.000000,266.000000,1.000000,8.735652,8.735371,0.003864,1000,1000
20260722_182801_136,2026-07-22,18:36:51,2.000000,268.000000,1.000000,8.748233,8.746559,0.007320,1000,1000
20260722_182801_137,2026-07-22,18:36:55,2.000000,270.000000,1.000000,8.733929,8.732245,0.022601,1000,1000
20260722_182801_138,2026-07-22,18:36:59,2.000000,272.000000,1.000000,8.735542,8.735700,0.004211,1000,1000
20260722_182801_139,2026-07-22,18:37:02,2.000000,274.000000,1.000000,8.745570,8.748204,0.006857,1000,1000
20260722_182801_140,2026-07-22,18:37:05,2.000000,276.000000,1.000000,8.709041,8.711022,0.006423,1000,1000
20260722_182801_141,2026-07-22,18:37:09,2.000000,278.000000,1.000000,8.703989,8.704770,0.003503,1000,1000
20260722_182801_142,2026-07-22,18:37:12,2.000000,280.000000,1.000000,8.722012,8.722867,0.003387,1000,1000
20260722_182801_143,2026-07-22,18:37:16,2.000000,282.000000,1.000000,8.722047,8.722209,0.002982,1000,1000
20260722_182801_144,2026-07-22,18:37:20,2.000000,284.000000,1.000000,8.710040,8.711186,0.005062,1000,1000
20260722_182801_145,2026-07-22,18:37:24,2.000000,286.000000,1.000000,8.713765,8.713983,0.002674,1000,1000
20260722_182801_146,2026-07-22,18:37:27,2.000000,288.000000,1.000000,8.715489,8.715628,0.002689,1000,1000
20260722_182801_147,2026-07-22,18:37:30,2.000000,290.000000,1.000000,8.721658,8.723690,0.007250,1000,1000
20260722_182801_148,2026-07-22,18:37:33,2.000000,292.000000,1.000000,8.720198,8.719577,0.003117,1000,1000
20260722_182801_149,2026-07-22,18:37:37,2.000000,294.000000,1.000000,8.723007,8.723855,0.005503,1000,1000
20260722_182801_150,2026-07-22,18:37:41,2.000000,296.000000,1.000000,8.716223,8.712009,0.012687,1000,1000
20260722_182801_151,2026-07-22,18:37:44,2.000000,298.000000,1.000000,8.765510,8.765315,0.003187,1000,1000
20260722_182801_152,2026-07-22,18:37:48,2.000000,300.000000,1.000000,8.761624,8.761366,0.005863,1000,1000
20260722_182801_153,2026-07-22,18:37:51,2.000000,302.000000,1.000000,8.718126,8.717603,0.009367,1000,1000
20260722_182801_154,2026-07-22,18:37:54,2.000000,304.000000,1.000000,8.697507,8.697531,0.004755,1000,1000
20260722_182801_155,2026-07-22,18:37:58,2.000000,306.000000,1.000000,8.684177,8.685027,0.006507,1000,1000
20260722_182801_156,2026-07-22,18:38:01,2.000000,308.000000,1.000000,8.704370,8.703947,0.004435,1000,1000
20260722_182801_157,2026-07-22,18:38:05,2.000000,310.000000,1.000000,8.724733,8.724842,0.004065,1000,1000
20260722_182801_158,2026-07-22,18:38:08,2.000000,312.000000,1.000000,8.720039,8.719577,0.003601,1000,1000
20260722_182801_159,2026-07-22,18:38:12,2.000000,314.000000,1.000000,8.721425,8.720235,0.006045,1000,1000
20260722_182801_160,2026-07-22,18:38:14,2.000000,316.000000,1.000000,8.715087,8.716944,0.006667,1000,1000
20260722_182801_161,2026-07-22,18:38:18,2.000000,318.000000,1.000000,8.730238,8.730106,0.005745,1000,1000
20260722_182801_162,2026-07-22,18:38:21,2.000000,320.000000,1.000000,8.729288,8.730106,0.005176,1000,1000
20260722_182801_163,2026-07-22,18:38:25,2.000000,322.000000,1.000000,8.724619,8.724842,0.007391,1000,1000
20260722_182801_164,2026-07-22,18:38:28,2.000000,324.000000,1.000000,8.718687,8.717274,0.005845,1000,1000
20260722_182801_165,2026-07-22,18:38:32,2.000000,326.000000,1.000000,8.729559,8.729119,0.005836,1000,1000
20260722_182801_166,2026-07-22,18:38:35,2.000000,328.000000,1.000000,8.714511,8.716615,0.009386,1000,1000
20260722_182801_167,2026-07-22,18:38:37,2.000000,330.000000,1.000000,8.725329,8.725829,0.006344,1000,1000
20260722_182801_168,2026-07-22,18:38:41,2.000000,332.000000,1.000000,8.720719,8.719248,0.007100,1000,1000
20260722_182801_169,2026-07-22,18:38:44,2.000000,334.000000,1.000000,8.718955,8.719248,0.004439,1000,1000
20260722_182801_170,2026-07-22,18:38:47,2.000000,336.000000,1.000000,8.715909,8.716286,0.005963,1000,1000
20260722_182801_171,2026-07-22,18:38:51,2.000000,338.000000,1.000000,8.719498,8.718590,0.005906,1000,1000
20260722_182801_172,2026-07-22,18:38:54,2.000000,340.000000,1.000000,8.725956,8.728132,0.005218,1000,1000
20260722_182801_173,2026-07-22,18:38:56,2.000000,342.000000,1.000000,8.713818,8.714312,0.004617,1000,1000
20260722_182801_174,2026-07-22,18:38:59,2.000000,344.000000,1.000000,8.717563,8.717603,0.003711,1000,1000
20260722_182801_175,2026-07-22,18:39:02,2.000000,346.000000,1.000000,8.722331,8.721387,0.006971,1000,1000
20260722_182801_176,2026-07-22,18:39:06,2.000000,348.000000,1.000000,8.724392,8.722867,0.007484,1000,1000
20260722_182801_177,2026-07-22,18:39:09,2.000000,350.000000,1.000000,8.715582,8.715628,0.004894,1000,1000
20260722_182801_178,2026-07-22,18:39:12,2.000000,352.000000,1.000000,8.711343,8.711022,0.003426,1000,1000
20260722_182801_179,2026-07-22,18:39:14,2.000000,354.000000,1.000000,8.725936,8.727145,0.003858,1000,1000
20260722_182801_180,2026-07-22,18:39:17,2.000000,356.000000,1.000000,8.702002,8.705099,0.008368,1000,1000
20260722_182801_181,2026-07-22,18:39:20,2.000000,358.000000,1.000000,8.719064,8.719248,0.003760,1000,1000
20260722_182801_182,2026-07-22,18:39:24,4.000000,0.000000,1.000000,8.650731,8.650970,0.007837,1000,1000
20260722_182801_183,2026-07-22,18:39:27,4.000000,2.000000,1.000000,8.629494,8.629746,0.002739,1000,1000
20260722_182801_184,2026-07-22,18:39:30,4.000000,4.000000,1.000000,8.635049,8.635011,0.003774,1000,1000
20260722_182801_185,2026-07-22,18:39:33,4.000000,6.000000,1.000000,8.626477,8.628101,0.004473,1000,1000
20260722_182801_186,2026-07-22,18:39:36,4.000000,8.000000,1.000000,8.633297,8.631392,0.006015,1000,1000
20260722_182801_187,2026-07-22,18:39:39,4.000000,10.000000,1.000000,8.642353,8.645212,0.009881,1000,1000
20260722_182801_188,2026-07-22,18:39:42,4.000000,12.000000,1.000000,8.643982,8.645376,0.004675,1000,1000
20260722_182801_189,2026-07-22,18:39:45,4.000000,14.000000,1.000000,8.642435,8.642250,0.003773,1000,1000
20260722_182801_190,2026-07-22,18:39:48,4.000000,16.000000,1.000000,8.636710,8.636327,0.003894,1000,1000
20260722_182801_191,2026-07-22,18:39:51,4.000000,18.000000,1.000000,8.620243,8.621849,0.006000,1000,1000
20260722_182801_192,2026-07-22,18:39:54,4.000000,20.000000,1.000000,8.614792,8.614939,0.011063,1000,1000
20260722_182801_193,2026-07-22,18:39:57,4.000000,22.000000,1.000000,8.639563,8.638960,0.007903,1000,1000
20260722_182801_194,2026-07-22,18:39:59,4.000000,24.000000,1.000000,8.629030,8.630075,0.005745,1000,1000
20260722_182801_195,2026-07-22,18:40:02,4.000000,26.000000,1.000000,8.626258,8.626785,0.002639,1000,1000
20260722_182801_196,2026-07-22,18:40:05,4.000000,28.000000,1.000000,8.623610,8.623494,0.002366,1000,1000
20260722_182801_197,2026-07-22,18:40:08,4.000000,30.000000,1.000000,8.612431,8.610991,0.007710,1000,1000
20260722_182801_198,2026-07-22,18:40:11,4.000000,32.000000,1.000000,8.617458,8.616914,0.004000,1000,1000
20260722_182801_199,2026-07-22,18:40:14,4.000000,34.000000,1.000000,8.609723,8.609016,0.003744,1000,1000
20260722_182801_200,2026-07-22,18:40:17,4.000000,36.000000,1.000000,8.604135,8.604081,0.002446,1000,1000
20260722_182801_201,2026-07-22,18:40:20,4.000000,38.000000,1.000000,8.588085,8.589273,0.005747,1000,1000
20260722_182801_202,2026-07-22,18:40:23,4.000000,40.000000,1.000000,8.615501,8.616255,0.004035,1000,1000
20260722_182801_203,2026-07-22,18:40:26,4.000000,42.000000,1.000000,8.597411,8.596183,0.006141,1000,1000
20260722_182801_204,2026-07-22,18:40:29,4.000000,44.000000,1.000000,8.573200,8.570847,0.007598,1000,1000
20260722_182801_205,2026-07-22,18:40:32,4.000000,46.000000,1.000000,8.590326,8.589273,0.006136,1000,1000
20260722_182801_206,2026-07-22,18:40:35,4.000000,48.000000,1.000000,8.587796,8.587628,0.003849,1000,1000
20260722_182801_207,2026-07-22,18:40:37,4.000000,50.000000,1.000000,8.595216,8.595854,0.003392,1000,1000
20260722_182801_208,2026-07-22,18:40:40,4.000000,52.000000,1.000000,8.599538,8.600132,0.003774,1000,1000
20260722_182801_209,2026-07-22,18:40:43,4.000000,54.000000,1.000000,8.574635,8.571834,0.007800,1000,1000
20260722_182801_210,2026-07-22,18:40:46,4.000000,56.000000,1.000000,8.580093,8.584667,0.013160,1000,1000
20260722_182801_211,2026-07-22,18:40:49,4.000000,58.000000,1.000000,8.559020,8.557685,0.007818,1000,1000
20260722_182801_212,2026-07-22,18:40:52,4.000000,60.000000,1.000000,8.567618,8.567556,0.007964,1000,1000
20260722_182801_213,2026-07-22,18:40:55,4.000000,62.000000,1.000000,8.559195,8.557027,0.005668,1000,1000
20260722_182801_214,2026-07-22,18:40:58,4.000000,64.000000,1.000000,8.561988,8.560646,0.011126,1000,1000
20260722_182801_215,2026-07-22,18:41:01,4.000000,66.000000,1.000000,8.574561,8.573479,0.010387,1000,1000
20260722_182801_216,2026-07-22,18:41:04,4.000000,68.000000,1.000000,8.582155,8.583680,0.005160,1000,1000
20260722_182801_217,2026-07-22,18:41:07,4.000000,70.000000,1.000000,8.558543,8.559659,0.003486,1000,1000
20260722_182801_218,2026-07-22,18:41:10,4.000000,72.000000,1.000000,8.593107,8.594209,0.008223,1000,1000
20260722_182801_219,2026-07-22,18:41:13,4.000000,74.000000,1.000000,8.578012,8.578086,0.005103,1000,1000
20260722_182801_220,2026-07-22,18:41:16,4.000000,76.000000,1.000000,8.553627,8.553078,0.010105,1000,1000
20260722_182801_221,2026-07-22,18:41:19,4.000000,78.000000,1.000000,8.605566,8.607042,0.008030,1000,1000
20260722_182801_222,2026-07-22,18:41:21,4.000000,80.000000,1.000000,8.605730,8.599803,0.010455,1000,1000
20260722_182801_223,2026-07-22,18:41:24,4.000000,82.000000,1.000000,8.581259,8.581047,0.002720,1000,1000
20260722_182801_224,2026-07-22,18:41:27,4.000000,84.000000,1.000000,8.626985,8.627443,0.005013,1000,1000
20260722_182801_225,2026-07-22,18:41:30,4.000000,86.000000,1.000000,8.616364,8.615926,0.007494,1000,1000
20260722_182801_226,2026-07-22,18:41:33,4.000000,88.000000,1.000000,8.601066,8.598158,0.011182,1000,1000
20260722_182801_227,2026-07-22,18:41:36,4.000000,90.000000,1.000000,8.617673,8.622836,0.011153,1000,1000
20260722_182801_228,2026-07-22,18:41:39,4.000000,92.000000,1.000000,8.604206,8.604739,0.007380,1000,1000
20260722_182801_229,2026-07-22,18:41:42,4.000000,94.000000,1.000000,8.628304,8.627114,0.006667,1000,1000
20260722_182801_230,2026-07-22,18:41:45,4.000000,96.000000,1.000000,8.615752,8.616914,0.008048,1000,1000
20260722_182801_231,2026-07-22,18:41:48,4.000000,98.000000,1.000000,8.585968,8.584996,0.005314,1000,1000
20260722_182801_232,2026-07-22,18:41:52,4.000000,100.000000,1.000000,8.576727,8.576770,0.005193,1000,1000
20260722_182801_233,2026-07-22,18:41:54,4.000000,102.000000,1.000000,8.581007,8.578415,0.006821,1000,1000
20260722_182801_234,2026-07-22,18:41:58,4.000000,104.000000,1.000000,8.584999,8.584996,0.004615,1000,1000
20260722_182801_235,2026-07-22,18:42:01,4.000000,106.000000,1.000000,8.632206,8.637973,0.011303,1000,1000
20260722_182801_236,2026-07-22,18:42:04,4.000000,108.000000,1.000000,8.630745,8.631063,0.001886,1000,1000
20260722_182801_237,2026-07-22,18:42:07,4.000000,110.000000,1.000000,8.615054,8.614939,0.003155,1000,1000
20260722_182801_238,2026-07-22,18:42:11,4.000000,112.000000,1.000000,8.617652,8.617901,0.004354,1000,1000
20260722_182801_239,2026-07-22,18:42:14,4.000000,114.000000,1.000000,8.618345,8.617901,0.003449,1000,1000
20260722_182801_240,2026-07-22,18:42:18,4.000000,116.000000,1.000000,8.616027,8.616091,0.003296,1000,1000
