sample_id,date,time,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_182801_3469,2026-07-22,22:05:27,40.000000,94.000000,1.000000,3.782357,3.782649,0.001262,1000,1000
20260722_182801_3470,2026-07-22,22:05:31,40.000000,96.000000,1.000000,3.781420,3.781662,0.001050,1000,1000
20260722_182801_3471,2026-07-22,22:05:35,40.000000,98.000000,1.000000,3.775431,3.775410,0.000867,1000,1000
20260722_182801_3472,2026-07-22,22:05:39,40.000000,100.000000,1.000000,3.752558,3.752707,0.001699,1000,1000
20260722_182801_3473,2026-07-22,22:05:43,40.000000,102.000000,1.000000,3.744985,3.745139,0.001667,1000,1000
20260722_182801_3474,2026-07-22,22:05:47,40.000000,104.000000,1.000000,3.738619,3.738887,0.001226,1000,1000
20260722_182801_3475,2026-07-22,22:05:51,40.000000,106.000000,1.000000,3.729377,3.729345,0.001038,1000,1000
20260722_182801_3476,2026-07-22,22:05:55,40.000000,108.000000,1.000000,3.718803,3.718816,0.001155,1000,1000
20260722_182801_3477,2026-07-22,22:05:59,40.000000,110.000000,1.000000,3.699022,3.699074,0.001018,1000,1000
20260722_182801_3478,2026-07-22,22:06:03,40.000000,112.000000,1.000000,3.679082,3.679003,0.001059,1000,1000
20260722_182801_3479,2026-07-22,22:06:07,40.000000,114.000000,1.000000,3.667540,3.667487,0.000652,1000,1000
20260722_182801_3480,2026-07-22,22:06:11,40.000000,116.000000,1.000000,3.668268,3.668474,0.002025,1000,1000
20260722_182801_3481,2026-07-22,22:06:15,40.000000,118.000000,1.000000,3.658359,3.658274,0.001009,1000,1000
20260722_182801_3482,2026-07-22,22:06:19,40.000000,120.000000,1.000000,3.639672,3.639519,0.002560,1000,1000
20260722_182801_3483,2026-07-22,22:06:23,40.000000,122.000000,1.000000,3.634464,3.635242,0.002508,1000,1000
20260722_182801_3484,2026-07-22,22:06:27,40.000000,124.000000,1.000000,3.621998,3.621751,0.001750,1000,1000
20260722_182801_3485,2026-07-22,22:06:31,40.000000,126.000000,1.000000,3.618625,3.619448,0.002464,1000,1000
20260722_182801_3486,2026-07-22,22:06:35,40.000000,128.000000,1.000000,3.620441,3.620764,0.001438,1000,1000
20260722_182801_3487,2026-07-22,22:06:39,40.000000,130.000000,1.000000,3.620923,3.621093,0.000739,1000,1000
20260722_182801_3488,2026-07-22,22:06:43,40.000000,132.000000,1.000000,3.613564,3.613526,0.000928,1000,1000
20260722_182801_3489,2026-07-22,22:06:47,40.000000,134.000000,1.000000,3.603270,3.603490,0.001161,1000,1000
20260722_182801_3490,2026-07-22,22:06:51,40.000000,136.000000,1.000000,3.623691,3.623726,0.000948,1000,1000
20260722_182801_3491,2026-07-22,22:06:55,40.000000,138.000000,1.000000,3.620718,3.620764,0.000698,1000,1000
20260722_182801_3492,2026-07-22,22:06:59,40.000000,140.000000,1.000000,3.613555,3.613855,0.001215,1000,1000
20260722_182801_3493,2026-07-22,22:07:04,40.000000,142.000000,1.000000,3.612664,3.613197,0.003373,1000,1000
20260722_182801_3494,2026-07-22,22:07:08,40.000000,144.000000,1.000000,3.606377,3.606616,0.001004,1000,1000
20260722_182801_3495,2026-07-22,22:07:12,40.000000,146.000000,1.000000,3.618485,3.618790,0.001510,1000,1000
20260722_182801_3496,2026-07-22,22:07:16,40.000000,148.000000,1.000000,3.611722,3.611880,0.001013,1000,1000
20260722_182801_3497,2026-07-22,22:07:20,40.000000,150.000000,1.000000,3.630238,3.630635,0.002149,1000,1000
20260722_182801_3498,2026-07-22,22:07:24,40.000000,152.000000,1.000000,3.636082,3.636229,0.001345,1000,1000
20260722_182801_3499,2026-07-22,22:07:29,40.000000,154.000000,1.000000,3.640683,3.640506,0.000645,1000,1000
20260722_182801_3500,2026-07-22,22:07:33,40.000000,156.000000,1.000000,3.655430,3.655148,0.001359,1000,1000
20260722_182801_3501,2026-07-22,22:07:37,40.000000,158.000000,1.000000,3.667114,3.667816,0.002191,1000,1000
20260722_182801_3502,2026-07-22,22:07:41,40.000000,160.000000,1.000000,3.685051,3.684597,0.002351,1000,1000
20260722_182801_3503,2026-07-22,22:07:45,40.000000,162.000000,1.000000,3.726646,3.726713,0.001191,1000,1000
20260722_182801_3504,2026-07-22,22:07:50,40.000000,164.000000,1.000000,3.739762,3.740532,0.003130,1000,1000
20260722_182801_3505,2026-07-22,22:07:54,40.000000,166.000000,1.000000,3.766835,3.766855,0.004068,1000,1000
20260722_182801_3506,2026-07-22,22:07:58,40.000000,168.000000,1.000000,3.800669,3.801404,0.002656,1000,1000
20260722_182801_3507,2026-07-22,22:08:02,40.000000,170.000000,1.000000,3.834232,3.833320,0.002797,1000,1000
20260722_182801_3508,2026-07-22,22:08:07,40.000000,172.000000,1.000000,3.882156,3.882510,0.001924,1000,1000
20260722_182801_3509,2026-07-22,22:08:11,40.000000,174.000000,1.000000,3.913907,3.913275,0.001726,1000,1000
20260722_182801_3510,2026-07-22,22:08:15,40.000000,176.000000,1.000000,3.926800,3.925778,0.004894,1000,1000
20260722_182801_3511,2026-07-22,22:08:19,40.000000,178.000000,1.000000,3.941500,3.941572,0.002294,1000,1000
20260722_182801_3512,2026-07-22,22:08:24,40.000000,180.000000,1.000000,3.956018,3.955720,0.001775,1000,1000
20260722_182801_3513,2026-07-22,22:08:28,40.000000,182.000000,1.000000,3.950069,3.950127,0.001273,1000,1000
20260722_182801_3514,2026-07-22,22:08:32,40.000000,184.000000,1.000000,3.951730,3.951772,0.001012,1000,1000
20260722_182801_3515,2026-07-22,22:08:36,40.000000,186.000000,1.000000,3.949005,3.949140,0.001115,1000,1000
20260722_182801_3516,2026-07-22,22:08:41,40.000000,188.000000,1.000000,3.934979,3.934991,0.000791,1000,1000
20260722_182801_3517,2026-07-22,22:08:45,40.000000,190.000000,1.000000,3.909544,3.909656,0.001566,1000,1000
20260722_182801_3518,2026-07-22,22:08:49,40.000000,192.000000,1.000000,3.875790,3.875436,0.001214,1000,1000
20260722_182801_3519,2026-07-22,22:08:53,40.000000,194.000000,1.000000,3.850351,3.850101,0.001534,1000,1000
20260722_182801_3520,2026-07-22,22:08:58,40.000000,196.000000,1.000000,3.833401,3.832333,0.002832,1000,1000
20260722_182801_3521,2026-07-22,22:09:02,40.000000,198.000000,1.000000,3.835179,3.835294,0.000743,1000,1000
20260722_182801_3522,2026-07-22,22:09:06,40.000000,200.000000,1.000000,3.810875,3.811933,0.005584,1000,1000
20260722_182801_3523,2026-07-22,22:09:10,40.000000,202.000000,1.000000,3.795867,3.796139,0.002025,1000,1000
20260722_182801_3524,2026-07-22,22:09:14,40.000000,204.000000,1.000000,3.774577,3.775410,0.002639,1000,1000
20260722_182801_3525,2026-07-22,22:09:19,40.000000,206.000000,1.000000,3.780242,3.780345,0.001382,1000,1000
20260722_182801_3526,2026-07-22,22:09:23,40.000000,208.000000,1.000000,3.787411,3.787584,0.001577,1000,1000
20260722_182801_3527,2026-07-22,22:09:27,40.000000,210.000000,1.000000,3.772125,3.772120,0.001442,1000,1000
20260722_182801_3528,2026-07-22,22:09:31,40.000000,212.000000,1.000000,3.770719,3.770804,0.000850,1000,1000
20260722_182801_3529,2026-07-22,22:09:35,40.000000,214.000000,1.000000,3.776236,3.776397,0.001085,1000,1000
20260722_182801_3530,2026-07-22,22:09:39,40.000000,216.000000,1.000000,3.767100,3.767184,0.002368,1000,1000
20260722_182801_3531,2026-07-22,22:09:44,40.000000,218.000000,1.000000,3.777003,3.777055,0.001207,1000,1000
20260722_182801_3532,2026-07-22,22:09:48,40.000000,220.000000,1.000000,3.778412,3.778371,0.000721,1000,1000
20260722_182801_3533,2026-07-22,22:09:52,40.000000,222.000000,1.000000,3.777269,3.777713,0.001523,1000,1000
20260722_182801_3534,2026-07-22,22:09:56,40.000000,224.000000,1.000000,3.771025,3.771133,0.000769,1000,1000
20260722_182801_3535,2026-07-22,22:10:00,40.000000,226.000000,1.000000,3.767109,3.767184,0.000603,1000,1000
20260722_182801_3536,2026-07-22,22:10:04,40.000000,228.000000,1.000000,3.765486,3.765539,0.000974,1000,1000
20260722_182801_3537,2026-07-22,22:10:08,40.000000,230.000000,1.000000,3.767252,3.767513,0.001040,1000,1000
20260722_182801_3538,2026-07-22,22:10:13,40.000000,232.000000,1.000000,3.769139,3.769487,0.001485,1000,1000
20260722_182801_3539,2026-07-22,22:10:17,40.000000,234.000000,1.000000,3.768069,3.768171,0.000941,1000,1000
20260722_182801_3540,2026-07-22,22:10:21,40.000000,236.000000,1.000000,3.769254,3.770474,0.002901,1000,1000
20260722_182801_3541,2026-07-22,22:10:25,40.000000,238.000000,1.000000,3.774756,3.774752,0.000991,1000,1000
20260722_182801_3542,2026-07-22,22:10:29,40.000000,240.000000,1.000000,3.774330,3.774423,0.003406,1000,1000
20260722_182801_3543,2026-07-22,22:10:33,40.000000,242.000000,1.000000,3.767970,3.768171,0.001534,1000,1000
20260722_182801_3544,2026-07-22,22:10:37,40.000000,244.000000,1.000000,3.762943,3.763894,0.003361,1000,1000
20260722_182801_3545,2026-07-22,22:10:41,40.000000,246.000000,1.000000,3.741095,3.740861,0.001455,1000,1000
20260722_182801_3546,2026-07-22,22:10:46,40.000000,248.000000,1.000000,3.762386,3.762249,0.001784,1000,1000
20260722_182801_3547,2026-07-22,22:10:50,40.000000,250.000000,1.000000,3.752438,3.752707,0.002703,1000,1000
20260722_182801_3548,2026-07-22,22:10:54,40.000000,252.000000,1.000000,3.765462,3.765539,0.001143,1000,1000
20260722_182801_3549,2026-07-22,22:10:59,40.000000,254.000000,1.000000,3.775972,3.776068,0.000923,1000,1000
20260722_182801_3550,2026-07-22,22:11:03,40.000000,256.000000,1.000000,3.761790,3.761920,0.001104,1000,1000
20260722_182801_3551,2026-07-22,22:11:07,40.000000,258.000000,1.000000,3.769799,3.769816,0.001441,1000,1000
20260722_182801_3552,2026-07-22,22:11:11,40.000000,260.000000,1.000000,3.766267,3.766526,0.001153,1000,1000
20260722_182801_3553,2026-07-22,22:11:15,40.000000,262.000000,1.000000,3.783689,3.783636,0.000677,1000,1000
20260722_182801_3554,2026-07-22,22:11:19,40.000000,264.000000,1.000000,3.782365,3.782320,0.001007,1000,1000
20260722_182801_3555,2026-07-22,22:11:23,40.000000,266.000000,1.000000,3.783197,3.783307,0.001726,1000,1000
20260722_182801_3556,2026-07-22,22:11:28,40.000000,268.000000,1.000000,3.774798,3.774752,0.000955,1000,1000
20260722_182801_3557,2026-07-22,22:11:32,40.000000,270.000000,1.000000,3.776374,3.776726,0.001708,1000,1000
20260722_182801_3558,2026-07-22,22:11:36,40.000000,272.000000,1.000000,3.772985,3.773107,0.001221,1000,1000
20260722_182801_3559,2026-07-22,22:11:40,40.000000,274.000000,1.000000,3.774890,3.775739,0.003064,1000,1000
20260722_182801_3560,2026-07-22,22:11:44,40.000000,276.000000,1.000000,3.776552,3.776397,0.001054,1000,1000
20260722_182801_3561,2026-07-22,22:11:49,40.000000,278.000000,1.000000,3.756550,3.756655,0.001635,1000,1000
20260722_182801_3562,2026-07-22,22:11:53,40.000000,280.000000,1.000000,3.736304,3.735926,0.001775,1000,1000
20260722_182801_3563,2026-07-22,22:11:57,40.000000,282.000000,1.000000,3.731305,3.728852,0.005103,1000,1000
20260722_182801_3564,2026-07-22,22:12:01,40.000000,284.000000,1.000000,3.737751,3.739874,0.003680,1000,1000
20260722_182801_3565,2026-07-22,22:12:05,40.000000,286.000000,1.000000,3.741654,3.741190,0.001964,1000,1000
20260722_182801_3566,2026-07-22,22:12:09,40.000000,288.000000,1.000000,3.719555,3.720461,0.003447,1000,1000
20260722_182801_3567,2026-07-22,22:12:14,40.000000,290.000000,1.000000,3.693600,3.694139,0.002568,1000,1000
20260722_182801_3568,2026-07-22,22:12:18,40.000000,292.000000,1.000000,3.703095,3.704339,0.002830,1000,1000
20260722_182801_3569,2026-07-22,22:12:22,40.000000,294.000000,1.000000,3.713200,3.713223,0.000878,1000,1000
20260722_182801_3570,2026-07-22,22:12:26,40.000000,296.000000,1.000000,3.715038,3.714539,0.003076,1000,1000
20260722_182801_3571,2026-07-22,22:12:30,40.000000,298.000000,1.000000,3.700347,3.700390,0.001617,1000,1000
20260722_182801_3572,2026-07-22,22:12:34,40.000000,300.000000,1.000000,3.704093,3.704339,0.001279,1000,1000
20260722_182801_3573,2026-07-22,22:12:38,40.000000,302.000000,1.000000,3.717352,3.717500,0.001108,1000,1000
20260722_182801_3574,2026-07-22,22:12:43,40.000000,304.000000,1.000000,3.708956,3.708616,0.001183,1000,1000
20260722_182801_3575,2026-07-22,22:12:47,40.000000,306.000000,1.000000,3.691950,3.692494,0.002894,1000,1000
20260722_182801_3576,2026-07-22,22:12:51,40.000000,308.000000,1.000000,3.690781,3.692165,0.004090,1000,1000
20260722_182801_3577,2026-07-22,22:12:55,40.000000,310.000000,1.000000,3.707321,3.707300,0.002375,1000,1000
20260722_182801_3578,2026-07-22,22:12:59,40.000000,312.000000,1.000000,3.702918,3.703023,0.001251,1000,1000
20260722_182801_3579,2026-07-22,22:13:03,40.000000,314.000000,1.000000,3.694543,3.694139,0.001177,1000,1000
20260722_182801_3580,2026-07-22,22:13:07,40.000000,316.000000,1.000000,3.703505,3.703352,0.002021,1000,1000
20260722_182801_3581,2026-07-22,22:13:11,40.000000,318.000000,1.000000,3.707349,3.707300,0.000900,1000,1000
20260722_182801_3582,2026-07-22,22:13:16,40.000000,320.000000,1.000000,3.721510,3.721448,0.001161,1000,1000
20260722_182801_3583,2026-07-22,22:13:20,40.000000,322.000000,1.000000,3.716806,3.716842,0.001003,1000,1000
20260722_182801_3584,2026-07-22,22:13:24,40.000000,324.000000,1.000000,3.717145,3.716842,0.001642,1000,1000
20260722_182801_3585,2026-07-22,22:13:28,40.000000,326.000000,1.000000,3.737927,3.738229,0.002267,1000,1000
20260722_182801_3586,2026-07-22,22:13:32,40.000000,328.000000,1.000000,3.764796,3.764881,0.001400,1000,1000
20260722_182801_3587,2026-07-22,22:13:36,40.000000,330.000000,1.000000,3.773718,3.773765,0.002060,1000,1000
20260722_182801_3588,2026-07-22,22:13:40,40.000000,332.000000,1.000000,3.780227,3.780675,0.002216,1000,1000
20260722_182801_3589,2026-07-22,22:13:44,40.000000,334.000000,1.000000,3.795531,3.795810,0.002544,1000,1000
20260722_182801_3590,2026-07-22,22:13:48,40.000000,336.000000,1.000000,3.816573,3.816539,0.001350,1000,1000
20260722_182801_3591,2026-07-22,22:13:52,40.000000,338.000000,1.000000,3.837963,3.839736,0.004242,1000,1000
20260722_182801_3592,2026-07-22,22:13:57,40.000000,340.000000,1.000000,3.845995,3.846152,0.000947,1000,1000
20260722_182801_3593,2026-07-22,22:14:01,40.000000,342.000000,1.000000,3.883714,3.883662,0.001134,1000,1000
20260722_182801_3594,2026-07-22,22:14:05,40.000000,344.000000,1.000000,3.933014,3.933346,0.001251,1000,1000
20260722_182801_3595,2026-07-22,22:14:08,40.000000,346.000000,1.000000,3.971992,3.972501,0.002679,1000,1000
20260722_182801_3596,2026-07-22,22:14:12,40.000000,348.000000,1.000000,4.013355,4.011656,0.007837,1000,1000
20260722_182801_3597,2026-07-22,22:14:16,40.000000,350.000000,1.000000,4.044857,4.045218,0.001937,1000,1000
20260722_182801_3598,2026-07-22,22:14:20,40.000000,352.000000,1.000000,4.077396,4.079766,0.006244,1000,1000
20260722_182801_3599,2026-07-22,22:14:24,40.000000,354.000000,1.000000,4.098116,4.098192,0.001592,1000,1000
20260722_182801_3600,2026-07-22,22:14:28,40.000000,356.000000,1.000000,4.108152,4.109050,0.002392,1000,1000
20260722_182801_3601,2026-07-22,22:14:32,40.000000,358.000000,1.000000,4.098970,4.099179,0.002495,1000,1000
20260722_182801_3602,2026-07-22,22:14:36,42.000000,0.000000,1.000000,3.753824,3.753365,0.002011,1000,1000
20260722_182801_3603,2026-07-22,22:14:40,42.000000,2.000000,1.000000,3.736437,3.736913,0.002334,1000,1000
20260722_182801_3604,2026-07-22,22:14:43,42.000000,4.000000,1.000000,3.725305,3.725726,0.004313,1000,1000
20260722_182801_3605,2026-07-22,22:14:47,42.000000,6.000000,1.000000,3.713313,3.712894,0.001642,1000,1000
20260722_182801_3606,2026-07-22,22:14:50,42.000000,8.000000,1.000000,3.711199,3.709932,0.002527,1000,1000
20260722_182801_3607,2026-07-22,22:14:54,42.000000,10.000000,1.000000,3.699506,3.700390,0.002333,1000,1000
20260722_182801_3608,2026-07-22,22:14:57,42.000000,12.000000,1.000000,3.676125,3.675055,0.004453,1000,1000
20260722_182801_3609,2026-07-22,22:15:01,42.000000,14.000000,1.000000,3.657140,3.656958,0.000724,1000,1000
20260722_182801_3610,2026-07-22,22:15:04,42.000000,16.000000,1.000000,3.634512,3.634584,0.001100,1000,1000
20260722_182801_3611,2026-07-22,22:15:07,42.000000,18.000000,1.000000,3.618182,3.618132,0.001162,1000,1000
20260722_182801_3612,2026-07-22,22:15:11,42.000000,20.000000,1.000000,3.593658,3.594442,0.002116,1000,1000
20260722_182801_3613,2026-07-22,22:15:14,42.000000,22.000000,1.000000,3.595786,3.596087,0.001055,1000,1000
20260722_182801_3614,2026-07-22,22:15:18,42.000000,24.000000,1.000000,3.548884,3.549035,0.002387,1000,1000
20260722_182801_3615,2026-07-22,22:15:21,42.000000,26.000000,1.000000,3.533496,3.533900,0.002069,1000,1000
20260722_182801_3616,2026-07-22,22:15:24,42.000000,28.000000,1.000000,3.522824,3.523700,0.003409,1000,1000
20260722_182801_3617,2026-07-22,22:15:28,42.000000,30.000000,1.000000,3.505349,3.505274,0.001326,1000,1000
20260722_182801_3618,2026-07-22,22:15:31,42.000000,32.000000,1.000000,3.458962,3.459538,0.002016,1000,1000
20260722_182801_3619,2026-07-22,22:15:34,42.000000,34.000000,1.000000,3.448655,3.448845,0.002208,1000,1000
20260722_182801_3620,2026-07-22,22:15:38,42.000000,36.000000,1.000000,3.412404,3.412486,0.000984,1000,1000
20260722_182801_3621,2026-07-22,22:15:41,42.000000,38.000000,1.000000,3.413753,3.414461,0.002945,1000,1000
20260722_182801_3622,2026-07-22,22:15:44,42.000000,40.000000,1.000000,3.385144,3.384848,0.001324,1000,1000
20260722_182801_3623,2026-07-22,22:15:48,42.000000,42.000000,1.000000,3.382550,3.382544,0.000901,1000,1000
20260722_182801_3624,2026-07-22,22:15:51,42.000000,44.000000,1.000000,3.381031,3.381228,0.001369,1000,1000
20260722_182801_3625,2026-07-22,22:15:54,42.000000,46.000000,1.000000,3.407138,3.407222,0.002677,1000,1000
20260722_182801_3626,2026-07-22,22:15:57,42.000000,48.000000,1.000000,3.404821,3.404919,0.002386,1000,1000
20260722_182801_3627,2026-07-22,22:16:01,42.000000,50.000000,1.000000,3.398181,3.398009,0.002168,1000,1000
20260722_182801_3628,2026-07-22,22:16:04,42.000000,52.000000,1.000000,3.397992,3.397680,0.001423,1000,1000
20260722_182801_3629,2026-07-22,22:16:07,42.000000,54.000000,1.000000,3.397632,3.398009,0.001751,1000,1000
20260722_182801_3630,2026-07-22,22:16:11,42.000000,56.000000,1.000000,3.415481,3.414790,0.002091,1000,1000
20260722_182801_3631,2026-07-22,22:16:14,42.000000,58.000000,1.000000,3.416411,3.416435,0.000819,1000,1000
20260722_182801_3632,2026-07-22,22:16:17,42.000000,60.000000,1.000000,3.437833,3.437493,0.001330,1000,1000
20260722_182801_3633,2026-07-22,22:16:20,42.000000,62.000000,1.000000,3.428242,3.428280,0.001188,1000,1000
20260722_182801_3634,2026-07-22,22:16:24,42.000000,64.000000,1.000000,3.435835,3.435519,0.001767,1000,1000
20260722_182801_3635,2026-07-22,22:16:27,42.000000,66.000000,1.000000,3.450898,3.450654,0.002039,1000,1000
20260722_182801_3636,2026-07-22,22:16:30,42.000000,68.000000,1.000000,3.437148,3.436835,0.001561,1000,1000
20260722_182801_3637,2026-07-22,22:16:34,42.000000,70.000000,1.000000,3.457756,3.457564,0.002583,1000,1000
20260722_182801_3638,2026-07-22,22:16:37,42.000000,72.000000,1.000000,3.452080,3.451970,0.001023,1000,1000
20260722_182801_3639,2026-07-22,22:16:41,42.000000,74.000000,1.000000,3.460568,3.461512,0.002634,1000,1000
20260722_182801_3640,2026-07-22,22:16:44,42.000000,76.000000,1.000000,3.457402,3.456906,0.004160,1000,1000
20260722_182801_3641,2026-07-22,22:16:47,42.000000,78.000000,1.000000,3.426310,3.425648,0.001966,1000,1000
20260722_182801_3642,2026-07-22,22:16:50,42.000000,80.000000,1.000000,3.432832,3.432557,0.001209,1000,1000
20260722_182801_3643,2026-07-22,22:16:54,42.000000,82.000000,1.000000,3.453285,3.452957,0.001119,1000,1000
20260722_182801_3644,2026-07-22,22:16:57,42.000000,84.000000,1.000000,3.435897,3.436177,0.002016,1000,1000
20260722_182801_3645,2026-07-22,22:17:00,42.000000,86.000000,1.000000,3.442850,3.442099,0.002671,1000,1000
20260722_182801_3646,2026-07-22,22:17:04,42.000000,88.000000,1.000000,3.435281,3.435190,0.000946,1000,1000
20260722_182801_3647,2026-07-22,22:17:07,42.000000,90.000000,1.000000,3.445177,3.445061,0.001502,1000,1000
20260722_182801_3648,2026-07-22,22:17:10,42.000000,92.000000,1.000000,3.429616,3.429267,0.001378,1000,1000
20260722_182801_3649,2026-07-22,22:17:14,42.000000,94.000000,1.000000,3.438219,3.438809,0.001722,1000,1000
20260722_182801_3650,2026-07-22,22:17:18,42.000000,96.000000,1.000000,3.434064,3.434203,0.000989,1000,1000
20260722_182801_3651,2026-07-22,22:17:22,42.000000,98.000000,1.000000,3.421068,3.421041,0.001569,1000,1000
20260722_182801_3652,2026-07-22,22:17:26,42.000000,100.000000,1.000000,3.403972,3.403932,0.001227,1000,1000
20260722_182801_3653,2026-07-22,22:17:30,42.000000,102.000000,1.000000,3.398254,3.397680,0.001840,1000,1000
20260722_182801_3654,2026-07-22,22:17:34,42.000000,104.000000,1.000000,3.402160,3.402286,0.001218,1000,1000
20260722_182801_3655,2026-07-22,22:17:38,42.000000,106.000000,1.000000,3.383796,3.383861,0.000906,1000,1000
20260722_182801_3656,2026-07-22,22:17:42,42.000000,108.000000,1.000000,3.367493,3.367738,0.001304,1000,1000
20260722_182801_3657,2026-07-22,22:17:46,42.000000,110.000000,1.000000,3.354468,3.354248,0.000865,1000,1000
20260722_182801_3658,2026-07-22,22:17:50,42.000000,112.000000,1.000000,3.325824,3.325951,0.000921,1000,1000
20260722_182801_3659,2026-07-22,22:17:54,42.000000,114.000000,1.000000,3.332475,3.332531,0.001274,1000,1000
20260722_182801_3660,2026-07-22,22:17:58,42.000000,116.000000,1.000000,3.302532,3.302919,0.001589,1000,1000
20260722_182801_3661,2026-07-22,22:18:02,42.000000,118.000000,1.000000,3.289841,3.290086,0.001245,1000,1000
20260722_182801_3662,2026-07-22,22:18:06,42.000000,120.000000,1.000000,3.276987,3.276925,0.001129,1000,1000
20260722_182801_3663,2026-07-22,22:18:10,42.000000,122.000000,1.000000,3.252831,3.252906,0.001065,1000,1000
20260722_182801_3664,2026-07-22,22:18:14,42.000000,124.000000,1.000000,3.254980,3.255209,0.001161,1000,1000
20260722_182801_3665,2026-07-22,22:18:18,42.000000,126.000000,1.000000,3.222985,3.222635,0.002151,1000,1000
20260722_182801_3666,2026-07-22,22:18:22,42.000000,128.000000,1.000000,3.225802,3.225596,0.002347,1000,1000
20260722_182801_3667,2026-07-22,22:18:26,42.000000,130.000000,1.000000,3.227737,3.228228,0.002531,1000,1000
20260722_182801_3668,2026-07-22,22:18:30,42.000000,132.000000,1.000000,3.234508,3.234480,0.001499,1000,1000
20260722_182801_3669,2026-07-22,22:18:34,42.000000,134.000000,1.000000,3.244601,3.244680,0.002593,1000,1000
20260722_182801_3670,2026-07-22,22:18:38,42.000000,136.000000,1.000000,3.224824,3.224609,0.001008,1000,1000
20260722_182801_3671,2026-07-22,22:18:43,42.000000,138.000000,1.000000,3.235497,3.235796,0.001963,1000,1000
20260722_182801_3672,2026-07-22,22:18:47,42.000000,140.000000,1.000000,3.243499,3.242706,0.002637,1000,1000
20260722_182801_3673,2026-07-22,22:18:51,42.000000,142.000000,1.000000,3.247428,3.247641,0.001020,1000,1000
20260722_182801_3674,2026-07-22,22:18:55,42.000000,144.000000,1.000000,3.236416,3.236454,0.001653,1000,1000
20260722_182801_3675,2026-07-22,22:18:59,42.000000,146.000000,1.000000,3.256194,3.256196,0.000990,1000,1000
20260722_182801_3676,2026-07-22,22:19:03,42.000000,148.000000,1.000000,3.246779,3.246654,0.001605,1000,1000
20260722_182801_3677,2026-07-22,22:19:07,42.000000,150.000000,1.000000,3.246244,3.246325,0.000713,1000,1000
20260722_182801_3678,2026-07-22,22:19:11,42.000000,152.000000,1.000000,3.234153,3.233822,0.002289,1000,1000
20260722_182801_3679,2026-07-22,22:19:16,42.000000,154.000000,1.000000,3.258015,3.258170,0.000993,1000,1000
20260722_182801_3680,2026-07-22,22:19:20,42.000000,156.000000,1.000000,3.266876,3.266067,0.002324,1000,1000
20260722_182801_3681,2026-07-22,22:19:24,42.000000,158.000000,1.000000,3.294318,3.295022,0.002452,1000,1000
20260722_182801_3682,2026-07-22,22:19:28,42.000000,160.000000,1.000000,3.303217,3.302590,0.001730,1000,1000
20260722_182801_3683,2026-07-22,22:19:33,42.000000,162.000000,1.000000,3.347964,3.347996,0.001058,1000,1000
20260722_182801_3684,2026-07-22,22:19:37,42.000000,164.000000,1.000000,3.366192,3.366422,0.001594,1000,1000
20260722_182801_3685,2026-07-22,22:19:41,42.000000,166.000000,1.000000,3.382274,3.382873,0.002042,1000,1000
20260722_182801_3686,2026-07-22,22:19:45,42.000000,168.000000,1.000000,3.402132,3.401957,0.001748,1000,1000
20260722_182801_3687,2026-07-22,22:19:50,42.000000,170.000000,1.000000,3.441276,3.441112,0.000975,1000,1000
20260722_182801_3688,2026-07-22,22:19:54,42.000000,172.000000,1.000000,3.463905,3.463487,0.001299,1000,1000
20260722_182801_3689,2026-07-22,22:19:58,42.000000,174.000000,1.000000,3.488397,3.488164,0.002296,1000,1000
20260722_182801_3690,2026-07-22,22:20:03,42.000000,176.000000,1.000000,3.504374,3.504945,0.002690,1000,1000
20260722_182801_3691,2026-07-22,22:20:07,42.000000,178.000000,1.000000,3.522316,3.525016,0.005013,1000,1000
20260722_182801_3692,2026-07-22,22:20:11,42.000000,180.000000,1.000000,3.541469,3.541467,0.000956,1000,1000
20260722_182801_3693,2026-07-22,22:20:16,42.000000,182.000000,1.000000,3.536508,3.536203,0.001967,1000,1000
20260722_182801_3694,2026-07-22,22:20:20,42.000000,184.000000,1.000000,3.528388,3.528306,0.001986,1000,1000
20260722_182801_3695,2026-07-22,22:20:24,42.000000,186.000000,1.000000,3.523187,3.523041,0.001200,1000,1000
20260722_182801_3696,2026-07-22,22:20:29,42.000000,188.000000,1.000000,3.506761,3.506590,0.001272,1000,1000
20260722_182801_3697,2026-07-22,22:20:33,42.000000,190.000000,1.000000,3.485976,3.486190,0.001641,1000,1000
20260722_182801_3698,2026-07-22,22:20:37,42.000000,192.000000,1.000000,3.460172,3.460196,0.001834,1000,1000
20260722_182801_3699,2026-07-22,22:20:42,42.000000,194.000000,1.000000,3.441797,3.441770,0.001355,1000,1000
20260722_182801_3700,2026-07-22,22:20:46,42.000000,196.000000,1.000000,3.439751,3.439796,0.001075,1000,1000
20260722_182801_3701,2026-07-22,22:20:50,42.000000,198.000000,1.000000,3.426479,3.426635,0.001880,1000,1000
20260722_182801_3702,2026-07-22,22:20:54,42.000000,200.000000,1.000000,3.420990,3.419725,0.003160,1000,1000
20260722_182801_3703,2026-07-22,22:20:59,42.000000,202.000000,1.000000,3.449928,3.450325,0.003042,1000,1000
20260722_182801_3704,2026-07-22,22:21:03,42.000000,204.000000,1.000000,3.436316,3.436177,0.001547,1000,1000
