Case,Area_mm2,RMS_full_cm,RMS_conditional_cm,Coverage_percent
1,5,64.0219872855452,64.0219872855452,100
1,5.38884577076006,59.4023191690967,59.4023191690967,100
1,5.80793174820771,55.1159948679682,55.1159948679682,100
1,6.25960968763844,51.138961117637,51.138961117637,100
1,6.74641423836782,47.4489002776045,47.4489002776045,100
1,7.27107716724477,44.0251050930636,44.0251050930636,100
1,7.8365426883154,40.848362493453,40.848362493453,100
1,8.44598398466182,37.9008457758215,37.9008457758215,100
1,9.1028210151304,35.166014567973,35.166014567973,100
1,9.81073970587425,32.6285220100231,32.6285220100231,100
1,10.5737126344056,30.2741286335062,30.2741286335062,100
1,11.3960213222298,28.0896224547509,28.0896224547509,100
1,12.2822802611579,26.0627448341215,26.0627448341215,100
1,13.2374628081261,24.1821216850724,24.1821216850724,100
1,14.2669290938328,22.4371996469865,22.4371996469865,100
1,15.3764561018069,20.8181868636239,20.8181868636239,100
1,16.5722700866999,19.3159980348516,19.3159980348516,100
1,17.8610815137213,17.9222034333033,17.9222034333033,100
1,19.2501227152835,16.6289815998719,16.6289815998719,100
1,20.7471884761735,15.4290754525774,15.4290754525774,100
1,22.3606797749979,14.3157515625106,14.3157515625106,100
1,24.0996509273635,13.2827623683239,13.2827623683239,100
1,25.9738603953433,12.3243111172306,12.3243111172306,100
1,26.4,12.1253763798381,12.1253763798381,100
1,27.9938255483516,11.4350193357755,11.4350193357755,100
1,30.1708816827258,10.6098966478332,10.6098966478332,100
1,32.5172456312118,9.84431277046624,9.84431277046624,100
1,35.0460843193044,9.13397153049138,9.13397153049138,100
1,37.7715886531567,8.47488675594727,8.47488675594727,100
1,40.7090531536905,7.86335990717354,7.86335990717354,100
1,43.8749617837822,7.29595932197598,7.29595932197598,100
1,47.2870804501588,6.76950095840927,6.76950095840927,100
1,50.9645566990858,6.28103052711274,6.28103052711274,100
1,54.9280271653059,5.82780691293271,5.82780691293271,100
1,59.1997333771905,5.40728679279937,5.40728679279937,100
