Case,Height_m,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
1,0,1.76955686952209,1.76955686952209,100,0
1,0.6,0.962145151570563,0.962145151570563,100,0
1,1.2,0.651351914400973,0.651351914400973,100,0
