Case,K,Budget,RMS_full_cm,RMS_conditional_cm,Coverage_percent
2,35,per_orientation,1.27913714465747,1.27913714465747,100
2,36,per_orientation,1.24790092335139,1.24790092335139,100
2,37,per_orientation,1.24108093767348,1.24108093767348,100
2,38,per_orientation,1.23610109540342,1.23610109540342,100
2,39,per_orientation,1.2051830256465,1.2051830256465,100
2,40,per_orientation,1.17200145863346,1.17200145863346,100
2,41,per_orientation,1.17471415380692,1.17471415380692,100
2,42,per_orientation,1.17075248934562,1.17075248934562,100
2,43,per_orientation,1.16757903365656,1.16757903365656,100
2,44,per_orientation,1.115350519791,1.115350519791,100
2,45,per_orientation,1.13659364500628,1.13659364500628,100
2,46,per_orientation,1.10446688166926,1.10446688166926,100
2,47,per_orientation,1.10395535962563,1.10395535962563,100
2,48,per_orientation,1.06340040663835,1.06340040663835,100
2,49,per_orientation,1.07903531234005,1.07903531234005,100
2,50,per_orientation,1.05780051132105,1.05780051132105,100
2,51,per_orientation,1.05557253995536,1.05557253995536,100
2,52,per_orientation,1.02050758900372,1.02050758900372,100
2,53,per_orientation,1.03382036917043,1.03382036917043,100
2,54,per_orientation,1.01734931966932,1.01734931966932,100
2,55,per_orientation,1.01323814799312,1.01323814799312,100
2,56,per_orientation,0.999382170548338,0.999382170548338,100
2,57,per_orientation,1.00831441100622,1.00831441100622,100
2,58,per_orientation,1.00249303027681,1.00249303027681,100
2,59,per_orientation,0.988151757205967,0.988151757205967,100
2,60,per_orientation,1.00347732573861,1.00347732573861,100
2,61,per_orientation,0.97084047126479,0.97084047126479,100
2,62,per_orientation,0.966537978210099,0.966537978210099,100
2,63,per_orientation,0.953416672866441,0.953416672866441,100
2,64,per_orientation,0.966866755421441,0.966866755421441,100
2,65,per_orientation,0.936696917788477,0.936696917788477,100
2,66,per_orientation,0.933764987596731,0.933764987596731,100
2,67,per_orientation,0.922021239816624,0.922021239816624,100
2,68,per_orientation,0.932464427926622,0.932464427926622,100
2,69,per_orientation,0.905253735741626,0.905253735741626,100
2,70,per_orientation,0.903725087111507,0.903725087111507,100
2,71,per_orientation,0.901658751977795,0.901658751977795,100
2,72,per_orientation,0.904034507149753,0.904034507149753,100
2,73,per_orientation,0.886930100119021,0.886930100119021,100
2,74,per_orientation,0.875461653146053,0.875461653146053,100
2,75,per_orientation,0.873898559423458,0.873898559423458,100
2,76,per_orientation,0.873387679392571,0.873387679392571,100
2,77,per_orientation,0.861043565928266,0.861043565928266,100
2,78,per_orientation,0.851513148993274,0.851513148993274,100
2,79,per_orientation,0.849701785924776,0.849701785924776,100
2,80,per_orientation,0.848951800011481,0.848951800011481,100
2,81,per_orientation,0.838052143831013,0.838052143831013,100
2,82,per_orientation,0.829036177651522,0.829036177651522,100
2,83,per_orientation,0.826642917928576,0.826642917928576,100
2,84,per_orientation,0.827361885172677,0.827361885172677,100
2,85,per_orientation,0.823652414243948,0.823652414243948,100
2,86,per_orientation,0.824168401658517,0.824168401658517,100
2,87,per_orientation,0.813143912923995,0.813143912923995,100
2,88,per_orientation,0.806208357022845,0.806208357022845,100
2,89,per_orientation,0.803031484406405,0.803031484406405,100
2,90,per_orientation,0.803106455897166,0.803106455897166,100
2,91,per_orientation,0.792684354117049,0.792684354117049,100
2,92,per_orientation,0.780368042198602,0.780368042198602,100
2,93,per_orientation,0.782072115896164,0.782072115896164,100
2,94,per_orientation,0.779667887191388,0.779667887191388,100
2,95,per_orientation,0.773532058250883,0.773532058250883,100
2,96,per_orientation,0.763491195432013,0.763491195432013,100
2,97,per_orientation,0.764582520985502,0.764582520985502,100
2,98,per_orientation,0.762418059725441,0.762418059725441,100
2,99,per_orientation,0.762710878782915,0.762710878782915,100
2,100,per_orientation,0.747486650706104,0.747486650706104,100
3,1,per_orientation,Inf,NaN,0
3,2,per_orientation,Inf,NaN,0
3,3,per_orientation,Inf,0.730176896547462,96.0270498732037
3,4,per_orientation,Inf,0.704471447490273,99.6618765849535
3,5,per_orientation,0.714418974719238,0.714418974719238,100
3,6,per_orientation,0.630309772810562,0.630309772810562,100
3,7,per_orientation,0.564954611790316,0.564954611790316,100
3,8,per_orientation,0.543234764765326,0.543234764765326,100
3,9,per_orientation,0.495605857992737,0.495605857992737,100
3,10,per_orientation,0.471189825282872,0.471189825282872,100
3,11,per_orientation,0.44319711252834,0.44319711252834,100
3,12,per_orientation,0.43370179705831,0.43370179705831,100
3,13,per_orientation,0.4073747652527,0.4073747652527,100
3,14,per_orientation,0.393843702086956,0.393843702086956,100
3,15,per_orientation,0.383531027217269,0.383531027217269,100
3,16,per_orientation,0.370238865527632,0.370238865527632,100
3,17,per_orientation,0.359073558990579,0.359073558990579,100
3,18,per_orientation,0.346776736592701,0.346776736592701,100
3,19,per_orientation,0.338360233193218,0.338360233193218,100
3,20,per_orientation,0.330725260671964,0.330725260671964,100
3,21,per_orientation,0.321463359986279,0.321463359986279,100
3,22,per_orientation,0.31198789518164,0.31198789518164,100
3,23,per_orientation,0.30612396461258,0.30612396461258,100
3,24,per_orientation,0.300856421544273,0.300856421544273,100
3,25,per_orientation,0.293591606340849,0.293591606340849,100
3,26,per_orientation,0.286662519383589,0.286662519383589,100
3,27,per_orientation,0.282666511909396,0.282666511909396,100
3,28,per_orientation,0.277747206188794,0.277747206188794,100
3,29,per_orientation,0.273723856201836,0.273723856201836,100
3,30,per_orientation,0.270273703354634,0.270273703354634,100
3,31,per_orientation,0.264434213314213,0.264434213314213,100
3,32,per_orientation,0.259347292872879,0.259347292872879,100
3,33,per_orientation,0.25624480987281,0.25624480987281,100
3,34,per_orientation,0.253238765910983,0.253238765910983,100
3,35,per_orientation,0.248541184440288,0.248541184440288,100
3,36,per_orientation,0.244784439848,0.244784439848,100
3,37,per_orientation,0.241467841427518,0.241467841427518,100
3,38,per_orientation,0.238749966455513,0.238749966455513,100
3,39,per_orientation,0.235147595064283,0.235147595064283,100
3,40,per_orientation,0.231202606873008,0.231202606873008,100
3,41,per_orientation,0.229325701949167,0.229325701949167,100
3,42,per_orientation,0.227009770091662,0.227009770091662,100
3,43,per_orientation,0.224892899966464,0.224892899966464,100
3,44,per_orientation,0.220391624621352,0.220391624621352,100
3,45,per_orientation,0.219600669379299,0.219600669379299,100
3,46,per_orientation,0.216144664603906,0.216144664603906,100
3,47,per_orientation,0.214354715481087,0.214354715481087,100
3,48,per_orientation,0.210819429182027,0.210819429182027,100
3,49,per_orientation,0.209892672978002,0.209892672978002,100
3,50,per_orientation,0.207430832304703,0.207430832304703,100
3,51,per_orientation,0.205631290984796,0.205631290984796,100
3,52,per_orientation,0.202533739759124,0.202533739759124,100
3,53,per_orientation,0.20169860652953,0.20169860652953,100
3,54,per_orientation,0.199652495225186,0.199652495225186,100
3,55,per_orientation,0.197874560092619,0.197874560092619,100
3,56,per_orientation,0.196314794874185,0.196314794874185,100
3,57,per_orientation,0.194972623865521,0.194972623865521,100
3,58,per_orientation,0.193309663639357,0.193309663639357,100
3,59,per_orientation,0.191474995587554,0.191474995587554,100
3,60,per_orientation,0.191049840482622,0.191049840482622,100
3,61,per_orientation,0.18829984363384,0.18829984363384,100
3,62,per_orientation,0.186913177710848,0.186913177710848,100
3,63,per_orientation,0.185244603584011,0.185244603584011,100
3,64,per_orientation,0.184785057720322,0.184785057720322,100
3,65,per_orientation,0.182223022748643,0.182223022748643,100
3,66,per_orientation,0.181021817515615,0.181021817515615,100
3,67,per_orientation,0.179525271039003,0.179525271039003,100
3,68,per_orientation,0.179004556121061,0.179004556121061,100
3,69,per_orientation,0.176735782034886,0.176735782034886,100
3,70,per_orientation,0.175692759374329,0.175692759374329,100
3,71,per_orientation,0.174626335649532,0.174626335649532,100
3,72,per_orientation,0.173980653460392,0.173980653460392,100
3,73,per_orientation,0.172086972029246,0.172086972029246,100
3,74,per_orientation,0.170636164040889,0.170636164040889,100
3,75,per_orientation,0.16973637200593,0.16973637200593,100
3,76,per_orientation,0.168773930356658,0.168773930356658,100
3,77,per_orientation,0.167445036127744,0.167445036127744,100
3,78,per_orientation,0.166221891590372,0.166221891590372,100
3,79,per_orientation,0.165335222130305,0.165335222130305,100
3,80,per_orientation,0.1643991878456,0.1643991878456,100
3,81,per_orientation,0.163242908374469,0.163242908374469,100
3,82,per_orientation,0.162075628421498,0.162075628421498,100
3,83,per_orientation,0.161171070585906,0.161171070585906,100
3,84,per_orientation,0.160487883537077,0.160487883537077,100
3,85,per_orientation,0.159556944951315,0.159556944951315,100
3,86,per_orientation,0.158947814521439,0.158947814521439,100
3,87,per_orientation,0.157693914757222,0.157693914757222,100
3,88,per_orientation,0.156674650165483,0.156674650165483,100
3,89,per_orientation,0.155861342280409,0.155861342280409,100
3,90,per_orientation,0.155241483321082,0.155241483321082,100
3,91,per_orientation,0.15406312924947,0.15406312924947,100
3,92,per_orientation,0.152797987934678,0.152797987934678,100
3,93,per_orientation,0.15229314996265,0.15229314996265,100
3,94,per_orientation,0.151524020142754,0.151524020142754,100
3,95,per_orientation,0.150711365858878,0.150711365858878,100
3,96,per_orientation,0.149647877151298,0.149647877151298,100
3,97,per_orientation,0.149088023635399,0.149088023635399,100
3,98,per_orientation,0.148379001157093,0.148379001157093,100
3,99,per_orientation,0.147851875129893,0.147851875129893,100
3,100,per_orientation,0.146643491621887,0.146643491621887,100
4,1,per_orientation,Inf,NaN,0
4,2,per_orientation,Inf,NaN,0
4,3,per_orientation,Inf,0.750798142035697,96.0270498732037
4,4,per_orientation,Inf,0.664963632731208,99.6618765849535
4,5,per_orientation,0.612803978155728,0.612803978155728,100
4,6,per_orientation,0.554438485485228,0.554438485485228,100
4,7,per_orientation,0.508937209479552,0.508937209479552,100
4,8,per_orientation,0.47843367776792,0.47843367776792,100
4,9,per_orientation,0.448023368647214,0.448023368647214,100
4,10,per_orientation,0.425208518137967,0.425208518137967,100
4,11,per_orientation,0.403970626411241,0.403970626411241,100
4,12,per_orientation,0.388892077836153,0.388892077836153,100
4,13,per_orientation,0.371493042318917,0.371493042318917,100
4,14,per_orientation,0.358304693723264,0.358304693723264,100
4,15,per_orientation,0.346777421029835,0.346777421029835,100
4,16,per_orientation,0.335346057574513,0.335346057574513,100
4,17,per_orientation,0.325513107446783,0.325513107446783,100
4,18,per_orientation,0.315909861544044,0.315909861544044,100
4,19,per_orientation,0.307541044315105,0.307541044315105,100
4,20,per_orientation,0.300008330602834,0.300008330602834,100
4,21,per_orientation,0.292474852143078,0.292474852143078,100
4,22,per_orientation,0.285261972253066,0.285261972253066,100
4,23,per_orientation,0.279216516167048,0.279216516167048,100
4,24,per_orientation,0.273679911746999,0.273679911746999,100
4,25,per_orientation,0.267854316039923,0.267854316039923,100
4,26,per_orientation,0.262345422188824,0.262345422188824,100
4,27,per_orientation,0.257779748060318,0.257779748060318,100
4,28,per_orientation,0.253167035520295,0.253167035520295,100
4,29,per_orientation,0.248890705638101,0.248890705638101,100
4,30,per_orientation,0.244991959852964,0.244991959852964,100
4,31,per_orientation,0.240678174091998,0.240678174091998,100
4,32,per_orientation,0.236676019326302,0.236676019326302,100
4,33,per_orientation,0.233251963776857,0.233251963776857,100
4,34,per_orientation,0.229994361345725,0.229994361345725,100
4,35,per_orientation,0.226444985792966,0.226444985792966,100
4,36,per_orientation,0.223267707491885,0.223267707491885,100
4,37,per_orientation,0.22015757125141,0.22015757125141,100
4,38,per_orientation,0.217340389235914,0.217340389235914,100
4,39,per_orientation,0.21444768665159,0.21444768665159,100
4,40,per_orientation,0.211507385680565,0.211507385680565,100
4,41,per_orientation,0.209149155306738,0.209149155306738,100
4,42,per_orientation,0.206734199227992,0.206734199227992,100
4,43,per_orientation,0.204446134399074,0.204446134399074,100
4,44,per_orientation,0.20165429026878,0.20165429026878,100
4,45,per_orientation,0.199794127179123,0.199794127179123,100
4,46,per_orientation,0.197358954419375,0.197358954419375,100
4,47,per_orientation,0.195363689643241,0.195363689643241,100
4,48,per_orientation,0.193034741593513,0.193034741593513,100
4,49,per_orientation,0.191333219908108,0.191333219908108,100
4,50,per_orientation,0.189355910933862,0.189355910933862,100
4,51,per_orientation,0.187518965255369,0.187518965255369,100
4,52,per_orientation,0.185462131778594,0.185462131778594,100
4,53,per_orientation,0.183952699304735,0.183952699304735,100
4,54,per_orientation,0.182223014808157,0.182223014808157,100
4,55,per_orientation,0.180539604188053,0.180539604188053,100
4,56,per_orientation,0.179021620934027,0.179021620934027,100
4,57,per_orientation,0.177480546945708,0.177480546945708,100
4,58,per_orientation,0.175933792780497,0.175933792780497,100
4,59,per_orientation,0.17440313370438,0.17440313370438,100
4,60,per_orientation,0.173217865993287,0.173217865993287,100
4,61,per_orientation,0.171523654670699,0.171523654670699,100
4,62,per_orientation,0.17016470952178,0.17016470952178,100
4,63,per_orientation,0.168777814257645,0.168777814257645,100
4,64,per_orientation,0.16767578069116,0.16767578069116,100
4,65,per_orientation,0.166116945597937,0.166116945597937,100
4,66,per_orientation,0.164892557935707,0.164892557935707,100
4,67,per_orientation,0.163638687741243,0.163638687741243,100
4,68,per_orientation,0.162613013476072,0.162613013476072,100
4,69,per_orientation,0.161212368036397,0.161212368036397,100
4,70,per_orientation,0.160105975317379,0.160105975317379,100
4,71,per_orientation,0.15900943595167,0.15900943595167,100
4,72,per_orientation,0.158055834333091,0.158055834333091,100
4,73,per_orientation,0.156783352501675,0.156783352501675,100
4,74,per_orientation,0.155649591200438,0.155649591200438,100
4,75,per_orientation,0.154672038313846,0.154672038313846,100
4,76,per_orientation,0.153669098675661,0.153669098675661,100
4,77,per_orientation,0.152631410021282,0.152631410021282,100
4,78,per_orientation,0.151622178285295,0.151622178285295,100
4,79,per_orientation,0.150698585782508,0.150698585782508,100
4,80,per_orientation,0.14975418356943,0.14975418356943,100
4,81,per_orientation,0.14881933673427,0.14881933673427,100
4,82,per_orientation,0.147871435275346,0.147871435275346,100
4,83,per_orientation,0.146988203465351,0.146988203465351,100
4,84,per_orientation,0.146174202584409,0.146174202584409,100
4,85,per_orientation,0.145311632085345,0.145311632085345,100
4,86,per_orientation,0.144547118683255,0.144547118683255,100
4,87,per_orientation,0.143632164492648,0.143632164492648,100
4,88,per_orientation,0.142779427235394,0.142779427235394,100
4,89,per_orientation,0.141995739055129,0.141995739055129,100
4,90,per_orientation,0.141264981215571,0.141264981215571,100
4,91,per_orientation,0.140409368342975,0.140409368342975,100
4,92,per_orientation,0.139543327797138,0.139543327797138,100
4,93,per_orientation,0.138867601501988,0.138867601501988,100
4,94,per_orientation,0.138131511526041,0.138131511526041,100
4,95,per_orientation,0.137410872890344,0.137410872890344,100
4,96,per_orientation,0.136636006867849,0.136636006867849,100
4,97,per_orientation,0.13596948105612,0.13596948105612,100
4,98,per_orientation,0.135283101600341,0.135283101600341,100
4,99,per_orientation,0.13465212282897,0.13465212282897,100
4,100,per_orientation,0.133886122278324,0.133886122278324,100
