
==================================
Iniciando optimización para 8 orientaciones
==================================


Single objective optimization:
16 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
    1              300          0.2123          0.4807        0
    2              450          0.1924          0.4086        0
    3              600          0.1829          0.3427        0
    4              750          0.1767           0.292        0
    5              900          0.1733          0.2566        0
    6             1050          0.1618          0.2357        0
    7             1200          0.1613          0.2215        0
    8             1350          0.1573          0.2012        0
    9             1500          0.1585           0.188        1
   10             1650           0.159          0.1815        2
   11             1800          0.1551          0.1779        0
   12             1950           0.153          0.1726        0
   13             2100           0.153          0.1707        1
   14             2250           0.149          0.1668        0
   15             2400          0.1468          0.1646        0
   16             2550          0.1453            0.16        0
   17             2700          0.1435          0.1577        0
   18             2850           0.142          0.1554        0
   19             3000           0.142          0.1528        1
   20             3150          0.1408          0.1512        0
   21             3300          0.1382            0.15        0
   22             3450          0.1388           0.149        1
   23             3600          0.1387          0.1478        0
   24             3750          0.1383          0.1464        0
   25             3900          0.1384          0.1461        1
   26             4050          0.1369          0.1456        0
   27             4200          0.1365          0.1457        0
   28             4350          0.1373           0.145        1
   29             4500          0.1361           0.144        0
   30             4650          0.1368           0.144        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
   31             4800          0.1343          0.1429        0
   32             4950          0.1371          0.1435        1
   33             5100          0.1349          0.1426        0
   34             5250          0.1365          0.1426        1
   35             5400          0.1342          0.1418        0
   36             5550          0.1356          0.1419        1
   37             5700          0.1365          0.1421        2
   38             5850          0.1349          0.1418        0
   39             6000           0.136          0.1413        1
   40             6150          0.1345          0.1415        0
   41             6300          0.1339           0.141        0
   42             6450          0.1359          0.1411        1
   43             6600          0.1348          0.1408        0
   44             6750          0.1334          0.1403        0
   45             6900          0.1354          0.1405        1
   46             7050          0.1326          0.1403        0
   47             7200          0.1351          0.1405        1
   48             7350          0.1352          0.1402        2
   49             7500          0.1339          0.1401        0
   50             7650          0.1341          0.1395        1
   51             7800          0.1342          0.1394        2
   52             7950          0.1344          0.1393        3
   53             8100          0.1331          0.1389        0
   54             8250          0.1331          0.1388        1
   55             8400          0.1328          0.1385        0
   56             8550          0.1332          0.1384        1
   57             8700          0.1337          0.1386        2
