Case,Height_m,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
1,0,1.2877138394702,1.2877138394702,100,0
1,0.6,0.839941570752002,0.839941570752002,100,0
1,1.2,1.19644808514819,1.19644808514819,100,0
