BaseIndex,HalfAngle_deg,FOV_deg,K,Pattern,Budget,RequiredArea_mm2,TotalSamples
39,60,60,5,uniform_cone,per_orientation,Inf,5000
40,75,60,5,uniform_cone,per_orientation,Inf,5000
41,15,65,5,uniform_cone,per_orientation,Inf,5000
42,30,65,5,uniform_cone,per_orientation,Inf,5000
43,45,65,5,uniform_cone,per_orientation,Inf,5000
44,60,65,5,uniform_cone,per_orientation,Inf,5000
45,75,65,5,uniform_cone,per_orientation,Inf,5000
46,15,70,5,uniform_cone,per_orientation,59214174.9842049,5000
47,30,70,5,uniform_cone,per_orientation,474.602259256966,5000
48,45,70,5,uniform_cone,per_orientation,159.126840725622,5000
49,60,70,5,uniform_cone,per_orientation,143.930466689575,5000
50,75,70,5,uniform_cone,per_orientation,167.468356288817,5000
51,15,75,5,uniform_cone,per_orientation,59214174.9842049,5000
52,30,75,5,uniform_cone,per_orientation,474.602259256966,5000
53,45,75,5,uniform_cone,per_orientation,159.126840725622,5000
54,60,75,5,uniform_cone,per_orientation,143.930466689575,5000
55,75,75,5,uniform_cone,per_orientation,167.468356288817,5000
56,15,85,5,uniform_cone,per_orientation,59214174.9842049,5000
57,30,85,5,uniform_cone,per_orientation,474.602259256966,5000
58,45,85,5,uniform_cone,per_orientation,159.126840725622,5000
59,60,85,5,uniform_cone,per_orientation,143.930466689575,5000
60,75,85,5,uniform_cone,per_orientation,167.468356288817,5000
61,15,45,9,uniform_cone,per_orientation,Inf,9000
62,30,45,9,uniform_cone,per_orientation,Inf,9000
63,45,45,9,uniform_cone,per_orientation,Inf,9000
64,60,45,9,uniform_cone,per_orientation,Inf,9000
65,75,45,9,uniform_cone,per_orientation,Inf,9000
66,15,60,9,uniform_cone,per_orientation,Inf,9000
67,30,60,9,uniform_cone,per_orientation,Inf,9000
68,45,60,9,uniform_cone,per_orientation,Inf,9000
69,60,60,9,uniform_cone,per_orientation,Inf,9000
70,75,60,9,uniform_cone,per_orientation,Inf,9000
71,15,65,9,uniform_cone,per_orientation,177324049.570221,9000
72,30,65,9,uniform_cone,per_orientation,476.756659678087,9000
73,45,65,9,uniform_cone,per_orientation,118.606144302424,9000
74,60,65,9,uniform_cone,per_orientation,107.279435850387,9000
75,75,65,9,uniform_cone,per_orientation,126.320969173631,9000
76,15,70,9,uniform_cone,per_orientation,44135640.1654141,9000
77,30,70,9,uniform_cone,per_orientation,353.747637991188,9000
78,45,70,9,uniform_cone,per_orientation,118.606144302424,9000
79,60,70,9,uniform_cone,per_orientation,107.279435850386,9000
80,75,70,9,uniform_cone,per_orientation,124.823542913983,9000
81,15,75,9,uniform_cone,per_orientation,44135640.1654141,9000
82,30,75,9,uniform_cone,per_orientation,353.747637991188,9000
83,45,75,9,uniform_cone,per_orientation,118.606144302424,9000
84,60,75,9,uniform_cone,per_orientation,107.279435850386,9000
85,75,75,9,uniform_cone,per_orientation,124.823542913983,9000
86,15,85,9,uniform_cone,per_orientation,44135640.1654141,9000
87,30,85,9,uniform_cone,per_orientation,353.747637991188,9000
88,45,85,9,uniform_cone,per_orientation,118.606144302424,9000
89,60,85,9,uniform_cone,per_orientation,107.279435850386,9000
90,75,85,9,uniform_cone,per_orientation,124.823542913983,9000
91,15,45,15,uniform_cone,per_orientation,Inf,15000
92,30,45,15,uniform_cone,per_orientation,Inf,15000
93,45,45,15,uniform_cone,per_orientation,Inf,15000
94,60,45,15,uniform_cone,per_orientation,Inf,15000
95,75,45,15,uniform_cone,per_orientation,Inf,15000
96,15,60,15,uniform_cone,per_orientation,Inf,15000
97,30,60,15,uniform_cone,per_orientation,Inf,15000
98,45,60,15,uniform_cone,per_orientation,Inf,15000
99,60,60,15,uniform_cone,per_orientation,Inf,15000
100,75,60,15,uniform_cone,per_orientation,Inf,15000
101,15,65,15,uniform_cone,per_orientation,100954843.58154,15000
102,30,65,15,uniform_cone,per_orientation,291.50374058649,15000
103,45,65,15,uniform_cone,per_orientation,91.8719243282327,15000
104,60,65,15,uniform_cone,per_orientation,83.1748883854589,15000
105,75,65,15,uniform_cone,per_orientation,97.8478019772507,15000
106,15,70,15,uniform_cone,per_orientation,34187319.866973,15000
107,30,70,15,uniform_cone,per_orientation,274.011742140013,15000
108,45,70,15,uniform_cone,per_orientation,91.8719243282327,15000
109,60,70,15,uniform_cone,per_orientation,83.0982936878147,15000
110,75,70,15,uniform_cone,per_orientation,96.6879005840924,15000
111,15,75,15,uniform_cone,per_orientation,34187319.866973,15000
112,30,75,15,uniform_cone,per_orientation,274.011742140013,15000
113,45,75,15,uniform_cone,per_orientation,91.8719243282327,15000
114,60,75,15,uniform_cone,per_orientation,83.0982936878147,15000
115,75,75,15,uniform_cone,per_orientation,96.6879005840924,15000
116,15,85,15,uniform_cone,per_orientation,34187319.866973,15000
117,30,85,15,uniform_cone,per_orientation,274.011742140013,15000
118,45,85,15,uniform_cone,per_orientation,91.8719243282327,15000
119,60,85,15,uniform_cone,per_orientation,83.0982936878147,15000
120,75,85,15,uniform_cone,per_orientation,96.6879005840924,15000
121,15,45,25,uniform_cone,per_orientation,Inf,25000
122,30,45,25,uniform_cone,per_orientation,Inf,25000
123,45,45,25,uniform_cone,per_orientation,Inf,25000
124,60,45,25,uniform_cone,per_orientation,Inf,25000
125,75,45,25,uniform_cone,per_orientation,Inf,25000
126,15,60,25,uniform_cone,per_orientation,Inf,25000
127,30,60,25,uniform_cone,per_orientation,Inf,25000
128,45,60,25,uniform_cone,per_orientation,Inf,25000
129,60,60,25,uniform_cone,per_orientation,Inf,25000
130,75,60,25,uniform_cone,per_orientation,Inf,25000
131,15,65,25,uniform_cone,per_orientation,81389328.7636085,25000
132,30,65,25,uniform_cone,per_orientation,232.135818520615,25000
133,45,65,25,uniform_cone,per_orientation,71.1636865814545,25000
134,60,65,25,uniform_cone,per_orientation,64.367661510232,25000
135,75,65,25,uniform_cone,per_orientation,75.7925815041787,25000
136,15,70,25,uniform_cone,per_orientation,26481384.099251,25000
137,30,70,25,uniform_cone,per_orientation,212.248582794714,25000
138,45,70,25,uniform_cone,per_orientation,71.1636865814545,25000
139,60,70,25,uniform_cone,per_orientation,64.3676615102319,25000
140,75,70,25,uniform_cone,per_orientation,74.8941257483897,25000
141,15,75,25,uniform_cone,per_orientation,26481384.099251,25000
142,30,75,25,uniform_cone,per_orientation,212.248582794714,25000
143,45,75,25,uniform_cone,per_orientation,71.1636865814545,25000
144,60,75,25,uniform_cone,per_orientation,64.3676615102319,25000
145,75,75,25,uniform_cone,per_orientation,74.8941257483897,25000
146,15,85,25,uniform_cone,per_orientation,26481384.099251,25000
147,30,85,25,uniform_cone,per_orientation,212.248582794714,25000
148,45,85,25,uniform_cone,per_orientation,71.1636865814545,25000
149,60,85,25,uniform_cone,per_orientation,64.3676615102319,25000
150,75,85,25,uniform_cone,per_orientation,74.8941257483897,25000
151,15,45,49,uniform_cone,per_orientation,Inf,49000
152,30,45,49,uniform_cone,per_orientation,Inf,49000
153,45,45,49,uniform_cone,per_orientation,Inf,49000
154,60,45,49,uniform_cone,per_orientation,Inf,49000
155,75,45,49,uniform_cone,per_orientation,Inf,49000
156,15,60,49,uniform_cone,per_orientation,Inf,49000
157,30,60,49,uniform_cone,per_orientation,Inf,49000
158,45,60,49,uniform_cone,per_orientation,Inf,49000
159,60,60,49,uniform_cone,per_orientation,Inf,49000
160,75,60,49,uniform_cone,per_orientation,Inf,49000
161,15,65,49,uniform_cone,per_orientation,57847710.4404803,49000
162,30,65,49,uniform_cone,per_orientation,165.340253940069,49000
163,45,65,49,uniform_cone,per_orientation,50.8312047010391,49000
164,60,65,49,uniform_cone,per_orientation,45.9769010787371,49000
165,75,65,49,uniform_cone,per_orientation,54.1375582172705,49000
166,15,70,49,uniform_cone,per_orientation,18915274.3566085,49000
167,30,70,49,uniform_cone,per_orientation,151.606130567652,49000
168,45,70,49,uniform_cone,per_orientation,50.8312047010391,49000
169,60,70,49,uniform_cone,per_orientation,45.9769010787371,49000
170,75,70,49,uniform_cone,per_orientation,53.4958041059926,49000
171,15,75,49,uniform_cone,per_orientation,18915274.3566085,49000
172,30,75,49,uniform_cone,per_orientation,151.606130567652,49000
173,45,75,49,uniform_cone,per_orientation,50.8312047010391,49000
174,60,75,49,uniform_cone,per_orientation,45.9769010787371,49000
175,75,75,49,uniform_cone,per_orientation,53.4958041059926,49000
176,15,85,49,uniform_cone,per_orientation,18915274.3566085,49000
177,30,85,49,uniform_cone,per_orientation,151.606130567652,49000
178,45,85,49,uniform_cone,per_orientation,50.8312047010391,49000
179,60,85,49,uniform_cone,per_orientation,45.9769010787371,49000
180,75,85,49,uniform_cone,per_orientation,53.4958041059926,49000
181,15,45,81,uniform_cone,per_orientation,Inf,81000
182,30,45,81,uniform_cone,per_orientation,Inf,81000
183,45,45,81,uniform_cone,per_orientation,Inf,81000
184,60,45,81,uniform_cone,per_orientation,Inf,81000
185,75,45,81,uniform_cone,per_orientation,Inf,81000
186,15,60,81,uniform_cone,per_orientation,Inf,81000
187,30,60,81,uniform_cone,per_orientation,Inf,81000
188,45,60,81,uniform_cone,per_orientation,Inf,81000
189,60,60,81,uniform_cone,per_orientation,Inf,81000
190,75,60,81,uniform_cone,per_orientation,Inf,81000
191,15,65,81,uniform_cone,per_orientation,45153336.5609185,81000
192,30,65,81,uniform_cone,per_orientation,128.859033311709,81000
193,45,65,81,uniform_cone,per_orientation,39.5353814341415,81000
194,60,65,81,uniform_cone,per_orientation,35.7598119501289,81000
195,75,65,81,uniform_cone,per_orientation,42.1069897245437,81000
196,15,70,81,uniform_cone,per_orientation,14711880.0551394,81000
197,30,70,81,uniform_cone,per_orientation,117.915879330397,81000
198,45,70,81,uniform_cone,per_orientation,39.5353814341415,81000
199,60,70,81,uniform_cone,per_orientation,35.7598119501289,81000
200,75,70,81,uniform_cone,per_orientation,41.6078476379942,81000
201,15,75,81,uniform_cone,per_orientation,14711880.0551394,81000
202,30,75,81,uniform_cone,per_orientation,117.915879330397,81000
203,45,75,81,uniform_cone,per_orientation,39.5353814341415,81000
204,60,75,81,uniform_cone,per_orientation,35.7598119501289,81000
205,75,75,81,uniform_cone,per_orientation,41.6078476379942,81000
206,15,85,81,uniform_cone,per_orientation,14711880.0551394,81000
207,30,85,81,uniform_cone,per_orientation,117.915879330397,81000
208,45,85,81,uniform_cone,per_orientation,39.5353814341415,81000
209,60,85,81,uniform_cone,per_orientation,35.7598119501289,81000
210,75,85,81,uniform_cone,per_orientation,41.6078476379942,81000
211,15,45,121,uniform_cone,per_orientation,Inf,121000
212,30,45,121,uniform_cone,per_orientation,Inf,121000
213,45,45,121,uniform_cone,per_orientation,Inf,121000
214,60,45,121,uniform_cone,per_orientation,Inf,121000
215,75,45,121,uniform_cone,per_orientation,Inf,121000
216,15,60,121,uniform_cone,per_orientation,Inf,121000
217,30,60,121,uniform_cone,per_orientation,Inf,121000
218,45,60,121,uniform_cone,per_orientation,Inf,121000
219,60,60,121,uniform_cone,per_orientation,Inf,121000
220,75,60,121,uniform_cone,per_orientation,Inf,121000
221,15,65,121,uniform_cone,per_orientation,36603055.3039966,121000
222,30,65,121,uniform_cone,per_orientation,104.699688638425,121000
223,45,65,121,uniform_cone,per_orientation,32.3471302642976,121000
224,60,65,121,uniform_cone,per_orientation,29.2580279591964,121000
225,75,65,121,uniform_cone,per_orientation,34.4511734109903,121000
226,15,70,121,uniform_cone,per_orientation,12036992.7723875,121000
227,30,70,121,uniform_cone,per_orientation,96.4766285430519,121000
228,45,70,121,uniform_cone,per_orientation,32.3471302642976,121000
229,60,70,121,uniform_cone,per_orientation,29.2580279591963,121000
230,75,70,121,uniform_cone,per_orientation,34.0427844310862,121000
231,15,75,121,uniform_cone,per_orientation,12036992.7723875,121000
232,30,75,121,uniform_cone,per_orientation,96.4766285430519,121000
233,45,75,121,uniform_cone,per_orientation,32.3471302642976,121000
234,60,75,121,uniform_cone,per_orientation,29.2580279591963,121000
235,75,75,121,uniform_cone,per_orientation,34.0427844310862,121000
236,15,85,121,uniform_cone,per_orientation,12036992.7723875,121000
237,30,85,121,uniform_cone,per_orientation,96.4766285430519,121000
238,45,85,121,uniform_cone,per_orientation,32.3471302642976,121000
239,60,85,121,uniform_cone,per_orientation,29.2580279591963,121000
240,75,85,121,uniform_cone,per_orientation,34.0427844310862,121000
241,15,45,3,golden_prefix,per_orientation,Inf,3000
242,30,45,3,golden_prefix,per_orientation,Inf,3000
243,45,45,3,golden_prefix,per_orientation,Inf,3000
244,60,45,3,golden_prefix,per_orientation,Inf,3000
245,75,45,3,golden_prefix,per_orientation,Inf,3000
246,15,60,3,golden_prefix,per_orientation,Inf,3000
247,30,60,3,golden_prefix,per_orientation,Inf,3000
248,45,60,3,golden_prefix,per_orientation,Inf,3000
249,60,60,3,golden_prefix,per_orientation,Inf,3000
250,75,60,3,golden_prefix,per_orientation,Inf,3000
251,15,65,3,golden_prefix,per_orientation,Inf,3000
252,30,65,3,golden_prefix,per_orientation,Inf,3000
253,45,65,3,golden_prefix,per_orientation,Inf,3000
254,60,65,3,golden_prefix,per_orientation,Inf,3000
255,75,65,3,golden_prefix,per_orientation,Inf,3000
256,15,70,3,golden_prefix,per_orientation,83522199.5741708,3000
257,30,70,3,golden_prefix,per_orientation,698.405286347847,3000
258,45,70,3,golden_prefix,per_orientation,219.835615372475,3000
259,60,70,3,golden_prefix,per_orientation,202.915275071858,3000
260,75,70,3,golden_prefix,per_orientation,236.141387037327,3000
261,15,75,3,golden_prefix,per_orientation,83522199.5741708,3000
262,30,75,3,golden_prefix,per_orientation,698.405286347847,3000
263,45,75,3,golden_prefix,per_orientation,219.835615372475,3000
264,60,75,3,golden_prefix,per_orientation,202.915275071858,3000
265,75,75,3,golden_prefix,per_orientation,236.141387037327,3000
266,15,85,3,golden_prefix,per_orientation,83522199.5741708,3000
267,30,85,3,golden_prefix,per_orientation,698.405286347847,3000
268,45,85,3,golden_prefix,per_orientation,219.835615372475,3000
269,60,85,3,golden_prefix,per_orientation,202.915275071858,3000
270,75,85,3,golden_prefix,per_orientation,236.141387037327,3000
271,15,45,5,golden_prefix,per_orientation,Inf,5000
272,30,45,5,golden_prefix,per_orientation,Inf,5000
273,45,45,5,golden_prefix,per_orientation,Inf,5000
274,60,45,5,golden_prefix,per_orientation,Inf,5000
275,75,45,5,golden_prefix,per_orientation,Inf,5000
276,15,60,5,golden_prefix,per_orientation,Inf,5000
277,30,60,5,golden_prefix,per_orientation,Inf,5000
278,45,60,5,golden_prefix,per_orientation,Inf,5000
279,60,60,5,golden_prefix,per_orientation,Inf,5000
280,75,60,5,golden_prefix,per_orientation,Inf,5000
281,15,65,5,golden_prefix,per_orientation,Inf,5000
282,30,65,5,golden_prefix,per_orientation,Inf,5000
283,45,65,5,golden_prefix,per_orientation,Inf,5000
284,60,65,5,golden_prefix,per_orientation,Inf,5000
285,75,65,5,golden_prefix,per_orientation,Inf,5000
286,15,70,5,golden_prefix,per_orientation,60122603.2983071,5000
287,30,70,5,golden_prefix,per_orientation,482.136522934828,5000
288,45,70,5,golden_prefix,per_orientation,159.94972316034,5000
289,60,70,5,golden_prefix,per_orientation,146.075410643609,5000
290,75,70,5,golden_prefix,per_orientation,170.620883184454,5000
291,15,75,5,golden_prefix,per_orientation,60122603.2983071,5000
292,30,75,5,golden_prefix,per_orientation,482.136522934828,5000
293,45,75,5,golden_prefix,per_orientation,159.94972316034,5000
294,60,75,5,golden_prefix,per_orientation,146.075410643609,5000
295,75,75,5,golden_prefix,per_orientation,170.620883184454,5000
296,15,85,5,golden_prefix,per_orientation,60122603.2983071,5000
297,30,85,5,golden_prefix,per_orientation,482.136522934828,5000
298,45,85,5,golden_prefix,per_orientation,159.94972316034,5000
299,60,85,5,golden_prefix,per_orientation,146.075410643609,5000
300,75,85,5,golden_prefix,per_orientation,170.620883184454,5000
301,15,45,9,golden_prefix,per_orientation,Inf,9000
302,30,45,9,golden_prefix,per_orientation,Inf,9000
303,45,45,9,golden_prefix,per_orientation,Inf,9000
304,60,45,9,golden_prefix,per_orientation,Inf,9000
305,75,45,9,golden_prefix,per_orientation,Inf,9000
306,15,60,9,golden_prefix,per_orientation,Inf,9000
307,30,60,9,golden_prefix,per_orientation,Inf,9000
308,45,60,9,golden_prefix,per_orientation,Inf,9000
309,60,60,9,golden_prefix,per_orientation,Inf,9000
310,75,60,9,golden_prefix,per_orientation,Inf,9000
311,15,65,9,golden_prefix,per_orientation,156704296.322118,9000
312,30,65,9,golden_prefix,per_orientation,436.894941774517,9000
313,45,65,9,golden_prefix,per_orientation,118.73703351997,9000
314,60,65,9,golden_prefix,per_orientation,110.009717988232,9000
315,75,65,9,golden_prefix,per_orientation,127.177510855865,9000
316,15,70,9,golden_prefix,per_orientation,44496839.1803465,9000
317,30,70,9,golden_prefix,per_orientation,356.440069176997,9000
318,45,70,9,golden_prefix,per_orientation,118.73703351997,9000
319,60,70,9,golden_prefix,per_orientation,108.066176944538,9000
320,75,70,9,golden_prefix,per_orientation,125.844793875371,9000
321,15,75,9,golden_prefix,per_orientation,44496839.1803465,9000
322,30,75,9,golden_prefix,per_orientation,356.440069176997,9000
323,45,75,9,golden_prefix,per_orientation,118.73703351997,9000
324,60,75,9,golden_prefix,per_orientation,108.066176944538,9000
325,75,75,9,golden_prefix,per_orientation,125.844793875371,9000
326,15,85,9,golden_prefix,per_orientation,44496839.1803465,9000
327,30,85,9,golden_prefix,per_orientation,356.440069176997,9000
328,45,85,9,golden_prefix,per_orientation,118.73703351997,9000
329,60,85,9,golden_prefix,per_orientation,108.066176944538,9000
330,75,85,9,golden_prefix,per_orientation,125.844793875371,9000
331,15,45,15,golden_prefix,per_orientation,Inf,15000
332,30,45,15,golden_prefix,per_orientation,Inf,15000
333,45,45,15,golden_prefix,per_orientation,Inf,15000
334,60,45,15,golden_prefix,per_orientation,Inf,15000
335,75,45,15,golden_prefix,per_orientation,Inf,15000
336,15,60,15,golden_prefix,per_orientation,Inf,15000
337,30,60,15,golden_prefix,per_orientation,Inf,15000
338,45,60,15,golden_prefix,per_orientation,Inf,15000
339,60,60,15,golden_prefix,per_orientation,Inf,15000
340,75,60,15,golden_prefix,per_orientation,Inf,15000
341,15,65,15,golden_prefix,per_orientation,120006013.314524,15000
342,30,65,15,golden_prefix,per_orientation,332.580005107064,15000
343,45,65,15,golden_prefix,per_orientation,91.1278146363135,15000
344,60,65,15,golden_prefix,per_orientation,83.6845652774555,15000
345,75,65,15,golden_prefix,per_orientation,98.136913618257,15000
346,15,70,15,golden_prefix,per_orientation,34412322.9386342,15000
347,30,70,15,golden_prefix,per_orientation,280.398097653982,15000
348,45,70,15,golden_prefix,per_orientation,91.1278146363135,15000
349,60,70,15,golden_prefix,per_orientation,83.6059045216551,15000
350,75,70,15,golden_prefix,per_orientation,97.3524880360879,15000
351,15,75,15,golden_prefix,per_orientation,34412322.9386342,15000
352,30,75,15,golden_prefix,per_orientation,280.398097653982,15000
353,45,75,15,golden_prefix,per_orientation,91.1278146363135,15000
354,60,75,15,golden_prefix,per_orientation,83.6059045216551,15000
355,75,75,15,golden_prefix,per_orientation,97.3524880360879,15000
356,15,85,15,golden_prefix,per_orientation,34412322.9386342,15000
357,30,85,15,golden_prefix,per_orientation,280.398097653982,15000
358,45,85,15,golden_prefix,per_orientation,91.1278146363135,15000
359,60,85,15,golden_prefix,per_orientation,83.6059045216551,15000
360,75,85,15,golden_prefix,per_orientation,97.3524880360879,15000
361,15,45,25,golden_prefix,per_orientation,Inf,25000
362,30,45,25,golden_prefix,per_orientation,Inf,25000
363,45,45,25,golden_prefix,per_orientation,Inf,25000
364,60,45,25,golden_prefix,per_orientation,Inf,25000
365,75,45,25,golden_prefix,per_orientation,Inf,25000
366,15,60,25,golden_prefix,per_orientation,Inf,25000
367,30,60,25,golden_prefix,per_orientation,Inf,25000
368,45,60,25,golden_prefix,per_orientation,Inf,25000
369,60,60,25,golden_prefix,per_orientation,Inf,25000
370,75,60,25,golden_prefix,per_orientation,Inf,25000
371,15,65,25,golden_prefix,per_orientation,83426112.0111715,25000
372,30,65,25,golden_prefix,per_orientation,236.554586663496,25000
373,45,65,25,golden_prefix,per_orientation,71.0202782016378,25000
374,60,65,25,golden_prefix,per_orientation,64.4467702594721,25000
375,75,65,25,golden_prefix,per_orientation,75.7991791837193,25000
376,15,70,25,golden_prefix,per_orientation,26510544.8087833,25000
377,30,70,25,golden_prefix,per_orientation,212.961728846979,25000
378,45,70,25,golden_prefix,per_orientation,71.0202782016378,25000
379,60,70,25,golden_prefix,per_orientation,64.4151834626506,25000
380,75,70,25,golden_prefix,per_orientation,74.9917917211201,25000
381,15,75,25,golden_prefix,per_orientation,26510544.8087833,25000
382,30,75,25,golden_prefix,per_orientation,212.961728846979,25000
383,45,75,25,golden_prefix,per_orientation,71.0202782016378,25000
384,60,75,25,golden_prefix,per_orientation,64.4151834626506,25000
385,75,75,25,golden_prefix,per_orientation,74.9917917211201,25000
386,15,85,25,golden_prefix,per_orientation,26510544.8087833,25000
387,30,85,25,golden_prefix,per_orientation,212.961728846979,25000
388,45,85,25,golden_prefix,per_orientation,71.0202782016378,25000
389,60,85,25,golden_prefix,per_orientation,64.4151834626506,25000
390,75,85,25,golden_prefix,per_orientation,74.9917917211201,25000
391,15,45,49,golden_prefix,per_orientation,Inf,49000
392,30,45,49,golden_prefix,per_orientation,Inf,49000
393,45,45,49,golden_prefix,per_orientation,Inf,49000
394,60,45,49,golden_prefix,per_orientation,Inf,49000
395,75,45,49,golden_prefix,per_orientation,Inf,49000
396,15,60,49,golden_prefix,per_orientation,Inf,49000
397,30,60,49,golden_prefix,per_orientation,Inf,49000
398,45,60,49,golden_prefix,per_orientation,Inf,49000
399,60,60,49,golden_prefix,per_orientation,Inf,49000
400,75,60,49,golden_prefix,per_orientation,Inf,49000
401,15,65,49,golden_prefix,per_orientation,58586530.1775782,49000
402,30,65,49,golden_prefix,per_orientation,167.003893362038,49000
403,45,65,49,golden_prefix,per_orientation,50.6368894384466,49000
404,60,65,49,golden_prefix,per_orientation,46.0065334046171,49000
405,75,65,49,golden_prefix,per_orientation,54.110087110234,49000
406,15,70,49,golden_prefix,per_orientation,18926415.7926522,49000
407,30,70,49,golden_prefix,per_orientation,152.550031202955,49000
408,45,70,49,golden_prefix,per_orientation,50.6368894384466,49000
409,60,70,49,golden_prefix,per_orientation,45.9973627467296,49000
410,75,70,49,golden_prefix,per_orientation,53.5277620519824,49000
411,15,75,49,golden_prefix,per_orientation,18926415.7926522,49000
412,30,75,49,golden_prefix,per_orientation,152.550031202955,49000
413,45,75,49,golden_prefix,per_orientation,50.6368894384466,49000
414,60,75,49,golden_prefix,per_orientation,45.9973627467296,49000
415,75,75,49,golden_prefix,per_orientation,53.5277620519824,49000
416,15,85,49,golden_prefix,per_orientation,18926415.7926522,49000
417,30,85,49,golden_prefix,per_orientation,152.550031202955,49000
418,45,85,49,golden_prefix,per_orientation,50.6368894384466,49000
419,60,85,49,golden_prefix,per_orientation,45.9973627467296,49000
420,75,85,49,golden_prefix,per_orientation,53.5277620519824,49000
421,15,45,81,golden_prefix,per_orientation,Inf,81000
422,30,45,81,golden_prefix,per_orientation,Inf,81000
423,45,45,81,golden_prefix,per_orientation,Inf,81000
424,60,45,81,golden_prefix,per_orientation,Inf,81000
425,75,45,81,golden_prefix,per_orientation,Inf,81000
426,15,60,81,golden_prefix,per_orientation,Inf,81000
427,30,60,81,golden_prefix,per_orientation,Inf,81000
428,45,60,81,golden_prefix,per_orientation,Inf,81000
429,60,60,81,golden_prefix,per_orientation,Inf,81000
430,75,60,81,golden_prefix,per_orientation,Inf,81000
431,15,65,81,golden_prefix,per_orientation,44745687.4373667,81000
432,30,65,81,golden_prefix,per_orientation,128.09699903722,81000
433,45,65,81,golden_prefix,per_orientation,39.5135318152913,81000
434,60,65,81,golden_prefix,per_orientation,35.7611153901427,81000
435,75,65,81,golden_prefix,per_orientation,42.1020420211854,81000
436,15,70,81,golden_prefix,per_orientation,14712266.5682961,81000
437,30,70,81,golden_prefix,per_orientation,117.898777244248,81000
438,45,70,81,golden_prefix,per_orientation,39.5135318152913,81000
439,60,70,81,golden_prefix,per_orientation,35.7600872441346,81000
440,75,70,81,golden_prefix,per_orientation,41.6134572338646,81000
441,15,75,81,golden_prefix,per_orientation,14712266.5682961,81000
442,30,75,81,golden_prefix,per_orientation,117.898777244248,81000
443,45,75,81,golden_prefix,per_orientation,39.5135318152913,81000
444,60,75,81,golden_prefix,per_orientation,35.7600872441346,81000
445,75,75,81,golden_prefix,per_orientation,41.6134572338646,81000
446,15,85,81,golden_prefix,per_orientation,14712266.5682961,81000
447,30,85,81,golden_prefix,per_orientation,117.898777244248,81000
448,45,85,81,golden_prefix,per_orientation,39.5135318152913,81000
449,60,85,81,golden_prefix,per_orientation,35.7600872441346,81000
450,75,85,81,golden_prefix,per_orientation,41.6134572338646,81000
451,15,45,121,golden_prefix,per_orientation,Inf,121000
452,30,45,121,golden_prefix,per_orientation,Inf,121000
453,45,45,121,golden_prefix,per_orientation,Inf,121000
454,60,45,121,golden_prefix,per_orientation,Inf,121000
455,75,45,121,golden_prefix,per_orientation,Inf,121000
456,15,60,121,golden_prefix,per_orientation,Inf,121000
457,30,60,121,golden_prefix,per_orientation,Inf,121000
458,45,60,121,golden_prefix,per_orientation,Inf,121000
459,60,60,121,golden_prefix,per_orientation,Inf,121000
460,75,60,121,golden_prefix,per_orientation,Inf,121000
