BaseIndex,HalfAngle_deg,FOV_deg,K,Pattern,Budget,Area_mm2,TotalSamples,RMS_full_cm,Worst_cm,TargetCoverage_percent,RequiredArea_mm2,ValidationRMS_cm,ValidationTargetCoverage_percent,ValidationRegularCoverage_percent,ValidationFeasible
49,60,70,5,uniform_cone,per_orientation,150,5000,2.75428726172244,7.13939975047155,95.6043956043956,143.930466689575,2.56416505257979,97.2430769230769,100,1
1069,60,70,15,uniform_cone,fixed_total,125,9000,2.46350941870925,6.38567326423976,98.647506339814,107.279435850387,2.29345894523909,99.0153846153846,100,1
109,60,70,15,uniform_cone,per_orientation,100,15000,2.38528273797151,6.18290155168064,98.647506339814,83.0982936878147,2.22063207503036,99.0646153846154,100,1
139,60,70,25,uniform_cone,per_orientation,75.4,25000,2.45044040322538,6.35179701350109,98.647506339814,64.3676615102319,2.28129205428292,99.0153846153846,100,1
169,60,70,49,uniform_cone,per_orientation,50,49000,2.63947437718848,6.84179278311404,96.6187658495351,45.9769010787371,2.4572774413276,98.1292307692308,100,1
