Orientation,Tilt_deg,Azimuth_deg,Samples,nx,ny,nz
1,3.00000000000004,0,1000,0.0523359562429446,0,0.998629534754574
2,3.00000000000004,72,1000,0.0161726998959335,0.0497744522213905,0.998629534754574
3,3.00000000000004,144,1000,-0.0423406780174058,0.030762303244227,0.998629534754574
4,3.00000000000004,216,1000,-0.0423406780174058,-0.030762303244227,0.998629534754574
5,3.00000000000004,288,1000,0.0161726998959335,-0.0497744522213905,0.998629534754574
