Case,Height_m,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
1,0,0.622224068350409,0.622224068350409,100,0
1,0.6,0.339701138395522,0.339701138395522,100,0
1,1.2,0.301070692161101,0.301070692161101,100,0
