point_id,x,y,z,scan_kind,tilt_cmd_deg,tilt_cmd_az,pose_px,pose_py,pose_pz,pose_qx,pose_qy,pose_qz,pose_qw,nr_incl,nr_az,orientation_id,nt_incl,nt_az,repeat_id,date,time,v_mean,v_median,v_std,n_samples,fs
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,1,16,90,1,2026-07-30,18:41:14,0.6824198,0.68252377,0.0020693656,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,2,16,210,1,2026-07-30,18:41:21,0.83022081,0.83025733,0.0022088973,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,3,16,330,1,2026-07-30,18:41:27,2.0265004,2.0266067,0.0021371973,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,4,60,0,1,2026-07-30,18:41:35,1.422633,1.4225086,0.0022532601,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,5,64,60,1,2026-07-30,18:41:43,0.199993,0.19984033,0.0022490989,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,6,64,120,1,2026-07-30,18:41:50,0.091288656,0.091261347,0.0022486501,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,7,60,180,1,2026-07-30,18:41:58,0.11953696,0.11955768,0.0023371468,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,8,64,240,1,2026-07-30,18:42:06,0.26337221,0.2633426,0.0023664279,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,9,64,300,1,2026-07-30,18:42:14,1.5588273,1.5587267,0.0021715905,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,10,0,0,1,2026-07-30,18:42:22,1.2603761,1.2602974,0.0021149455,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,11,60,90,1,2026-07-30,18:42:29,0.15971052,0.159699,0.0025517313,1000,1000
20260730_111944_64,0.8,-0.6,0.7,vertical,0,0,-0.112,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,12,60,270,1,2026-07-30,18:42:39,0.89484917,0.89474684,0.0021184338,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,1,16,90,1,2026-07-30,18:42:57,0.72653488,0.72628449,0.0025035496,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,2,16,210,1,2026-07-30,18:43:04,0.88234906,0.88224378,0.0020976478,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,3,16,330,1,2026-07-30,18:43:10,2.1652797,2.1654574,0.0023812963,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,4,60,0,1,2026-07-30,18:43:18,1.517826,1.517927,0.0023788831,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,5,64,60,1,2026-07-30,18:43:26,0.2204835,0.22056905,0.0022950227,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,6,64,120,1,2026-07-30,18:43:33,0.10399601,0.10409341,0.0021889246,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,7,60,180,1,2026-07-30,18:43:41,0.12479316,0.12482212,0.0022814266,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,8,64,240,1,2026-07-30,18:43:49,0.26171984,0.26169746,0.0021269822,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,9,64,300,1,2026-07-30,18:43:57,1.6381425,1.6380227,0.0023337389,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,10,0,0,1,2026-07-30,18:44:05,1.3449325,1.3448578,0.0022051901,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,11,60,90,1,2026-07-30,18:44:12,0.17781656,0.1777955,0.0025238072,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,10.350373,108.66319,-0.11829815,-0.81212727,0.017602087,0.052596019,0.073280089,0.80909249,0.58071769,10.3504,108.663,12,60,270,1,2026-07-30,18:44:22,0.92760064,0.92764966,0.0023736333,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,1,16,90,1,2026-07-30,18:44:40,0.77150905,0.77169034,0.0022455522,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,2,16,210,1,2026-07-30,18:44:47,0.93966676,0.93982371,0.0023646377,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,3,16,330,1,2026-07-30,18:44:53,2.3042259,2.3043082,0.0020484692,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,4,60,0,1,2026-07-30,18:45:01,1.61221,1.6120294,0.0023408347,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,5,64,60,1,2026-07-30,18:45:08,0.22755693,0.22747862,0.0025072534,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,6,64,120,1,2026-07-30,18:45:16,0.10846223,0.10837076,0.0024100059,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,7,60,180,1,2026-07-30,18:45:24,0.13749592,0.13765418,0.002368984,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,8,64,240,1,2026-07-30,18:45:32,0.28455697,0.28440035,0.0023052709,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,9,64,300,1,2026-07-30,18:45:40,1.7428705,1.7429831,0.0023469723,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,10,0,0,1,2026-07-30,18:45:47,1.431911,1.4320505,0.0025073711,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,11,60,90,1,2026-07-30,18:45:55,0.18456557,0.18470507,0.002352242,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,11.813277,147.67568,-0.11605027,-0.81640096,0.017783664,0.028644865,0.098840909,0.95537921,0.27687634,11.8133,147.676,12,60,270,1,2026-07-30,18:46:05,0.99157722,0.99148114,0.0022846259,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,1,16,90,1,2026-07-30,18:46:23,0.676062,0.67594322,0.0024399956,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,2,16,210,1,2026-07-30,18:46:30,0.82426475,0.82433483,0.0022370002,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,3,16,330,1,2026-07-30,18:46:36,2.0099614,2.0098261,0.0022369268,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,4,60,0,1,2026-07-30,18:46:44,1.411165,1.4113216,0.0022312773,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,5,64,60,1,2026-07-30,18:46:51,0.19856206,0.19852422,0.0023354484,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,6,64,120,1,2026-07-30,18:46:59,0.090784258,0.090603293,0.0023449341,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,7,60,180,1,2026-07-30,18:47:07,0.1191872,0.11922866,0.0024473397,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,8,64,240,1,2026-07-30,18:47:15,0.26208835,0.26202649,0.0024286842,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,9,64,300,1,2026-07-30,18:47:23,1.5451568,1.5452365,0.0022037165,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,10,0,0,1,2026-07-30,18:47:30,1.250445,1.2504266,0.0022756966,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,11,60,90,1,2026-07-30,18:47:38,0.15869054,0.15871192,0.0022427312,1000,1000
20260730_111944_64,0.8,-0.6,0.7,tilt,1.5285561,267.8644,-0.1110137,-0.81003679,0.017013166,0.0090737981,-0.0097770116,-0.70703919,0.70704856,1.52856,267.864,12,60,270,1,2026-07-30,18:47:48,0.88783791,0.88783725,0.002264741,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,1,16,90,1,2026-07-30,18:48:06,1.0405169,1.0405064,0.0021477157,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,2,16,210,1,2026-07-30,18:48:13,1.0090282,1.0092487,0.0023145589,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,3,16,330,1,2026-07-30,18:48:19,2.4447282,2.4448042,0.0024291325,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,4,60,0,1,2026-07-30,18:48:27,1.78677,1.786744,0.0023160572,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,5,64,60,1,2026-07-30,18:48:34,0.25970158,0.2597233,0.0024858604,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,6,64,120,1,2026-07-30,18:48:42,0.1321331,0.13206072,0.0022671163,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,7,60,180,1,2026-07-30,18:48:50,0.12669132,0.12679628,0.0023007952,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,8,64,240,1,2026-07-30,18:48:58,0.23408615,0.23405917,0.0024579262,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,9,64,300,1,2026-07-30,18:49:06,1.3580835,1.358019,0.0023275069,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,10,0,0,1,2026-07-30,18:49:13,1.6238823,1.6238744,0.0022687986,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,11,60,90,1,2026-07-30,18:49:21,0.2005757,0.20049838,0.0023153632,1000,1000
20260730_111944_65,0.8,-0.4,0.7,vertical,0,0,0.088,-0.81,0.017,0,0,-0.38268428,0.92387918,0,0,12,60,270,1,2026-07-30,18:49:31,0.66268899,0.6627821,0.002339049,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,1,16,90,1,2026-07-30,18:49:49,0.91703357,0.91712076,0.0024951161,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,2,16,210,1,2026-07-30,18:49:56,0.88306832,0.88290183,0.0024907946,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,3,16,330,1,2026-07-30,18:50:02,2.1440306,2.1440704,0.0023933245,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,4,60,0,1,2026-07-30,18:50:10,1.5755131,1.5755071,0.0026582819,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,5,64,60,1,2026-07-30,18:50:17,0.24239935,0.24228485,0.0025718489,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,6,64,120,1,2026-07-30,18:50:25,0.12047863,0.12054477,0.0023509137,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,7,60,180,1,2026-07-30,18:50:33,0.10757188,0.10738368,0.0025879756,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,8,64,240,1,2026-07-30,18:50:41,0.19575151,0.195892,0.0024583092,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,9,64,300,1,2026-07-30,18:50:49,1.1896889,1.1895563,0.002441331,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,10,0,0,1,2026-07-30,18:50:57,1.4244828,1.4244828,0.0023143971,1000,1000
20260730_111944_65,0.8,-0.4,0.7,tilt,11.226136,42.076712,0.083172954,-0.80465343,0.017707937,0.091289624,0.035112928,0.35727143,0.92886512,11.2261,42.0767,11,60,90,1,2026-07-30,18:51:04,0.18614786,0.18635021,0.0024684734,1000,1000
