Case,Height_m,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
1,0,0.902201028267076,0.902201028267076,100,0
1,0.6,0.491231228163679,0.491231228163679,100,0
1,1.2,0.334644539095393,0.334644539095393,100,0
