======================================================================
GLS DF OPTIMIZATION — ORIENTATION VALUES LOG
======================================================================
Log started: 29-Apr-2026 14:29:16
Format: Generation | RMS_Ang_Error(deg) | K_vector=[theta1,rho1,...]
======================================================================

         1 |     0.831138 | [26.368,134.068,8.669,235.328,27.390,62.587,37.079,320.413,35.215,180.989]
         2 |     0.828918 | [25.368,134.068,9.669,235.328,27.390,62.587,37.079,320.413,35.215,180.989]
         3 |     0.804372 | [26.368,237.458,8.669,235.328,27.390,62.587,26.323,320.413,27.430,180.989]
         4 |     0.794748 | [26.368,237.458,8.669,127.604,27.390,62.587,32.761,323.093,27.430,180.989]
         5 |     0.735130 | [26.368,134.068,9.669,221.221,27.390,62.587,37.079,320.444,37.889,223.300]
         6 |     0.691164 | [27.999,240.420,8.669,235.328,27.390,48.201,32.618,320.413,27.238,145.063]
         7 |     0.688962 | [26.368,240.420,8.669,127.604,27.390,48.201,32.761,320.413,35.215,145.063]
         8 |     0.687342 | [27.368,240.420,8.669,127.604,28.390,49.201,33.761,320.413,35.215,145.063]
         9 |     0.681440 | [27.368,240.420,8.669,127.604,28.390,49.201,33.761,320.413,35.215,145.063]
        10 |     0.678075 | [27.368,134.068,8.669,222.221,28.390,49.201,33.761,320.413,35.215,223.300]
        11 |     0.673127 | [28.368,134.068,8.669,222.221,29.390,50.201,33.761,319.413,35.215,224.300]
        12 |     0.668990 | [28.368,134.068,8.669,222.221,29.390,50.201,33.761,319.413,35.215,224.300]
        13 |     0.669562 | [28.368,135.068,8.669,222.221,29.390,50.201,33.761,319.413,36.215,222.300]
        14 |     0.672295 | [26.368,236.458,8.669,127.604,28.390,48.201,33.761,320.413,37.889,145.063]
        15 |     0.667856 | [29.493,134.193,8.669,222.221,28.452,48.389,34.886,320.444,36.215,224.550]
        16 |     0.666958 | [28.999,237.458,6.716,222.221,27.390,50.201,33.761,324.413,37.889,145.063]
        17 |     0.668532 | [29.868,136.068,8.669,222.221,30.890,50.201,34.761,320.913,34.715,225.550]
        18 |     0.666234 | [28.999,237.458,6.716,90.506,28.390,48.701,33.761,320.413,35.215,144.563]
        19 |     0.663848 | [31.368,236.458,7.018,127.604,30.390,51.201,33.618,320.413,36.215,145.063]
        20 |     0.662720 | [31.368,237.958,6.716,222.221,30.390,51.201,32.868,323.413,36.215,145.063]
        21 |     0.660146 | [31.368,136.068,6.716,222.221,30.390,51.201,32.868,323.413,34.715,225.550]
        22 |     0.660776 | [31.368,236.458,6.018,127.604,31.390,51.201,35.618,321.413,36.215,145.063]
        23 |     0.661577 | [30.993,136.318,6.768,222.721,30.390,49.451,35.261,321.913,36.215,226.050]
        24 |     0.658801 | [31.868,136.068,6.716,223.721,30.640,51.701,33.868,323.913,34.715,225.800]
        25 |     0.656673 | [31.868,236.958,6.716,127.604,31.890,50.451,32.949,320.663,36.465,145.563]
        26 |     0.654680 | [32.368,137.318,6.716,223.721,29.702,49.201,34.618,322.413,37.889,225.738]
        27 |     0.657427 | [31.868,136.318,6.768,222.721,30.390,49.451,33.868,322.101,37.215,226.050]
        28 |     0.646700 | [31.368,136.068,6.018,223.221,32.390,49.201,33.868,321.413,38.215,226.550]
