Case,K,Budget,RMS_full_cm,RMS_conditional_cm,Coverage_percent
1,1,per_orientation,Inf,NaN,0
1,2,per_orientation,Inf,NaN,0
1,3,per_orientation,Inf,1287974.49397242,90.625
1,4,per_orientation,Inf,3975422.37053594,97.7678571428571
1,5,per_orientation,175847069.773493,175847069.773493,100
1,6,per_orientation,136752378.525059,136752378.525059,100
1,7,per_orientation,150831455.502067,150831455.502067,100
1,8,per_orientation,135757304.440832,135757304.440832,100
1,9,per_orientation,106262963.053066,106262963.053066,100
1,10,per_orientation,92320410.7845374,92320410.7845374,100
1,11,per_orientation,105841734.47908,105841734.47908,100
1,12,per_orientation,91163366.3635702,91163366.3635702,100
1,13,per_orientation,93008254.8029092,93008254.8029092,100
1,14,per_orientation,90276130.9175135,90276130.9175135,100
1,15,per_orientation,80662961.2666508,80662961.2666508,100
2,1,per_orientation,Inf,NaN,0
2,2,per_orientation,Inf,NaN,0
2,3,per_orientation,Inf,6.65914604574795,90.625
2,4,per_orientation,Inf,12.7515717575631,97.7678571428571
2,5,per_orientation,37.2485623710726,37.2485623710726,100
2,6,per_orientation,27.9890907546341,27.9890907546341,100
2,7,per_orientation,27.6008016424907,27.6008016424907,100
2,8,per_orientation,26.867451502598,26.867451502598,100
2,9,per_orientation,21.6516311933261,21.6516311933261,100
2,10,per_orientation,20.5100171004836,20.5100171004836,100
2,11,per_orientation,20.3852305382367,20.3852305382367,100
2,12,per_orientation,18.5381780787958,18.5381780787958,100
2,13,per_orientation,17.9316361929111,17.9316361929111,100
2,14,per_orientation,17.2905453763188,17.2905453763188,100
2,15,per_orientation,16.3074551885124,16.3074551885124,100
3,1,per_orientation,Inf,NaN,0
3,2,per_orientation,Inf,NaN,0
3,3,per_orientation,Inf,1.90334463949922,90.625
3,4,per_orientation,Inf,2.08563035717948,97.7678571428571
3,5,per_orientation,2.95227125765728,2.95227125765728,100
3,6,per_orientation,2.37720352903253,2.37720352903253,100
3,7,per_orientation,2.21615488350674,2.21615488350674,100
3,8,per_orientation,2.1435734647051,2.1435734647051,100
3,9,per_orientation,1.86352667827774,1.86352667827774,100
3,10,per_orientation,1.77258733929706,1.77258733929706,100
3,11,per_orientation,1.70101756817893,1.70101756817893,100
3,12,per_orientation,1.59958009335185,1.59958009335185,100
3,13,per_orientation,1.52742195308383,1.52742195308383,100
3,14,per_orientation,1.47226130800229,1.47226130800229,100
3,15,per_orientation,1.41684551721579,1.41684551721579,100
4,1,per_orientation,Inf,NaN,0
4,2,per_orientation,Inf,NaN,0
4,3,per_orientation,Inf,1.70474151511146,90.625
4,4,per_orientation,Inf,1.59274020232694,97.7678571428571
4,5,per_orientation,1.68071414977649,1.68071414977649,100
4,6,per_orientation,1.45121320878069,1.45121320878069,100
4,7,per_orientation,1.33939205422046,1.33939205422046,100
4,8,per_orientation,1.26905303164065,1.26905303164065,100
4,9,per_orientation,1.16165558663579,1.16165558663579,100
4,10,per_orientation,1.10253828956987,1.10253828956987,100
4,11,per_orientation,1.05194502916807,1.05194502916807,100
4,12,per_orientation,1.00168669675394,1.00168669675394,100
4,13,per_orientation,0.958605885027707,0.958605885027707,100
4,14,per_orientation,0.923998960552292,0.923998960552292,100
4,15,per_orientation,0.892441503354717,0.892441503354717,100
1,1,fixed_total,Inf,NaN,0
1,2,fixed_total,Inf,NaN,0
1,3,fixed_total,Inf,743612.420804336,90.625
1,4,fixed_total,Inf,2650281.58035727,97.7678571428571
1,5,fixed_total,131068667.219221,131068667.219221,100
1,6,fixed_total,111657849.499445,111657849.499445,100
1,7,fixed_total,133019584.948495,133019584.948495,100
1,8,fixed_total,127993214.087624,127993214.087624,100
1,9,fixed_total,106262963.053066,106262963.053066,100
1,10,fixed_total,97314257.5338362,97314257.5338362,100
1,11,fixed_total,117014871.318187,117014871.318187,100
1,12,fixed_total,105266388.220478,105266388.220478,100
1,13,fixed_total,111785264.768642,111785264.768642,100
1,14,fixed_total,112602443.67267,112602443.67267,100
1,15,fixed_total,104135435.213837,104135435.213837,100
2,1,fixed_total,Inf,NaN,0
2,2,fixed_total,Inf,NaN,0
2,3,fixed_total,Inf,3.84465976208561,90.625
2,4,fixed_total,Inf,8.50104783837539,97.7678571428571
2,5,fixed_total,27.7634391752863,27.7634391752863,100
2,6,fixed_total,22.8529969044345,22.8529969044345,100
2,7,fixed_total,24.3415523553949,24.3415523553949,100
2,8,fixed_total,25.3308762009169,25.3308762009169,100
2,9,fixed_total,21.6516311933261,21.6516311933261,100
2,10,fixed_total,21.6194562955103,21.6194562955103,100
2,11,fixed_total,22.5371139692906,22.5371139692906,100
2,12,fixed_total,21.4060442081559,21.4060442081559,100
2,13,fixed_total,21.5517243389924,21.5517243389924,100
2,14,fixed_total,21.5661320283255,21.5661320283255,100
2,15,fixed_total,21.0528341213774,21.0528341213774,100
3,1,fixed_total,Inf,NaN,0
3,2,fixed_total,Inf,NaN,0
3,3,fixed_total,Inf,1.09889653997551,90.625
3,4,fixed_total,Inf,1.39042023811966,97.7678571428571
3,5,fixed_total,2.20049307338016,2.20049307338016,100
3,6,fixed_total,1.94097855362439,1.94097855362439,100
3,7,fixed_total,1.95446573076661,1.95446573076661,100
3,8,fixed_total,2.02098044381936,2.02098044381936,100
3,9,fixed_total,1.86352667827774,1.86352667827774,100
3,10,fixed_total,1.86847111458546,1.86847111458546,100
3,11,fixed_total,1.88056136389906,1.88056136389906,100
3,12,fixed_total,1.84703599497412,1.84703599497412,100
3,13,fixed_total,1.83575390722953,1.83575390722953,100
3,14,fixed_total,1.83626419391075,1.83626419391075,100
3,15,fixed_total,1.8291396974418,1.8291396974418,100
4,1,fixed_total,Inf,NaN,0
4,2,fixed_total,Inf,NaN,0
4,3,fixed_total,Inf,0.98423297264833,90.625
4,4,fixed_total,Inf,1.06182680155129,97.7678571428571
4,5,fixed_total,1.25273036321533,1.25273036321533,100
4,6,fixed_total,1.18491062316659,1.18491062316659,100
4,7,fixed_total,1.18123353363982,1.18123353363982,100
4,8,fixed_total,1.19647467247793,1.19647467247793,100
4,9,fixed_total,1.16165558663579,1.16165558663579,100
4,10,fixed_total,1.16217740086235,1.16217740086235,100
4,11,fixed_total,1.16297215879097,1.16297215879097,100
4,12,fixed_total,1.15664816802911,1.15664816802911,100
4,13,fixed_total,1.15210486932197,1.15210486932197,100
4,14,fixed_total,1.15243440308074,1.15243440308074,100
4,15,fixed_total,1.15213702665238,1.15213702665238,100
