x,y,z,inclinacion,azimuth,mode,medida_daq
0.25,-0.5,0.75,0,0,r_vertical,-1.71674
0.25,-0.5,0.75,0,0,r_vertical,-1.71805
0.25,-0.5,0.75,0,0,r_vertical,-1.72266
0.25,-0.5,0.75,0,0,r_vertical,-1.72134
0.25,-0.5,0.75,0,0,r_vertical,-1.71937
0.25,-0.5,0.75,0,0,r_vertical,-1.72266
0.25,-0.5,0.75,0,0,r_vertical,-1.71937
0.25,-0.5,0.75,0,0,r_vertical,-1.7174
0.25,-0.5,0.75,0,0,r_vertical,-1.71937
0.25,-0.5,0.75,0,0,r_vertical,-1.71641
0.25,-0.5,0.75,0,0,r_vertical,-1.71805
0.25,-0.5,0.75,0,0,r_vertical,-1.71904
0.25,-0.5,0.75,0,0,r_vertical,-1.72134
0.25,-0.5,0.75,0,0,r_vertical,-1.70884
0.25,-0.5,0.75,0,0,r_vertical,-1.69634
0.25,-0.5,0.75,0,0,r_vertical,-1.71805
0.25,-0.5,0.75,0,0,r_vertical,-1.7197
0.25,-0.5,0.75,0,0,r_vertical,-1.71279
0.25,-0.5,0.75,0,0,r_vertical,-1.69206
0.25,-0.5,0.75,0,0,r_vertical,-1.72365
0.25,-0.5,0.75,0,0,r_vertical,-1.71411
0.25,-0.5,0.75,0,0,r_vertical,-1.71707
0.25,-0.5,0.75,0,0,r_vertical,-1.71509
0.25,-0.5,0.75,0,0,r_vertical,-1.71674
0.25,-0.5,0.75,0,0,r_vertical,-1.72463
0.25,-0.5,0.75,0,0,r_vertical,-1.72398
0.25,-0.5,0.75,0,0,r_vertical,-1.72299
0.25,-0.5,0.75,0,0,r_vertical,-1.71937
0.25,-0.5,0.75,0,0,r_vertical,-1.71575
0.25,-0.5,0.75,0,0,r_vertical,-1.71444
0.25,-0.5,0.75,0,0,r_vertical,-1.71542
0.25,-0.5,0.75,0,0,r_vertical,-1.71509
0.25,-0.5,0.75,0,0,r_vertical,-1.72134
0.25,-0.5,0.75,0,0,r_vertical,-1.71641
0.25,-0.5,0.75,0,0,r_vertical,-1.71345
0.25,-0.5,0.75,0,0,r_vertical,-1.72365
0.25,-0.5,0.75,0,0,r_vertical,-1.70983
0.25,-0.5,0.75,0,0,r_vertical,-1.72036
0.25,-0.5,0.75,0,0,r_vertical,-1.73944
0.25,-0.5,0.75,0,0,r_vertical,-1.72299
0.25,-0.5,0.75,0,0,r_vertical,-1.71542
0.25,-0.5,0.75,0,0,r_vertical,-1.72134
0.25,-0.5,0.75,0,0,r_vertical,-1.71871
0.25,-0.5,0.75,0,0,r_vertical,-1.722
0.25,-0.5,0.75,0,0,r_vertical,-1.72332
0.25,-0.5,0.75,0,0,r_vertical,-1.71246
0.25,-0.5,0.75,0,0,r_vertical,-1.72496
0.25,-0.5,0.75,0,0,r_vertical,-1.72003
0.25,-0.5,0.75,0,0,r_vertical,-1.71641
0.25,-0.5,0.75,0,0,r_vertical,-1.71542
0.25,-0.5,0.75,0,0,r_vertical,-1.71608
0.25,-0.5,0.75,0,0,r_vertical,-1.71345
0.25,-0.5,0.75,0,0,r_vertical,-1.71805
0.25,-0.5,0.75,0,0,r_vertical,-1.72463
0.25,-0.5,0.75,0,0,r_vertical,-1.7299
0.25,-0.5,0.75,0,0,r_vertical,-1.71937
0.25,-0.5,0.75,0,0,r_vertical,-1.73154
0.25,-0.5,0.75,0,0,r_vertical,-1.71082
0.25,-0.5,0.75,0,0,r_vertical,-1.72299
0.25,-0.5,0.75,0,0,r_vertical,-1.71213
0.25,-0.5,0.75,0,0,r_vertical,-1.71641
0.25,-0.5,0.75,0,0,r_vertical,-1.72332
0.25,-0.5,0.75,0,0,r_vertical,-1.72003
0.25,-0.5,0.75,0,0,r_vertical,-1.71444
0.25,-0.5,0.75,0,0,r_vertical,-1.71641
0.25,-0.5,0.75,0,0,r_vertical,-1.71575
0.25,-0.5,0.75,0,0,r_vertical,-1.72102
0.25,-0.5,0.75,0,0,r_vertical,-1.72233
0.25,-0.5,0.75,0,0,r_vertical,-1.72299
0.25,-0.5,0.75,0,0,r_vertical,-1.72233
0.25,-0.5,0.75,0,0,r_vertical,-1.72102
0.25,-0.5,0.75,0,0,r_vertical,-1.72134
0.25,-0.5,0.75,0,0,r_vertical,-1.72233
0.25,-0.5,0.75,0,0,r_vertical,-1.71641
0.25,-0.5,0.75,0,0,r_vertical,-1.70654
0.25,-0.5,0.75,0,0,r_vertical,-1.71147
0.25,-0.5,0.75,0,0,r_vertical,-1.72398
0.25,-0.5,0.75,0,0,r_vertical,-1.70621
0.25,-0.5,0.75,0,0,r_vertical,-1.70292
0.25,-0.5,0.75,0,0,r_vertical,-1.72398
0.25,-0.5,0.75,0,0,r_vertical,-1.71476
0.25,-0.5,0.75,0,0,r_vertical,-1.71773
0.25,-0.5,0.75,0,0,r_vertical,-1.72036
0.25,-0.5,0.75,0,0,r_vertical,-1.71279
0.25,-0.5,0.75,0,0,r_vertical,-1.71444
0.25,-0.5,0.75,0,0,r_vertical,-1.71707
0.25,-0.5,0.75,0,0,r_vertical,-1.71509
0.25,-0.5,0.75,0,0,r_vertical,-1.72365
0.25,-0.5,0.75,0,0,r_vertical,-1.72299
0.25,-0.5,0.75,0,0,r_vertical,-1.72102
0.25,-0.5,0.75,0,0,r_vertical,-1.71937
0.25,-0.5,0.75,0,0,r_vertical,-1.7174
0.25,-0.5,0.75,0,0,r_vertical,-1.7197
0.25,-0.5,0.75,0,0,r_vertical,-1.7095
0.25,-0.5,0.75,0,0,r_vertical,-1.72628
0.25,-0.5,0.75,0,0,r_vertical,-1.70818
0.25,-0.5,0.75,0,0,r_vertical,-1.7197
