sample_id,date,time,axis,axis_angle,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_153045_182,2026-07-22,15:46:15,Y,-90.000000,90.000000,270.000000,1.000000,0.525065,0.524919,0.002110,1000,1000
20260722_153045_183,2026-07-22,15:46:19,Y,-89.000000,89.000000,270.000000,1.000000,0.379910,0.379818,0.002101,1000,1000
20260722_153045_184,2026-07-22,15:46:22,Y,-88.000000,88.000000,270.000000,1.000000,0.288212,0.288349,0.001980,1000,1000
20260722_153045_185,2026-07-22,15:46:25,Y,-87.000000,87.000000,270.000000,1.000000,0.279505,0.279465,0.001828,1000,1000
20260722_153045_186,2026-07-22,15:46:28,Y,-86.000000,86.000000,270.000000,1.000000,0.270254,0.270252,0.001879,1000,1000
20260722_153045_187,2026-07-22,15:46:32,Y,-85.000000,85.000000,270.000000,1.000000,0.261675,0.261697,0.001905,1000,1000
20260722_153045_188,2026-07-22,15:46:35,Y,-84.000000,84.000000,270.000000,1.000000,0.253640,0.253636,0.001927,1000,1000
20260722_153045_189,2026-07-22,15:46:38,Y,-83.000000,83.000000,270.000000,1.000000,0.246118,0.245904,0.001995,1000,1000
20260722_153045_190,2026-07-22,15:46:42,Y,-82.000000,82.000000,270.000000,1.000000,0.238497,0.238666,0.002173,1000,1000
20260722_153045_191,2026-07-22,15:46:45,Y,-81.000000,81.000000,270.000000,1.000000,0.231193,0.231098,0.002172,1000,1000
20260722_153045_192,2026-07-22,15:46:48,Y,-80.000000,80.000000,270.000000,1.000000,0.224049,0.223859,0.001808,1000,1000
20260722_153045_193,2026-07-22,15:46:51,Y,-79.000000,79.000000,270.000000,1.000000,0.217058,0.216950,0.002174,1000,1000
20260722_153045_194,2026-07-22,15:46:55,Y,-78.000000,78.000000,270.000000,1.000000,0.210150,0.210040,0.001989,1000,1000
20260722_153045_195,2026-07-22,15:46:58,Y,-77.000000,77.000000,270.000000,1.000000,0.203566,0.203460,0.002005,1000,1000
20260722_153045_196,2026-07-22,15:47:01,Y,-76.000000,76.000000,270.000000,1.000000,0.196841,0.196879,0.001967,1000,1000
20260722_153045_197,2026-07-22,15:47:05,Y,-75.000000,75.000000,270.000000,1.000000,0.190648,0.190628,0.001871,1000,1000
20260722_153045_198,2026-07-22,15:47:08,Y,-74.000000,74.000000,270.000000,1.000000,0.184644,0.184705,0.001890,1000,1000
20260722_153045_199,2026-07-22,15:47:11,Y,-73.000000,73.000000,270.000000,1.000000,0.178897,0.178783,0.001890,1000,1000
20260722_153045_200,2026-07-22,15:47:15,Y,-72.000000,72.000000,270.000000,1.000000,0.173408,0.173518,0.002073,1000,1000
20260722_153045_201,2026-07-22,15:47:18,Y,-71.000000,71.000000,270.000000,1.000000,0.168537,0.168583,0.002027,1000,1000
20260722_153045_202,2026-07-22,15:47:21,Y,-70.000000,70.000000,270.000000,1.000000,0.170328,0.170228,0.001726,1000,1000
20260722_153045_203,2026-07-22,15:47:25,Y,-69.000000,69.000000,270.000000,1.000000,0.676006,0.675943,0.001955,1000,1000
20260722_153045_204,2026-07-22,15:47:28,Y,-68.000000,68.000000,270.000000,1.000000,0.675769,0.675943,0.001882,1000,1000
20260722_153045_205,2026-07-22,15:47:31,Y,-67.000000,67.000000,270.000000,1.000000,0.701019,0.700949,0.001873,1000,1000
20260722_153045_206,2026-07-22,15:47:34,Y,-66.000000,66.000000,270.000000,1.000000,0.729184,0.729246,0.001763,1000,1000
20260722_153045_207,2026-07-22,15:47:38,Y,-65.000000,65.000000,270.000000,1.000000,0.759908,0.759845,0.001988,1000,1000
20260722_153045_208,2026-07-22,15:47:41,Y,-64.000000,64.000000,270.000000,1.000000,0.797784,0.797684,0.002017,1000,1000
20260722_153045_209,2026-07-22,15:47:44,Y,-63.000000,63.000000,270.000000,1.000000,0.838154,0.838154,0.001831,1000,1000
20260722_153045_210,2026-07-22,15:47:48,Y,-62.000000,62.000000,270.000000,1.000000,0.886519,0.886521,0.002118,1000,1000
20260722_153045_211,2026-07-22,15:47:51,Y,-61.000000,61.000000,270.000000,1.000000,0.952365,0.952327,0.002097,1000,1000
20260722_153045_212,2026-07-22,15:47:54,Y,-60.000000,60.000000,270.000000,1.000000,1.027094,1.027016,0.001730,1000,1000
20260722_153045_213,2026-07-22,15:47:58,Y,-59.000000,59.000000,270.000000,1.000000,1.107970,1.107957,0.001829,1000,1000
20260722_153045_214,2026-07-22,15:48:01,Y,-58.000000,58.000000,270.000000,1.000000,1.188647,1.188569,0.002016,1000,1000
20260722_153045_215,2026-07-22,15:48:04,Y,-57.000000,57.000000,270.000000,1.000000,1.266693,1.266549,0.001955,1000,1000
20260722_153045_216,2026-07-22,15:48:07,Y,-56.000000,56.000000,270.000000,1.000000,1.357355,1.357361,0.001904,1000,1000
20260722_153045_217,2026-07-22,15:48:11,Y,-55.000000,55.000000,270.000000,1.000000,1.474778,1.474824,0.002074,1000,1000
20260722_153045_218,2026-07-22,15:48:14,Y,-54.000000,54.000000,270.000000,1.000000,1.612544,1.612687,0.001876,1000,1000
20260722_153045_219,2026-07-22,15:48:17,Y,-53.000000,53.000000,270.000000,1.000000,1.755959,1.755815,0.001962,1000,1000
20260722_153045_220,2026-07-22,15:48:21,Y,-52.000000,52.000000,270.000000,1.000000,1.897099,1.896969,0.001877,1000,1000
20260722_153045_221,2026-07-22,15:48:24,Y,-51.000000,51.000000,270.000000,1.000000,2.055584,2.055561,0.002031,1000,1000
20260722_153045_222,2026-07-22,15:48:27,Y,-50.000000,50.000000,270.000000,1.000000,2.227921,2.227973,0.002052,1000,1000
20260722_153045_223,2026-07-22,15:48:31,Y,-49.000000,49.000000,270.000000,1.000000,2.394137,2.394133,0.001978,1000,1000
20260722_153045_224,2026-07-22,15:48:34,Y,-48.000000,48.000000,270.000000,1.000000,2.559985,2.559965,0.002057,1000,1000
20260722_153045_225,2026-07-22,15:48:37,Y,-47.000000,47.000000,270.000000,1.000000,2.736008,2.735997,0.001983,1000,1000
20260722_153045_226,2026-07-22,15:48:40,Y,-46.000000,46.000000,270.000000,1.000000,2.905193,2.905448,0.002279,1000,1000
20260722_153045_227,2026-07-22,15:48:44,Y,-45.000000,45.000000,270.000000,1.000000,3.085076,3.085099,0.001864,1000,1000
20260722_153045_228,2026-07-22,15:48:47,Y,-44.000000,44.000000,270.000000,1.000000,3.258339,3.258499,0.002223,1000,1000
20260722_153045_229,2026-07-22,15:48:50,Y,-43.000000,43.000000,270.000000,1.000000,3.419387,3.419067,0.002805,1000,1000
