
==================================
Iniciando optimización para 10 orientaciones
==================================


Single objective optimization:
20 Variables

Options:
CreationFcn:       @gacreationuniform
CrossoverFcn:      @crossoverscattered
SelectionFcn:      @selectionstochunif
MutationFcn:       @mutationadaptfeasible

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  132            19950          0.1168          0.1266        0
  133            20100          0.1184          0.1267        1
  134            20250          0.1169          0.1266        0
  135            20400          0.1184          0.1269        1
  136            20550          0.1201          0.1269        2
  137            20700          0.1197           0.127        0
  138            20850          0.1172          0.1263        0
  139            21000          0.1189          0.1268        1
  140            21150          0.1213          0.1266        2
  141            21300          0.1198          0.1264        0
  142            21450          0.1184          0.1264        0
  143            21600          0.1196          0.1264        1
  144            21750          0.1198          0.1271        2
  145            21900          0.1189          0.1262        0
  146            22050          0.1191          0.1265        1
  147            22200          0.1194          0.1269        2
  148            22350          0.1193          0.1264        0
  149            22500          0.1183          0.1271        0
  150            22650          0.1207          0.1272        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  151            22800          0.1196          0.1266        0
  152            22950          0.1195          0.1265        0
  153            23100          0.1186          0.1265        0
  154            23250          0.1185          0.1265        0
  155            23400          0.1193          0.1265        1
  156            23550          0.1188          0.1265        0
  157            23700          0.1171          0.1271        0
  158            23850          0.1189          0.1267        1
  159            24000          0.1198          0.1272        2
  160            24150           0.119          0.1265        0
  161            24300          0.1203          0.1268        1
  162            24450          0.1178          0.1266        0
  163            24600          0.1183          0.1269        1
  164            24750          0.1166          0.1262        0
  165            24900          0.1189          0.1269        1
  166            25050          0.1197          0.1264        2
  167            25200          0.1175          0.1267        0
  168            25350          0.1197          0.1268        1
  169            25500          0.1189          0.1263        0
  170            25650          0.1169          0.1268        0
  171            25800          0.1187          0.1264        1
  172            25950          0.1194          0.1266        2
  173            26100          0.1175          0.1263        0
  174            26250          0.1181          0.1268        1
  175            26400          0.1199          0.1268        2
  176            26550          0.1198          0.1263        0
  177            26700          0.1185          0.1261        0
  178            26850           0.118           0.126        0
  179            27000          0.1176          0.1261        0
  180            27150          0.1185          0.1263        1

                                  Best           Mean      Stall
Generation      Func-count        f(x)           f(x)    Generations
  181            27300          0.1189          0.1261        2
  182            27450          0.1188           0.126        0
  183            27600          0.1178          0.1263        0
  184            27750          0.1176          0.1261        0
  185            27900          0.1167           0.126        0
  186            28050          0.1172           0.126        1
  187            28200          0.1169          0.1266        0
  188            28350          0.1191          0.1262        1
  189            28500          0.1182          0.1259        0
  190            28650          0.1138          0.1266        0
  191            28800          0.1183          0.1265        1
  192            28950          0.1186          0.1261        2
  193            29100          0.1168          0.1263        0
  194            29250          0.1178          0.1262        1
  195            29400          0.1185          0.1257        2
  196            29550          0.1174          0.1259        0
  197            29700          0.1188          0.1259        1
  198            29850          0.1193          0.1261        2
ga stopped because the average change in the fitness value is less than options.FunctionTolerance.

Optimización completada para 10 orientaciones
Tiempo de ejecución: 15533.65 segundos
Mejor RMSE encontrado: 0.1193 metros

Orientaciones óptimas:
Orientación 1: theta = 7.49°, rho = 84.95°
Orientación 2: theta = 3.96°, rho = 359.89°
Orientación 3: theta = 4.63°, rho = 219.82°
Orientación 4: theta = 5.44°, rho = 359.55°
Orientación 5: theta = 8.22°, rho = 252.70°
Orientación 6: theta = 12.95°, rho = 74.03°
Orientación 7: theta = 11.63°, rho = 79.43°
Orientación 8: theta = 6.99°, rho = 211.47°
Orientación 9: theta = 6.00°, rho = 241.51°
Orientación 10: theta = 8.55°, rho = 202.52°
Figura "Evolución de Ángulos" guardada
Figura "Orientación 3D" guardada
Figura "Genetic Algorithm" guardada
