Case,OrientationVariance_deg2,VisibilityDisagreement_percent,Method,RMSE_full_cm,RMSE_success_cm,Failure_percent,RMS_bias_cm,RMS_PEB_cm,RMSE_success_over_PEB,MC_CI95_low_cm,MC_CI95_high_cm,DirectionRMSE_deg,RangeRMSE_cm
1,0,0,LS,2.01261576036262,2.01261576036262,0,0.203468322716439,1.959234590664,1.02724593060627,1.96572367922461,2.05950784150064,0.587559294596561,0.393791311293262
1,0,0,GLS,2.01332407012607,2.01332407012607,0,0.202582398276109,1.959234590664,1.02760745431906,1.96645384731404,2.0601942929381,0.587747559248813,0.394209092729988
1,0,0,WLS,2.7116742355644,2.7116742355644,0,0.76982414477345,1.959234590664,1.38404775440668,2.64559667337453,2.77775179775427,0.790067103308728,0.592902484006673
1,0,0,NLS,2.01261576036262,2.01261576036262,0,0.203468322716439,1.959234590664,1.02724593060627,1.96572367922461,2.05950784150064,0.587559294596561,0.393791311293262
1,0.0025,0,LS,2.04628943668248,2.04628943668248,0,0.2034789889007,2.00035466947723,1.0229633114098,1.99891894753874,2.09365992582622,0.600265591359427,0.404179050244744
1,0.0025,0,GLS,2.04710531340744,2.04710531340744,0,0.203767486490953,2.00035466947723,1.02337117744346,1.9997313646929,2.09447926212197,0.600481913739603,0.404644032116903
1,0.0025,0,WLS,2.74434866626676,2.74434866626676,0,0.781715518536622,2.00035466947723,1.37193104210063,2.67726904350218,2.81142828903134,0.801705552605444,0.603835443768816
1,0.0025,0,NLS,2.04628943668248,2.04628943668248,0,0.2034789889007,2.00035466947723,1.0229633114098,1.99891894753874,2.09365992582622,0.600265591359427,0.404179050244744
1,0.01,0,LS,2.15476877886256,2.15476877886256,0,0.209054574794923,2.11757128376066,1.0175661123605,2.10592924192182,2.2036083158033,0.640518738930888,0.435355569013067
1,0.01,0,GLS,2.15580806608782,2.15580806608782,0,0.210762914902877,2.11757128376066,1.01805690444539,2.10693773694497,2.20467839523067,0.640799072786019,0.435947216651468
1,0.01,0,WLS,2.84931413079385,2.84931413079385,0,0.8084846483768,2.11757128376066,1.34555759829424,2.78053847286655,2.91808978872115,0.840545550530458,0.63812041886185
1,0.01,0,NLS,2.15476877886256,2.15476877886256,0,0.209054574794923,2.11757128376066,1.0175661123605,2.10592924192182,2.2036083158033,0.640518738930888,0.435355569013067
1,0.04,0,LS,2.55176559494956,2.55176559494956,0,0.235481342691003,2.52388639635546,1.01104613846105,2.49659036271012,2.606940827189,0.78401062405476,0.544030838953787
1,0.04,0,GLS,2.55381676438127,2.55381676438127,0,0.241460624425016,2.52388639635546,1.01185884121767,2.49855761573584,2.6090759130267,0.784604431374552,0.545269895184536
1,0.04,0,WLS,3.25746731829025,3.25746731829025,0,0.956099967418625,2.52388639635546,1.29065528582986,3.18248350586455,3.33245113071596,0.988548313109194,0.766302555902699
1,0.04,0,NLS,2.55176559494956,2.55176559494956,0,0.235481342691003,2.52388639635546,1.01104613846105,2.49659036271012,2.606940827189,0.78401062405476,0.544030838953787
1,0.16,0,LS,3.75194026497724,3.75194026497724,0,0.333367452614118,3.68054339681389,1.01939845845185,3.67397734122606,3.82990318872841,1.20061881958716,0.853873499152028
1,0.16,0,GLS,3.75979715143396,3.75979715143396,0,0.356671177221588,3.68054339681389,1.02153316672986,3.68156774042679,3.83802656244113,1.20310283991541,0.8590757578936
1,0.16,0,WLS,4.59470697831018,4.59470697831018,0,1.49536632132681,3.68054339681389,1.24837734077192,4.49637813757919,4.69303581904117,1.45712061988238,1.16541761984238
1,0.16,0,NLS,3.75194026497724,3.75194026497724,0,0.333367452614118,3.68054339681389,1.01939845845185,3.67397734122606,3.82990318872841,1.20061881958716,0.853873499152028
1,0.49,0,LS,5.91681256825124,5.91681256825124,0,0.550311869691277,5.6030160869507,1.05600492242586,5.79553087515229,6.03809426135018,1.93076216572475,1.39722252327759
