HalfAngle_deg,FOV_deg,Tilt_deg,RMS_full_cm,RMS_conditional_cm,Coverage_percent,Nonregular_percent
30,45,0,Inf,NaN,0,1.69061707523246
30,45,1,Inf,21.8990210531223,74.218089602705,0
30,45,2,Inf,12.8307702493297,74.0490278951817,0
30,45,3,Inf,9.23485762673357,74.218089602705,0
30,45,4,Inf,7.71559378196308,74.5562130177515,0
30,45,5,Inf,6.53009030711004,74.7252747252747,0
30,45,6,Inf,5.57071661230817,74.3871513102282,0
30,45,7,Inf,5.1867633895863,74.218089602705,0
30,45,8,Inf,4.56846717591837,73.541842772612,0
30,45,9,Inf,4.15269831646019,73.2037193575655,0
30,45,10,Inf,3.98624231970885,73.0346576500423,0
30,45,11,Inf,3.81057573932395,73.1191885038039,0
30,45,12,Inf,3.57126338392567,72.7810650887574,0
30,45,13,Inf,3.36622268052121,72.189349112426,0
30,45,14,Inf,3.15094780277525,71.6821639898563,0
30,45,15,Inf,3.08548012064795,70.7523245984784,0.507185122569738
30,45,16,Inf,2.81599420742342,68.8926458157227,0
30,45,17,Inf,2.68993142843336,68.2163989856298,0
30,45,18,Inf,2.52458422778024,67.5401521555368,0
30,45,19,Inf,2.4616681682891,67.032967032967,0
30,45,20,Inf,2.36227564328561,66.1031276415892,0
30,45,21,Inf,2.25253647010274,64.7506339814032,0
30,45,22,Inf,2.16371749700105,63.3981403212172,0
30,45,23,Inf,2.08431640601526,62.3837700760778,0
30,45,24,Inf,1.98122697184921,60.6931530008453,0
30,45,25,Inf,1.83883446100171,58.748943364328,0
30,45,26,Inf,1.77849760278191,57.396449704142,0
30,45,27,Inf,1.71021938573881,56.1284868977177,0
30,45,28,Inf,1.62453416866922,53.3389687235841,0
30,45,29,Inf,1.56889140321707,51.9864750633981,0
30,45,30,Inf,1.44615552407123,49.112426035503,0
30,45,31,Inf,1.34700775203556,46.9146238377008,0
30,45,32,Inf,1.28372408855439,45.2240067624683,0
30,45,33,Inf,1.25112694747162,42.8571428571429,0
30,45,34,Inf,1.21502976759409,40.9974640743872,0
30,45,35,Inf,1.1644491949046,37.9543533389687,0
30,45,36,Inf,1.07203954689066,35.0803043110735,0
30,45,37,Inf,1.01143871138015,32.3753169907016,0
30,45,38,Inf,0.99131349360884,29.8393913778529,0
30,45,39,Inf,0.93945762485236,27.3034657650042,0
30,45,40,Inf,0.793186476758687,24.3448858833474,0
30,45,41,Inf,0.785073756637314,20.7100591715976,0
30,45,42,Inf,0.793004220086853,17.4133558748943,0
30,45,43,Inf,0.685902065569651,14.0321217244294,0
30,45,44,Inf,0.600992638474187,10.989010989011,0
30,45,45,Inf,0.591148762955415,7.77683854606932,1.26796280642434
30,45,46,Inf,0.554285846125568,4.14201183431953,0
30,45,47,Inf,0.405083408813246,2.45139475908707,0
30,45,48,Inf,0.282804761440621,0.253592561284869,0
30,45,49,Inf,NaN,0,0
30,45,50,Inf,NaN,0,0
30,45,51,Inf,NaN,0,0
30,45,52,Inf,NaN,0,0
30,45,53,Inf,NaN,0,0
30,45,54,Inf,NaN,0,0
30,45,55,Inf,NaN,0,0
30,45,56,Inf,NaN,0,0
30,45,57,Inf,NaN,0,0
30,45,58,Inf,NaN,0,0
30,45,59,Inf,NaN,0,0
30,45,60,Inf,NaN,0,0
30,45,61,Inf,NaN,0,0
30,45,62,Inf,NaN,0,0
30,45,63,Inf,NaN,0,0
30,45,64,Inf,NaN,0,0
30,45,65,Inf,NaN,0,0
30,45,66,Inf,NaN,0,0
30,45,67,Inf,NaN,0,0
30,45,68,Inf,NaN,0,0
30,45,69,Inf,NaN,0,0
30,45,70,Inf,NaN,0,0
30,45,71,Inf,NaN,0,0
30,45,72,Inf,NaN,0,0
30,45,73,Inf,NaN,0,0
30,45,74,Inf,NaN,0,0
30,45,75,Inf,NaN,0,0.507185122569738
30,45,76,Inf,NaN,0,0
30,45,77,Inf,NaN,0,0
30,45,78,Inf,NaN,0,0
30,45,79,Inf,NaN,0,0
30,45,80,Inf,NaN,0,0
30,45,81,Inf,NaN,0,0
30,45,82,Inf,NaN,0,0
30,45,83,Inf,NaN,0,0
30,45,84,Inf,NaN,0,0
30,45,85,Inf,NaN,0,0
30,60,0,Inf,NaN,0,0
30,60,1,Inf,46.9300661802481,97.9712595097211,0
30,60,2,Inf,27.971392035115,97.9712595097211,0
30,60,3,Inf,17.780427567755,97.8021978021978,0
30,60,4,Inf,16.1420630656993,98.1403212172443,0
30,60,5,Inf,13.4254385626674,97.8021978021978,0
30,60,6,Inf,11.6590318439721,97.8021978021978,0
30,60,7,Inf,10.3290032767025,97.4640743871513,0
30,60,8,Inf,9.52014138149004,97.4640743871513,0
30,60,9,Inf,8.67673757570066,97.4640743871513,0
30,60,10,Inf,7.89888873686378,97.2950126796281,0
30,60,11,Inf,7.48162340308572,97.2104818258665,0
30,60,12,Inf,7.06167574116875,97.2104818258665,0
30,60,13,Inf,6.76065881005997,97.2104818258665,0
30,60,14,Inf,6.36491530738456,96.8723584108199,0
30,60,15,Inf,6.05088878452884,96.2806424344886,0.253592561284869
30,60,16,Inf,5.74053867730751,96.3651732882502,0
30,60,17,Inf,5.42393086060268,96.196111580727,0
30,60,18,Inf,5.76952544350243,96.3651732882502,0
30,60,19,Inf,5.5576384450333,96.196111580727,0
30,60,20,Inf,5.29010549451088,95.6889264581572,0
30,60,21,Inf,5.08359367743063,94.9281487743026,0
30,60,22,Inf,4.95310018700528,94.4209636517329,0
30,60,23,Inf,4.80306211358556,94.167371090448,0
30,60,24,Inf,4.68055282243176,93.8292476754015,0
30,60,25,Inf,4.56574159123975,93.491124260355,0
30,60,26,Inf,4.43877918360849,93.1530008453085,0
30,60,27,Inf,4.35145245712946,93.1530008453085,0
30,60,28,Inf,4.1825841654488,92.814877430262,0
30,60,29,Inf,4.0119747263295,91.4623837700761,0
30,60,30,Inf,3.94887653896096,91.1242603550296,0
30,60,31,Inf,3.86510400673251,90.1944209636517,0
30,60,32,Inf,3.83324433647674,89.8562975486052,0
30,60,33,Inf,3.46618306828267,88.5038038884193,0
30,60,34,Inf,2.98817757638909,88.1656804733728,0
30,60,35,Inf,2.94168037538172,87.1513102282333,0
30,60,36,Inf,2.83193388130714,85.7142857142857,0
30,60,37,Inf,2.79928485049284,84.6153846153846,0
30,60,38,Inf,2.75814010540124,83.6855452240068,0
30,60,39,Inf,2.7236322221189,82.1639898562975,0
30,60,40,Inf,2.70152257135793,81.1496196111581,0
30,60,41,Inf,2.63835209292576,79.374471682164,0
30,60,42,Inf,2.60680186797978,77.345731191885,0
30,60,43,Inf,2.56591767568965,76.3313609467456,0
30,60,44,Inf,2.56372987791835,74.894336432798,0
