K,Pattern,FOV_deg,Budget,RMS_full_cm,RMS_conditional_cm,LightCoverage_percent,RegularCoverage_percent,TargetCoverage_percent,AxisPEB_cm
19,repeat_triplet,85,per_orientation,Inf,0.299078028144045,100,96.0270498732037,96.0270498732037,0.0895604805416182
20,repeat_triplet,85,per_orientation,Inf,0.291526955199927,100,96.0270498732037,96.0270498732037,0.0872927585261417
21,repeat_triplet,85,per_orientation,Inf,0.283775024090829,100,96.0270498732037,96.0270498732037,0.0849645320552112
22,repeat_triplet,85,per_orientation,Inf,0.277762098253373,100,96.0270498732037,96.0270498732037,0.0831756047140885
23,repeat_triplet,85,per_orientation,Inf,0.271674450847562,100,96.0270498732037,96.0270498732037,0.0813473461874915
24,repeat_triplet,85,per_orientation,Inf,0.265447228767851,100,96.0270498732037,96.0270498732037,0.0794770422445431
25,repeat_triplet,85,per_orientation,Inf,0.260453603000472,100,96.0270498732037,96.0270498732037,0.0779913590518712
26,repeat_triplet,85,per_orientation,Inf,0.255410624064205,100,96.0270498732037,96.0270498732037,0.076476819557137
27,repeat_triplet,85,per_orientation,Inf,0.250266047345232,100,96.0270498732037,96.0270498732037,0.0749316740263548
28,repeat_triplet,85,per_orientation,Inf,0.246032869548202,100,96.0270498732037,96.0270498732037,0.0736722284625998
29,repeat_triplet,85,per_orientation,Inf,0.241766372668479,100,96.0270498732037,96.0270498732037,0.0723908745692377
30,repeat_triplet,85,per_orientation,Inf,0.237423219185541,100,96.0270498732037,96.0270498732037,0.0710864276437683
1,uniform_cone,45,fixed_total,Inf,NaN,54.3533389687236,0,0,Inf
2,uniform_cone,45,fixed_total,Inf,NaN,92.8994082840237,0,0,Inf
3,uniform_cone,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
4,uniform_cone,45,fixed_total,Inf,0.459290556962771,99.6618765849535,22.9078613693998,22.9078613693998,0.129785466509836
5,uniform_cone,45,fixed_total,Inf,0.892824183900601,100,49.112426035503,48.0980557903635,0.129785466509836
6,uniform_cone,45,fixed_total,Inf,1.40443782365772,100,72.7810650887574,59.7633136094675,0.129785466509836
7,uniform_cone,45,fixed_total,Inf,1.75999671409774,100,86.8131868131868,67.7937447168216,0.129785470385269
8,uniform_cone,45,fixed_total,Inf,2.1072857055645,100,93.5756551141167,67.2020287404903,0.129785466509836
9,uniform_cone,45,fixed_total,Inf,2.16331312510706,100,97.2104818258665,71.7666948436179,0.129785466509836
10,uniform_cone,45,fixed_total,Inf,2.36635785900095,100,98.9856297548605,71.9357565511412,0.129785466509836
11,uniform_cone,45,fixed_total,Inf,2.63753597571662,100,99.6618765849535,74.218089602705,0.129785471740785
12,uniform_cone,45,fixed_total,Inf,2.51172340816177,100,99.6618765849535,73.2882502113271,0.129785466509836
13,uniform_cone,45,fixed_total,2.9047010320973,2.9047010320973,100,100,75.4015215553677,0.129785479350269
14,uniform_cone,45,fixed_total,2.85336785227421,2.85336785227421,100,100,75.6551141166526,0.129785472167333
15,uniform_cone,45,fixed_total,2.77996539121437,2.77996539121437,100,100,76.9230769230769,0.129785466509836
16,uniform_cone,45,fixed_total,Inf,3.1131076394308,100,98.647506339814,74.9788672865596,0.129785487988821
17,uniform_cone,45,fixed_total,2.47554206292,2.47554206292,100,100,76.5849535080304,0.129785490568222
18,uniform_cone,45,fixed_total,2.52377894311205,2.52377894311205,100,100,76.5004226542688,0.129785466509836
19,uniform_cone,45,fixed_total,2.44885803500805,2.44885803500805,100,100,76.0777683854607,0.129785493913893
20,uniform_cone,45,fixed_total,2.66212976430668,2.66212976430668,100,100,78.021978021978,0.129785466509836
21,uniform_cone,45,fixed_total,2.33797416626333,2.33797416626333,100,100,77.9374471682164,0.129785503200895
22,uniform_cone,45,fixed_total,2.41938887864384,2.41938887864384,100,100,76.669484361792,0.129785472602261
23,uniform_cone,45,fixed_total,2.35446163170393,2.35446163170393,100,100,77.5147928994083,0.129785505487631
24,uniform_cone,45,fixed_total,Inf,2.46090655016017,100,98.647506339814,76.669484361792,0.129785466509836
25,uniform_cone,45,fixed_total,2.28347015645233,2.28347015645233,100,100,77.345731191885,0.129785466509836
26,uniform_cone,45,fixed_total,2.32097891807474,2.32097891807474,100,100,77.0076077768386,0.129785487933431
27,uniform_cone,45,fixed_total,2.30472315172093,2.30472315172093,100,100,77.5993237531699,0.129785523031918
28,uniform_cone,45,fixed_total,2.34675199131147,2.34675199131147,100,100,77.345731191885,0.129785531449921
29,uniform_cone,45,fixed_total,2.35573925876586,2.35573925876586,100,100,77.0076077768386,0.129785532687349
30,uniform_cone,45,fixed_total,2.26394763409952,2.26394763409952,100,100,79.0363482671175,0.129785466509836
1,golden_prefix,45,fixed_total,Inf,NaN,54.3533389687236,0,0,Inf
2,golden_prefix,45,fixed_total,Inf,NaN,86.5595942519019,0,0,Inf
3,golden_prefix,45,fixed_total,Inf,0.31261944731727,98.2248520710059,10.3972950126796,10.3972950126796,0.141659513600559
4,golden_prefix,45,fixed_total,Inf,0.806124959774437,99.0701606086221,30.0084530853762,29.8393913778529,0.136248182040099
5,golden_prefix,45,fixed_total,Inf,0.9914005796658,100,49.7886728655959,47.5908706677937,0.131754934374866
6,golden_prefix,45,fixed_total,Inf,2.03531098517539,100,71.2595097210482,55.7058326289096,0.13443600380753
7,golden_prefix,45,fixed_total,Inf,2.24120581711914,100,85.4606931530008,62.7218934911243,0.13382387653395
8,golden_prefix,45,fixed_total,Inf,2.30069607898422,100,94.0828402366864,67.8782755705833,0.130074404385639
9,golden_prefix,45,fixed_total,Inf,2.74263176485084,100,96.3651732882502,68.8926458157227,0.130857357290039
10,golden_prefix,45,fixed_total,Inf,3.0678632835355,100,98.3093829247675,69.9070160608622,0.131234731339642
11,golden_prefix,45,fixed_total,Inf,3.29024670412231,100,99.323753169907,71.1749788672866,0.131022524539376
12,golden_prefix,45,fixed_total,Inf,3.0571047899727,100,99.5773457311919,72.4429416737109,0.130595679820729
13,golden_prefix,45,fixed_total,3.24116995535127,3.24116995535127,100,100,74.6407438715131,0.129828919241178
14,golden_prefix,45,fixed_total,3.12893229186286,3.12893229186286,100,100,74.4716821639899,0.130523881097572
15,golden_prefix,45,fixed_total,3.04022957590491,3.04022957590491,100,100,74.6407438715131,0.13063302767832
16,golden_prefix,45,fixed_total,2.86532610857526,2.86532610857526,100,100,74.5562130177515,0.13004334425238
17,golden_prefix,45,fixed_total,2.8226810595456,2.8226810595456,100,100,75.3169907016061,0.130050228780306
18,golden_prefix,45,fixed_total,2.64789167787202,2.64789167787202,100,100,75.3169907016061,0.130038441594371
19,golden_prefix,45,fixed_total,2.63443316997445,2.63443316997445,100,100,76.1622992392223,0.130266358505883
20,golden_prefix,45,fixed_total,2.47558473000856,2.47558473000856,100,100,76.5849535080304,0.130167108619103
21,golden_prefix,45,fixed_total,2.46122062093347,2.46122062093347,100,100,77.9374471682164,0.129791907326041
22,golden_prefix,45,fixed_total,2.39385307328433,2.39385307328433,100,100,77.5147928994083,0.130013616743429
23,golden_prefix,45,fixed_total,2.40377943820729,2.40377943820729,100,100,76.9230769230769,0.130101560534811
24,golden_prefix,45,fixed_total,2.41104464729846,2.41104464729846,100,100,77.1766694843618,0.129997966834554
25,golden_prefix,45,fixed_total,2.42942266492373,2.42942266492373,100,100,77.2612003381234,0.129929831869726
26,golden_prefix,45,fixed_total,2.44650719440868,2.44650719440868,100,100,77.1766694843618,0.129827122555864
27,golden_prefix,45,fixed_total,2.4571902954892,2.4571902954892,100,100,76.8385460693153,0.130014492803662
28,golden_prefix,45,fixed_total,2.47063789448469,2.47063789448469,100,100,77.0921386306002,0.13001534764391
29,golden_prefix,45,fixed_total,2.48116079037349,2.48116079037349,100,100,77.1766694843618,0.129826187229544
30,golden_prefix,45,fixed_total,2.48605067110155,2.48605067110155,100,100,77.4302620456467,0.129876977305535
1,repeat_triplet,45,fixed_total,Inf,NaN,54.3533389687236,0,0,Inf
2,repeat_triplet,45,fixed_total,Inf,NaN,83.0092983939138,0,0,Inf
3,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
4,repeat_triplet,45,fixed_total,Inf,0.298587530213219,99.0701606086221,9.63651732882502,9.63651732882502,0.136805893786195
5,repeat_triplet,45,fixed_total,Inf,0.298560897808881,99.0701606086221,9.63651732882502,9.63651732882502,0.136805893786195
6,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
7,repeat_triplet,45,fixed_total,Inf,0.288435558891922,99.0701606086221,9.63651732882502,9.63651732882502,0.132166286940492
8,repeat_triplet,45,fixed_total,Inf,0.288418850611674,99.0701606086221,9.63651732882502,9.63651732882502,0.132167049863662
9,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
10,repeat_triplet,45,fixed_total,Inf,0.28583870586005,99.0701606086221,9.63651732882502,9.63651732882502,0.130981671211737
11,repeat_triplet,45,fixed_total,Inf,0.285830375790667,99.0701606086221,9.63651732882502,9.63651732882502,0.130984219619565
12,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
13,repeat_triplet,45,fixed_total,Inf,0.284793871329733,99.0701606086221,9.63651732882502,9.63651732882502,0.130505903977686
14,repeat_triplet,45,fixed_total,Inf,0.284775230780216,99.0701606086221,9.63651732882502,9.63651732882502,0.130502498846885
15,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
16,repeat_triplet,45,fixed_total,Inf,0.284264463368754,99.0701606086221,9.63651732882502,9.63651732882502,0.130265267996661
17,repeat_triplet,45,fixed_total,Inf,0.284255526640526,99.0701606086221,9.63651732882502,9.63651732882502,0.130265433414616
18,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
19,repeat_triplet,45,fixed_total,Inf,0.283963713002382,99.0701606086221,9.63651732882502,9.63651732882502,0.13012880901041
20,repeat_triplet,45,fixed_total,Inf,0.283954724497112,99.0701606086221,9.63651732882502,9.63651732882502,0.130128361338618
21,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
22,repeat_triplet,45,fixed_total,Inf,0.283774763833895,99.0701606086221,9.63651732882502,9.63651732882502,0.130043228836993
23,repeat_triplet,45,fixed_total,Inf,0.283767247233305,99.0701606086221,9.63651732882502,9.63651732882502,0.130042987406818
24,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
25,repeat_triplet,45,fixed_total,Inf,0.283647298304458,99.0701606086221,9.63651732882502,9.63651732882502,0.129985598419785
26,repeat_triplet,45,fixed_total,Inf,0.283641997244933,99.0701606086221,9.63651732882502,9.63651732882502,0.129986008923916
27,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
28,repeat_triplet,45,fixed_total,Inf,0.283557734747772,99.0701606086221,9.63651732882502,9.63651732882502,0.12994517653541
29,repeat_triplet,45,fixed_total,Inf,0.283553446074693,99.0701606086221,9.63651732882502,9.63651732882502,0.129945761114852
30,repeat_triplet,45,fixed_total,Inf,0.283197622664499,99.0701606086221,9.63651732882502,9.63651732882502,0.129785466509836
1,uniform_cone,60,fixed_total,Inf,NaN,76.5849535080304,0,0,Inf
2,uniform_cone,60,fixed_total,Inf,NaN,99.8309382924768,0,0,Inf
3,uniform_cone,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
4,uniform_cone,60,fixed_total,Inf,0.516326849032538,100,67.5401521555368,67.5401521555368,0.129785466509836
5,uniform_cone,60,fixed_total,Inf,0.760320584637217,100,91.1242603550296,89.2645815722739,0.129785466509836
6,uniform_cone,60,fixed_total,Inf,0.915333484524616,100,98.1403212172443,93.7447168216399,0.129785466509836
7,uniform_cone,60,fixed_total,1.00600690841939,1.00600690841939,100,100,94.4209636517329,0.129785470385269
8,uniform_cone,60,fixed_total,Inf,1.03053885071995,100,98.9856297548605,95.9425190194421,0.129785466509836
9,uniform_cone,60,fixed_total,0.983636717631759,0.983636717631759,100,100,95.7734573119188,0.129785466509836
10,uniform_cone,60,fixed_total,0.896818179738299,0.896818179738299,100,100,96.6187658495351,0.129785466509836
11,uniform_cone,60,fixed_total,0.890012227801621,0.890012227801621,100,100,96.9568892645816,0.129785471740785
12,uniform_cone,60,fixed_total,0.945857494903871,0.945857494903871,100,100,96.9568892645816,0.129785466509836
13,uniform_cone,60,fixed_total,0.859923736711684,0.859923736711684,100,100,96.9568892645816,0.129785479350269
14,uniform_cone,60,fixed_total,0.847877087412135,0.847877087412135,100,100,97.2950126796281,0.129785472167333
15,uniform_cone,60,fixed_total,0.854060827957264,0.854060827957264,100,100,96.6187658495351,0.129785466509836
16,uniform_cone,60,fixed_total,Inf,0.816243519415413,100,98.9856297548605,96.9568892645816,0.129785487988821
17,uniform_cone,60,fixed_total,0.850456576534443,0.850456576534443,100,100,96.6187658495351,0.129785490568222
18,uniform_cone,60,fixed_total,0.857897468953531,0.857897468953531,100,100,97.6331360946746,0.129785466509836
19,uniform_cone,60,fixed_total,0.850411212014477,0.850411212014477,100,100,96.6187658495351,0.129785493913893
20,uniform_cone,60,fixed_total,0.830621070073242,0.830621070073242,100,100,96.9568892645816,0.129785466509836
21,uniform_cone,60,fixed_total,0.83731257066715,0.83731257066715,100,100,97.6331360946746,0.129785503200895
22,uniform_cone,60,fixed_total,0.829319784404877,0.829319784404877,100,100,97.6331360946746,0.129785472602261
23,uniform_cone,60,fixed_total,0.830891756355719,0.830891756355719,100,100,97.9712595097211,0.129785505487631
24,uniform_cone,60,fixed_total,Inf,0.838085608088175,100,98.9856297548605,96.6187658495351,0.129785466509836
25,uniform_cone,60,fixed_total,0.832170679527703,0.832170679527703,100,100,97.8021978021978,0.129785466509836
26,uniform_cone,60,fixed_total,0.821743118932408,0.821743118932408,100,100,97.2950126796281,0.129785487933431
27,uniform_cone,60,fixed_total,0.834203602777647,0.834203602777647,100,100,97.6331360946746,0.129785523031918
28,uniform_cone,60,fixed_total,0.823407496478557,0.823407496478557,100,100,96.9568892645816,0.129785531449921
29,uniform_cone,60,fixed_total,0.827113428211682,0.827113428211682,100,100,97.8021978021978,0.129785532687349
30,uniform_cone,60,fixed_total,0.828211644028079,0.828211644028079,100,100,97.2950126796281,0.129785466509836
1,golden_prefix,60,fixed_total,Inf,NaN,76.5849535080304,0,0,Inf
2,golden_prefix,60,fixed_total,Inf,NaN,97.8867286559594,0,0,Inf
3,golden_prefix,60,fixed_total,Inf,0.429500647167783,100,43.956043956044,43.956043956044,0.141659513600559
4,golden_prefix,60,fixed_total,Inf,0.767720779959878,100,72.0202874049028,70.3296703296703,0.136248182040099
5,golden_prefix,60,fixed_total,Inf,0.874644506466907,100,90.5325443786982,86.3905325443787,0.131754934374866
6,golden_prefix,60,fixed_total,Inf,1.14528797693725,100,96.8723584108199,90.5325443786982,0.13443600380753
7,golden_prefix,60,fixed_total,Inf,1.1891159593952,100,99.1546914623838,91.8005071851226,0.13382387653395
8,golden_prefix,60,fixed_total,1.1320471483551,1.1320471483551,100,100,94.5900253592561,0.130074404385639
9,golden_prefix,60,fixed_total,1.12605288689232,1.12605288689232,100,100,95.1817413355875,0.130857357290039
10,golden_prefix,60,fixed_total,1.01940994837026,1.01940994837026,100,100,94.5054945054945,0.131234731339642
11,golden_prefix,60,fixed_total,0.993200177440987,0.993200177440987,100,100,95.6043956043956,0.131022524539376
12,golden_prefix,60,fixed_total,0.910588401865871,0.910588401865871,100,100,95.7734573119188,0.130595679820729
13,golden_prefix,60,fixed_total,0.872200859493957,0.872200859493957,100,100,96.7878275570583,0.129828919241178
14,golden_prefix,60,fixed_total,0.87543390838672,0.87543390838672,100,100,96.5342349957735,0.130523881097572
15,golden_prefix,60,fixed_total,0.864200333508486,0.864200333508486,100,100,97.1259509721048,0.13063302767832
16,golden_prefix,60,fixed_total,0.87054117284369,0.87054117284369,100,100,96.9568892645816,0.13004334425238
17,golden_prefix,60,fixed_total,0.85944857757864,0.85944857757864,100,100,97.1259509721048,0.130050228780306
18,golden_prefix,60,fixed_total,0.868287920028063,0.868287920028063,100,100,96.9568892645816,0.130038441594371
19,golden_prefix,60,fixed_total,0.853774245353596,0.853774245353596,100,100,97.2950126796281,0.130266358505883
20,golden_prefix,60,fixed_total,0.86109507027518,0.86109507027518,100,100,97.0414201183432,0.130167108619103
21,golden_prefix,60,fixed_total,0.847312993234886,0.847312993234886,100,100,97.3795435333897,0.129791907326041
22,golden_prefix,60,fixed_total,0.856051138687791,0.856051138687791,100,100,97.1259509721048,0.130013616743429
23,golden_prefix,60,fixed_total,0.851396424305549,0.851396424305549,100,100,97.3795435333897,0.130101560534811
24,golden_prefix,60,fixed_total,0.856828147658125,0.856828147658125,100,100,97.3795435333897,0.129997966834554
25,golden_prefix,60,fixed_total,0.850806403246226,0.850806403246226,100,100,97.3795435333897,0.129929831869726
26,golden_prefix,60,fixed_total,0.846922934462039,0.846922934462039,100,100,97.3795435333897,0.129827122555864
27,golden_prefix,60,fixed_total,0.841363820601588,0.841363820601588,100,100,97.3795435333897,0.130014492803662
28,golden_prefix,60,fixed_total,0.839190972033523,0.839190972033523,100,100,97.4640743871513,0.13001534764391
29,golden_prefix,60,fixed_total,0.83617129431277,0.83617129431277,100,100,97.3795435333897,0.129826187229544
30,golden_prefix,60,fixed_total,0.831085551177782,0.831085551177782,100,100,97.7176669484362,0.129876977305535
1,repeat_triplet,60,fixed_total,Inf,NaN,76.5849535080304,0,0,Inf
2,repeat_triplet,60,fixed_total,Inf,NaN,95.3508030431107,0,0,Inf
3,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
4,repeat_triplet,60,fixed_total,Inf,0.407764162319617,100,43.0262045646661,43.0262045646661,0.136805893786195
5,repeat_triplet,60,fixed_total,Inf,0.407951562592754,100,43.0262045646661,43.0262045646661,0.136805893786195
6,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
7,repeat_triplet,60,fixed_total,Inf,0.394116421467568,100,43.0262045646661,43.0262045646661,0.132166286940492
8,repeat_triplet,60,fixed_total,Inf,0.394247920087744,100,43.0262045646661,43.0262045646661,0.132167049863662
9,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
10,repeat_triplet,60,fixed_total,Inf,0.390665412937638,100,43.0262045646661,43.0262045646661,0.130981671211737
11,repeat_triplet,60,fixed_total,Inf,0.390770695669031,100,43.0262045646661,43.0262045646661,0.130984219619565
12,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
13,repeat_triplet,60,fixed_total,Inf,0.389292644221606,100,43.0262045646661,43.0262045646661,0.130505903977686
14,repeat_triplet,60,fixed_total,Inf,0.389361303010764,100,43.0262045646661,43.0262045646661,0.130502498846885
15,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
16,repeat_triplet,60,fixed_total,Inf,0.388604968864763,100,43.0262045646661,43.0262045646661,0.130265267996661
17,repeat_triplet,60,fixed_total,Inf,0.388670829951297,100,43.0262045646661,43.0262045646661,0.130265433414616
18,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
19,repeat_triplet,60,fixed_total,Inf,0.388218768888886,100,43.0262045646661,43.0262045646661,0.13012880901041
20,repeat_triplet,60,fixed_total,Inf,0.388273756195707,100,43.0262045646661,43.0262045646661,0.130128361338618
21,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
22,repeat_triplet,60,fixed_total,Inf,0.387978909544391,100,43.0262045646661,43.0262045646661,0.130043228836993
23,repeat_triplet,60,fixed_total,Inf,0.388027326579416,100,43.0262045646661,43.0262045646661,0.130042987406818
24,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
25,repeat_triplet,60,fixed_total,Inf,0.387818971472468,100,43.0262045646661,43.0262045646661,0.129985598419785
26,repeat_triplet,60,fixed_total,Inf,0.387863758156253,100,43.0262045646661,43.0262045646661,0.129986008923916
27,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
28,repeat_triplet,60,fixed_total,Inf,0.387707911711715,100,43.0262045646661,43.0262045646661,0.12994517653541
29,repeat_triplet,60,fixed_total,Inf,0.387748770385838,100,43.0262045646661,43.0262045646661,0.129945761114852
30,repeat_triplet,60,fixed_total,Inf,0.387312958347844,100,43.0262045646661,43.0262045646661,0.129785466509836
1,uniform_cone,85,fixed_total,Inf,NaN,98.9010989010989,0,0,Inf
2,uniform_cone,85,fixed_total,Inf,NaN,100,0,0,Inf
3,uniform_cone,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
4,uniform_cone,85,fixed_total,Inf,0.443309088487472,100,99.6618765849535,99.6618765849535,0.129785466509836
5,uniform_cone,85,fixed_total,0.456757117346168,0.456757117346168,100,100,99.8309382924768,0.129785466509836
6,uniform_cone,85,fixed_total,0.452697127733436,0.452697127733436,100,100,100,0.129785466509836
7,uniform_cone,85,fixed_total,0.448840829995705,0.448840829995705,100,100,100,0.129785470385269
8,uniform_cone,85,fixed_total,0.451071597196954,0.451071597196954,100,100,100,0.129785466509836
9,uniform_cone,85,fixed_total,0.448023368647214,0.448023368647214,100,100,100,0.129785466509836
10,uniform_cone,85,fixed_total,0.448209132606998,0.448209132606998,100,100,100,0.129785466509836
11,uniform_cone,85,fixed_total,0.446606668223987,0.446606668223987,100,100,100,0.129785471740785
12,uniform_cone,85,fixed_total,0.449053891648831,0.449053891648831,100,100,100,0.129785466509836
13,uniform_cone,85,fixed_total,0.446479181017972,0.446479181017972,100,100,100,0.129785479350269
14,uniform_cone,85,fixed_total,0.44688392811684,0.44688392811684,100,100,100,0.129785472167333
15,uniform_cone,85,fixed_total,0.447687725496437,0.447687725496437,100,100,100,0.129785466509836
16,uniform_cone,85,fixed_total,0.447128153653252,0.447128153653252,100,100,100,0.129785487988821
17,uniform_cone,85,fixed_total,0.447375373063012,0.447375373063012,100,100,100,0.129785490568222
18,uniform_cone,85,fixed_total,0.446764010682994,0.446764010682994,100,100,100,0.129785466509836
19,uniform_cone,85,fixed_total,0.446846792846247,0.446846792846247,100,100,100,0.129785493913893
20,uniform_cone,85,fixed_total,0.447226014029444,0.447226014029444,100,100,100,0.129785466509836
21,uniform_cone,85,fixed_total,0.446761909617161,0.446761909617161,100,100,100,0.129785503200895
22,uniform_cone,85,fixed_total,0.445998625336532,0.445998625336532,100,100,100,0.129785472602261
23,uniform_cone,85,fixed_total,0.446358569126228,0.446358569126228,100,100,100,0.129785505487631
24,uniform_cone,85,fixed_total,0.446917424420053,0.446917424420053,100,100,100,0.129785466509836
25,uniform_cone,85,fixed_total,0.446423860066539,0.446423860066539,100,100,100,0.129785466509836
26,uniform_cone,85,fixed_total,0.445901706817042,0.445901706817042,100,100,100,0.129785487933431
27,uniform_cone,85,fixed_total,0.446487160253364,0.446487160253364,100,100,100,0.129785523031918
28,uniform_cone,85,fixed_total,0.446545243516235,0.446545243516235,100,100,100,0.129785531449921
29,uniform_cone,85,fixed_total,0.446771750443054,0.446771750443054,100,100,100,0.129785532687349
30,uniform_cone,85,fixed_total,0.447292076062894,0.447292076062894,100,100,100,0.129785466509836
1,golden_prefix,85,fixed_total,Inf,NaN,98.9010989010989,0,0,Inf
2,golden_prefix,85,fixed_total,Inf,NaN,100,0,0,Inf
3,golden_prefix,85,fixed_total,Inf,0.473287293031136,100,96.6187658495351,96.6187658495351,0.141659513600559
4,golden_prefix,85,fixed_total,Inf,0.48995747881563,100,99.4928148774303,99.323753169907,0.136248182040099
5,golden_prefix,85,fixed_total,0.473049472603434,0.473049472603434,100,100,99.7464074387151,0.131754934374866
6,golden_prefix,85,fixed_total,0.472818761107387,0.472818761107387,100,100,99.9154691462384,0.13443600380753
7,golden_prefix,85,fixed_total,0.468206681141961,0.468206681141961,100,100,99.9154691462384,0.13382387653395
8,golden_prefix,85,fixed_total,0.452083664185572,0.452083664185572,100,100,100,0.130074404385639
9,golden_prefix,85,fixed_total,0.454114051147972,0.454114051147972,100,100,100,0.130857357290039
10,golden_prefix,85,fixed_total,0.454151955788944,0.454151955788944,100,100,100,0.131234731339642
11,golden_prefix,85,fixed_total,0.452299870536584,0.452299870536584,100,100,100,0.131022524539376
12,golden_prefix,85,fixed_total,0.450427751471239,0.450427751471239,100,100,100,0.130595679820729
13,golden_prefix,85,fixed_total,0.447910255898714,0.447910255898714,100,100,100,0.129828919241178
14,golden_prefix,85,fixed_total,0.449765024450268,0.449765024450268,100,100,100,0.130523881097572
15,golden_prefix,85,fixed_total,0.450450025393007,0.450450025393007,100,100,100,0.13063302767832
16,golden_prefix,85,fixed_total,0.447861161776188,0.447861161776188,100,100,100,0.13004334425238
17,golden_prefix,85,fixed_total,0.448101690230806,0.448101690230806,100,100,100,0.130050228780306
18,golden_prefix,85,fixed_total,0.447701585713338,0.447701585713338,100,100,100,0.130038441594371
19,golden_prefix,85,fixed_total,0.448532202359856,0.448532202359856,100,100,100,0.130266358505883
20,golden_prefix,85,fixed_total,0.447998762182855,0.447998762182855,100,100,100,0.130167108619103
21,golden_prefix,85,fixed_total,0.447024254218598,0.447024254218598,100,100,100,0.129791907326041
22,golden_prefix,85,fixed_total,0.447485166369831,0.447485166369831,100,100,100,0.130013616743429
23,golden_prefix,85,fixed_total,0.447905449551131,0.447905449551131,100,100,100,0.130101560534811
24,golden_prefix,85,fixed_total,0.447143136248177,0.447143136248177,100,100,100,0.129997966834554
25,golden_prefix,85,fixed_total,0.447065367033732,0.447065367033732,100,100,100,0.129929831869726
26,golden_prefix,85,fixed_total,0.446654515053299,0.446654515053299,100,100,100,0.129827122555864
27,golden_prefix,85,fixed_total,0.447313467656374,0.447313467656374,100,100,100,0.130014492803662
28,golden_prefix,85,fixed_total,0.447292788762636,0.447292788762636,100,100,100,0.13001534764391
29,golden_prefix,85,fixed_total,0.44668152255037,0.44668152255037,100,100,100,0.129826187229544
30,golden_prefix,85,fixed_total,0.4469705734444,0.4469705734444,100,100,100,0.129876977305535
1,repeat_triplet,85,fixed_total,Inf,NaN,98.9010989010989,0,0,Inf
2,repeat_triplet,85,fixed_total,Inf,NaN,100,0,0,Inf
3,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
4,repeat_triplet,85,fixed_total,Inf,0.456633273756476,100,96.0270498732037,96.0270498732037,0.136805893786195
5,repeat_triplet,85,fixed_total,Inf,0.456741266753652,100,96.0270498732037,96.0270498732037,0.136805893786195
6,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
7,repeat_triplet,85,fixed_total,Inf,0.441251463043307,100,96.0270498732037,96.0270498732037,0.132166286940492
8,repeat_triplet,85,fixed_total,Inf,0.441328491951439,100,96.0270498732037,96.0270498732037,0.132167049863662
9,repeat_triplet,85,fixed_total,Inf,0.43347350941138,100,96.0270498732037,96.0270498732037,0.129785466509836
10,repeat_triplet,85,fixed_total,Inf,0.43734345985963,100,96.0270498732037,96.0270498732037,0.130981671211737
11,repeat_triplet,85,fixed_total,Inf,0.437408275343338,100,96.0270498732037,96.0270498732037,0.130984219619565
