sample_id,date,time,axis,axis_angle,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_165901_182,2026-07-22,17:32:23,Y,-90.000000,90.000000,270.000000,1.000000,0.531990,0.531829,0.002046,1000,1000
20260722_165901_183,2026-07-22,17:32:26,Y,-89.000000,89.000000,270.000000,1.000000,0.524958,0.524919,0.001996,1000,1000
20260722_165901_184,2026-07-22,17:32:30,Y,-88.000000,88.000000,270.000000,1.000000,0.381442,0.381463,0.002158,1000,1000
20260722_165901_185,2026-07-22,17:32:33,Y,-87.000000,87.000000,270.000000,1.000000,0.288419,0.288349,0.002070,1000,1000
20260722_165901_186,2026-07-22,17:32:36,Y,-86.000000,86.000000,270.000000,1.000000,0.279651,0.279794,0.002130,1000,1000
20260722_165901_187,2026-07-22,17:32:40,Y,-85.000000,85.000000,270.000000,1.000000,0.270292,0.270252,0.002025,1000,1000
20260722_165901_188,2026-07-22,17:32:43,Y,-84.000000,84.000000,270.000000,1.000000,0.261848,0.261697,0.002108,1000,1000
20260722_165901_189,2026-07-22,17:32:46,Y,-83.000000,83.000000,270.000000,1.000000,0.253734,0.253801,0.002146,1000,1000
20260722_165901_190,2026-07-22,17:32:49,Y,-82.000000,82.000000,270.000000,1.000000,0.246167,0.246233,0.002090,1000,1000
20260722_165901_191,2026-07-22,17:32:52,Y,-81.000000,81.000000,270.000000,1.000000,0.238568,0.238666,0.002093,1000,1000
20260722_165901_192,2026-07-22,17:32:56,Y,-80.000000,80.000000,270.000000,1.000000,0.231286,0.231427,0.002115,1000,1000
20260722_165901_193,2026-07-22,17:32:59,Y,-79.000000,79.000000,270.000000,1.000000,0.224256,0.224188,0.002206,1000,1000
20260722_165901_194,2026-07-22,17:33:02,Y,-78.000000,78.000000,270.000000,1.000000,0.217208,0.217279,0.002129,1000,1000
20260722_165901_195,2026-07-22,17:33:06,Y,-77.000000,77.000000,270.000000,1.000000,0.210282,0.210040,0.002119,1000,1000
20260722_165901_196,2026-07-22,17:33:09,Y,-76.000000,76.000000,270.000000,1.000000,0.203561,0.203460,0.002190,1000,1000
20260722_165901_197,2026-07-22,17:33:12,Y,-75.000000,75.000000,270.000000,1.000000,0.196970,0.196879,0.002097,1000,1000
20260722_165901_198,2026-07-22,17:33:15,Y,-74.000000,74.000000,270.000000,1.000000,0.190840,0.190628,0.002241,1000,1000
20260722_165901_199,2026-07-22,17:33:19,Y,-73.000000,73.000000,270.000000,1.000000,0.184632,0.184705,0.001882,1000,1000
20260722_165901_200,2026-07-22,17:33:22,Y,-72.000000,72.000000,270.000000,1.000000,0.178975,0.179112,0.001998,1000,1000
20260722_165901_201,2026-07-22,17:33:25,Y,-71.000000,71.000000,270.000000,1.000000,0.173579,0.173518,0.002127,1000,1000
20260722_165901_202,2026-07-22,17:33:29,Y,-70.000000,70.000000,270.000000,1.000000,0.168559,0.168583,0.001921,1000,1000
20260722_165901_203,2026-07-22,17:33:32,Y,-69.000000,69.000000,270.000000,1.000000,0.170367,0.170228,0.002050,1000,1000
20260722_165901_204,2026-07-22,17:33:35,Y,-68.000000,68.000000,270.000000,1.000000,0.678422,0.678246,0.002000,1000,1000
20260722_165901_205,2026-07-22,17:33:39,Y,-67.000000,67.000000,270.000000,1.000000,0.676493,0.676601,0.001985,1000,1000
20260722_165901_206,2026-07-22,17:33:42,Y,-66.000000,66.000000,270.000000,1.000000,0.702087,0.701936,0.002095,1000,1000
20260722_165901_207,2026-07-22,17:33:45,Y,-65.000000,65.000000,270.000000,1.000000,0.728791,0.728917,0.002224,1000,1000
20260722_165901_208,2026-07-22,17:33:48,Y,-64.000000,64.000000,270.000000,1.000000,0.759907,0.759845,0.002100,1000,1000
20260722_165901_209,2026-07-22,17:33:52,Y,-63.000000,63.000000,270.000000,1.000000,0.798586,0.798671,0.002191,1000,1000
20260722_165901_210,2026-07-22,17:33:55,Y,-62.000000,62.000000,270.000000,1.000000,0.838652,0.838483,0.002019,1000,1000
20260722_165901_211,2026-07-22,17:33:58,Y,-61.000000,61.000000,270.000000,1.000000,0.886752,0.886850,0.002227,1000,1000
20260722_165901_212,2026-07-22,17:34:02,Y,-60.000000,60.000000,270.000000,1.000000,0.952342,0.952327,0.002078,1000,1000
20260722_165901_213,2026-07-22,17:34:05,Y,-59.000000,59.000000,270.000000,1.000000,1.026577,1.026687,0.002116,1000,1000
20260722_165901_214,2026-07-22,17:34:08,Y,-58.000000,58.000000,270.000000,1.000000,1.108204,1.108286,0.002062,1000,1000
20260722_165901_215,2026-07-22,17:34:11,Y,-57.000000,57.000000,270.000000,1.000000,1.188709,1.188569,0.002285,1000,1000
20260722_165901_216,2026-07-22,17:34:15,Y,-56.000000,56.000000,270.000000,1.000000,1.266717,1.266878,0.002226,1000,1000
