sample_id,date,time,axis,axis_angle,phi_cmd,azimuth_cmd,d_fixed,v_mean,v_median,v_std,n_samples,fs
20260722_165901_1,2026-07-22,17:19:47,X,-90.000000,90.000000,180.000000,1.000000,0.396075,0.395941,0.002136,1000,1000
20260722_165901_2,2026-07-22,17:19:52,X,-89.000000,89.000000,180.000000,1.000000,0.392784,0.392650,0.002083,1000,1000
20260722_165901_3,2026-07-22,17:19:56,X,-88.000000,88.000000,180.000000,1.000000,0.397775,0.397915,0.002020,1000,1000
20260722_165901_4,2026-07-22,17:20:00,X,-87.000000,87.000000,180.000000,1.000000,0.415936,0.416011,0.001942,1000,1000
20260722_165901_5,2026-07-22,17:20:04,X,-86.000000,86.000000,180.000000,1.000000,0.459336,0.459443,0.002052,1000,1000
20260722_165901_6,2026-07-22,17:20:08,X,-85.000000,85.000000,180.000000,1.000000,0.532785,0.532816,0.002057,1000,1000
20260722_165901_7,2026-07-22,17:20:12,X,-84.000000,84.000000,180.000000,1.000000,0.540274,0.540384,0.002233,1000,1000
20260722_165901_8,2026-07-22,17:20:16,X,-83.000000,83.000000,180.000000,1.000000,0.548524,0.548609,0.001983,1000,1000
20260722_165901_9,2026-07-22,17:20:21,X,-82.000000,82.000000,180.000000,1.000000,0.553759,0.553874,0.002133,1000,1000
20260722_165901_10,2026-07-22,17:20:25,X,-81.000000,81.000000,180.000000,1.000000,0.551989,0.551900,0.002120,1000,1000
20260722_165901_11,2026-07-22,17:20:29,X,-80.000000,80.000000,180.000000,1.000000,0.531364,0.531500,0.002119,1000,1000
20260722_165901_12,2026-07-22,17:20:33,X,-79.000000,79.000000,180.000000,1.000000,0.510390,0.510442,0.002062,1000,1000
20260722_165901_13,2026-07-22,17:20:37,X,-78.000000,78.000000,180.000000,1.000000,0.492973,0.493004,0.002106,1000,1000
20260722_165901_14,2026-07-22,17:20:41,X,-77.000000,77.000000,180.000000,1.000000,0.497510,0.497610,0.002060,1000,1000
20260722_165901_15,2026-07-22,17:20:45,X,-76.000000,76.000000,180.000000,1.000000,0.506417,0.506494,0.001823,1000,1000
20260722_165901_16,2026-07-22,17:20:49,X,-75.000000,75.000000,180.000000,1.000000,0.517865,0.518010,0.002022,1000,1000
20260722_165901_17,2026-07-22,17:20:53,X,-74.000000,74.000000,180.000000,1.000000,0.523329,0.523274,0.002093,1000,1000
20260722_165901_18,2026-07-22,17:20:58,X,-73.000000,73.000000,180.000000,1.000000,0.529808,0.529855,0.002146,1000,1000
