Case,K,Budget,RMS_full_cm,RMS_conditional_cm,Coverage_percent
1,1,per_orientation,Inf,NaN,0
1,2,per_orientation,Inf,NaN,0
1,3,per_orientation,Inf,1.5264616420282,75.7231404958678
1,4,per_orientation,Inf,1.34016362561216,85.5371900826446
1,5,per_orientation,Inf,1.37281283995521,95.3512396694215
1,6,per_orientation,Inf,1.41789841348379,98.7603305785124
1,7,per_orientation,Inf,1.46852302699952,99.5867768595041
1,8,per_orientation,1.51039651361774,1.51039651361774,100
1,9,per_orientation,1.45570425499952,1.45570425499952,100
1,10,per_orientation,1.4425803487056,1.4425803487056,100
1,11,per_orientation,1.37867247912949,1.37867247912949,100
1,12,per_orientation,1.11268227056186,1.11268227056186,100
1,13,per_orientation,1.1014547647901,1.1014547647901,100
1,14,per_orientation,1.02347312813633,1.02347312813633,100
1,15,per_orientation,0.996307829110019,0.996307829110019,100
1,16,per_orientation,1.01513850955641,1.01513850955641,100
1,17,per_orientation,0.962778698755983,0.962778698755983,100
1,18,per_orientation,0.905223417875984,0.905223417875984,100
1,19,per_orientation,0.873321163245713,0.873321163245713,100
1,20,per_orientation,0.910866553856351,0.910866553856351,100
1,21,per_orientation,0.831191674401256,0.831191674401256,100
1,22,per_orientation,0.838139814892553,0.838139814892553,100
1,23,per_orientation,0.804023056119094,0.804023056119094,100
1,24,per_orientation,0.719241889648756,0.719241889648756,100
1,25,per_orientation,0.75328357262275,0.75328357262275,100
1,26,per_orientation,0.732734647043575,0.732734647043575,100
1,27,per_orientation,0.731243211446049,0.731243211446049,100
1,28,per_orientation,0.699564859813838,0.699564859813838,100
1,29,per_orientation,0.709981364421257,0.709981364421257,100
1,30,per_orientation,0.683499009289898,0.683499009289898,100
